episode,video,trace_idx,total_reward,avg_vmaf,total_rebuffer,rebuffer_rate,total_smooth,switches,chunks
0,crowd_run,23,635.5021669065509,32.83999999999999,429.26087290164253,223.57337130293882,28.810000000000002,1,48
1,crowd_run,26,1531.6080927395506,32.83999999999999,4.400729555400256,2.292046643437633,28.810000000000002,1,48
2,crowd_run,11,1134.8255623655925,32.83999999999999,193.9172222222222,100.99855324074072,28.810000000000002,1,48
3,crowd_run,8,798.6916184202167,32.83999999999999,351.5516102760875,183.09979701879558,28.810000000000002,1,48
4,crowd_run,5,1360.7352004463125,32.83999999999999,85.96856436627235,44.77529394076684,28.810000000000002,1,48
5,crowd_run,3,736.8383333333335,32.83999999999999,381.0055555555556,198.44039351851853,28.810000000000002,1,48
6,crowd_run,8,798.6916184202167,32.83999999999999,351.5516102760875,183.09979701879558,28.810000000000002,1,48
7,crowd_run,19,1070.1567869290154,32.83999999999999,222.28248241475464,115.77212625768472,28.810000000000002,1,48
8,crowd_run,11,1134.8255623655925,32.83999999999999,193.9172222222222,100.99855324074072,28.810000000000002,1,48
9,crowd_run,16,1498.385163747598,32.83999999999999,21.77887041963774,11.343161676894658,28.810000000000002,1,48
10,crowd_run,18,1544.509521505376,32.83999999999999,1.076111111111111,0.560474537037037,28.810000000000002,1,48
11,crowd_run,4,1098.692828834622,32.83999999999999,208.69389103113238,108.6947349120481,28.810000000000002,1,48
12,crowd_run,23,635.5021669065509,32.83999999999999,429.26087290164253,223.57337130293882,28.810000000000002,1,48
13,crowd_run,6,905.2275895405924,32.83999999999999,300.82019545686086,156.6771851337817,28.810000000000002,1,48
14,crowd_run,10,830.8411861574913,32.83999999999999,336.24305686313716,175.12659211621727,28.810000000000002,1,48
15,crowd_run,14,636.891359270389,32.83999999999999,428.59935272838624,223.22882954603452,28.810000000000002,1,48
16,crowd_run,0,1357.1849467337538,32.83999999999999,87.71994780787166,45.68747281659982,28.810000000000002,1,48
17,crowd_run,0,1357.1849467337538,32.83999999999999,87.71994780787166,45.68747281659982,28.810000000000002,1,48
18,crowd_run,21,1099.613055555556,32.83999999999999,208.25568783068795,108.46650407848331,28.810000000000002,1,48
19,crowd_run,24,965.1280189837214,32.83999999999999,272.2961814363232,141.82092783141832,28.810000000000002,1,48
