episode,video,trace_idx,total_reward,avg_vmaf,total_rebuffer,rebuffer_rate,total_smooth,switches,chunks
0,tearsofsteel_short,23,3974.5584325880313,92.82000000000004,212.03407971998436,110.4344165208252,24.97,1,48
1,tearsofsteel_short,26,4532.140095221298,95.20958333333338,1.2415371297052373,0.6466339217214778,34.270000000000024,4,48
2,tearsofsteel_short,11,4286.924735483872,94.17625000000004,93.85333333333338,48.88194444444447,31.170000000000016,3,48
3,tearsofsteel_short,8,4080.4171863085808,92.82000000000004,161.62807153043514,84.18128725543497,24.97,1,48
4,tearsofsteel_short,5,4426.4598468075865,93.85333333333341,18.44983455391278,9.609288830162905,34.270000000000024,4,48
5,tearsofsteel_short,3,4040.2900000000013,92.82000000000004,180.73333333333312,94.13194444444434,24.97,1,48
6,tearsofsteel_short,8,4080.4171863085808,92.82000000000004,161.62807153043514,84.18128725543497,24.97,1,48
7,tearsofsteel_short,19,4256.522698963429,92.82000000000004,77.77782643119221,40.509284599579274,24.97,1,48
8,tearsofsteel_short,11,4286.924735483872,94.17625000000004,93.85333333333338,48.88194444444447,31.170000000000016,3,48
9,tearsofsteel_short,16,4517.682542843689,94.82208333333335,2.0211590379086175,1.0526869989107381,28.070000000000007,2,48
10,tearsofsteel_short,18,4556.193612903228,95.53250000000004,0.3466666666666667,0.18055555555555558,28.070000000000007,2,48
11,tearsofsteel_short,4,4275.006429514349,92.82000000000004,68.96360499316688,35.91854426727441,24.97,1,48
12,tearsofsteel_short,23,3974.5584325880313,92.82000000000004,212.03407971998436,110.4344165208252,24.97,1,48
13,tearsofsteel_short,6,4149.524469130518,92.82000000000004,128.7212078639098,67.04229576245302,24.97,1,48
14,tearsofsteel_short,10,4101.337758086334,92.82000000000004,151.6981990463593,79.00947866997879,24.97,1,48
15,tearsofsteel_short,14,3975.459530337549,92.82000000000004,211.60498555354775,110.21092997580612,24.97,1,48
16,tearsofsteel_short,0,4424.308080237759,93.78875000000009,18.19403088472238,9.476057752459573,34.270000000000024,4,48
17,tearsofsteel_short,0,4424.308080237759,93.78875000000009,18.19403088472238,9.476057752459573,34.270000000000024,4,48
18,tearsofsteel_short,21,4275.603333333333,92.82000000000004,68.67936507936507,35.77050264550264,24.97,1,48
19,tearsofsteel_short,24,4181.327456562992,92.82000000000004,113.5805443082668,59.15653349388895,24.97,1,48
