Method,Video,Episode,Chunk,Action,Bitrate_kbps,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s,VMAF,Smooth_Penalty,Step_QoE
Ablation_Future,bigbuckbunny,7,37,1,750,1115.9,10.19,11.18,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,7,38,0,300,385.1,11.18,11.11,0.0,66.58,17.15,49.43
Ablation_Future,bigbuckbunny,7,39,0,300,838.5,11.11,13.18,0.0,66.58,0.0,66.58
Ablation_Future,bigbuckbunny,7,40,1,750,804.9,13.18,11.34,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,7,41,2,1200,942.1,11.34,12.48,0.0,90.34,6.61,83.73
Ablation_Future,bigbuckbunny,7,42,3,1850,999.5,12.48,12.61,0.0,95.49,5.15,90.34
Ablation_Future,bigbuckbunny,7,43,3,1850,1003.0,12.61,9.64,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,7,44,2,1200,835.4,9.64,7.07,0.0,90.34,5.15,85.19
Ablation_Future,bigbuckbunny,7,45,2,1200,797.9,7.07,7.49,0.0,90.34,0.0,90.34
Ablation_Future,bigbuckbunny,7,46,3,1850,967.8,7.49,7.72,0.0,95.49,5.15,90.34
Ablation_Future,bigbuckbunny,7,47,3,1850,875.4,7.72,7.61,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,8,0,0,300,891.0,2.97,4.17,0.0,66.58,0.0,66.58
Ablation_Future,bigbuckbunny,8,1,1,750,891.2,4.17,6.04,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,8,2,1,750,890.8,6.04,6.89,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,8,3,1,750,879.8,6.89,8.54,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,8,4,1,750,841.8,8.54,8.19,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,8,5,3,1850,900.4,8.19,8.36,0.0,95.49,11.76,83.73
Ablation_Future,bigbuckbunny,8,6,3,1850,897.6,8.36,8.99,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,8,7,3,1850,884.1,8.99,9.64,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,8,8,2,1200,901.1,9.64,7.66,0.0,90.34,5.15,85.19
Ablation_Future,bigbuckbunny,8,9,2,1200,882.9,7.66,8.68,0.0,90.34,0.0,90.34
Ablation_Future,bigbuckbunny,8,10,3,1850,901.2,8.68,9.11,0.0,95.49,5.15,90.34
Ablation_Future,bigbuckbunny,8,11,3,1850,900.7,9.11,6.74,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,8,12,0,300,901.6,6.74,8.5,0.0,66.58,28.91,37.67
Ablation_Future,bigbuckbunny,8,13,1,750,900.5,8.5,10.16,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,8,14,1,750,900.3,10.16,10.53,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,8,15,2,1200,897.1,10.53,10.0,0.0,90.34,6.61,83.73
Ablation_Future,bigbuckbunny,8,16,0,300,902.5,10.0,10.74,0.0,66.58,23.76,42.82
Ablation_Future,bigbuckbunny,8,17,1,750,807.4,10.74,10.14,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,8,18,1,750,902.0,10.14,9.88,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,8,19,2,1200,900.4,9.88,8.71,0.0,90.34,6.61,83.73
Ablation_Future,bigbuckbunny,8,20,0,300,902.0,8.71,9.99,0.0,66.58,23.76,42.82
Ablation_Future,bigbuckbunny,8,21,1,750,901.2,9.99,10.94,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,8,22,1,750,900.6,10.94,11.44,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,8,23,3,1850,902.1,11.44,10.41,0.0,95.49,11.76,83.73
Ablation_Future,bigbuckbunny,8,24,2,1200,901.1,10.41,6.86,0.0,90.34,5.15,85.19
Ablation_Future,bigbuckbunny,8,25,2,1200,899.4,6.86,7.8,0.0,90.34,0.0,90.34
Ablation_Future,bigbuckbunny,8,26,3,1850,823.2,7.8,6.85,0.0,95.49,5.15,90.34
Ablation_Future,bigbuckbunny,8,27,2,1200,901.4,6.85,7.17,0.0,90.34,5.15,85.19
Ablation_Future,bigbuckbunny,8,28,1,750,901.5,7.17,7.25,0.0,83.73,6.61,77.12
Ablation_Future,bigbuckbunny,8,29,2,1200,900.7,7.25,8.62,0.0,90.34,6.61,83.73
Ablation_Future,bigbuckbunny,8,30,3,1850,899.6,8.62,7.34,0.0,95.49,5.15,90.34
Ablation_Future,bigbuckbunny,8,31,2,1200,902.2,7.34,7.0,0.0,90.34,5.15,85.19
Ablation_Future,bigbuckbunny,8,32,0,300,900.9,7.0,9.02,0.0,66.58,23.76,42.82
Ablation_Future,bigbuckbunny,8,33,1,750,894.7,9.02,10.62,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,8,34,1,750,901.3,10.62,10.59,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,8,35,2,1200,902.2,10.59,10.61,0.0,90.34,6.61,83.73
Ablation_Future,bigbuckbunny,8,36,1,750,901.0,10.61,7.09,0.0,83.73,6.61,77.12
Ablation_Future,bigbuckbunny,8,37,1,750,901.0,7.09,7.36,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,8,38,1,750,901.5,7.36,7.01,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,8,39,1,750,871.6,7.01,6.39,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,8,40,0,300,901.6,6.39,8.3,0.0,66.58,17.15,49.43
Ablation_Future,bigbuckbunny,8,41,1,750,901.8,8.3,10.43,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,8,42,3,1850,901.0,10.43,10.14,0.0,95.49,11.76,83.73
Ablation_Future,bigbuckbunny,8,43,2,1200,900.8,10.14,9.11,0.0,90.34,5.15,85.19
Ablation_Future,bigbuckbunny,8,44,2,1200,900.8,9.11,7.01,0.0,90.34,0.0,90.34
Ablation_Future,bigbuckbunny,8,45,2,1200,901.8,7.01,7.85,0.0,90.34,0.0,90.34
Ablation_Future,bigbuckbunny,8,46,3,1850,900.7,7.85,7.8,0.0,95.49,5.15,90.34
Ablation_Future,bigbuckbunny,8,47,3,1850,900.7,7.8,7.8,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,9,0,0,300,1125.3,1.22,4.0,1.0,66.58,0.0,62.28
Ablation_Future,bigbuckbunny,9,1,1,750,956.1,4.0,6.01,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,9,2,1,750,823.4,6.01,6.6,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,9,3,1,750,1207.6,6.6,8.9,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,9,4,1,750,1173.0,8.9,9.77,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,9,5,3,1850,1203.8,9.77,10.91,0.0,95.49,11.76,83.73
Ablation_Future,bigbuckbunny,9,6,3,1850,1089.3,10.91,12.13,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,9,7,3,1850,1211.6,12.13,13.69,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,9,8,3,1850,1178.5,13.69,10.64,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,9,9,3,1850,1006.7,10.64,10.61,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,9,10,3,1850,1247.8,10.61,12.03,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,9,11,3,1850,763.9,12.03,8.53,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,9,12,0,300,1168.9,8.53,10.79,0.0,66.58,28.91,37.67
Ablation_Future,bigbuckbunny,9,13,3,1850,1211.6,10.79,10.51,0.0,95.49,28.91,66.58
Ablation_Future,bigbuckbunny,9,14,2,1200,969.1,10.51,9.12,0.0,90.34,5.15,85.19
Ablation_Future,bigbuckbunny,9,15,2,1200,1127.2,9.12,9.51,0.0,90.34,0.0,90.34
Ablation_Future,bigbuckbunny,9,16,1,750,1159.4,9.51,7.18,0.0,83.73,6.61,77.12
Ablation_Future,bigbuckbunny,9,17,0,300,561.7,7.18,8.53,0.0,66.58,17.15,49.43
Ablation_Future,bigbuckbunny,9,18,0,300,1222.0,8.53,11.27,0.0,66.58,0.0,66.58
Ablation_Future,bigbuckbunny,9,19,1,750,1103.6,11.27,12.64,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,9,20,1,750,1120.9,12.64,11.15,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,9,21,2,1200,1012.5,11.15,10.81,0.0,90.34,6.61,83.73
Ablation_Future,bigbuckbunny,9,22,2,1200,1122.2,10.81,10.32,0.0,90.34,0.0,90.34
Ablation_Future,bigbuckbunny,9,23,3,1850,972.2,10.32,9.66,0.0,95.49,5.15,90.34
Ablation_Future,bigbuckbunny,9,24,1,750,917.8,9.66,9.02,0.0,83.73,11.76,71.97
Ablation_Future,bigbuckbunny,9,25,2,1200,1228.1,9.02,10.78,0.0,90.34,6.61,83.73
Ablation_Future,bigbuckbunny,9,26,3,1850,1187.8,10.78,11.35,0.0,95.49,5.15,90.34
Ablation_Future,bigbuckbunny,9,27,3,1850,983.4,11.35,10.15,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,9,28,2,1200,1268.5,10.15,9.69,0.0,90.34,5.15,85.19
Ablation_Future,bigbuckbunny,9,29,3,1850,1089.4,9.69,10.34,0.0,95.49,5.15,90.34
Ablation_Future,bigbuckbunny,9,30,3,1850,660.9,10.34,7.16,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,9,31,0,300,380.2,7.16,8.58,0.0,66.58,28.91,37.67
Ablation_Future,bigbuckbunny,9,32,0,300,1075.2,8.58,10.92,0.0,66.58,0.0,66.58
Ablation_Future,bigbuckbunny,9,33,0,300,113.5,10.92,7.36,0.0,66.58,0.0,66.58
Ablation_Future,bigbuckbunny,9,34,0,300,1047.7,7.36,9.98,0.0,66.58,0.0,66.58
Ablation_Future,bigbuckbunny,9,35,1,750,711.3,9.98,10.82,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,9,36,0,300,569.9,10.82,10.07,0.0,66.58,17.15,49.43
Ablation_Future,bigbuckbunny,9,37,1,750,1169.5,10.07,11.19,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,9,38,1,750,1241.1,11.19,12.03,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,9,39,1,750,1033.7,12.03,12.13,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,9,40,1,750,994.4,12.13,11.4,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,9,41,1,750,298.9,11.4,9.76,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,9,42,1,750,1043.3,9.76,12.26,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,9,43,0,300,265.1,12.26,11.99,0.0,66.58,17.15,49.43
Ablation_Future,bigbuckbunny,9,44,0,300,992.9,11.99,14.6,0.0,66.58,0.0,66.58
Ablation_Future,bigbuckbunny,9,45,1,750,921.1,14.6,16.67,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,9,46,3,1850,629.3,16.67,14.87,0.0,95.49,11.76,83.73
Ablation_Future,bigbuckbunny,9,47,3,1850,945.5,14.87,15.06,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,10,0,0,300,956.3,1.02,4.0,1.59,66.58,0.0,59.74
Ablation_Future,bigbuckbunny,10,1,1,750,1160.2,4.0,6.36,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,10,2,1,750,1012.1,6.36,7.59,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,10,3,3,1850,1129.0,7.59,7.08,0.0,95.49,11.76,83.73
Ablation_Future,bigbuckbunny,10,4,1,750,847.8,7.08,6.76,0.0,83.73,11.76,71.97
Ablation_Future,bigbuckbunny,10,5,3,1850,792.3,6.76,6.4,0.0,95.49,11.76,83.73
Ablation_Future,bigbuckbunny,10,6,2,1200,471.8,6.4,6.25,0.0,90.34,5.15,85.19
Ablation_Future,bigbuckbunny,10,7,2,1200,893.2,6.25,8.1,0.0,90.34,0.0,90.34
Ablation_Future,bigbuckbunny,10,8,1,750,1029.0,8.1,8.83,0.0,83.73,6.61,77.12
Ablation_Future,bigbuckbunny,10,9,2,1200,528.2,8.83,7.84,0.0,90.34,6.61,83.73
Ablation_Future,bigbuckbunny,10,10,2,1200,754.5,7.84,9.08,0.0,90.34,0.0,90.34
Ablation_Future,bigbuckbunny,10,11,2,1200,815.3,9.08,8.51,0.0,90.34,0.0,90.34
Ablation_Future,bigbuckbunny,10,12,0,300,721.2,8.51,9.7,0.0,66.58,23.76,42.82
Ablation_Future,bigbuckbunny,10,13,1,750,534.2,9.7,9.77,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,10,14,1,750,587.3,9.77,8.21,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,10,15,1,750,713.5,8.21,8.64,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,10,16,0,300,503.6,8.64,6.81,0.0,66.58,17.15,49.43
Ablation_Future,bigbuckbunny,10,17,0,300,282.3,6.81,5.55,0.0,66.58,0.0,66.58
Ablation_Future,bigbuckbunny,10,18,0,300,343.5,5.55,5.07,0.0,66.58,0.0,66.58
Ablation_Future,bigbuckbunny,10,19,0,300,533.8,5.07,6.89,0.0,66.58,0.0,66.58
Ablation_Future,bigbuckbunny,10,20,0,300,775.6,6.89,7.72,0.0,66.58,0.0,66.58
Ablation_Future,bigbuckbunny,10,21,1,750,576.4,7.72,6.95,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,10,22,0,300,502.9,6.95,8.45,0.0,66.58,17.15,49.43
Ablation_Future,bigbuckbunny,10,23,1,750,487.7,8.45,8.68,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,10,24,0,300,400.4,8.68,8.43,0.0,66.58,17.15,49.43
Ablation_Future,bigbuckbunny,10,25,1,750,446.7,8.43,8.58,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,10,26,1,750,1006.1,8.58,10.94,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,10,27,3,1850,845.8,10.94,8.89,0.0,95.49,11.76,83.73
Ablation_Future,bigbuckbunny,10,28,1,750,633.0,8.89,7.31,0.0,83.73,11.76,71.97
Ablation_Future,bigbuckbunny,10,29,2,1200,1261.3,7.31,9.43,0.0,90.34,6.61,83.73
Ablation_Future,bigbuckbunny,10,30,3,1850,1113.3,9.43,9.17,0.0,95.49,5.15,90.34
Ablation_Future,bigbuckbunny,10,31,2,1200,596.7,9.17,6.61,0.0,90.34,5.15,85.19
Ablation_Future,bigbuckbunny,10,32,0,300,627.1,6.61,7.75,0.0,66.58,23.76,42.82
Ablation_Future,bigbuckbunny,10,33,1,750,882.9,7.75,9.32,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,10,34,1,750,1234.7,9.32,10.38,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,10,35,3,1850,1061.1,10.38,9.17,0.0,95.49,11.76,83.73
Ablation_Future,bigbuckbunny,10,36,0,300,972.2,9.17,10.38,0.0,66.58,28.91,37.67
Ablation_Future,bigbuckbunny,10,37,1,750,682.0,10.38,9.45,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,10,38,1,750,609.2,9.45,7.02,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,10,39,0,300,468.4,7.02,7.57,0.0,66.58,17.15,49.43
Ablation_Future,bigbuckbunny,10,40,0,300,1047.2,7.57,9.78,0.0,66.58,0.0,66.58
Ablation_Future,bigbuckbunny,10,41,3,1850,819.8,9.78,8.71,0.0,95.49,28.91,66.58
Ablation_Future,bigbuckbunny,10,42,2,1200,534.5,8.71,8.02,0.0,90.34,5.15,85.19
Ablation_Future,bigbuckbunny,10,43,1,750,669.7,8.02,7.79,0.0,83.73,6.61,77.12
Ablation_Future,bigbuckbunny,10,44,1,750,762.5,7.79,7.28,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,10,45,1,750,468.7,7.28,7.48,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,10,46,1,750,706.1,7.48,9.38,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,10,47,3,1850,703.9,9.38,8.28,0.0,95.49,11.76,83.73
Ablation_Future,bigbuckbunny,11,0,0,300,897.2,1.75,4.0,1.033,66.58,0.0,62.14
Ablation_Future,bigbuckbunny,11,1,1,750,950.5,4.0,6.0,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,11,2,1,750,950.5,6.0,7.05,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,11,3,1,750,950.5,7.05,8.88,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,11,4,1,750,950.5,8.88,9.03,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,11,5,3,1850,950.5,9.03,9.39,0.0,95.49,11.76,83.73
Ablation_Future,bigbuckbunny,11,6,3,1850,950.5,9.39,10.21,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,11,7,3,1850,950.5,10.21,11.1,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,11,8,2,1200,941.2,11.1,9.38,0.0,90.34,5.15,85.19
Ablation_Future,bigbuckbunny,11,9,3,1850,950.5,9.38,9.11,0.0,95.49,5.15,90.34
Ablation_Future,bigbuckbunny,11,10,3,1850,950.5,9.11,9.72,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,11,11,3,1850,950.5,9.72,7.69,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,11,12,1,750,950.5,7.69,6.36,0.0,83.73,11.76,71.97
Ablation_Future,bigbuckbunny,11,13,2,1200,1142.9,6.36,7.41,0.0,90.34,6.61,83.73
Ablation_Future,bigbuckbunny,11,14,1,750,1132.1,7.41,8.53,0.0,83.73,6.61,77.12
Ablation_Future,bigbuckbunny,11,15,2,1200,1142.9,8.53,8.97,0.0,90.34,6.61,83.73
Ablation_Future,bigbuckbunny,11,16,1,750,1142.9,8.97,6.54,0.0,83.73,6.61,77.12
Ablation_Future,bigbuckbunny,11,17,1,750,1142.9,6.54,7.3,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,11,18,1,750,1142.9,7.3,7.93,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,11,19,1,750,1142.9,7.93,9.38,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,11,20,1,750,1142.9,9.38,8.01,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,11,21,2,1200,1142.9,8.01,8.16,0.0,90.34,6.61,83.73
Ablation_Future,bigbuckbunny,11,22,2,1200,1142.9,8.16,7.75,0.0,90.34,0.0,90.34
Ablation_Future,bigbuckbunny,11,23,3,1850,1132.1,7.75,7.74,0.0,95.49,5.15,90.34
Ablation_Future,bigbuckbunny,11,24,1,750,1081.1,7.74,7.81,0.0,83.73,11.76,71.97
Ablation_Future,bigbuckbunny,11,25,3,1850,1132.1,7.81,8.06,0.0,95.49,11.76,83.73
Ablation_Future,bigbuckbunny,11,26,3,1850,1142.9,8.06,8.5,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,11,27,3,1850,1132.1,8.5,7.98,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,11,28,2,1200,1132.1,7.98,6.99,0.0,90.34,5.15,85.19
Ablation_Future,bigbuckbunny,11,29,3,1850,1132.1,6.99,7.76,0.0,95.49,5.15,90.34
Ablation_Future,bigbuckbunny,11,30,3,1850,1142.9,7.76,7.61,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,11,31,3,1850,1132.1,7.61,6.28,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,11,32,1,750,1132.1,6.28,6.32,0.0,83.73,11.76,71.97
Ablation_Future,bigbuckbunny,11,33,2,1200,1142.9,6.32,7.32,0.0,90.34,6.61,83.73
Ablation_Future,bigbuckbunny,11,34,1,750,1132.1,7.32,8.11,0.0,83.73,6.61,77.12
Ablation_Future,bigbuckbunny,11,35,3,1850,1132.1,8.11,7.22,0.0,95.49,11.76,83.73
Ablation_Future,bigbuckbunny,11,36,0,300,897.2,7.22,8.2,0.0,66.58,28.91,37.67
Ablation_Future,bigbuckbunny,11,37,1,750,849.6,8.2,8.24,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,11,38,1,750,849.6,8.24,7.63,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,11,39,1,750,849.6,7.63,6.88,0.0,83.73,0.0,83.73
Ablation_Future,bigbuckbunny,11,40,0,300,849.6,6.88,8.67,0.0,66.58,17.15,49.43
Ablation_Future,bigbuckbunny,11,41,1,750,849.6,8.67,10.69,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,11,42,3,1850,842.1,10.69,10.1,0.0,95.49,11.76,83.73
Ablation_Future,bigbuckbunny,11,43,2,1200,849.6,10.1,8.76,0.0,90.34,5.15,85.19
Ablation_Future,bigbuckbunny,11,44,2,1200,849.6,8.76,6.29,0.0,90.34,0.0,90.34
Ablation_Future,bigbuckbunny,11,45,2,1200,849.6,6.29,6.94,0.0,90.34,0.0,90.34
Ablation_Future,bigbuckbunny,11,46,3,1850,849.6,6.94,6.64,0.0,95.49,5.15,90.34
Ablation_Future,bigbuckbunny,11,47,3,1850,981.8,6.64,6.98,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,0,0,300,2007.9,2.87,5.62,0.0,66.58,0.0,66.58
Ablation_Future,bigbuckbunny,12,1,3,1850,1395.2,5.62,6.26,0.0,95.49,28.91,66.58
Ablation_Future,bigbuckbunny,12,2,2,1200,2358.6,6.26,8.36,0.0,90.34,5.15,85.19
Ablation_Future,bigbuckbunny,12,3,3,1850,2468.0,8.36,10.3,0.0,95.49,5.15,90.34
Ablation_Future,bigbuckbunny,12,4,3,1850,2610.3,10.3,10.84,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,5,3,1850,2198.4,10.84,13.27,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,6,3,1850,572.6,13.27,11.99,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,7,3,1850,1499.7,11.99,14.01,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,8,3,1850,2169.6,14.01,14.19,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,9,3,1850,2152.6,14.19,16.3,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,10,3,1850,2287.1,16.3,18.9,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,11,3,1850,2466.3,18.9,20.57,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,12,3,1850,2266.4,20.57,19.06,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,13,3,1850,1537.7,19.06,19.69,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,14,3,1850,1248.8,19.69,17.24,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,15,3,1850,1320.5,17.24,16.48,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,16,2,1200,2039.5,16.48,14.72,0.0,90.34,5.15,85.19
Ablation_Future,bigbuckbunny,12,17,3,1850,1727.0,14.72,13.42,0.0,95.49,5.15,90.34
Ablation_Future,bigbuckbunny,12,18,3,1850,2008.2,13.42,12.7,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,19,3,1850,1118.6,12.7,10.28,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,20,1,750,2713.9,10.28,12.02,0.0,83.73,11.76,71.97
Ablation_Future,bigbuckbunny,12,21,3,1850,1221.6,12.02,10.47,0.0,95.49,11.76,83.73
Ablation_Future,bigbuckbunny,12,22,3,1850,1530.8,10.47,9.39,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,23,3,1850,1724.2,9.39,10.76,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,24,3,1850,3270.2,10.76,11.55,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,25,3,1850,1536.6,11.55,12.8,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,26,3,1850,1260.4,12.8,13.56,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,27,3,1850,1577.7,13.56,14.32,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,28,3,1850,1365.5,14.32,11.94,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,29,3,1850,2172.3,11.94,14.26,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,30,3,1850,731.8,14.26,11.77,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,31,2,1200,1683.5,11.77,13.45,0.0,90.34,5.15,85.19
Ablation_Future,bigbuckbunny,12,32,3,1850,2097.8,13.45,12.18,0.0,95.49,5.15,90.34
Ablation_Future,bigbuckbunny,12,33,3,1850,2080.7,12.18,13.64,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,34,3,1850,1484.4,13.64,11.6,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,35,3,1850,1489.3,11.6,11.89,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,36,2,1200,1582.8,11.89,9.04,0.0,90.34,5.15,85.19
Ablation_Future,bigbuckbunny,12,37,2,1200,2171.8,9.04,10.56,0.0,90.34,0.0,90.34
Ablation_Future,bigbuckbunny,12,38,3,1850,2452.1,10.56,10.62,0.0,95.49,5.15,90.34
Ablation_Future,bigbuckbunny,12,39,3,1850,1218.4,10.62,6.46,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,40,1,750,1820.0,6.46,7.87,0.0,83.73,11.76,71.97
Ablation_Future,bigbuckbunny,12,41,3,1850,2018.2,7.87,9.81,0.0,95.49,11.76,83.73
Ablation_Future,bigbuckbunny,12,42,3,1850,2542.9,9.81,12.29,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,43,3,1850,1938.0,12.29,12.69,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,44,3,1850,1654.8,12.69,11.57,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,45,3,1850,2130.5,11.57,13.5,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,46,3,1850,2407.2,13.5,15.99,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,12,47,3,1850,3481.8,15.99,18.95,0.0,95.49,0.0,95.49
Ablation_Future,bigbuckbunny,13,0,0,300,527.2,2.64,4.0,2.094,66.58,0.0,57.58
Ablation_Future,bigbuckbunny,13,1,0,300,320.0,4.0,5.62,0.0,66.58,0.0,66.58
Ablation_Future,bigbuckbunny,13,2,0,300,387.0,5.62,6.72,0.0,66.58,0.0,66.58
Ablation_Future,bigbuckbunny,13,3,0,300,654.2,6.72,9.46,0.0,66.58,0.0,66.58
Ablation_Future,bigbuckbunny,13,4,1,750,807.2,9.46,8.93,0.0,83.73,17.15,66.58
Ablation_Future,bigbuckbunny,13,5,2,1200,402.8,8.93,7.36,0.0,90.34,6.61,83.73
