Method,Episode,VMAF,Rebuffer,QoE,Switch
BBA,38,81.875,7.613898170583769,2952.285508311146,25
BBA,39,62.145833333333336,45.61087892649595,-2736.7376900266945,17
BBA,40,78.41666666666667,0.0,3733.3,24
BBA,41,72.10416666666667,2.1318955080172497,3164.8394405994472,19
BBA,42,62.145833333333336,45.61087892649595,-2736.7376900266945,17
BBA,43,65.1875,14.864677084448886,1215.5882998607792,36
BBA,44,81.20833333333333,1.8905856856941043,3626.154906425376,33
BBA,45,61.0625,25.39491857007674,-271.38583754557715,20
BBA,46,73.60416666666667,20.48189129574912,930.7599662905099,28
BBA,47,82.10416666666667,0.4917922069315582,3855.4243325749417,20
BBA,48,66.77083333333333,12.396428714002795,1625.8256964924515,22
BBA,49,64.0625,15.684774213304086,1074.84017817965,25
