Method,Video,Episode,Chunk,Action_proposed,Bitrate_kbps_proposed,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s_proposed,VMAF_proposed,Smooth_Penalty,Step_QoE_proposed,Action_genie,Bitrate_kbps_genie,Rebuffer_s_genie,VMAF_genie,Step_QoE_genie,QoE_diff,Rebuf_diff,Action_match
Proposed,crowd_run,1,23,2,1200,712.6,4.0,4.82,0.0,24.75,0.0,24.75,1,750,0.0,15.45,15.45,9.3,0.0,0
Proposed,crowd_run,1,24,1,750,475.3,4.82,4.0,1.523,15.45,9.3,-0.4,1,750,0.0,15.45,15.45,-15.85,1.523,1
Proposed,crowd_run,1,25,2,1200,474.9,4.0,4.0,2.053,24.75,9.3,6.62,1,750,0.0,15.45,15.45,-8.829999999999998,2.053,0
Proposed,crowd_run,1,26,1,750,616.4,4.0,4.22,0.0,15.45,9.3,6.15,1,750,0.0,15.45,15.45,-9.299999999999999,0.0,1
Proposed,crowd_run,1,27,1,750,428.1,4.22,4.0,0.915,15.45,0.0,11.52,1,750,0.0,15.45,15.45,-3.9299999999999997,0.915,1
Proposed,crowd_run,1,28,0,300,475.6,4.0,4.0,0.093,4.03,11.42,-7.79,0,300,0.0,4.03,-7.39,-0.40000000000000036,0.093,1
Proposed,crowd_run,1,29,1,750,809.7,4.0,4.98,0.0,15.45,11.42,4.03,0,300,0.0,4.03,4.03,0.0,0.0,0
Proposed,crowd_run,1,30,2,1200,699.9,4.98,4.0,2.87,24.75,9.3,3.11,0,300,0.0,4.03,4.03,-0.9200000000000004,2.87,0
Proposed,crowd_run,1,31,1,750,420.5,4.0,4.0,1.279,15.45,9.3,0.65,0,300,0.0,4.03,4.03,-3.3800000000000003,1.279,0
Proposed,crowd_run,1,32,0,300,473.9,4.0,4.0,0.828,4.03,11.42,-10.95,0,300,0.0,4.03,4.03,-14.98,0.828,1
Proposed,crowd_run,1,33,1,750,654.6,4.0,4.24,0.0,15.45,11.42,4.03,0,300,0.0,4.03,4.03,0.0,0.0,0
Proposed,crowd_run,1,34,1,750,689.7,4.24,4.0,2.093,15.45,0.0,6.45,0,300,0.0,4.03,4.03,2.42,2.093,0
Proposed,crowd_run,1,35,1,750,677.2,4.0,4.0,2.203,15.45,0.0,5.98,0,300,0.0,4.03,4.03,1.9500000000000002,2.203,0
Proposed,crowd_run,1,36,0,300,444.9,4.0,4.0,0.918,4.03,11.42,-11.34,0,300,0.0,4.03,4.03,-15.370000000000001,0.918,1
Proposed,crowd_run,1,37,0,300,795.5,4.0,6.26,0.0,4.03,0.0,4.03,2,1200,0.0,24.75,4.03,0.0,0.0,0
Proposed,crowd_run,1,38,2,1200,664.8,6.26,5.98,0.0,24.75,20.72,4.03,2,1200,0.0,24.75,24.75,-20.72,0.0,1
Proposed,crowd_run,1,39,2,1200,743.5,5.98,4.09,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,1,40,1,750,649.3,4.09,4.0,1.494,15.45,9.3,-0.27,2,1200,0.0,24.75,24.75,-25.02,1.494,0
Proposed,crowd_run,1,41,2,1200,598.7,4.0,4.0,0.949,24.75,9.3,11.37,2,1200,0.0,24.75,24.75,-13.38,0.949,1
Proposed,crowd_run,1,42,2,1200,981.2,4.0,4.83,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,1,43,2,1200,1001.1,4.83,6.47,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,1,44,2,1200,505.3,6.47,4.0,4.098,24.75,0.0,7.13,2,1200,0.0,24.75,24.75,-17.62,4.098,1
Proposed,crowd_run,1,45,1,750,571.6,4.0,4.01,0.0,15.45,9.3,6.15,2,1200,0.0,24.75,24.75,-18.6,0.0,0
Proposed,crowd_run,1,46,2,1200,594.1,4.01,4.0,1.269,24.75,9.3,9.99,2,1200,0.205,24.75,23.87,-13.88,1.0639999999999998,1
Proposed,crowd_run,1,47,2,1200,930.5,4.0,4.0,0.368,24.75,0.0,23.17,2,1200,0.368,24.75,23.17,0.0,0.0,1
Proposed,crowd_run,2,0,0,300,1126.0,1.25,4.11,0.0,4.03,0.0,4.03,1,750,1.586,15.45,8.63,-4.6000000000000005,-1.586,0
Proposed,crowd_run,2,1,2,1200,892.4,4.11,4.43,0.0,24.75,20.72,4.03,1,750,0.0,15.45,15.45,-11.419999999999998,0.0,0
Proposed,crowd_run,2,2,2,1200,941.8,4.43,5.02,0.0,24.75,0.0,24.75,1,750,0.0,15.45,15.45,9.3,0.0,0
Proposed,crowd_run,2,3,2,1200,463.6,5.02,4.0,0.047,24.75,0.0,24.55,1,750,0.0,15.45,15.45,9.100000000000001,0.047,0
Proposed,crowd_run,2,4,1,750,1052.0,4.0,5.3,0.0,15.45,9.3,6.15,1,750,0.0,15.45,15.45,-9.299999999999999,0.0,1
Proposed,crowd_run,2,5,2,1200,355.7,5.3,4.0,3.401,24.75,9.3,0.83,1,750,0.0,15.45,15.45,-14.62,3.401,0
Proposed,crowd_run,2,6,1,750,952.1,4.0,5.36,0.0,15.45,9.3,6.15,1,750,0.0,15.45,15.45,-9.299999999999999,0.0,1
Proposed,crowd_run,2,7,2,1200,1023.8,5.36,6.94,0.0,24.75,9.3,15.45,1,750,0.0,15.45,15.45,0.0,0.0,0
Proposed,crowd_run,2,8,2,1200,960.6,6.94,4.0,1.932,24.75,0.0,16.44,1,750,0.0,15.45,15.45,0.990000000000002,1.932,0
Proposed,crowd_run,2,9,2,1200,955.9,4.0,4.0,1.783,24.75,0.0,17.08,1,750,0.0,15.45,15.45,1.629999999999999,1.783,0
Proposed,crowd_run,2,10,2,1200,880.2,4.0,4.0,0.684,24.75,0.0,21.81,1,750,0.0,15.45,15.45,6.359999999999999,0.684,0
Proposed,crowd_run,2,11,2,1200,1063.0,4.0,4.0,1.035,24.75,0.0,20.3,1,750,0.0,15.45,15.45,4.850000000000001,1.035,0
Proposed,crowd_run,2,12,0,300,934.7,4.0,4.91,0.0,4.03,20.72,-16.69,1,750,0.0,15.45,15.45,-32.14,0.0,0
Proposed,crowd_run,2,13,2,1200,994.6,4.91,4.0,0.416,24.75,20.72,2.24,1,750,0.0,15.45,15.45,-13.209999999999999,0.416,0
Proposed,crowd_run,2,14,2,1200,1000.9,4.0,4.0,1.89,24.75,0.0,16.62,1,750,0.0,15.45,15.45,1.1700000000000017,1.89,0
Proposed,crowd_run,2,15,1,750,858.9,4.0,4.0,0.65,15.45,9.3,3.35,1,750,0.0,15.45,15.45,-12.1,0.65,1
Proposed,crowd_run,2,16,1,750,1103.0,4.0,4.0,0.654,15.45,0.0,12.64,1,750,0.0,15.45,15.45,-2.8099999999999987,0.654,1
Proposed,crowd_run,2,17,2,1200,966.8,4.0,4.0,0.337,24.75,9.3,14.0,2,1200,0.0,24.75,15.45,-1.4499999999999993,0.337,1
Proposed,crowd_run,2,18,2,1200,810.4,4.0,4.0,1.659,24.75,0.0,17.62,2,1200,0.0,24.75,24.75,-7.129999999999999,1.659,1
Proposed,crowd_run,2,19,2,1200,971.9,4.0,4.0,0.55,24.75,0.0,22.39,2,1200,0.0,24.75,24.75,-2.3599999999999994,0.55,1
Proposed,crowd_run,2,20,1,750,704.0,4.0,4.0,0.79,15.45,9.3,2.75,2,1200,1.37,24.75,18.86,-16.11,-0.5800000000000001,0
Proposed,crowd_run,2,21,2,1200,1036.7,4.0,5.6,0.0,24.75,9.3,15.45,2,1200,0.0,24.75,24.75,-9.3,0.0,1
Proposed,crowd_run,2,22,2,1200,1087.5,5.6,6.99,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,2,23,2,1200,1111.3,6.99,8.96,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,2,24,2,1200,1138.6,8.96,8.72,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,2,25,2,1200,1073.9,8.72,10.04,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,2,26,2,1200,1065.4,10.04,10.54,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,2,27,2,1200,984.5,10.54,10.97,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,2,28,2,1200,824.4,10.97,5.53,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,2,29,2,1200,1037.6,5.53,5.76,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,2,30,2,1200,1055.3,5.76,4.55,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,2,31,2,1200,1126.0,4.55,5.4,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,2,32,1,750,892.4,5.4,4.0,1.015,15.45,9.3,1.79,1,750,1.015,15.45,1.79,0.0,0.0,1
Proposed,crowd_run,2,33,2,1200,941.8,4.0,4.0,0.182,24.75,9.3,14.67,1,750,0.0,15.45,15.45,-0.7799999999999994,0.182,0
Proposed,crowd_run,2,34,0,300,463.6,4.0,4.23,0.0,4.03,20.72,-16.69,0,300,0.0,4.03,-7.39,-9.3,0.0,1
Proposed,crowd_run,2,35,0,300,1052.0,4.23,6.63,0.0,4.03,0.0,4.03,0,300,0.0,4.03,4.03,0.0,0.0,1
Proposed,crowd_run,2,36,0,300,355.7,6.63,4.48,0.0,4.03,0.0,4.03,0,300,0.0,4.03,4.03,0.0,0.0,1
Proposed,crowd_run,2,37,0,300,952.1,4.48,7.03,0.0,4.03,0.0,4.03,2,1200,0.0,24.75,4.03,0.0,0.0,0
Proposed,crowd_run,2,38,2,1200,1023.8,7.03,8.25,0.0,24.75,20.72,4.03,2,1200,0.0,24.75,24.75,-20.72,0.0,1
Proposed,crowd_run,2,39,2,1200,960.6,8.25,7.69,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,2,40,2,1200,955.9,7.69,5.62,0.0,24.75,0.0,24.75,2,1200,1.345,24.75,18.97,5.780000000000001,-1.345,1
Proposed,crowd_run,2,41,2,1200,880.2,5.62,6.26,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,2,42,2,1200,1063.0,6.26,7.33,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,2,43,2,1200,934.7,7.33,8.8,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,2,44,2,1200,994.6,8.8,7.43,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,2,45,2,1200,1000.9,7.43,7.79,0.0,24.75,0.0,24.75,3,1850,0.0,32.84,24.75,0.0,0.0,0
Proposed,crowd_run,2,46,2,1200,858.9,7.79,8.14,0.0,24.75,0.0,24.75,3,1850,1.439,32.84,26.65,-1.8999999999999986,-1.439,0
Proposed,crowd_run,2,47,2,1200,1103.0,8.14,8.45,0.0,24.75,0.0,24.75,3,1850,1.681,32.84,25.61,-0.8599999999999994,-1.681,0
Proposed,crowd_run,3,0,0,300,1070.0,1.09,4.0,0.1,4.03,0.0,3.6,1,750,1.888,15.45,7.33,-3.73,-1.7879999999999998,0
Proposed,crowd_run,3,1,2,1200,1465.1,4.0,5.75,0.0,24.75,20.72,4.03,1,750,0.0,15.45,15.45,-11.419999999999998,0.0,0
Proposed,crowd_run,3,2,2,1200,835.4,5.75,5.91,0.0,24.75,0.0,24.75,1,750,0.0,15.45,15.45,9.3,0.0,0
Proposed,crowd_run,3,3,2,1200,338.2,5.91,4.0,1.034,24.75,0.0,20.31,1,750,0.0,15.45,15.45,4.859999999999999,1.034,0
Proposed,crowd_run,3,4,0,300,799.4,4.0,6.58,0.0,4.03,20.72,-16.69,1,750,0.0,15.45,15.45,-32.14,0.0,0
Proposed,crowd_run,3,5,2,1200,852.7,6.58,6.95,0.0,24.75,20.72,4.03,1,750,0.0,15.45,15.45,-11.419999999999998,0.0,0
Proposed,crowd_run,3,6,2,1200,608.4,6.95,4.33,0.0,24.75,0.0,24.75,1,750,0.0,15.45,15.45,9.3,0.0,0
Proposed,crowd_run,3,7,2,1200,376.5,4.33,4.0,2.253,24.75,0.0,15.06,1,750,0.0,15.45,15.45,-0.3899999999999988,2.253,0
Proposed,crowd_run,3,8,0,300,1048.2,4.0,5.97,0.0,4.03,20.72,-16.69,1,750,0.0,15.45,15.45,-32.14,0.0,0
Proposed,crowd_run,3,9,2,1200,869.5,5.97,4.0,0.389,24.75,20.72,2.36,1,750,0.0,15.45,15.45,-13.09,0.389,0
Proposed,crowd_run,3,10,2,1200,861.3,4.0,4.0,0.787,24.75,0.0,21.36,1,750,0.0,15.45,15.45,5.91,0.787,0
Proposed,crowd_run,3,11,2,1200,846.7,4.0,4.0,2.322,24.75,0.0,14.77,0,300,0.0,4.03,-7.39,22.16,2.322,0
Proposed,crowd_run,3,12,0,300,598.8,4.0,4.0,0.82,4.03,20.72,-20.22,0,300,0.0,4.03,4.03,-24.25,0.82,1
Proposed,crowd_run,3,13,1,750,608.7,4.0,4.0,1.441,15.45,11.42,-2.17,0,300,0.0,4.03,4.03,-6.2,1.441,0
Proposed,crowd_run,3,14,1,750,797.1,4.0,4.0,0.622,15.45,0.0,12.77,0,300,0.0,4.03,4.03,8.739999999999998,0.622,0
Proposed,crowd_run,3,15,1,750,1016.9,4.0,4.07,0.0,15.45,0.0,15.45,0,300,0.0,4.03,4.03,11.419999999999998,0.0,0
Proposed,crowd_run,3,16,1,750,1018.2,4.07,4.0,0.969,15.45,0.0,11.28,0,300,0.0,4.03,4.03,7.249999999999999,0.969,0
Proposed,crowd_run,3,17,2,1200,1221.8,4.0,4.57,0.0,24.75,9.3,15.45,2,1200,0.0,24.75,4.03,11.419999999999998,0.0,1
Proposed,crowd_run,3,18,2,1200,1244.0,4.57,4.88,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,19,2,1200,967.8,4.88,4.31,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,20,2,1200,1259.1,4.31,4.03,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,21,2,1200,1059.4,4.03,5.68,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,22,2,1200,1076.0,5.68,7.05,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,23,2,1200,1209.8,7.05,9.17,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,24,2,1200,901.4,9.17,7.82,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,25,2,1200,854.8,7.82,8.46,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,26,2,1200,839.1,8.46,8.01,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,27,2,1200,1088.7,8.01,8.78,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,28,2,1200,1224.0,8.78,6.42,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,29,2,1200,1011.0,6.42,6.55,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,30,2,1200,1048.2,6.55,5.31,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,31,2,1200,1045.6,5.31,5.92,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,32,2,1200,876.3,5.92,4.0,4.528,24.75,0.0,5.28,2,1200,0.0,24.75,24.75,-19.47,4.528,1
Proposed,crowd_run,3,33,2,1200,824.0,4.0,4.0,0.78,24.75,0.0,21.4,2,1200,0.0,24.75,24.75,-3.3500000000000014,0.78,1
Proposed,crowd_run,3,34,1,750,1157.6,4.0,4.23,0.0,15.45,9.3,6.15,2,1200,0.0,24.75,24.75,-18.6,0.0,0
Proposed,crowd_run,3,35,2,1200,894.8,4.23,4.0,3.284,24.75,9.3,1.33,2,1200,0.0,24.75,24.75,-23.42,3.284,1
Proposed,crowd_run,3,36,1,750,1077.9,4.0,4.0,1.075,15.45,9.3,1.53,2,1200,0.0,24.75,24.75,-23.22,1.075,0
Proposed,crowd_run,3,37,2,1200,1041.8,4.0,4.0,1.305,24.75,9.3,9.84,2,1200,0.557,24.75,22.36,-12.52,0.7479999999999999,1
Proposed,crowd_run,3,38,2,1200,1157.7,4.0,5.54,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,39,2,1200,1092.3,5.54,5.53,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,40,2,1200,948.7,5.53,4.0,0.585,24.75,0.0,22.23,2,1200,0.585,24.75,22.23,0.0,0.0,1
Proposed,crowd_run,3,41,2,1200,1176.1,4.0,5.48,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,42,2,1200,954.2,5.48,6.22,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,43,2,1200,1010.0,6.22,7.88,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,44,2,1200,904.9,7.88,5.98,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,45,2,1200,896.6,5.98,5.91,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,46,2,1200,742.8,5.91,5.69,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,3,47,2,1200,427.9,5.69,4.0,3.81,24.75,0.0,8.37,2,1200,3.81,24.75,8.37,0.0,0.0,1
Proposed,crowd_run,4,0,0,300,891.0,1.78,4.35,0.0,4.03,0.0,4.03,2,1200,3.948,24.75,7.77,-3.7399999999999993,-3.948,0
Proposed,crowd_run,4,1,2,1200,891.2,4.35,4.66,0.0,24.75,20.72,4.03,2,1200,0.0,24.75,24.75,-20.72,0.0,1
Proposed,crowd_run,4,2,2,1200,890.8,4.66,5.05,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,3,2,1200,879.8,5.05,6.38,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,4,2,1200,841.8,6.38,4.99,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,5,2,1200,900.4,4.99,5.55,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,6,2,1200,897.6,5.55,5.06,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,7,2,1200,884.1,5.06,6.26,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,8,2,1200,901.1,6.26,4.0,3.195,24.75,0.0,11.01,1,750,0.0,15.45,6.15,4.859999999999999,3.195,0
Proposed,crowd_run,4,9,2,1200,882.9,4.0,4.0,2.261,24.75,0.0,15.03,1,750,0.0,15.45,15.45,-0.41999999999999993,2.261,0
Proposed,crowd_run,4,10,2,1200,901.2,4.0,4.0,0.575,24.75,0.0,22.28,1,750,0.0,15.45,15.45,6.830000000000002,0.575,0
Proposed,crowd_run,4,11,2,1200,900.7,4.0,4.0,1.943,24.75,0.0,16.4,1,750,0.0,15.45,15.45,0.9499999999999993,1.943,0
Proposed,crowd_run,4,12,0,300,901.6,4.0,4.8,0.0,4.03,20.72,-16.69,1,750,2.488,15.45,4.75,-21.44,-2.488,0
Proposed,crowd_run,4,13,2,1200,900.5,4.8,4.0,1.087,24.75,20.72,-0.64,1,750,0.0,15.45,15.45,-16.09,1.087,0
Proposed,crowd_run,4,14,2,1200,900.3,4.0,4.0,2.548,24.75,0.0,13.8,1,750,0.0,15.45,15.45,-1.6499999999999986,2.548,0
Proposed,crowd_run,4,15,2,1200,897.1,4.0,4.0,3.123,24.75,0.0,11.32,1,750,0.222,15.45,14.49,-3.17,2.9010000000000002,0
Proposed,crowd_run,4,16,1,750,902.5,4.0,4.0,1.688,15.45,9.3,-1.11,1,750,1.688,15.45,8.19,-9.299999999999999,0.0,1
Proposed,crowd_run,4,17,2,1200,807.4,4.0,4.0,1.193,24.75,9.3,10.32,2,1200,1.193,24.75,10.32,0.0,0.0,1
Proposed,crowd_run,4,18,2,1200,902.0,4.0,4.0,1.084,24.75,0.0,20.09,2,1200,1.084,24.75,20.09,0.0,0.0,1
Proposed,crowd_run,4,19,2,1200,900.4,4.0,4.0,0.911,24.75,0.0,20.83,2,1200,0.911,24.75,20.83,0.0,0.0,1
Proposed,crowd_run,4,20,2,1200,902.0,4.0,4.0,1.982,24.75,0.0,16.23,2,1200,1.982,24.75,16.23,0.0,0.0,1
Proposed,crowd_run,4,21,2,1200,901.2,4.0,5.24,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,22,2,1200,900.6,5.24,6.09,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,23,2,1200,902.1,6.09,7.58,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,24,2,1200,901.1,7.58,6.23,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,25,2,1200,899.4,6.23,7.03,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,26,2,1200,823.2,7.03,6.5,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,27,2,1200,901.4,6.5,6.6,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,28,2,1200,901.5,6.6,4.0,2.034,24.75,0.0,16.01,2,1200,2.034,24.75,16.01,0.0,0.0,1
Proposed,crowd_run,4,29,2,1200,900.7,4.0,4.0,0.343,24.75,0.0,23.28,2,1200,0.343,24.75,23.28,0.0,0.0,1
Proposed,crowd_run,4,30,2,1200,899.6,4.0,4.0,2.108,24.75,0.0,15.68,2,1200,2.108,24.75,15.68,0.0,0.0,1
Proposed,crowd_run,4,31,2,1200,902.2,4.0,4.06,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,32,1,750,900.9,4.06,4.0,2.287,15.45,9.3,-3.68,2,1200,6.096,24.75,-1.46,-2.22,-3.809,0
Proposed,crowd_run,4,33,2,1200,894.7,4.0,4.0,0.402,24.75,9.3,13.72,2,1200,0.402,24.75,23.02,-9.299999999999999,0.0,1
Proposed,crowd_run,4,34,1,750,901.3,4.0,4.0,0.846,15.45,9.3,2.51,2,1200,3.754,24.75,8.61,-6.1,-2.908,0
Proposed,crowd_run,4,35,1,750,902.2,4.0,4.0,0.656,15.45,0.0,12.63,2,1200,3.45,24.75,9.92,2.710000000000001,-2.794,0
Proposed,crowd_run,4,36,1,750,901.0,4.0,4.0,2.071,15.45,0.0,6.55,2,1200,5.713,24.75,0.18,6.37,-3.642,0
Proposed,crowd_run,4,37,2,1200,901.0,4.0,4.0,2.134,24.75,9.3,6.27,2,1200,2.134,24.75,15.57,-9.3,0.0,1
Proposed,crowd_run,4,38,2,1200,901.5,4.0,4.84,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,39,2,1200,871.6,4.84,4.0,0.181,24.75,0.0,23.97,2,1200,0.181,24.75,23.97,0.0,0.0,1
Proposed,crowd_run,4,40,2,1200,901.6,4.0,4.0,2.438,24.75,0.0,14.27,2,1200,2.438,24.75,14.27,0.0,0.0,1
Proposed,crowd_run,4,41,2,1200,901.8,4.0,4.71,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,42,2,1200,901.0,4.71,5.26,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,43,2,1200,900.8,5.26,6.64,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,44,2,1200,900.8,6.64,4.71,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,45,2,1200,901.8,4.71,4.66,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,46,2,1200,900.7,4.66,5.18,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,4,47,2,1200,900.7,5.18,4.67,0.0,24.75,0.0,24.75,2,1200,0.0,24.75,24.75,0.0,0.0,1
Proposed,crowd_run,5,0,1,750,769.8,2.52,4.0,1.623,15.45,0.0,8.47,0,300,0.0,4.03,4.03,4.44,1.623,0
Proposed,crowd_run,5,1,1,750,446.8,4.0,4.0,0.601,15.45,0.0,12.86,0,300,0.0,4.03,4.03,8.829999999999998,0.601,0
Proposed,crowd_run,5,2,2,1200,580.4,4.0,4.0,1.527,24.75,9.3,8.88,1,750,0.0,15.45,4.03,4.8500000000000005,1.527,0
Proposed,crowd_run,5,3,2,1200,467.8,4.0,4.0,1.023,24.75,0.0,20.35,1,750,0.0,15.45,15.45,4.900000000000002,1.023,0
Proposed,crowd_run,5,4,1,750,757.0,4.0,4.25,0.0,15.45,9.3,6.15,1,750,0.0,15.45,15.45,-9.299999999999999,0.0,1
Proposed,crowd_run,5,5,2,1200,657.4,4.25,4.0,0.459,24.75,9.3,13.47,1,750,0.0,15.45,15.45,-1.9799999999999986,0.459,0
Proposed,crowd_run,5,6,2,1200,706.4,4.0,4.0,1.703,24.75,0.0,17.43,1,750,0.0,15.45,15.45,1.9800000000000004,1.703,0
Proposed,crowd_run,5,7,2,1200,692.8,4.0,4.42,0.0,24.75,0.0,24.75,1,750,0.0,15.45,15.45,9.3,0.0,0
Proposed,crowd_run,5,8,1,750,989.6,4.42,4.0,0.956,15.45,9.3,2.04,0,300,0.0,4.03,-7.39,9.43,0.956,0
Proposed,crowd_run,5,9,1,750,601.9,4.0,4.0,1.74,15.45,0.0,7.97,0,300,0.0,4.03,4.03,3.9399999999999995,1.74,0
Proposed,crowd_run,5,10,2,1200,1009.6,4.0,4.0,0.084,24.75,9.3,15.09,0,300,0.0,4.03,4.03,11.059999999999999,0.084,0
