Method,Video,Episode,Chunk,Action,Applied_Action,Bitrate_kbps,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s,VMAF,Smooth_Penalty,Step_QoE,Shield_Intervened,Shield_Rate
Proposed,bigbuckbunny,3,30,1,1,750,1048.2,13.75,16.22,0.0,83.73,0.0,83.73,0,0.0
Proposed,bigbuckbunny,3,31,3,3,1850,1045.6,16.22,17.38,0.0,95.49,11.76,83.73,0,0.0
Proposed,bigbuckbunny,3,32,2,2,1200,876.3,17.38,15.53,0.0,90.34,5.15,85.19,0,0.0
Proposed,bigbuckbunny,3,33,2,2,1200,824.0,15.53,15.34,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,3,34,2,2,1200,1157.6,15.34,15.99,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,3,35,2,2,1200,894.8,15.99,16.46,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,3,36,1,1,750,1077.9,16.46,15.59,0.0,83.73,6.61,77.12,0,0.0
Proposed,bigbuckbunny,3,37,2,2,1200,1041.8,15.59,16.84,0.0,90.34,6.61,83.73,0,0.0
Proposed,bigbuckbunny,3,38,2,2,1200,1157.7,16.84,17.6,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,3,39,2,2,1200,1092.3,17.6,17.82,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,3,40,1,1,750,948.7,17.82,14.58,0.0,83.73,6.61,77.12,0,0.0
Proposed,bigbuckbunny,3,41,2,2,1200,1176.1,14.58,13.28,0.0,90.34,6.61,83.73,0,0.0
Proposed,bigbuckbunny,3,42,2,2,1200,954.2,13.28,11.52,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,3,43,2,2,1200,1010.0,11.52,10.94,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,3,44,1,1,750,904.9,10.94,7.7,0.0,83.73,6.61,77.12,0,0.0
Proposed,bigbuckbunny,3,45,2,2,1200,896.6,7.7,6.81,0.0,90.34,6.61,83.73,0,0.0
Proposed,bigbuckbunny,3,46,1,1,750,742.8,6.81,6.42,0.0,83.73,6.61,77.12,0,0.0
Proposed,bigbuckbunny,3,47,1,1,750,427.9,6.42,6.1,0.0,83.73,0.0,83.73,0,0.0
Proposed,bigbuckbunny,4,0,0,0,300,891.0,1.78,4.0,1.402,66.58,0.0,60.55,0,0.0
Proposed,bigbuckbunny,4,1,0,0,300,891.2,4.0,6.88,0.0,66.58,0.0,66.58,0,0.0
Proposed,bigbuckbunny,4,2,1,1,750,890.8,6.88,7.98,0.0,83.73,17.15,66.58,0,0.0
Proposed,bigbuckbunny,4,3,1,1,750,879.8,7.98,8.74,0.0,83.73,0.0,83.73,0,0.0
Proposed,bigbuckbunny,4,4,0,0,300,841.8,8.74,9.77,0.0,66.58,17.15,49.43,0,0.0
Proposed,bigbuckbunny,4,5,1,1,750,900.4,9.77,10.66,0.0,83.73,17.15,66.58,0,0.0
Proposed,bigbuckbunny,4,6,3,3,1850,897.6,10.66,9.75,0.0,95.49,11.76,83.73,0,0.0
Proposed,bigbuckbunny,4,7,2,2,1200,884.1,9.75,11.13,0.0,90.34,5.15,85.19,0,0.0
Proposed,bigbuckbunny,4,8,1,1,750,901.1,11.13,10.93,0.0,83.73,6.61,77.12,0,0.0
Proposed,bigbuckbunny,4,9,3,3,1850,882.9,10.93,11.58,0.0,95.49,11.76,83.73,0,0.0
Proposed,bigbuckbunny,4,10,2,2,1200,901.2,11.58,12.59,0.0,90.34,5.15,85.19,0,0.0
Proposed,bigbuckbunny,4,11,2,2,1200,900.7,12.59,12.83,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,4,12,2,2,1200,901.6,12.83,12.09,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,4,13,2,2,1200,900.5,12.09,12.61,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,4,14,2,2,1200,900.3,12.61,14.29,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,4,15,2,2,1200,897.1,14.29,14.34,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,4,16,2,2,1200,902.5,14.34,10.37,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,4,17,2,2,1200,807.4,10.37,9.27,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,4,18,2,2,1200,902.0,9.27,7.37,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,4,19,2,2,1200,900.4,7.37,7.16,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,4,20,0,0,300,902.0,7.16,8.75,0.0,66.58,23.76,42.82,0,0.0
Proposed,bigbuckbunny,4,21,1,1,750,901.2,8.75,9.5,0.0,83.73,17.15,66.58,0,0.0
Proposed,bigbuckbunny,4,22,1,1,750,900.6,9.5,11.08,0.0,83.73,0.0,83.73,0,0.0
Proposed,bigbuckbunny,4,23,1,1,750,902.1,11.08,10.58,0.0,83.73,0.0,83.73,0,0.0
Proposed,bigbuckbunny,4,24,1,1,750,901.1,10.58,9.23,0.0,83.73,0.0,83.73,0,0.0
Proposed,bigbuckbunny,4,25,2,2,1200,899.4,9.23,9.31,0.0,90.34,6.61,83.73,0,0.0
Proposed,bigbuckbunny,4,26,1,1,750,823.2,9.31,9.35,0.0,83.73,6.61,77.12,0,0.0
Proposed,bigbuckbunny,4,27,2,2,1200,901.4,9.35,10.63,0.0,90.34,6.61,83.73,0,0.0
Proposed,bigbuckbunny,4,28,1,1,750,901.5,10.63,11.0,0.0,83.73,6.61,77.12,0,0.0
Proposed,bigbuckbunny,4,29,1,1,750,900.7,11.0,12.5,0.0,83.73,0.0,83.73,0,0.0
Proposed,bigbuckbunny,4,30,1,1,750,899.6,12.5,14.71,0.0,83.73,0.0,83.73,0,0.0
Proposed,bigbuckbunny,4,31,1,1,750,902.2,14.71,17.38,0.0,83.73,0.0,83.73,0,0.0
Proposed,bigbuckbunny,4,32,1,1,750,900.9,17.38,17.82,0.0,83.73,0.0,83.73,0,0.0
Proposed,bigbuckbunny,4,33,2,2,1200,894.7,17.82,17.96,0.0,90.34,6.61,83.73,0,0.0
Proposed,bigbuckbunny,4,34,2,2,1200,901.3,17.96,17.66,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,4,35,2,2,1200,902.2,17.66,18.15,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,4,36,2,2,1200,901.0,18.15,12.83,0.0,90.34,0.0,90.34,0,0.0
