Method,Video,Episode,Chunk,Action,Applied_Action,Bitrate_kbps,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s,VMAF,Smooth_Penalty,Step_QoE,Shield_Intervened,Shield_Rate,Shield_Reason
Proposed_V13_Base,bigbuckbunny,3,29,2,2,1200,1011.0,5.48,5.8,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,30,1,1,750,1048.2,5.8,7.24,0.0,83.73,6.61,77.12,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,31,2,2,1200,1045.6,7.24,8.84,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,32,2,2,1200,876.3,8.84,6.09,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,33,2,2,1200,824.0,6.09,7.59,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,34,2,2,1200,1157.6,7.59,9.27,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,35,2,2,1200,894.8,9.27,10.79,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,36,2,2,1200,1077.9,10.79,10.7,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,37,2,2,1200,1041.8,10.7,11.27,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,38,2,2,1200,1157.7,11.27,12.25,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,39,2,2,1200,1092.3,12.25,12.55,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,40,2,2,1200,948.7,12.55,8.1,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,41,2,2,1200,1176.1,8.1,7.16,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,42,2,2,1200,954.2,7.16,6.32,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,43,1,1,750,1010.0,6.32,6.49,0.0,83.73,6.61,77.12,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,44,1,1,750,904.9,6.49,4.0,0.584,83.73,0.0,81.22,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,45,1,1,750,896.6,4.0,4.0,0.845,83.73,0.0,80.1,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,46,1,1,750,742.8,4.0,4.0,1.54,83.73,0.0,77.11,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,47,1,1,750,427.9,4.0,4.0,5.123,83.73,0.0,61.7,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,0,1,1,750,891.0,1.78,4.0,2.961,83.73,0.0,71.0,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,1,1,1,750,891.2,4.0,4.47,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,2,1,1,750,890.8,4.47,6.05,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,3,1,1,750,879.8,6.05,5.4,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,4,1,1,750,841.8,5.4,4.0,3.481,83.73,0.0,68.76,0,0.0,
