Method,Video,Episode,Chunk,Action,Applied_Action_proposed,Bitrate_kbps_proposed,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s_proposed,VMAF_proposed,Smooth_Penalty,Step_QoE_proposed,Shield_Intervened,Shield_Rate,Applied_Action_genie,Bitrate_kbps_genie,Rebuffer_s_genie,VMAF_genie,Step_QoE_genie,QoE_diff,Rebuf_diff,Action_match
Proposed,bigbuckbunny,16,20,2,2,1200,2884.3,24.71,26.71,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,97.11,-6.769999999999996,0.0,0
Proposed,bigbuckbunny,16,21,2,2,1200,1975.7,26.71,28.42,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,97.11,-6.769999999999996,0.0,0
Proposed,bigbuckbunny,16,22,2,2,1200,2434.5,28.42,30.0,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,97.11,-6.769999999999996,0.0,0
Proposed,bigbuckbunny,16,23,2,2,1200,1995.2,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,97.11,-6.769999999999996,0.0,0
Proposed,bigbuckbunny,16,24,2,2,1200,1771.2,30.0,28.78,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,93.87,-3.530000000000001,0.0,0
Proposed,bigbuckbunny,16,25,2,2,1200,2435.6,28.78,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,16,26,2,2,1200,2196.4,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,16,27,2,2,1200,1726.4,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,16,28,2,2,1200,5195.1,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,16,29,2,2,1200,1283.4,30.0,29.41,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,16,30,2,2,1200,2759.4,29.41,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,16,31,2,2,1200,1776.0,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,16,32,2,2,1200,2307.6,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,16,33,2,2,1200,2359.7,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,16,34,2,2,1200,2255.6,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,16,35,2,2,1200,1751.4,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,97.11,-6.769999999999996,0.0,0
Proposed,bigbuckbunny,16,36,2,2,1200,1518.3,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,97.11,-6.769999999999996,0.0,0
Proposed,bigbuckbunny,16,37,2,2,1200,3087.2,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,97.11,-6.769999999999996,0.0,0
Proposed,bigbuckbunny,16,38,2,2,1200,3044.6,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,97.11,-6.769999999999996,0.0,0
Proposed,bigbuckbunny,16,39,2,2,1200,2653.9,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,97.11,-6.769999999999996,0.0,0
Proposed,bigbuckbunny,16,40,2,2,1200,2494.6,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,97.11,-6.769999999999996,0.0,0
Proposed,bigbuckbunny,16,41,2,2,1200,2562.5,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,97.11,-6.769999999999996,0.0,0
Proposed,bigbuckbunny,16,42,2,2,1200,3119.3,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,97.11,-6.769999999999996,0.0,0
Proposed,bigbuckbunny,16,43,2,2,1200,2993.5,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,97.11,-6.769999999999996,0.0,0
Proposed,bigbuckbunny,16,44,2,2,1200,2526.3,30.0,29.7,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,93.87,-3.530000000000001,0.0,0
Proposed,bigbuckbunny,16,45,2,2,1200,1053.2,29.7,28.32,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,16,46,2,2,1200,1996.8,28.32,28.8,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,16,47,2,2,1200,1623.2,28.8,29.46,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,17,0,2,2,1200,956.3,0.9,4.0,6.258,90.34,0.0,63.43,0,0.0,1,750,3.573,83.73,68.37,-4.940000000000005,2.685,0
Proposed,bigbuckbunny,17,1,2,2,1200,1160.2,4.0,5.22,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,17,2,2,2,1200,1012.1,5.22,4.0,0.438,90.34,0.0,88.46,0,0.0,1,750,0.0,83.73,83.73,4.72999999999999,0.438,0
Proposed,bigbuckbunny,17,3,2,2,1200,1129.0,4.0,4.13,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,17,4,2,2,1200,847.8,4.13,4.0,6.597,90.34,0.0,61.97,0,0.0,1,750,0.0,83.73,83.73,-21.760000000000005,6.597,0
Proposed,bigbuckbunny,17,5,2,2,1200,792.3,4.0,4.0,0.29,90.34,0.0,89.09,0,0.0,1,750,0.0,83.73,83.73,5.359999999999999,0.29,0
Proposed,bigbuckbunny,17,6,2,2,1200,471.8,4.0,4.0,8.498,90.34,0.0,53.8,0,0.0,1,750,0.889,83.73,79.91,-26.11,7.608999999999999,0
Proposed,bigbuckbunny,17,7,0,0,300,893.2,4.0,6.06,0.0,66.58,23.76,42.82,0,0.0,1,750,0.849,83.73,80.08,-37.26,-0.849,0
Proposed,bigbuckbunny,17,8,2,2,1200,1029.0,6.06,4.0,2.454,90.34,23.76,56.03,0,0.0,1,750,1.322,83.73,78.05,-22.019999999999996,1.1320000000000001,0
Proposed,bigbuckbunny,17,9,2,2,1200,528.2,4.0,4.0,3.813,90.34,0.0,73.94,0,0.0,1,750,0.883,83.73,79.93,-5.990000000000009,2.93,0
Proposed,bigbuckbunny,17,10,2,2,1200,754.5,4.0,4.0,3.664,90.34,0.0,74.58,0,0.0,1,750,0.79,83.73,80.33,-5.75,2.874,0
Proposed,bigbuckbunny,17,11,2,2,1200,815.3,4.0,4.0,0.804,90.34,0.0,86.88,0,0.0,1,750,0.0,83.73,83.73,3.1499999999999915,0.804,0
Proposed,bigbuckbunny,17,12,2,2,1200,721.2,4.0,4.0,4.863,90.34,0.0,69.43,0,0.0,1,750,0.542,83.73,81.4,-11.969999999999999,4.321000000000001,0
Proposed,bigbuckbunny,17,13,2,2,1200,534.2,4.0,4.0,3.273,90.34,0.0,76.27,0,0.0,1,750,0.545,83.73,81.38,-5.109999999999999,2.728,0
Proposed,bigbuckbunny,17,14,2,2,1200,587.3,4.0,4.29,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,17,15,2,2,1200,713.5,4.29,4.83,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,17,16,2,2,1200,503.6,4.83,4.0,5.816,90.34,0.0,65.33,0,0.0,1,750,0.0,83.73,83.73,-18.400000000000006,5.816,0
Proposed,bigbuckbunny,17,17,2,2,1200,282.3,4.0,4.0,4.673,90.34,0.0,70.25,0,0.0,1,750,0.556,83.73,81.34,-11.090000000000003,4.117,0
Proposed,bigbuckbunny,17,18,0,0,300,343.5,4.0,5.42,0.0,66.58,23.76,42.82,0,0.0,1,750,2.453,83.73,73.18,-30.360000000000007,-2.453,0
Proposed,bigbuckbunny,17,19,2,2,1200,533.8,5.42,4.76,0.0,90.34,23.76,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed,bigbuckbunny,17,20,2,2,1200,775.6,4.76,4.0,2.684,90.34,0.0,78.8,0,0.0,1,750,0.0,83.73,83.73,-4.930000000000007,2.684,0
Proposed,bigbuckbunny,17,21,2,2,1200,576.4,4.0,4.0,3.856,90.34,0.0,73.76,0,0.0,1,750,0.474,83.73,81.69,-7.929999999999993,3.3819999999999997,0
Proposed,bigbuckbunny,17,22,2,2,1200,502.9,4.0,4.0,3.282,90.34,0.0,76.23,0,0.0,1,750,0.552,83.73,81.36,-5.1299999999999955,2.73,0
Proposed,bigbuckbunny,17,23,2,2,1200,487.7,4.0,4.0,3.587,90.34,0.0,74.92,0,0.0,1,750,0.742,83.73,80.54,-5.6200000000000045,2.845,0
Proposed,bigbuckbunny,17,24,0,0,300,400.4,4.0,4.0,1.767,66.58,23.76,35.22,0,0.0,1,750,10.418,83.73,38.93,-3.710000000000001,-8.651,0
Proposed,bigbuckbunny,17,25,2,2,1200,446.7,4.0,4.0,4.297,90.34,23.76,48.1,0,0.0,1,750,1.186,83.73,78.63,-30.529999999999994,3.1109999999999998,0
Proposed,bigbuckbunny,17,26,0,0,300,1006.1,4.0,6.73,0.0,66.58,23.76,42.82,0,0.0,1,750,0.0,83.73,83.73,-40.910000000000004,0.0,0
Proposed,bigbuckbunny,17,27,2,2,1200,845.8,6.73,5.54,0.0,90.34,23.76,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed,bigbuckbunny,17,28,2,2,1200,633.0,5.54,4.0,8.425,90.34,0.0,54.11,0,0.0,1,750,3.148,83.73,70.19,-16.08,5.277000000000001,0
Proposed,bigbuckbunny,17,29,2,2,1200,1261.3,4.0,4.0,0.671,90.34,0.0,87.46,0,0.0,1,750,0.0,83.73,83.73,3.7299999999999898,0.671,0
Proposed,bigbuckbunny,17,30,2,2,1200,1113.3,4.0,4.0,0.875,90.34,0.0,86.58,0,0.0,1,750,0.0,83.73,83.73,2.8499999999999943,0.875,0
Proposed,bigbuckbunny,17,31,2,2,1200,596.7,4.0,4.0,4.271,90.34,0.0,71.98,0,0.0,1,750,0.0,83.73,83.73,-11.75,4.271,0
Proposed,bigbuckbunny,17,32,2,2,1200,627.1,4.0,4.0,5.47,90.34,0.0,66.82,0,0.0,1,750,1.054,83.73,79.2,-12.38000000000001,4.4159999999999995,0
Proposed,bigbuckbunny,17,33,2,2,1200,882.9,4.0,4.11,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,17,34,2,2,1200,1234.7,4.11,6.56,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,83.73,6.609999999999999,0.0,1
Proposed,bigbuckbunny,17,35,2,2,1200,1061.1,6.56,7.5,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,17,36,2,2,1200,972.2,7.5,6.96,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,17,37,2,2,1200,682.0,6.96,8.08,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,17,38,2,2,1200,609.2,8.08,7.05,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,77.12,13.219999999999999,0.0,0
Proposed,bigbuckbunny,17,39,2,2,1200,468.4,7.05,6.47,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,17,40,2,2,1200,1047.2,6.47,4.17,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,17,41,2,2,1200,819.8,4.17,4.0,0.336,90.34,0.0,88.9,0,0.0,1,750,0.0,83.73,83.73,5.170000000000002,0.336,0
Proposed,bigbuckbunny,17,42,2,2,1200,534.5,4.0,4.0,2.847,90.34,0.0,78.1,0,0.0,1,750,0.0,83.73,83.73,-5.63000000000001,2.847,0
Proposed,bigbuckbunny,17,43,2,2,1200,669.7,4.0,4.0,0.538,90.34,0.0,88.03,0,0.0,1,750,0.0,83.73,83.73,4.299999999999997,0.538,0
Proposed,bigbuckbunny,17,44,0,0,300,762.5,4.0,4.44,0.0,66.58,23.76,42.82,0,0.0,1,750,0.0,83.73,83.73,-40.910000000000004,0.0,0
Proposed,bigbuckbunny,17,45,2,2,1200,468.7,4.44,4.0,7.645,90.34,23.76,33.7,0,0.0,1,750,0.0,83.73,83.73,-50.03,7.645,0
Proposed,bigbuckbunny,17,46,0,0,300,706.1,4.0,5.51,0.0,66.58,23.76,42.82,0,0.0,1,750,1.028,83.73,79.31,-36.49,-1.028,0
Proposed,bigbuckbunny,17,47,2,2,1200,703.9,5.51,4.0,2.175,90.34,23.76,57.23,0,0.0,1,750,0.802,83.73,80.28,-23.050000000000004,1.3729999999999998,0
Proposed,bigbuckbunny,18,0,2,2,1200,527.2,2.29,4.0,10.693,90.34,0.0,44.36,0,0.0,0,300,0.953,66.58,62.48,-18.119999999999997,9.74,0
Proposed,bigbuckbunny,18,1,2,2,1200,320.0,4.0,4.0,6.073,90.34,0.0,64.23,0,0.0,0,300,0.0,66.58,66.58,-2.3499999999999943,6.073,0
Proposed,bigbuckbunny,18,2,0,0,300,387.0,4.0,4.3,0.0,66.58,23.76,42.82,0,0.0,0,300,0.0,66.58,66.58,-23.759999999999998,0.0,1
Proposed,bigbuckbunny,18,3,2,2,1200,654.2,4.3,4.0,2.377,90.34,23.76,56.36,0,0.0,0,300,0.0,66.58,66.58,-10.219999999999999,2.377,0
Proposed,bigbuckbunny,18,4,0,0,300,807.2,4.0,5.18,0.0,66.58,23.76,42.82,0,0.0,0,300,0.0,66.58,66.58,-23.759999999999998,0.0,1
Proposed,bigbuckbunny,18,5,2,2,1200,402.8,5.18,4.0,3.256,90.34,23.76,52.58,0,0.0,0,300,0.0,66.58,66.58,-14.0,3.256,0
Proposed,bigbuckbunny,18,6,0,0,300,467.3,4.0,4.85,0.0,66.58,23.76,42.82,0,0.0,0,300,0.0,66.58,66.58,-23.759999999999998,0.0,1
Proposed,bigbuckbunny,18,7,0,0,300,449.3,4.85,4.99,0.0,66.58,0.0,66.58,0,0.0,0,300,0.0,66.58,66.58,0.0,0.0,1
Proposed,bigbuckbunny,18,8,0,0,300,426.7,4.99,4.0,0.144,66.58,0.0,65.96,0,0.0,0,300,0.0,66.58,66.58,-0.6200000000000045,0.144,1
Proposed,bigbuckbunny,18,9,2,2,1200,606.4,4.0,4.0,2.805,90.34,23.76,54.52,0,0.0,1,750,0.0,83.73,66.58,-12.059999999999995,2.805,0
Proposed,bigbuckbunny,18,10,2,2,1200,819.0,4.0,4.0,3.06,90.34,0.0,77.18,0,0.0,1,750,0.0,83.73,83.73,-6.549999999999997,3.06,0
Proposed,bigbuckbunny,18,11,2,2,1200,356.1,4.0,4.0,7.0,90.34,0.0,60.24,0,0.0,1,750,0.0,83.73,83.73,-23.490000000000002,7.0,0
Proposed,bigbuckbunny,18,12,0,0,300,535.5,4.0,5.02,0.0,66.58,23.76,42.82,0,0.0,1,750,0.0,83.73,83.73,-40.910000000000004,0.0,0
Proposed,bigbuckbunny,18,13,2,2,1200,504.7,5.02,4.0,2.684,90.34,23.76,55.04,0,0.0,1,750,0.772,83.73,80.41,-25.369999999999997,1.9120000000000001,0
Proposed,bigbuckbunny,18,14,2,2,1200,796.2,4.0,5.26,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,18,15,2,2,1200,825.8,5.26,6.27,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,18,16,2,2,1200,704.8,6.27,4.0,1.333,90.34,0.0,84.61,0,0.0,1,750,0.0,83.73,83.73,0.8799999999999955,1.333,0
Proposed,bigbuckbunny,18,17,2,2,1200,580.0,4.0,4.0,0.222,90.34,0.0,89.39,0,0.0,1,750,0.0,83.73,83.73,5.659999999999997,0.222,0
Proposed,bigbuckbunny,18,18,2,2,1200,539.7,4.0,4.0,2.572,90.34,0.0,79.28,0,0.0,1,750,0.0,83.73,83.73,-4.450000000000003,2.572,0
Proposed,bigbuckbunny,18,19,2,2,1200,486.4,4.0,4.0,1.108,90.34,0.0,85.58,0,0.0,1,750,0.0,83.73,83.73,1.8499999999999943,1.108,0
Proposed,bigbuckbunny,18,20,0,0,300,735.2,4.0,6.04,0.0,66.58,23.76,42.82,0,0.0,1,750,0.0,83.73,83.73,-40.910000000000004,0.0,0
Proposed,bigbuckbunny,18,21,2,2,1200,666.1,6.04,4.0,0.763,90.34,23.76,63.3,0,0.0,1,750,0.0,83.73,83.73,-20.430000000000007,0.763,0
Proposed,bigbuckbunny,18,22,2,2,1200,786.5,4.0,4.0,0.656,90.34,0.0,87.52,0,0.0,1,750,0.0,83.73,83.73,3.789999999999992,0.656,0
Proposed,bigbuckbunny,18,23,2,2,1200,694.6,4.0,4.0,1.327,90.34,0.0,84.63,0,0.0,1,750,0.0,83.73,83.73,0.8999999999999915,1.327,0
Proposed,bigbuckbunny,18,24,0,0,300,531.7,4.0,4.0,0.344,66.58,23.76,41.34,0,0.0,1,750,0.53,83.73,81.45,-40.11,-0.18600000000000005,0
Proposed,bigbuckbunny,18,25,2,2,1200,492.5,4.0,4.0,3.525,90.34,23.76,51.42,0,0.0,1,750,0.703,83.73,80.71,-29.289999999999992,2.822,0
Proposed,bigbuckbunny,18,26,2,2,1200,719.3,4.0,4.0,3.111,90.34,0.0,76.96,0,0.0,1,750,0.444,83.73,81.82,-4.859999999999999,2.6670000000000003,0
Proposed,bigbuckbunny,18,27,2,2,1200,686.2,4.0,4.0,2.397,90.34,0.0,80.03,0,0.0,1,750,0.0,83.73,83.73,-3.700000000000003,2.397,0
Proposed,bigbuckbunny,18,28,0,0,300,807.2,4.0,5.26,0.0,66.58,23.76,42.82,0,0.0,1,750,2.842,83.73,71.51,-28.690000000000005,-2.842,0
Proposed,bigbuckbunny,18,29,2,2,1200,793.6,5.26,4.0,2.161,90.34,23.76,57.29,0,0.0,1,750,0.64,83.73,80.98,-23.690000000000005,1.521,0
Proposed,bigbuckbunny,18,30,2,2,1200,749.4,4.0,4.0,3.243,90.34,0.0,76.4,0,0.0,1,750,0.527,83.73,81.47,-5.069999999999993,2.7159999999999997,0
Proposed,bigbuckbunny,18,31,2,2,1200,990.9,4.0,4.0,0.981,90.34,0.0,86.12,0,0.0,1,750,0.0,83.73,83.73,2.3900000000000006,0.981,0
Proposed,bigbuckbunny,18,32,2,2,1200,964.2,4.0,4.0,2.159,90.34,0.0,81.06,0,0.0,1,750,0.0,83.73,83.73,-2.6700000000000017,2.159,0
Proposed,bigbuckbunny,18,33,2,2,1200,572.6,4.0,4.0,1.995,90.34,0.0,81.76,0,0.0,1,750,0.0,83.73,83.73,-1.9699999999999989,1.995,0
Proposed,bigbuckbunny,18,34,2,2,1200,725.9,4.0,5.36,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,18,35,2,2,1200,537.0,5.36,4.0,0.678,90.34,0.0,87.43,0,0.0,1,750,0.0,83.73,83.73,3.700000000000003,0.678,0
Proposed,bigbuckbunny,18,36,2,2,1200,810.3,4.0,4.0,1.446,90.34,0.0,84.12,0,0.0,1,750,0.0,83.73,83.73,0.39000000000000057,1.446,0
Proposed,bigbuckbunny,18,37,2,2,1200,759.9,4.0,5.41,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,18,38,2,2,1200,363.9,5.41,4.0,3.016,90.34,0.0,77.37,0,0.0,1,750,0.0,83.73,83.73,-6.359999999999999,3.016,0
Proposed,bigbuckbunny,18,39,2,2,1200,361.5,4.0,4.0,1.925,90.34,0.0,82.06,0,0.0,1,750,0.0,83.73,83.73,-1.6700000000000017,1.925,0
Proposed,bigbuckbunny,18,40,0,0,300,439.7,4.0,4.25,0.0,66.58,23.76,42.82,0,0.0,1,750,0.0,83.73,83.73,-40.910000000000004,0.0,0
Proposed,bigbuckbunny,18,41,2,2,1200,452.3,4.25,4.0,3.917,90.34,23.76,49.74,0,0.0,1,750,0.612,83.73,81.1,-31.359999999999992,3.3049999999999997,0
Proposed,bigbuckbunny,18,42,2,2,1200,817.5,4.0,4.0,0.477,90.34,0.0,88.29,0,0.0,1,750,0.0,83.73,83.73,4.560000000000002,0.477,0
Proposed,bigbuckbunny,18,43,2,2,1200,693.1,4.0,4.0,0.384,90.34,0.0,88.69,0,0.0,1,750,0.0,83.73,83.73,4.959999999999994,0.384,0
Proposed,bigbuckbunny,18,44,0,0,300,554.2,4.0,4.0,0.904,66.58,23.76,38.93,0,0.0,1,750,5.798,83.73,58.8,-19.869999999999997,-4.894,0
Proposed,bigbuckbunny,18,45,2,2,1200,499.1,4.0,4.0,7.347,90.34,23.76,34.99,0,0.0,1,750,3.092,83.73,70.44,-35.449999999999996,4.255000000000001,0
Proposed,bigbuckbunny,18,46,0,0,300,686.0,4.0,5.44,0.0,66.58,23.76,42.82,0,0.0,1,750,2.41,83.73,73.37,-30.550000000000004,-2.41,0
Proposed,bigbuckbunny,18,47,2,2,1200,794.6,5.44,4.0,1.37,90.34,23.76,60.69,0,0.0,1,750,0.254,83.73,82.64,-21.950000000000003,1.116,0
Proposed,bigbuckbunny,19,0,2,2,1200,2141.4,2.81,4.0,0.383,90.34,0.0,88.69,0,0.0,2,1200,0.383,90.34,88.69,0.0,0.0,1
Proposed,bigbuckbunny,19,1,2,2,1200,1244.7,4.0,5.41,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,19,2,2,2,1200,2278.8,5.41,6.9,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,19,3,2,2,1200,1915.2,6.9,8.62,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,19,4,2,2,1200,2483.7,8.62,8.95,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,19,5,2,2,1200,1926.6,8.95,11.19,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,90.34,0.0,0.0,0
Proposed,bigbuckbunny,19,6,2,2,1200,1902.4,11.19,12.09,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,7,2,2,1200,1486.0,12.09,11.43,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,8,2,2,1200,1688.1,11.43,10.24,0.0,90.34,0.0,90.34,0,0.0,3,1850,1.736,95.49,88.03,2.3100000000000023,-1.736,0
Proposed,bigbuckbunny,19,9,2,2,1200,2320.8,10.24,12.46,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,10,2,2,1200,1854.4,12.46,13.34,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,11,2,2,1200,1675.0,13.34,15.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,12,2,2,1200,2343.7,15.0,16.27,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,13,2,2,1200,2094.7,16.27,18.42,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,14,2,2,1200,1818.6,18.42,21.22,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,15,2,2,1200,2307.6,21.22,24.15,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,16,2,2,1200,2390.6,24.15,25.91,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,17,2,2,1200,2554.1,25.91,28.95,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,18,2,2,1200,2274.0,28.95,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,19,2,2,1200,2045.2,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,20,2,2,1200,1671.5,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,21,2,2,1200,1300.1,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,22,2,2,1200,1467.6,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,23,2,2,1200,2546.3,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,24,2,2,1200,1551.5,30.0,28.05,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,25,2,2,1200,1706.4,28.05,29.87,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,26,2,2,1200,1504.5,29.87,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,19,27,2,2,1200,1604.3,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
