Method,Video,Episode,Chunk,Action_proposed,Applied_Action,Bitrate_kbps_proposed,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s_proposed,VMAF_proposed,Smooth_Penalty,Step_QoE_proposed,Shield_Intervened,Shield_Rate,Action_genie,Bitrate_kbps_genie,Rebuffer_s_genie,VMAF_genie,Step_QoE_genie,QoE_diff,Rebuf_diff,Action_match
Proposed_ShieldedQoE,bigbuckbunny,0,0,0,0,300,1126.0,1.17,4.0,0.613,66.58,0.0,63.94,0,0.0,1,750,3.294,83.73,69.56,-5.6200000000000045,-2.681,0
Proposed_ShieldedQoE,bigbuckbunny,0,1,0,0,300,892.4,4.0,7.04,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,2,5,5,6000,941.8,7.04,8.74,0.0,97.14,30.56,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,3,1,1,750,463.6,8.74,5.55,0.0,83.73,13.41,70.32,0,0.0,1,750,0.0,83.73,83.73,-13.41000000000001,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,4,0,0,300,1052.0,5.55,7.09,0.0,66.58,17.15,49.43,0,0.0,1,750,2.046,83.73,74.93,-25.500000000000007,-2.046,0
Proposed_ShieldedQoE,bigbuckbunny,0,5,1,1,750,355.7,7.09,4.0,1.914,83.73,17.15,58.35,0,0.0,1,750,5.005,83.73,62.21,-3.8599999999999994,-3.091,1
Proposed_ShieldedQoE,bigbuckbunny,0,6,0,0,300,952.1,4.0,6.44,0.0,66.58,17.15,49.43,0,0.0,1,750,0.0,83.73,83.73,-34.300000000000004,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,7,0,0,300,1023.8,6.44,9.09,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,8,0,0,300,960.6,9.09,11.35,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,9,5,5,6000,955.9,11.35,12.14,0.0,97.14,30.56,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,10,1,1,750,880.2,12.14,13.77,0.0,83.73,13.41,70.32,0,0.0,2,1200,0.0,90.34,83.73,-13.41000000000001,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,11,1,1,750,1063.0,13.77,15.47,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,12,1,1,750,934.7,15.47,15.96,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,13,2,2,1200,994.6,15.96,18.03,0.0,90.34,6.61,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,14,2,2,1200,1000.9,18.03,18.61,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,15,5,5,6000,858.9,18.61,19.05,0.0,97.14,6.8,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,16,3,3,1850,1103.0,19.05,15.46,0.0,95.49,1.65,93.84,0,0.0,2,1200,0.0,90.34,90.34,3.5,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,17,3,3,1850,966.8,15.46,13.79,0.0,95.49,0.0,95.49,0,0.0,2,1200,0.0,90.34,90.34,5.1499999999999915,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,18,3,3,1850,810.4,13.79,12.98,0.0,95.49,0.0,95.49,0,0.0,2,1200,0.0,90.34,90.34,5.1499999999999915,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,19,2,2,1200,971.9,12.98,13.06,0.0,90.34,5.15,85.19,0,0.0,2,1200,0.0,90.34,90.34,-5.150000000000006,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,20,1,1,750,704.0,13.06,7.97,0.0,83.73,6.61,77.12,0,0.0,1,750,0.319,83.73,75.75,1.3700000000000045,-0.319,1
Proposed_ShieldedQoE,bigbuckbunny,0,21,1,1,750,1036.7,7.97,9.87,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,22,1,1,750,1087.5,9.87,11.48,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,23,1,1,750,1111.3,11.48,13.26,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,24,1,1,750,1138.6,13.26,10.85,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,25,1,1,750,1073.9,10.85,11.39,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,26,1,1,750,1065.4,11.39,13.4,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,27,1,1,750,984.5,13.4,14.46,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,28,1,1,750,824.4,14.46,11.91,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,29,1,1,750,1037.6,11.91,13.44,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,83.73,0.0,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,30,1,1,750,1055.3,13.44,15.91,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,31,1,1,750,1126.0,15.91,18.45,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,32,1,1,750,892.4,18.45,18.7,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,33,2,2,1200,941.8,18.7,20.57,0.0,90.34,6.61,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,34,5,5,6000,463.6,20.57,17.75,0.0,97.14,6.8,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,35,3,3,1850,1052.0,17.75,17.87,0.0,95.49,1.65,93.84,0,0.0,2,1200,0.0,90.34,90.34,3.5,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,36,3,3,1850,355.7,17.87,4.0,7.738,95.49,0.0,62.22,0,0.0,1,750,0.0,83.73,77.12,-14.900000000000006,7.738,0
Proposed_ShieldedQoE,bigbuckbunny,0,37,1,1,750,952.1,4.0,5.59,0.0,83.73,11.76,71.97,0,0.0,1,750,0.0,83.73,83.73,-11.760000000000005,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,38,1,1,750,1023.8,5.59,6.58,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,39,1,1,750,960.6,6.58,8.29,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,40,1,1,750,955.9,8.29,6.61,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,41,1,1,750,880.2,6.61,6.02,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,42,1,1,750,1063.0,6.02,7.71,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,43,1,1,750,934.7,7.71,7.34,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,0,44,1,1,750,994.6,7.34,4.0,0.201,83.73,0.0,82.87,0,0.0,1,750,0.0,83.73,83.73,-0.8599999999999994,0.201,1
Proposed_ShieldedQoE,bigbuckbunny,0,45,1,1,750,1000.9,4.0,5.87,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,83.73,0.0,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,0,46,1,1,750,858.9,5.87,5.72,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.502,90.34,88.18,-4.450000000000003,-0.502,0
Proposed_ShieldedQoE,bigbuckbunny,0,47,1,1,750,1103.0,5.72,7.71,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,1,0,0,0,300,587.0,2.88,4.0,0.552,66.58,0.0,64.2,0,0.0,0,300,0.552,66.58,64.2,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,1,0,0,300,787.1,4.0,6.91,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,66.58,0.0,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,1,2,5,5,6000,677.6,6.91,7.71,0.0,97.14,30.56,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,1,3,1,1,750,650.6,7.71,6.59,0.0,83.73,13.41,70.32,0,0.0,1,750,0.0,83.73,83.73,-13.41000000000001,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,4,1,1,750,725.7,6.59,4.0,2.336,83.73,0.0,73.69,0,0.0,1,750,3.969,83.73,66.66,7.030000000000001,-1.633,1
Proposed_ShieldedQoE,bigbuckbunny,1,5,1,1,750,824.8,4.0,4.12,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,6,1,1,750,252.3,4.12,4.0,10.615,83.73,0.0,38.09,0,0.0,1,750,10.615,83.73,38.09,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,7,0,0,300,761.1,4.0,6.18,0.0,66.58,17.15,49.43,0,0.0,1,750,0.538,83.73,81.42,-31.990000000000002,-0.538,0
Proposed_ShieldedQoE,bigbuckbunny,1,8,0,0,300,502.5,6.18,6.86,0.0,66.58,0.0,66.58,0,0.0,1,750,4.32,83.73,65.15,1.4299999999999926,-4.32,0
Proposed_ShieldedQoE,bigbuckbunny,1,9,0,0,300,618.3,6.86,8.87,0.0,66.58,0.0,66.58,0,0.0,1,750,0.958,83.73,79.61,-13.030000000000001,-0.958,0
Proposed_ShieldedQoE,bigbuckbunny,1,10,5,5,6000,583.5,8.87,9.29,0.0,97.14,30.56,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,1,11,1,1,750,488.0,9.29,8.29,0.0,83.73,13.41,70.32,0,0.0,1,750,0.582,83.73,81.23,-10.91000000000001,-0.582,1
Proposed_ShieldedQoE,bigbuckbunny,1,12,1,1,750,778.7,8.29,8.08,0.0,83.73,0.0,83.73,0,0.0,1,750,0.211,83.73,82.82,0.9100000000000108,-0.211,1
Proposed_ShieldedQoE,bigbuckbunny,1,13,1,1,750,653.2,8.08,10.24,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,14,1,1,750,587.3,10.24,10.6,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,15,1,1,750,472.8,10.6,11.98,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,16,1,1,750,790.7,11.98,11.69,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,17,1,1,750,576.4,11.69,11.83,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,18,1,1,750,793.4,11.83,13.84,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,19,1,1,750,446.8,13.84,12.51,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,20,1,1,750,561.7,12.51,5.11,0.0,83.73,0.0,83.73,0,0.0,1,750,2.975,83.73,70.94,12.790000000000006,-2.975,1
Proposed_ShieldedQoE,bigbuckbunny,1,21,1,1,750,529.7,5.11,5.0,0.0,83.73,0.0,83.73,0,0.0,1,750,0.107,83.73,83.27,0.46000000000000796,-0.107,1
Proposed_ShieldedQoE,bigbuckbunny,1,22,1,1,750,362.6,5.0,4.0,2.157,83.73,0.0,74.45,0,0.0,1,750,3.155,83.73,70.16,4.290000000000006,-0.9979999999999998,1
Proposed_ShieldedQoE,bigbuckbunny,1,23,0,0,300,712.6,4.0,6.61,0.0,66.58,17.15,49.43,0,0.0,1,750,0.0,83.73,83.73,-34.300000000000004,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,1,24,0,0,300,475.3,6.61,4.47,0.0,66.58,0.0,66.58,0,0.0,1,750,10.832,83.73,37.15,29.43,-10.832,0
Proposed_ShieldedQoE,bigbuckbunny,1,25,0,0,300,474.9,4.47,5.34,0.0,66.58,0.0,66.58,0,0.0,1,750,3.827,83.73,67.28,-0.7000000000000028,-3.827,0
Proposed_ShieldedQoE,bigbuckbunny,1,26,0,0,300,616.4,5.34,7.96,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,1,27,0,0,300,428.1,7.96,9.26,0.0,66.58,0.0,66.58,0,0.0,1,750,2.199,83.73,74.27,-7.689999999999998,-2.199,0
Proposed_ShieldedQoE,bigbuckbunny,1,28,0,0,300,475.6,9.26,8.72,0.0,66.58,0.0,66.58,0,0.0,1,750,7.35,83.73,52.13,14.449999999999996,-7.35,0
Proposed_ShieldedQoE,bigbuckbunny,1,29,0,0,300,809.7,8.72,11.45,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,1,30,5,5,6000,699.9,11.45,13.14,0.0,97.14,30.56,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,1,31,1,1,750,420.5,13.14,13.23,0.0,83.73,13.41,70.32,0,0.0,1,750,0.0,83.73,83.73,-13.41000000000001,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,32,1,1,750,473.9,13.23,10.17,0.0,83.73,0.0,83.73,0,0.0,1,750,0.446,83.73,81.81,1.9200000000000017,-0.446,1
Proposed_ShieldedQoE,bigbuckbunny,1,33,1,1,750,654.6,10.17,12.25,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,34,1,1,750,689.7,12.25,14.39,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,35,1,1,750,677.2,14.39,15.95,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,36,1,1,750,444.9,15.95,11.65,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,37,1,1,750,795.5,11.65,12.77,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,38,1,1,750,664.8,12.77,12.14,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,39,1,1,750,743.5,12.14,13.17,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,40,1,1,750,649.3,13.17,8.81,0.0,83.73,0.0,83.73,0,0.0,1,750,1.355,83.73,77.9,5.829999999999998,-1.355,1
Proposed_ShieldedQoE,bigbuckbunny,1,41,1,1,750,598.7,8.81,6.07,0.0,83.73,0.0,83.73,0,0.0,1,750,2.743,83.73,71.93,11.799999999999997,-2.743,1
Proposed_ShieldedQoE,bigbuckbunny,1,42,1,1,750,981.2,6.07,7.56,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,43,1,1,750,1001.1,7.56,7.48,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,44,1,1,750,505.3,7.48,4.0,7.363,83.73,0.0,52.07,0,0.0,1,750,9.43,83.73,43.18,8.89,-2.0669999999999993,1
Proposed_ShieldedQoE,bigbuckbunny,1,45,1,1,750,571.6,4.0,4.27,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,46,1,1,750,594.1,4.27,4.0,1.736,83.73,0.0,76.27,0,0.0,1,750,1.736,83.73,76.27,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,47,1,1,750,930.5,4.0,5.63,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,0,1,1,750,1126.0,1.25,4.0,0.541,83.73,0.0,81.4,0,0.0,1,750,3.222,83.73,69.87,11.530000000000001,-2.681,1
Proposed_ShieldedQoE,bigbuckbunny,2,1,5,5,6000,892.4,4.0,5.6,0.0,97.14,13.41,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,2,1,1,750,941.8,5.6,7.3,0.0,83.73,13.41,70.32,0,0.0,1,750,0.0,83.73,83.73,-13.41000000000001,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,3,1,1,750,463.6,7.3,4.11,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,4,0,0,300,1052.0,4.11,5.65,0.0,66.58,17.15,49.43,0,0.0,1,750,2.046,83.73,74.93,-25.500000000000007,-2.046,0
Proposed_ShieldedQoE,bigbuckbunny,2,5,1,1,750,355.7,5.65,4.0,3.354,83.73,17.15,52.16,0,0.0,1,750,5.005,83.73,62.21,-10.050000000000004,-1.6509999999999998,1
Proposed_ShieldedQoE,bigbuckbunny,2,6,0,0,300,952.1,4.0,6.44,0.0,66.58,17.15,49.43,0,0.0,1,750,0.0,83.73,83.73,-34.300000000000004,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,7,0,0,300,1023.8,6.44,9.09,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,8,0,0,300,960.6,9.09,11.35,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,9,5,5,6000,955.9,11.35,12.14,0.0,97.14,30.56,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,10,1,1,750,880.2,12.14,13.77,0.0,83.73,13.41,70.32,0,0.0,2,1200,0.0,90.34,83.73,-13.41000000000001,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,11,1,1,750,1063.0,13.77,15.47,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,12,1,1,750,934.7,15.47,15.96,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
