Method,Video,Episode,Chunk,Action,Applied_Action,Bitrate_kbps,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s,VMAF,Smooth_Penalty,Step_QoE,Shield_Intervened,Shield_Rate,Shield_Reason
Proposed_V13_Base,bigbuckbunny,3,21,2,2,1200,1059.4,9.62,10.54,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,22,2,2,1200,1076.0,10.54,11.81,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,23,2,2,1200,1209.8,11.81,12.92,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,24,2,2,1200,901.4,12.92,10.27,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,25,2,2,1200,854.8,10.27,10.22,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,26,2,2,1200,839.1,10.22,9.1,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,27,2,2,1200,1088.7,9.1,8.3,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,28,1,1,750,1224.0,8.3,8.05,0.0,83.73,6.61,77.12,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,29,2,2,1200,1011.0,8.05,6.66,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,30,1,1,750,1048.2,6.66,6.73,0.0,83.73,6.61,77.12,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,31,1,1,750,1045.6,6.73,6.83,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,32,1,1,750,876.3,6.83,4.6,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,33,1,1,750,824.0,4.6,4.0,0.163,83.73,0.0,83.03,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,34,1,1,750,1157.6,4.0,6.27,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,35,2,2,1200,894.8,6.27,6.8,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,36,1,1,750,1077.9,6.8,6.07,0.0,83.73,6.61,77.12,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,37,2,2,1200,1041.8,6.07,6.94,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,38,2,2,1200,1157.7,6.94,7.62,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,39,2,2,1200,1092.3,7.62,8.12,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,40,2,2,1200,948.7,8.12,6.22,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,41,2,2,1200,1176.1,6.22,8.33,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,42,2,2,1200,954.2,8.33,8.82,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,43,2,2,1200,1010.0,8.82,10.92,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,44,2,2,1200,904.9,10.92,7.88,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,45,2,2,1200,896.6,7.88,7.22,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,46,2,2,1200,742.8,7.22,5.54,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,3,47,2,2,1200,427.9,5.54,4.0,1.0,90.34,0.0,86.04,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,0,1,1,750,891.0,1.78,4.0,1.954,83.73,0.0,75.33,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,1,1,1,750,891.2,4.0,5.82,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,2,2,2,1200,890.8,5.82,6.24,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,3,2,2,1200,879.8,6.24,6.46,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,4,1,1,750,841.8,6.46,5.99,0.0,83.73,6.61,77.12,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,5,1,1,750,900.4,5.99,7.15,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,6,2,2,1200,897.6,7.15,7.8,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,7,2,2,1200,884.1,7.8,5.89,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,8,1,1,750,901.1,5.89,4.04,0.0,83.73,6.61,77.12,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,9,1,1,750,882.9,4.04,4.0,0.043,83.73,0.0,83.54,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,10,1,1,750,901.2,4.0,4.0,0.301,83.73,0.0,82.44,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,11,1,1,750,900.7,4.0,5.26,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,12,1,1,750,901.6,5.26,4.0,2.018,83.73,0.0,75.05,0,0.0,
Proposed_V13_Base,bigbuckbunny,4,13,1,1,750,900.5,4.0,4.04,0.0,83.73,0.0,83.73,0,0.0,
