Method,Video,Episode,Chunk,Action,Applied_Action,Bitrate_kbps,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s,VMAF,Smooth_Penalty,Step_QoE,Shield_Intervened,Shield_Rate
Proposed_Shielded,bigbuckbunny,0,0,2,2,1200,1126.0,1.17,4.0,3.177,90.34,0.0,76.68,0,0.0
Proposed_Shielded,bigbuckbunny,0,1,1,1,750,892.4,4.0,6.19,0.0,83.73,6.61,77.12,0,0.0
Proposed_Shielded,bigbuckbunny,0,2,1,1,750,941.8,6.19,8.07,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,3,1,1,750,463.6,8.07,8.48,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,4,1,1,750,1052.0,8.48,9.49,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,5,1,1,750,355.7,9.49,8.9,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,6,1,1,750,952.1,8.9,10.98,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,7,1,1,750,1023.8,10.98,12.3,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,8,1,1,750,960.6,12.3,10.96,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,9,1,1,750,955.9,10.96,12.07,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,10,1,1,750,880.2,12.07,13.3,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,11,1,1,750,1063.0,13.3,15.31,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,12,1,1,750,934.7,15.31,12.7,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,13,1,1,750,994.6,12.7,14.45,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,14,1,1,750,1000.9,14.45,14.88,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,15,1,1,750,858.9,14.88,16.22,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,16,1,1,750,1103.0,16.22,15.42,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,17,1,1,750,966.8,15.42,16.27,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,18,1,1,750,810.4,16.27,17.45,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,19,1,1,750,971.9,17.45,19.21,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,20,1,1,750,704.0,19.21,17.93,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,21,1,1,750,1036.7,17.93,20.7,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,22,1,1,750,1087.5,20.7,23.14,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,23,1,1,750,1111.3,23.14,25.72,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,24,1,1,750,1138.6,25.72,26.23,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,25,1,1,750,1073.9,26.23,28.54,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,26,1,1,750,1065.4,28.54,30.0,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,27,1,1,750,984.5,30.0,30.0,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,28,1,1,750,824.4,30.0,27.06,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,29,2,2,1200,1037.6,27.06,26.59,0.0,90.34,6.61,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,30,2,2,1200,1055.3,26.59,24.15,0.0,90.34,0.0,90.34,0,0.0
Proposed_Shielded,bigbuckbunny,0,31,2,2,1200,1126.0,24.15,23.38,0.0,90.34,0.0,90.34,0,0.0
Proposed_Shielded,bigbuckbunny,0,32,2,2,1200,892.4,23.38,14.9,0.0,90.34,0.0,90.34,0,0.0
Proposed_Shielded,bigbuckbunny,0,33,2,2,1200,941.8,14.9,12.09,0.0,90.34,0.0,90.34,0,0.0
Proposed_Shielded,bigbuckbunny,0,34,2,2,1200,463.6,12.09,8.23,0.0,90.34,0.0,90.34,0,0.0
Proposed_Shielded,bigbuckbunny,0,35,1,1,750,1052.0,8.23,8.94,0.0,83.73,6.61,77.12,0,0.0
Proposed_Shielded,bigbuckbunny,0,36,1,1,750,355.7,8.94,4.0,6.388,83.73,0.0,56.26,0,0.0
Proposed_Shielded,bigbuckbunny,0,37,1,1,750,952.1,4.0,5.2,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,38,1,1,750,1023.8,5.2,7.19,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,39,1,1,750,960.6,7.19,9.83,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,40,1,1,750,955.9,9.83,9.79,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,41,1,1,750,880.2,9.79,12.39,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,42,1,1,750,1063.0,12.39,14.65,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,43,1,1,750,934.7,14.65,16.58,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,44,1,1,750,994.6,16.58,17.43,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,45,1,1,750,1000.9,17.43,20.13,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,46,1,1,750,858.9,20.13,21.55,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,0,47,1,1,750,1103.0,21.55,23.66,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,0,5,5,6000,587.0,2.88,4.0,38.858,97.14,0.0,-69.95,0,0.0
Proposed_Shielded,bigbuckbunny,1,1,2,2,1200,787.1,4.0,4.72,0.0,90.34,6.8,83.54,0,0.0
Proposed_Shielded,bigbuckbunny,1,2,1,1,750,677.6,4.72,5.78,0.0,83.73,6.61,77.12,0,0.0
Proposed_Shielded,bigbuckbunny,1,3,1,1,750,650.6,5.78,7.21,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,4,1,1,750,725.7,7.21,6.89,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,5,1,1,750,824.8,6.89,8.91,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,6,1,1,750,252.3,8.91,5.66,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,7,1,1,750,761.1,5.66,6.05,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,8,1,1,750,502.5,6.05,4.0,4.162,83.73,0.0,65.83,0,0.0
Proposed_Shielded,bigbuckbunny,1,9,1,1,750,618.3,4.0,4.0,0.46,83.73,0.0,81.75,0,0.0
Proposed_Shielded,bigbuckbunny,1,10,1,1,750,583.5,4.0,4.0,0.187,83.73,0.0,82.93,0,0.0
Proposed_Shielded,bigbuckbunny,1,11,1,1,750,488.0,4.0,4.0,0.334,83.73,0.0,82.29,0,0.0
Proposed_Shielded,bigbuckbunny,1,12,2,2,1200,778.7,4.0,4.0,8.697,90.34,6.61,46.33,0,0.0
Proposed_Shielded,bigbuckbunny,1,13,1,1,750,653.2,4.0,4.57,0.0,83.73,6.61,77.12,0,0.0
Proposed_Shielded,bigbuckbunny,1,14,1,1,750,587.3,4.57,4.0,1.51,83.73,0.0,77.24,0,0.0
Proposed_Shielded,bigbuckbunny,1,15,1,1,750,472.8,4.0,4.0,0.836,83.73,0.0,80.14,0,0.0
Proposed_Shielded,bigbuckbunny,1,16,2,2,1200,790.7,4.0,4.0,6.706,90.34,6.61,54.9,0,0.0
Proposed_Shielded,bigbuckbunny,1,17,1,1,750,576.4,4.0,4.0,1.276,83.73,6.61,71.63,0,0.0
Proposed_Shielded,bigbuckbunny,1,18,1,1,750,793.4,4.0,5.11,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,19,1,1,750,446.8,5.11,4.24,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,20,1,1,750,561.7,4.24,4.0,2.38,83.73,0.0,73.5,0,0.0
Proposed_Shielded,bigbuckbunny,1,21,1,1,750,529.7,4.0,5.6,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,22,1,1,750,362.6,5.6,4.93,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,23,1,1,750,712.6,4.93,6.71,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,24,1,1,750,475.3,6.71,4.0,1.655,83.73,0.0,76.61,0,0.0
Proposed_Shielded,bigbuckbunny,1,25,1,1,750,474.9,4.0,4.18,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,26,1,1,750,616.4,4.18,5.25,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,27,1,1,750,428.1,5.25,4.67,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,28,2,2,1200,475.6,4.67,4.0,14.584,90.34,6.61,21.02,0,0.0
Proposed_Shielded,bigbuckbunny,1,29,1,1,750,809.7,4.0,4.42,0.0,83.73,6.61,77.12,0,0.0
Proposed_Shielded,bigbuckbunny,1,30,1,1,750,699.9,4.42,4.0,1.647,83.73,0.0,76.65,0,0.0
Proposed_Shielded,bigbuckbunny,1,31,1,1,750,420.5,4.0,4.0,3.987,83.73,0.0,66.59,0,0.0
Proposed_Shielded,bigbuckbunny,1,32,2,2,1200,473.9,4.0,4.0,19.505,90.34,6.61,-0.14,0,0.0
Proposed_Shielded,bigbuckbunny,1,33,1,1,750,654.6,4.0,4.0,2.118,83.73,6.61,68.01,0,0.0
Proposed_Shielded,bigbuckbunny,1,34,1,1,750,689.7,4.0,4.7,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,35,1,1,750,677.2,4.7,4.0,0.415,83.73,0.0,81.94,0,0.0
Proposed_Shielded,bigbuckbunny,1,36,1,1,750,444.9,4.0,4.0,8.252,83.73,0.0,48.25,0,0.0
Proposed_Shielded,bigbuckbunny,1,37,1,1,750,795.5,4.0,4.65,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,38,1,1,750,664.8,4.65,5.56,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,39,1,1,750,743.5,5.56,7.8,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,40,1,1,750,649.3,7.8,5.85,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,41,1,1,750,598.7,5.85,7.78,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,42,1,1,750,981.2,7.78,9.9,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,43,1,1,750,1001.1,9.9,11.98,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,44,1,1,750,505.3,11.98,9.76,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,45,1,1,750,571.6,9.76,11.49,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,46,1,1,750,594.1,11.49,11.76,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,1,47,1,1,750,930.5,11.76,13.51,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,2,0,1,1,750,1126.0,1.25,4.0,1.473,83.73,0.0,77.39,0,0.0
Proposed_Shielded,bigbuckbunny,2,1,1,1,750,892.4,4.0,6.19,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,2,2,1,1,750,941.8,6.19,8.07,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,2,3,1,1,750,463.6,8.07,8.48,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,2,4,1,1,750,1052.0,8.48,9.49,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,2,5,1,1,750,355.7,9.49,8.9,0.0,83.73,0.0,83.73,0,0.0
Proposed_Shielded,bigbuckbunny,2,6,1,1,750,952.1,8.9,10.98,0.0,83.73,0.0,83.73,0,0.0
