Method,Video,Episode,Chunk,Action_proposed,Applied_Action,Bitrate_kbps_proposed,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s_proposed,VMAF_proposed,Smooth_Penalty,Step_QoE_proposed,Shield_Intervened,Shield_Rate,Action_genie,Bitrate_kbps_genie,Rebuffer_s_genie,VMAF_genie,Step_QoE_genie,QoE_diff,Rebuf_diff,Action_match
Proposed_ShieldedQoE,bigbuckbunny,1,21,0,0,300,529.7,6.14,8.31,0.0,66.58,0.0,66.58,0,0.0,1,750,0.576,83.73,81.25,-14.670000000000002,-0.576,0
Proposed_ShieldedQoE,bigbuckbunny,1,22,0,0,300,362.6,8.31,10.07,0.0,66.58,0.0,66.58,0,0.0,1,750,1.597,83.73,76.86,-10.280000000000001,-1.597,0
Proposed_ShieldedQoE,bigbuckbunny,1,23,0,0,300,712.6,10.07,12.85,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,1,24,0,0,300,475.3,12.85,13.87,0.0,66.58,0.0,66.58,0,0.0,1,750,2.505,83.73,72.96,-6.3799999999999955,-2.505,0
Proposed_ShieldedQoE,bigbuckbunny,1,25,1,1,750,474.9,13.87,13.43,0.0,83.73,17.15,66.58,0,0.0,1,750,0.443,83.73,81.82,-15.239999999999995,-0.443,1
Proposed_ShieldedQoE,bigbuckbunny,1,26,1,1,750,616.4,13.43,14.13,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,27,1,1,750,428.1,14.13,14.33,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,28,1,1,750,475.6,14.33,11.24,0.0,83.73,0.0,83.73,0,0.0,1,750,2.194,83.73,74.3,9.430000000000007,-2.194,1
Proposed_ShieldedQoE,bigbuckbunny,1,29,1,1,750,809.7,11.24,12.18,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,30,1,1,750,699.9,12.18,11.63,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,31,1,1,750,420.5,11.63,8.6,0.0,83.73,0.0,83.73,0,0.0,1,750,2.637,83.73,72.39,11.340000000000003,-2.637,1
Proposed_ShieldedQoE,bigbuckbunny,1,32,0,0,300,473.9,8.6,7.07,0.0,66.58,17.15,49.43,0,0.0,1,750,9.831,83.73,41.46,7.969999999999999,-9.831,0
Proposed_ShieldedQoE,bigbuckbunny,1,33,0,0,300,654.6,7.07,9.82,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,1,34,0,0,300,689.7,9.82,11.64,0.0,66.58,0.0,66.58,0,0.0,1,750,0.563,83.73,81.31,-14.730000000000004,-0.563,0
Proposed_ShieldedQoE,bigbuckbunny,1,35,1,1,750,677.2,11.64,11.36,0.0,83.73,17.15,66.58,0,0.0,1,750,0.285,83.73,82.5,-15.920000000000002,-0.285,1
Proposed_ShieldedQoE,bigbuckbunny,1,36,1,1,750,444.9,11.36,4.0,3.852,83.73,0.0,67.17,0,0.0,1,750,11.208,83.73,35.54,31.630000000000003,-7.356,1
Proposed_ShieldedQoE,bigbuckbunny,1,37,1,1,750,795.5,4.0,4.75,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,38,1,1,750,664.8,4.75,4.23,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,39,1,1,750,743.5,4.23,4.0,0.503,83.73,0.0,81.57,0,0.0,1,750,0.503,83.73,81.57,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,40,1,1,750,649.3,4.0,4.0,3.027,83.73,0.0,70.71,0,0.0,1,750,3.027,83.73,70.71,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,41,1,1,750,598.7,4.0,4.0,0.623,83.73,0.0,81.05,0,0.0,1,750,0.623,83.73,81.05,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,1,42,1,1,750,981.2,4.0,6.31,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,83.73,0.0,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,1,43,1,1,750,1001.1,6.31,9.04,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,1,44,1,1,750,505.3,9.04,7.66,0.0,83.73,0.0,83.73,0,0.0,2,1200,1.347,90.34,84.55,-0.8199999999999932,-1.347,0
Proposed_ShieldedQoE,bigbuckbunny,1,45,1,1,750,571.6,7.66,8.61,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.871,90.34,86.6,-2.8699999999999903,-0.871,0
Proposed_ShieldedQoE,bigbuckbunny,1,46,1,1,750,594.1,8.61,9.54,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.918,90.34,86.39,-2.6599999999999966,-0.918,0
Proposed_ShieldedQoE,bigbuckbunny,1,47,1,1,750,930.5,9.54,11.46,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,0,1,0,300,1126.0,1.25,4.0,0.453,66.58,0.0,64.63,1,1.0,1,750,3.001,83.73,70.83,-6.200000000000003,-2.548,0
Proposed_ShieldedQoE,bigbuckbunny,2,1,4,3,1850,892.4,4.0,5.81,0.0,95.49,28.91,66.58,1,1.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,2,1,1,750,941.8,5.81,7.9,0.0,83.73,11.76,71.97,0,0.6666666666666666,1,750,0.0,83.73,83.73,-11.760000000000005,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,3,1,1,750,463.6,7.9,7.72,0.0,83.73,0.0,83.73,0,0.5,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,4,1,1,750,1052.0,7.72,8.84,0.0,83.73,0.0,83.73,0,0.4,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,5,1,1,750,355.7,8.84,9.07,0.0,83.73,0.0,83.73,0,0.3333333333333333,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,6,1,1,750,952.1,9.07,10.99,0.0,83.73,0.0,83.73,0,0.2857142857142857,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,7,1,1,750,1023.8,10.99,13.53,0.0,83.73,0.0,83.73,0,0.25,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,8,1,1,750,960.6,13.53,13.04,0.0,83.73,0.0,83.73,0,0.2222222222222222,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,9,1,1,750,955.9,13.04,15.57,0.0,83.73,0.0,83.73,0,0.2,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,10,5,5,6000,880.2,15.57,16.64,0.0,97.14,13.41,83.73,0,0.18181818181818182,1,750,0.0,83.73,83.73,0.0,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,11,2,2,1200,1063.0,16.64,15.59,0.0,90.34,6.8,83.54,0,0.16666666666666666,1,750,0.0,83.73,83.73,-0.18999999999999773,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,12,2,2,1200,934.7,15.59,9.71,0.0,90.34,0.0,90.34,0,0.15384615384615385,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,13,0,0,300,994.6,9.71,9.75,0.0,66.58,23.76,42.82,0,0.14285714285714285,1,750,0.0,83.73,83.73,-40.910000000000004,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,14,1,1,750,1000.9,9.75,9.44,0.0,83.73,17.15,66.58,0,0.13333333333333333,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,15,1,1,750,858.9,9.44,8.5,0.0,83.73,0.0,83.73,0,0.125,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,16,1,1,750,1103.0,8.5,6.15,0.0,83.73,0.0,83.73,0,0.11764705882352941,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,17,1,1,750,966.8,6.15,6.09,0.0,83.73,0.0,83.73,0,0.1111111111111111,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,18,1,1,750,810.4,6.09,7.44,0.0,83.73,0.0,83.73,0,0.10526315789473684,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,19,1,1,750,971.9,7.44,8.55,0.0,83.73,0.0,83.73,0,0.1,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,20,1,1,750,704.0,8.55,4.85,0.0,83.73,0.0,83.73,0,0.09523809523809523,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,21,1,1,750,1036.7,4.85,6.51,0.0,83.73,0.0,83.73,0,0.09090909090909091,2,1200,0.0,90.34,83.73,0.0,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,22,1,1,750,1087.5,6.51,8.64,0.0,83.73,0.0,83.73,0,0.08695652173913043,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,23,1,1,750,1111.3,8.64,10.68,0.0,83.73,0.0,83.73,0,0.08333333333333333,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,24,1,1,750,1138.6,10.68,11.57,0.0,83.73,0.0,83.73,0,0.08,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,25,1,1,750,1073.9,11.57,13.61,0.0,83.73,0.0,83.73,0,0.07692307692307693,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,26,1,1,750,1065.4,13.61,15.7,0.0,83.73,0.0,83.73,0,0.07407407407407407,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,27,5,5,6000,984.5,15.7,17.06,0.0,97.14,13.41,83.73,0,0.07142857142857142,2,1200,0.0,90.34,90.34,-6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,28,2,2,1200,824.4,17.06,14.51,0.0,90.34,6.8,83.54,0,0.06896551724137931,1,750,0.0,83.73,77.12,6.420000000000002,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,29,2,2,1200,1037.6,14.51,14.69,0.0,90.34,0.0,90.34,0,0.06666666666666667,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,30,2,2,1200,1055.3,14.69,13.87,0.0,90.34,0.0,90.34,0,0.06451612903225806,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,31,2,2,1200,1126.0,13.87,13.66,0.0,90.34,0.0,90.34,0,0.0625,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,32,2,2,1200,892.4,13.66,5.91,0.0,90.34,0.0,90.34,0,0.06060606060606061,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,33,1,1,750,941.8,5.91,7.75,0.0,83.73,6.61,77.12,0,0.058823529411764705,1,750,0.0,83.73,83.73,-6.609999999999999,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,34,1,1,750,463.6,7.75,4.0,0.365,83.73,0.0,82.16,0,0.05714285714285714,1,750,0.0,83.73,83.73,-1.5700000000000074,0.365,1
Proposed_ShieldedQoE,bigbuckbunny,2,35,1,1,750,1052.0,4.0,5.24,0.0,83.73,0.0,83.73,0,0.05555555555555555,1,750,0.0,83.73,83.73,0.0,0.0,1
Proposed_ShieldedQoE,bigbuckbunny,2,36,1,0,300,355.7,5.24,4.0,2.368,66.58,17.15,39.25,1,0.08108108108108109,1,750,3.657,83.73,68.0,-28.75,-1.2890000000000001,0
Proposed_ShieldedQoE,bigbuckbunny,2,37,0,0,300,952.1,4.0,6.92,0.0,66.58,0.0,66.58,0,0.07894736842105263,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed_ShieldedQoE,bigbuckbunny,2,38,0,0,300,1023.8,6.92,9.74,0.0,66.58,0.0,66.58,0,0.07692307692307693,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
