Method,Video,Episode,VMAF,Rebuffer,QoE,Switch
Proposed,bigbuckbunny,0,89.33125000000003,28.230931315210565,3955.355431061623,13
Proposed,bigbuckbunny,1,87.44812500000005,57.66376719407571,3605.137938045713,14
Proposed,bigbuckbunny,2,90.13375000000002,36.5576503673128,3898.3700385674665,17
Proposed,bigbuckbunny,3,90.65750000000003,46.12560700643686,3826.1469885548586,16
Proposed,bigbuckbunny,4,90.50375000000004,36.904067925569414,3944.860015206501,10
Proposed,bigbuckbunny,5,89.23062500000002,65.79034449170037,3629.1249158765227,12
Proposed,bigbuckbunny,6,88.00562500000005,66.96708904067538,3541.5497128801862,16
Proposed,bigbuckbunny,7,89.15375000000006,54.62548325228066,3701.4720102691736,16
Proposed,bigbuckbunny,8,90.11437500000005,29.131461659574242,4000.6406525385573,9
Proposed,bigbuckbunny,9,90.37875000000001,57.20777155060309,3744.792638078221,15
Proposed,bigbuckbunny,10,89.01604166666671,56.88365472101308,3702.658546623318,13
Proposed,bigbuckbunny,11,90.79187500000005,20.422063014902633,4098.455447748966,12
Proposed,bigbuckbunny,12,94.40499999999996,0.9941627205997297,4429.8621925787265,19
Proposed,bigbuckbunny,13,88.80145833333337,77.26920372176225,3521.135454073133,12
Proposed,bigbuckbunny,14,93.64854166666667,11.701464192257612,4341.652711628722,12
Proposed,bigbuckbunny,15,88.90541666666671,50.97405096141032,3719.6982352625982,16
Proposed,bigbuckbunny,16,94.09979166666659,4.7151922054330075,4422.451373151942,13
Proposed,bigbuckbunny,17,88.90875000000004,55.102692487844585,3712.2121708203567,13
Proposed,bigbuckbunny,18,88.27437500000006,62.78701485625832,3628.940405346734,10
Proposed,bigbuckbunny,19,95.3922916666666,0.0,4489.279999999996,21
Ablation_Base,bigbuckbunny,0,88.5497916666667,18.892115339756895,4070.656695754969,1
Ablation_Base,bigbuckbunny,1,90.34000000000005,99.24674307870781,3493.1788891421907,0
