Method,Video,Episode,Chunk,Action_proposed,Applied_Action,Bitrate_kbps_proposed,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s_proposed,VMAF_proposed,Smooth_Penalty,Step_QoE_proposed,Shield_Intervened,Shield_Rate,Action_genie,Bitrate_kbps_genie,Rebuffer_s_genie,VMAF_genie,Step_QoE_genie,QoE_diff
Proposed_Shielded,bigbuckbunny,8,28,0,0,300,901.5,30.0,30.0,0.0,66.58,17.15,49.43,0,0.0,1,750,0.0,83.73,83.73,-34.300000000000004
Proposed_Shielded,bigbuckbunny,8,29,1,1,750,900.7,30.0,30.0,0.0,83.73,17.15,66.58,0,0.0,2,1200,0.0,90.34,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,8,30,2,2,1200,899.6,30.0,30.0,0.0,90.34,6.61,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_Shielded,bigbuckbunny,8,31,2,2,1200,902.2,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,8,32,2,2,1200,900.9,30.0,29.12,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,8,33,2,2,1200,894.7,29.12,30.0,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,8,34,2,2,1200,901.3,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,8,35,2,2,1200,902.2,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,8,36,2,2,1200,901.0,30.0,28.19,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,8,37,2,2,1200,901.0,28.19,28.57,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,8,38,2,2,1200,901.5,28.57,29.16,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,8,39,2,2,1200,871.6,29.16,29.8,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,8,40,1,1,750,901.6,29.8,28.18,0.0,83.73,6.61,77.12,0,0.0,1,750,0.0,83.73,77.12,0.0
Proposed_Shielded,bigbuckbunny,8,41,1,1,750,901.8,28.18,29.49,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,8,42,1,1,750,901.0,29.49,29.01,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,8,43,1,1,750,900.8,29.01,28.37,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,8,44,1,1,750,900.8,28.37,25.28,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,8,45,1,1,750,901.8,25.28,26.86,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,83.73,0.0
Proposed_Shielded,bigbuckbunny,8,46,1,1,750,900.7,26.86,27.22,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_Shielded,bigbuckbunny,8,47,1,1,750,900.7,27.22,28.17,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_Shielded,bigbuckbunny,9,0,0,0,300,1125.3,1.22,4.0,0.528,66.58,0.0,13.74,0,0.0,0,300,0.528,66.58,13.74,0.0
Proposed_Shielded,bigbuckbunny,9,1,0,0,300,956.1,4.0,6.85,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,66.58,0.0
Proposed_Shielded,bigbuckbunny,9,2,0,0,300,823.4,6.85,9.75,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,3,0,0,300,1207.6,9.75,12.66,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,4,0,0,300,1173.0,12.66,14.38,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,5,0,0,300,1203.8,14.38,16.98,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,6,0,0,300,1089.3,16.98,19.71,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,7,0,0,300,1211.6,19.71,22.48,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,8,0,0,300,1178.5,22.48,24.87,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,9,0,0,300,1006.7,24.87,27.64,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,10,0,0,300,1247.8,27.64,30.0,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,11,1,1,750,763.9,30.0,30.0,0.0,83.73,17.15,66.58,0,0.0,2,1200,0.0,90.34,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,12,1,1,750,1168.9,30.0,30.0,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_Shielded,bigbuckbunny,9,13,2,2,1200,1211.6,30.0,30.0,0.0,90.34,6.61,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_Shielded,bigbuckbunny,9,14,2,2,1200,969.1,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,9,15,2,2,1200,1127.2,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,9,16,1,1,750,1159.4,30.0,30.0,0.0,83.73,6.61,77.12,0,0.0,2,1200,0.0,90.34,90.34,-13.219999999999999
Proposed_Shielded,bigbuckbunny,9,17,2,2,1200,561.7,30.0,28.18,0.0,90.34,6.61,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_Shielded,bigbuckbunny,9,18,2,2,1200,1222.0,28.18,29.85,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,9,19,2,2,1200,1103.6,29.85,30.0,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,9,20,1,1,750,1120.9,30.0,29.33,0.0,83.73,6.61,77.12,0,0.0,1,750,0.0,83.73,77.12,0.0
Proposed_Shielded,bigbuckbunny,9,21,1,1,750,1012.5,29.33,30.0,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,9,22,1,1,750,1122.2,30.0,30.0,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,9,23,1,1,750,972.2,30.0,29.8,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,9,24,1,1,750,917.8,29.8,27.99,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,9,25,1,1,750,1228.1,27.99,28.85,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,9,26,1,1,750,1187.8,28.85,30.0,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,9,27,2,2,1200,983.4,30.0,30.0,0.0,90.34,6.61,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,9,28,1,1,750,1268.5,30.0,29.34,0.0,83.73,6.61,77.12,0,0.0,1,750,0.0,83.73,83.73,-6.609999999999999
Proposed_Shielded,bigbuckbunny,9,29,2,2,1200,1089.4,29.34,30.0,0.0,90.34,6.61,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,9,30,2,2,1200,660.9,30.0,29.89,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999
Proposed_Shielded,bigbuckbunny,9,31,2,2,1200,380.2,29.89,25.11,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999
Proposed_Shielded,bigbuckbunny,9,32,1,1,750,1075.2,25.11,26.55,0.0,83.73,6.61,77.12,0,0.0,1,750,0.0,83.73,83.73,-6.609999999999999
Proposed_Shielded,bigbuckbunny,9,33,2,2,1200,113.5,26.55,11.2,0.0,90.34,6.61,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,9,34,5,0,300,1047.7,11.2,14.45,0.0,66.58,23.76,42.82,1,0.02857142857142857,1,750,0.0,83.73,83.73,-40.910000000000004
Proposed_Shielded,bigbuckbunny,9,35,0,0,300,711.3,14.45,17.21,0.0,66.58,0.0,66.58,0,0.027777777777777776,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,36,0,0,300,569.9,17.21,18.92,0.0,66.58,0.0,66.58,0,0.02702702702702703,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,37,0,0,300,1169.5,18.92,22.22,0.0,66.58,0.0,66.58,0,0.02631578947368421,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,38,0,0,300,1241.1,22.22,25.6,0.0,66.58,0.0,66.58,0,0.02564102564102564,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,39,0,0,300,1033.7,25.6,28.89,0.0,66.58,0.0,66.58,0,0.025,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,40,0,0,300,994.4,28.89,30.0,0.0,66.58,0.0,66.58,0,0.024390243902439025,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,41,1,1,750,298.9,30.0,25.86,0.0,83.73,17.15,66.58,0,0.023809523809523808,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,42,0,0,300,1043.3,25.86,28.32,0.0,66.58,17.15,49.43,0,0.023255813953488372,1,750,0.0,83.73,83.73,-34.300000000000004
Proposed_Shielded,bigbuckbunny,9,43,0,0,300,265.1,28.32,26.01,0.0,66.58,0.0,66.58,0,0.022727272727272728,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,44,0,0,300,992.9,26.01,27.44,0.0,66.58,0.0,66.58,0,0.022222222222222223,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,45,1,1,750,921.1,27.44,29.07,0.0,83.73,17.15,66.58,0,0.021739130434782608,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,9,46,1,1,750,629.3,29.07,27.86,0.0,83.73,0.0,83.73,0,0.02127659574468085,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,9,47,1,1,750,945.5,27.86,28.96,0.0,83.73,0.0,83.73,0,0.020833333333333332,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,10,0,0,0,300,956.3,1.02,4.0,1.035,66.58,0.0,-36.9,1,1.0,0,300,1.035,66.58,-36.9,0.0
Proposed_Shielded,bigbuckbunny,10,1,0,0,300,1160.2,4.0,7.06,0.0,66.58,0.0,66.58,0,0.5,0,300,0.0,66.58,66.58,0.0
Proposed_Shielded,bigbuckbunny,10,2,0,0,300,1012.1,7.06,10.16,0.0,66.58,0.0,66.58,0,0.3333333333333333,0,300,0.0,66.58,66.58,0.0
Proposed_Shielded,bigbuckbunny,10,3,0,0,300,1129.0,10.16,12.99,0.0,66.58,0.0,66.58,0,0.25,0,300,0.0,66.58,66.58,0.0
Proposed_Shielded,bigbuckbunny,10,4,0,0,300,847.8,12.99,13.83,0.0,66.58,0.0,66.58,0,0.2,0,300,0.0,66.58,66.58,0.0
Proposed_Shielded,bigbuckbunny,10,5,0,0,300,792.3,13.83,15.71,0.0,66.58,0.0,66.58,0,0.16666666666666666,0,300,0.0,66.58,66.58,0.0
Proposed_Shielded,bigbuckbunny,10,6,0,0,300,471.8,15.71,16.77,0.0,66.58,0.0,66.58,0,0.14285714285714285,0,300,0.0,66.58,66.58,0.0
Proposed_Shielded,bigbuckbunny,10,7,0,0,300,893.2,16.77,19.1,0.0,66.58,0.0,66.58,0,0.125,1,750,0.0,83.73,66.58,0.0
Proposed_Shielded,bigbuckbunny,10,8,0,0,300,1029.0,19.1,21.26,0.0,66.58,0.0,66.58,0,0.1111111111111111,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,10,9,0,0,300,528.2,21.26,22.92,0.0,66.58,0.0,66.58,0,0.1,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,10,10,0,0,300,754.5,22.92,25.5,0.0,66.58,0.0,66.58,0,0.09090909090909091,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,10,11,0,0,300,815.3,25.5,28.84,0.0,66.58,0.0,66.58,0,0.08333333333333333,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,10,12,0,0,300,721.2,28.84,30.0,0.0,66.58,0.0,66.58,0,0.07692307692307693,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,10,13,1,1,750,534.2,30.0,30.0,0.0,83.73,17.15,66.58,0,0.07142857142857142,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,10,14,1,1,750,587.3,30.0,30.0,0.0,83.73,0.0,83.73,0,0.06666666666666667,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,10,15,1,1,750,713.5,30.0,30.0,0.0,83.73,0.0,83.73,0,0.0625,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,10,16,1,1,750,503.6,30.0,25.88,0.0,83.73,0.0,83.73,0,0.058823529411764705,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,10,17,1,1,750,282.3,25.88,22.64,0.0,83.73,0.0,83.73,0,0.05555555555555555,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,10,18,1,1,750,343.5,22.64,21.47,0.0,83.73,0.0,83.73,0,0.05263157894736842,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,10,19,1,1,750,533.8,21.47,22.27,0.0,83.73,0.0,83.73,0,0.05,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,10,20,0,0,300,775.6,22.27,23.58,0.0,66.58,17.15,49.43,0,0.047619047619047616,1,750,0.0,83.73,83.73,-34.300000000000004
Proposed_Shielded,bigbuckbunny,10,21,0,0,300,576.4,23.58,25.63,0.0,66.58,0.0,66.58,0,0.045454545454545456,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,10,22,0,0,300,502.9,25.63,27.27,0.0,66.58,0.0,66.58,0,0.043478260869565216,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,10,23,0,0,300,487.7,27.27,27.93,0.0,66.58,0.0,66.58,0,0.041666666666666664,0,300,0.0,66.58,49.43,17.15
Proposed_Shielded,bigbuckbunny,10,24,0,0,300,400.4,27.93,26.59,0.0,66.58,0.0,66.58,0,0.04,0,300,0.0,66.58,66.58,0.0
Proposed_Shielded,bigbuckbunny,10,25,0,0,300,446.7,26.59,27.14,0.0,66.58,0.0,66.58,0,0.038461538461538464,0,300,0.0,66.58,66.58,0.0
Proposed_Shielded,bigbuckbunny,10,26,0,0,300,1006.1,27.14,30.0,0.0,66.58,0.0,66.58,0,0.037037037037037035,1,750,0.0,83.73,66.58,0.0
Proposed_Shielded,bigbuckbunny,10,27,0,0,300,845.8,30.0,30.0,0.0,66.58,0.0,66.58,0,0.03571428571428571,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,10,28,0,0,300,633.0,30.0,30.0,0.0,66.58,0.0,66.58,0,0.034482758620689655,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,10,29,1,1,750,1261.3,30.0,30.0,0.0,83.73,17.15,66.58,0,0.03333333333333333,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,10,30,1,1,750,1113.3,30.0,30.0,0.0,83.73,0.0,83.73,0,0.03225806451612903,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,10,31,1,1,750,596.7,30.0,30.0,0.0,83.73,0.0,83.73,0,0.03125,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,10,32,1,1,750,627.1,30.0,29.62,0.0,83.73,0.0,83.73,0,0.030303030303030304,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,10,33,1,1,750,882.9,29.62,30.0,0.0,83.73,0.0,83.73,0,0.029411764705882353,2,1200,0.0,90.34,83.73,0.0
Proposed_Shielded,bigbuckbunny,10,34,1,1,750,1234.7,30.0,30.0,0.0,83.73,0.0,83.73,0,0.02857142857142857,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_Shielded,bigbuckbunny,10,35,1,1,750,1061.1,30.0,30.0,0.0,83.73,0.0,83.73,0,0.027777777777777776,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_Shielded,bigbuckbunny,10,36,1,1,750,972.2,30.0,30.0,0.0,83.73,0.0,83.73,0,0.02702702702702703,1,750,0.0,83.73,77.12,6.609999999999999
Proposed_Shielded,bigbuckbunny,10,37,1,1,750,682.0,30.0,30.0,0.0,83.73,0.0,83.73,0,0.02631578947368421,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,10,38,1,1,750,609.2,30.0,30.0,0.0,83.73,0.0,83.73,0,0.02564102564102564,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,10,39,1,1,750,468.4,30.0,30.0,0.0,83.73,0.0,83.73,0,0.025,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,10,40,0,0,300,1047.2,30.0,30.0,0.0,66.58,17.15,49.43,0,0.024390243902439025,1,750,0.0,83.73,83.73,-34.300000000000004
Proposed_Shielded,bigbuckbunny,10,41,1,1,750,819.8,30.0,30.0,0.0,83.73,17.15,66.58,0,0.023809523809523808,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,10,42,1,1,750,534.5,30.0,26.45,0.0,83.73,0.0,83.73,0,0.023255813953488372,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,10,43,1,1,750,669.7,26.45,24.22,0.0,83.73,0.0,83.73,0,0.022727272727272728,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,10,44,1,1,750,762.5,24.22,19.83,0.0,83.73,0.0,83.73,0,0.022222222222222223,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,10,45,1,1,750,468.7,19.83,19.18,0.0,83.73,0.0,83.73,0,0.021739130434782608,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,10,46,0,0,300,706.1,19.18,21.32,0.0,66.58,17.15,49.43,0,0.02127659574468085,1,750,0.0,83.73,83.73,-34.300000000000004
Proposed_Shielded,bigbuckbunny,10,47,0,0,300,703.9,21.32,23.76,0.0,66.58,0.0,66.58,0,0.020833333333333332,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,11,0,0,0,300,897.2,1.75,4.0,0.441,66.58,0.0,22.47,0,0.0,0,300,0.441,66.58,22.47,0.0
Proposed_Shielded,bigbuckbunny,11,1,0,0,300,950.5,4.0,6.85,0.0,66.58,0.0,66.58,0,0.0,0,300,0.0,66.58,66.58,0.0
Proposed_Shielded,bigbuckbunny,11,2,0,0,300,950.5,6.85,9.89,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,66.58,0.0
Proposed_Shielded,bigbuckbunny,11,3,0,0,300,950.5,9.89,12.51,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,11,4,0,0,300,950.5,12.51,13.69,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,11,5,0,0,300,950.5,13.69,15.92,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,11,6,0,0,300,950.5,15.92,18.46,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,11,7,0,0,300,950.5,18.46,20.89,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,11,8,0,0,300,941.2,20.89,22.88,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,11,9,0,0,300,950.5,22.88,25.58,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,11,10,0,0,300,950.5,25.58,28.45,0.0,66.58,0.0,66.58,0,0.0,2,1200,0.0,90.34,83.73,-17.150000000000006
Proposed_Shielded,bigbuckbunny,11,11,1,1,750,950.5,28.45,30.0,0.0,83.73,17.15,66.58,0,0.0,2,1200,0.0,90.34,90.34,-23.760000000000005
Proposed_Shielded,bigbuckbunny,11,12,1,1,750,950.5,30.0,30.0,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_Shielded,bigbuckbunny,11,13,2,2,1200,1142.9,30.0,30.0,0.0,90.34,6.61,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_Shielded,bigbuckbunny,11,14,2,2,1200,1132.1,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,11,15,2,2,1200,1142.9,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,11,16,1,1,750,1142.9,30.0,30.0,0.0,83.73,6.61,77.12,0,0.0,2,1200,0.0,90.34,90.34,-13.219999999999999
Proposed_Shielded,bigbuckbunny,11,17,2,2,1200,1142.9,30.0,30.0,0.0,90.34,6.61,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_Shielded,bigbuckbunny,11,18,2,2,1200,1142.9,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,11,19,2,2,1200,1142.9,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,11,20,1,1,750,1142.9,30.0,29.42,0.0,83.73,6.61,77.12,0,0.0,2,1200,0.0,90.34,90.34,-13.219999999999999
Proposed_Shielded,bigbuckbunny,11,21,1,1,750,1142.9,29.42,30.0,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_Shielded,bigbuckbunny,11,22,1,1,750,1142.9,30.0,30.0,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_Shielded,bigbuckbunny,11,23,1,1,750,1132.1,30.0,30.0,0.0,83.73,0.0,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_Shielded,bigbuckbunny,11,24,1,1,750,1081.1,30.0,29.06,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,77.12,6.609999999999999
Proposed_Shielded,bigbuckbunny,11,25,1,1,750,1132.1,29.06,29.65,0.0,83.73,0.0,83.73,0,0.0,1,750,0.0,83.73,83.73,0.0
Proposed_Shielded,bigbuckbunny,11,26,2,2,1200,1142.9,29.65,30.0,0.0,90.34,6.61,83.73,0,0.0,2,1200,0.0,90.34,83.73,0.0
Proposed_Shielded,bigbuckbunny,11,27,2,2,1200,1132.1,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,11,28,1,1,750,1132.1,30.0,28.78,0.0,83.73,6.61,77.12,0,0.0,2,1200,0.0,90.34,90.34,-13.219999999999999
Proposed_Shielded,bigbuckbunny,11,29,2,2,1200,1132.1,28.78,29.8,0.0,90.34,6.61,83.73,0,0.0,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_Shielded,bigbuckbunny,11,30,2,2,1200,1142.9,29.8,30.0,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,11,31,2,2,1200,1132.1,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,11,32,2,2,1200,1132.1,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,11,33,2,2,1200,1142.9,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,11,34,2,2,1200,1132.1,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,11,35,2,2,1200,1132.1,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,11,36,2,2,1200,897.2,30.0,28.17,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,11,37,2,2,1200,849.6,28.17,28.33,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,11,38,2,2,1200,849.6,28.33,28.7,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0
Proposed_Shielded,bigbuckbunny,11,39,2,2,1200,849.6,28.7,29.26,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,77.12,13.219999999999999
Proposed_Shielded,bigbuckbunny,11,40,1,1,750,849.6,29.26,27.3,0.0,83.73,6.61,77.12,0,0.0,1,750,0.0,83.73,83.73,-6.609999999999999
