Method,Video,Episode,Chunk,Action,Bitrate_kbps,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s,VMAF,Smooth_Penalty,Step_QoE
Ablation_Base,crowd_run,18,28,2,1200,807.2,4.02,4.0,3.849,24.75,0.0,8.2
Ablation_Base,crowd_run,18,29,2,1200,793.6,4.0,4.0,2.094,24.75,0.0,15.75
Ablation_Base,crowd_run,18,30,2,1200,749.4,4.0,4.0,0.543,24.75,0.0,22.41
Ablation_Base,crowd_run,18,31,2,1200,990.9,4.0,4.63,0.0,24.75,0.0,24.75
Ablation_Base,crowd_run,18,32,2,1200,964.2,4.63,4.0,7.727,24.75,0.0,-8.48
Ablation_Base,crowd_run,18,33,2,1200,572.6,4.0,4.0,6.629,24.75,0.0,-3.75
Ablation_Base,crowd_run,18,34,2,1200,725.9,4.0,4.0,5.075,24.75,0.0,2.93
Ablation_Base,crowd_run,18,35,2,1200,537.0,4.0,4.0,8.547,24.75,0.0,-12.0
Ablation_Base,crowd_run,18,36,2,1200,810.3,4.0,4.0,7.073,24.75,0.0,-5.67
Ablation_Base,crowd_run,18,37,2,1200,759.9,4.0,4.0,3.368,24.75,0.0,10.27
Ablation_Base,crowd_run,18,38,2,1200,363.9,4.0,4.0,3.663,24.75,0.0,9.0
Ablation_Base,crowd_run,18,39,2,1200,361.5,4.0,4.0,8.652,24.75,0.0,-12.45
Ablation_Base,crowd_run,18,40,2,1200,439.7,4.0,4.0,10.441,24.75,0.0,-20.15
Ablation_Base,crowd_run,18,41,2,1200,452.3,4.0,4.0,3.048,24.75,0.0,11.64
Ablation_Base,crowd_run,18,42,2,1200,817.5,4.0,4.72,0.0,24.75,0.0,24.75
Ablation_Base,crowd_run,18,43,2,1200,693.1,4.72,5.95,0.0,24.75,0.0,24.75
Ablation_Base,crowd_run,18,44,2,1200,554.2,5.95,4.0,2.423,24.75,0.0,14.33
Ablation_Base,crowd_run,18,45,2,1200,499.1,4.0,4.0,3.155,24.75,0.0,11.18
Ablation_Base,crowd_run,18,46,2,1200,686.0,4.0,4.0,1.2,24.75,0.0,19.59
Ablation_Base,crowd_run,18,47,2,1200,794.6,4.0,4.0,0.246,24.75,0.0,23.69
Ablation_Base,crowd_run,19,0,2,1200,2141.4,2.81,4.24,0.0,24.75,0.0,24.75
Ablation_Base,crowd_run,19,1,2,1200,1244.7,4.24,5.22,0.0,24.75,0.0,24.75
Ablation_Base,crowd_run,19,2,2,1200,2278.8,5.22,8.06,0.0,24.75,0.0,24.75
Ablation_Base,crowd_run,19,3,2,1200,1915.2,8.06,10.97,0.0,24.75,0.0,24.75
Ablation_Base,crowd_run,19,4,2,1200,2483.7,10.97,12.81,0.0,24.75,0.0,24.75
Ablation_Base,crowd_run,19,5,2,1200,1926.6,12.81,15.37,0.0,24.75,0.0,24.75
Ablation_Base,crowd_run,19,6,3,1850,1902.4,15.37,16.46,0.0,32.84,8.09,24.75
Ablation_Base,crowd_run,19,7,3,1850,1486.0,16.46,17.31,0.0,32.84,0.0,32.84
Ablation_Base,crowd_run,19,8,3,1850,1688.1,17.31,15.02,0.0,32.84,0.0,32.84
Ablation_Base,crowd_run,19,9,2,1200,2320.8,15.02,17.5,0.0,24.75,8.09,16.66
Ablation_Base,crowd_run,19,10,3,1850,1854.4,17.5,17.26,0.0,32.84,8.09,24.75
Ablation_Base,crowd_run,19,11,2,1200,1675.0,17.26,19.12,0.0,24.75,8.09,16.66
Ablation_Base,crowd_run,19,12,3,1850,2343.7,19.12,16.25,0.0,32.84,8.09,24.75
Ablation_Base,crowd_run,19,13,2,1200,2094.7,16.25,17.88,0.0,24.75,8.09,16.66
Ablation_Base,crowd_run,19,14,3,1850,1818.6,17.88,17.1,0.0,32.84,8.09,24.75
Ablation_Base,crowd_run,19,15,2,1200,2307.6,17.1,19.15,0.0,24.75,8.09,16.66
Ablation_Base,crowd_run,19,16,3,1850,2390.6,19.15,17.28,0.0,32.84,8.09,24.75
Ablation_Base,crowd_run,19,17,2,1200,2554.1,17.28,19.38,0.0,24.75,8.09,16.66
Ablation_Base,crowd_run,19,18,3,1850,2274.0,19.38,19.83,0.0,32.84,8.09,24.75
Ablation_Base,crowd_run,19,19,3,1850,2045.2,19.83,21.34,0.0,32.84,0.0,32.84
Ablation_Base,crowd_run,19,20,3,1850,1671.5,21.34,19.91,0.0,32.84,0.0,32.84
Ablation_Base,crowd_run,19,21,2,1200,1300.1,19.91,20.98,0.0,24.75,8.09,16.66
Ablation_Base,crowd_run,19,22,3,1850,1467.6,20.98,22.2,0.0,32.84,8.09,24.75
Ablation_Base,crowd_run,19,23,3,1850,2546.3,22.2,24.48,0.0,32.84,0.0,32.84
Ablation_Base,crowd_run,19,24,3,1850,1551.5,24.48,23.11,0.0,32.84,0.0,32.84
Ablation_Base,crowd_run,19,25,2,1200,1706.4,23.11,25.42,0.0,24.75,8.09,16.66
Ablation_Base,crowd_run,19,26,3,1850,1504.5,25.42,27.31,0.0,32.84,8.09,24.75
Ablation_Base,crowd_run,19,27,3,1850,1604.3,27.31,27.93,0.0,32.84,0.0,32.84
Ablation_Base,crowd_run,19,28,3,1850,1815.9,27.93,26.54,0.0,32.84,0.0,32.84
Ablation_Base,crowd_run,19,29,2,1200,2607.6,26.54,28.69,0.0,24.75,8.09,16.66
Ablation_Base,crowd_run,19,30,3,1850,2629.1,28.69,30.0,0.0,32.84,8.09,24.75
Ablation_Base,crowd_run,19,31,3,1850,2342.1,30.0,30.0,0.0,32.84,0.0,32.84
Ablation_Base,crowd_run,19,32,3,1850,2233.2,30.0,25.78,0.0,32.84,0.0,32.84
Ablation_Base,crowd_run,19,33,2,1200,1938.0,25.78,26.64,0.0,24.75,8.09,16.66
Ablation_Base,crowd_run,19,34,3,1850,1870.0,26.64,25.2,0.0,32.84,8.09,24.75
Ablation_Base,crowd_run,19,35,2,1200,1739.3,25.2,25.33,0.0,24.75,8.09,16.66
Ablation_Base,crowd_run,19,36,2,1200,1616.3,25.33,23.78,0.0,24.75,0.0,24.75
Ablation_Base,crowd_run,19,37,2,1200,2408.6,23.78,25.45,0.0,24.75,0.0,24.75
Ablation_Base,crowd_run,19,38,3,1850,2536.1,25.45,27.76,0.0,32.84,8.09,24.75
Ablation_Base,crowd_run,19,39,3,1850,1919.3,27.76,28.09,0.0,32.84,0.0,32.84
Ablation_Base,crowd_run,19,40,3,1850,1698.0,28.09,26.32,0.0,32.84,0.0,32.84
Ablation_Base,crowd_run,19,41,2,1200,1701.5,26.32,28.45,0.0,24.75,8.09,16.66
Ablation_Base,crowd_run,19,42,3,1850,2493.2,28.45,30.0,0.0,32.84,8.09,24.75
Ablation_Base,crowd_run,19,43,3,1850,2299.0,30.0,30.0,0.0,32.84,0.0,32.84
Ablation_Base,crowd_run,19,44,3,1850,2522.1,30.0,30.0,0.0,32.84,0.0,32.84
Ablation_Base,crowd_run,19,45,3,1850,1156.2,30.0,29.24,0.0,32.84,0.0,32.84
Ablation_Base,crowd_run,19,46,3,1850,2113.7,29.24,30.0,0.0,32.84,0.0,32.84
Ablation_Base,crowd_run,19,47,3,1850,2465.5,30.0,30.0,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,0,0,0,300,1126.0,1.17,4.0,0.051,4.03,0.0,3.81
Ablation_Future,crowd_run,0,1,1,750,892.4,4.0,5.37,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,0,2,1,750,941.8,5.37,7.61,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,0,3,3,1850,463.6,7.61,4.66,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,0,4,0,300,1052.0,4.66,7.39,0.0,4.03,28.81,-24.78
Ablation_Future,crowd_run,0,5,1,750,355.7,7.39,6.5,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,0,6,0,300,952.1,6.5,9.55,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,0,7,1,750,1023.8,9.55,11.7,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,0,8,1,750,960.6,11.7,11.22,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,0,9,3,1850,955.9,11.22,9.53,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,0,10,2,1200,880.2,9.53,7.74,0.0,24.75,8.09,16.66
Ablation_Future,crowd_run,0,11,2,1200,1063.0,7.74,8.37,0.0,24.75,0.0,24.75
Ablation_Future,crowd_run,0,12,1,750,934.7,8.37,5.38,0.0,15.45,9.3,6.15
Ablation_Future,crowd_run,0,13,0,300,994.6,5.38,8.13,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,0,14,1,750,1000.9,8.13,8.61,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,0,15,1,750,858.9,8.61,9.34,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,0,16,1,750,1103.0,9.34,8.19,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,0,17,2,1200,966.8,8.19,7.17,0.0,24.75,9.3,15.45
Ablation_Future,crowd_run,0,18,1,750,810.4,7.17,7.13,0.0,15.45,9.3,6.15
Ablation_Future,crowd_run,0,19,1,750,971.9,7.13,9.0,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,0,20,1,750,704.0,9.0,7.78,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,0,21,1,750,1036.7,7.78,9.49,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,0,22,3,1850,1087.5,9.49,9.73,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,0,23,3,1850,1111.3,9.73,9.79,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,0,24,3,1850,1138.6,9.79,6.47,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,0,25,3,1850,1073.9,6.47,6.33,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,0,26,3,1850,1065.4,6.33,7.34,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,0,27,3,1850,984.5,7.34,5.85,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,0,28,1,750,824.4,5.85,5.03,0.0,15.45,17.39,-1.94
Ablation_Future,crowd_run,0,29,1,750,1037.6,5.03,6.12,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,0,30,1,750,1055.3,6.12,8.1,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,0,31,3,1850,1126.0,8.1,7.53,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,0,32,1,750,892.4,7.53,4.0,0.814,15.45,17.39,-5.44
Ablation_Future,crowd_run,0,33,0,300,941.8,4.0,6.38,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,0,34,1,750,463.6,6.38,4.0,2.496,15.45,11.42,-6.7
Ablation_Future,crowd_run,0,35,0,300,1052.0,4.0,6.4,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,0,36,1,750,355.7,6.4,4.0,9.367,15.45,11.42,-36.25
Ablation_Future,crowd_run,0,37,0,300,952.1,4.0,6.53,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,0,38,1,750,1023.8,6.53,8.83,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,0,39,1,750,960.6,8.83,9.85,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,0,40,1,750,955.9,9.85,9.7,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,0,41,3,1850,880.2,9.7,8.12,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,0,42,3,1850,1063.0,8.12,8.23,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,0,43,3,1850,934.7,8.23,9.07,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,0,44,3,1850,994.6,9.07,5.87,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,0,45,2,1200,1000.9,5.87,6.3,0.0,24.75,8.09,16.66
Ablation_Future,crowd_run,0,46,3,1850,858.9,6.3,4.0,0.1,32.84,8.09,24.32
Ablation_Future,crowd_run,0,47,2,1200,1103.0,4.0,4.94,0.0,24.75,8.09,16.66
Ablation_Future,crowd_run,1,0,0,300,587.0,2.88,4.53,0.0,4.03,0.0,4.03
Ablation_Future,crowd_run,1,1,1,750,787.1,4.53,5.54,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,1,2,1,750,677.6,5.54,7.1,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,1,3,3,1850,650.6,7.1,6.15,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,1,4,1,750,725.7,6.15,5.54,0.0,15.45,17.39,-1.94
Ablation_Future,crowd_run,1,5,1,750,824.8,5.54,7.43,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,1,6,1,750,252.3,7.43,4.0,1.456,15.45,0.0,9.19
Ablation_Future,crowd_run,1,7,0,300,761.1,4.0,7.0,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,1,8,1,750,502.5,7.0,4.0,1.573,15.45,11.42,-2.73
Ablation_Future,crowd_run,1,9,0,300,618.3,4.0,6.58,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,1,10,1,750,583.5,6.58,5.11,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,1,11,0,300,488.0,5.11,7.28,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,1,12,0,300,778.7,7.28,7.92,0.0,4.03,0.0,4.03
Ablation_Future,crowd_run,1,13,1,750,653.2,7.92,7.17,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,1,14,0,300,587.3,7.17,8.77,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,1,15,1,750,472.8,8.77,6.83,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,1,16,0,300,790.7,6.83,7.95,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,1,17,1,750,576.4,7.95,6.7,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,1,18,0,300,793.4,6.7,9.04,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,1,19,1,750,446.8,9.04,8.42,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,1,20,0,300,561.7,8.42,9.8,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,1,21,1,750,529.7,9.8,9.31,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,1,22,1,750,362.6,9.31,8.75,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,1,23,1,750,712.6,8.75,10.25,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,1,24,1,750,475.3,10.25,7.15,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,1,25,0,300,474.9,7.15,9.63,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,1,26,1,750,616.4,9.63,11.54,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,1,27,1,750,428.1,11.54,10.41,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,1,28,0,300,475.6,10.41,11.07,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,1,29,1,750,809.7,11.07,11.34,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,1,30,3,1850,699.9,11.34,7.84,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,1,31,2,1200,420.5,7.84,4.0,0.104,24.75,8.09,16.21
Ablation_Future,crowd_run,1,32,0,300,473.9,4.0,4.0,2.284,4.03,20.72,-26.51
Ablation_Future,crowd_run,1,33,0,300,654.6,4.0,5.68,0.0,4.03,0.0,4.03
Ablation_Future,crowd_run,1,34,0,300,689.7,5.68,7.29,0.0,4.03,0.0,4.03
Ablation_Future,crowd_run,1,35,1,750,677.2,7.29,5.07,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,1,36,0,300,444.9,5.07,4.03,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,1,37,0,300,795.5,4.03,6.27,0.0,4.03,0.0,4.03
Ablation_Future,crowd_run,1,38,1,750,664.8,6.27,7.65,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,1,39,1,750,743.5,7.65,7.8,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,1,40,1,750,649.3,7.8,5.69,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,1,41,1,750,598.7,5.69,6.36,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,1,42,1,750,981.2,6.36,8.66,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,1,43,3,1850,1001.1,8.66,9.7,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,1,44,3,1850,505.3,9.7,4.0,4.465,32.84,0.0,13.64
Ablation_Future,crowd_run,1,45,0,300,571.6,4.0,6.44,0.0,4.03,28.81,-24.78
Ablation_Future,crowd_run,1,46,1,750,594.1,6.44,6.69,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,1,47,1,750,930.5,6.69,8.42,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,2,0,1,750,1126.0,1.25,4.0,1.818,15.45,0.0,7.63
Ablation_Future,crowd_run,2,1,1,750,892.4,4.0,5.37,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,2,2,3,1850,941.8,5.37,5.04,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,2,3,3,1850,463.6,5.04,4.0,1.917,32.84,0.0,24.6
Ablation_Future,crowd_run,2,4,1,750,1052.0,4.0,4.82,0.0,15.45,17.39,-1.94
Ablation_Future,crowd_run,2,5,1,750,355.7,4.82,4.0,0.069,15.45,0.0,15.15
Ablation_Future,crowd_run,2,6,1,750,952.1,4.0,5.65,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,2,7,1,750,1023.8,5.65,7.79,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,2,8,1,750,960.6,7.79,7.31,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,2,9,3,1850,955.9,7.31,5.63,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,2,10,1,750,880.2,5.63,6.0,0.0,15.45,17.39,-1.94
Ablation_Future,crowd_run,2,11,1,750,1063.0,6.0,7.9,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,2,12,1,750,934.7,7.9,4.91,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,2,13,0,300,994.6,4.91,7.66,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,2,14,1,750,1000.9,7.66,8.14,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,2,15,1,750,858.9,8.14,8.87,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,2,16,1,750,1103.0,8.87,7.72,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,2,17,2,1200,966.8,7.72,6.7,0.0,24.75,9.3,15.45
Ablation_Future,crowd_run,2,18,1,750,810.4,6.7,6.66,0.0,15.45,9.3,6.15
Ablation_Future,crowd_run,2,19,1,750,971.9,6.66,8.53,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,2,20,1,750,704.0,8.53,7.31,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,2,21,1,750,1036.7,7.31,9.02,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,2,22,3,1850,1087.5,9.02,9.26,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,2,23,3,1850,1111.3,9.26,9.32,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,2,24,3,1850,1138.6,9.32,6.0,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,2,25,3,1850,1073.9,6.0,5.86,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,2,26,3,1850,1065.4,5.86,6.87,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,2,27,3,1850,984.5,6.87,5.38,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,2,28,1,750,824.4,5.38,4.56,0.0,15.45,17.39,-1.94
Ablation_Future,crowd_run,2,29,1,750,1037.6,4.56,5.65,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,2,30,1,750,1055.3,5.65,7.63,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,2,31,3,1850,1126.0,7.63,7.06,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,2,32,1,750,892.4,7.06,4.0,1.284,15.45,17.39,-7.46
Ablation_Future,crowd_run,2,33,0,300,941.8,4.0,6.38,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,2,34,1,750,463.6,6.38,4.0,2.496,15.45,11.42,-6.7
Ablation_Future,crowd_run,2,35,0,300,1052.0,4.0,6.4,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,2,36,1,750,355.7,6.4,4.0,9.367,15.45,11.42,-36.25
Ablation_Future,crowd_run,2,37,0,300,952.1,4.0,6.53,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,2,38,1,750,1023.8,6.53,8.83,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,2,39,1,750,960.6,8.83,9.85,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,2,40,1,750,955.9,9.85,9.7,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,2,41,3,1850,880.2,9.7,8.12,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,2,42,3,1850,1063.0,8.12,8.23,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,2,43,3,1850,934.7,8.23,9.07,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,2,44,3,1850,994.6,9.07,5.87,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,2,45,2,1200,1000.9,5.87,6.3,0.0,24.75,8.09,16.66
Ablation_Future,crowd_run,2,46,3,1850,858.9,6.3,4.0,0.1,32.84,8.09,24.32
Ablation_Future,crowd_run,2,47,2,1200,1103.0,4.0,4.94,0.0,24.75,8.09,16.66
Ablation_Future,crowd_run,3,0,1,750,1070.0,1.09,4.0,2.132,15.45,0.0,6.28
Ablation_Future,crowd_run,3,1,1,750,1465.1,4.0,6.4,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,3,2,3,1850,835.4,6.4,5.52,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,3,3,3,1850,338.2,5.52,4.0,4.02,32.84,0.0,15.55
Ablation_Future,crowd_run,3,4,1,750,799.4,4.0,4.0,0.184,15.45,17.39,-2.73
Ablation_Future,crowd_run,3,5,1,750,852.7,4.0,5.96,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,3,6,1,750,608.4,5.96,6.28,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,3,7,1,750,376.5,6.28,5.24,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,3,8,0,300,1048.2,5.24,7.6,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,3,9,1,750,869.5,7.6,9.06,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,3,10,1,750,861.3,9.06,9.36,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,3,11,3,1850,846.7,9.36,6.83,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,3,12,0,300,598.8,6.83,6.47,0.0,4.03,28.81,-24.78
Ablation_Future,crowd_run,3,13,0,300,608.7,6.47,8.43,0.0,4.03,0.0,4.03
Ablation_Future,crowd_run,3,14,1,750,797.1,8.43,8.01,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,3,15,1,750,1016.9,8.01,9.25,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,3,16,1,750,1018.2,9.25,7.67,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,3,17,2,1200,1221.8,7.67,7.7,0.0,24.75,9.3,15.45
Ablation_Future,crowd_run,3,18,3,1850,1244.0,7.7,5.19,0.0,32.84,8.09,24.75
Ablation_Future,crowd_run,3,19,2,1200,967.8,5.19,5.78,0.0,24.75,8.09,16.66
Ablation_Future,crowd_run,3,20,1,750,1259.1,5.78,6.86,0.0,15.45,9.3,6.15
Ablation_Future,crowd_run,3,21,3,1850,1059.4,6.86,5.32,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,3,22,3,1850,1076.0,5.32,5.53,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,3,23,3,1850,1209.8,5.53,5.9,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,3,24,1,750,901.4,5.9,6.16,0.0,15.45,17.39,-1.94
Ablation_Future,crowd_run,3,25,1,750,854.8,6.16,8.05,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,3,26,3,1850,839.1,8.05,8.26,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,3,27,3,1850,1088.7,8.26,7.28,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,3,28,2,1200,1224.0,7.28,6.1,0.0,24.75,8.09,16.66
Ablation_Future,crowd_run,3,29,2,1200,1011.0,6.1,5.31,0.0,24.75,0.0,24.75
Ablation_Future,crowd_run,3,30,2,1200,1048.2,5.31,6.07,0.0,24.75,0.0,24.75
Ablation_Future,crowd_run,3,31,3,1850,1045.6,6.07,5.14,0.0,32.84,8.09,24.75
Ablation_Future,crowd_run,3,32,1,750,876.3,5.14,4.0,3.356,15.45,17.39,-16.37
Ablation_Future,crowd_run,3,33,0,300,824.0,4.0,6.15,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,3,34,1,750,1157.6,6.15,6.6,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,3,35,1,750,894.8,6.6,5.89,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,3,36,0,300,1077.9,5.89,7.81,0.0,4.03,11.42,-7.39
Ablation_Future,crowd_run,3,37,1,750,1041.8,7.81,8.45,0.0,15.45,11.42,4.03
Ablation_Future,crowd_run,3,38,3,1850,1157.7,8.45,8.74,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,3,39,3,1850,1092.3,8.74,6.28,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,3,40,2,1200,948.7,6.28,4.0,0.41,24.75,8.09,14.9
Ablation_Future,crowd_run,3,41,2,1200,1176.1,4.0,5.29,0.0,24.75,0.0,24.75
Ablation_Future,crowd_run,3,42,3,1850,954.2,5.29,4.96,0.0,32.84,8.09,24.75
Ablation_Future,crowd_run,3,43,3,1850,1010.0,4.96,6.03,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,3,44,1,750,904.9,6.03,6.83,0.0,15.45,17.39,-1.94
Ablation_Future,crowd_run,3,45,1,750,896.6,6.83,8.34,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,3,46,1,750,742.8,8.34,9.34,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,3,47,1,750,427.9,9.34,8.41,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,4,0,1,750,891.0,1.78,4.0,2.094,15.45,0.0,6.45
Ablation_Future,crowd_run,4,1,1,750,891.2,4.0,5.37,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,4,2,3,1850,890.8,5.37,4.79,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,4,3,3,1850,879.8,4.79,5.12,0.0,32.84,0.0,32.84
Ablation_Future,crowd_run,4,4,1,750,841.8,5.12,5.15,0.0,15.45,17.39,-1.94
Ablation_Future,crowd_run,4,5,1,750,900.4,5.15,7.22,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,4,6,1,750,897.6,7.22,8.72,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,4,7,3,1850,884.1,8.72,7.43,0.0,32.84,17.39,15.45
Ablation_Future,crowd_run,4,8,1,750,901.1,7.43,6.65,0.0,15.45,17.39,-1.94
Ablation_Future,crowd_run,4,9,1,750,882.9,6.65,8.16,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,4,10,1,750,901.2,8.16,8.62,0.0,15.45,0.0,15.45
Ablation_Future,crowd_run,4,11,3,1850,900.7,8.62,6.48,0.0,32.84,17.39,15.45
