Method,Video,Episode,Chunk,Action_proposed,Applied_Action,Bitrate_kbps_proposed,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s_proposed,VMAF_proposed,Smooth_Penalty,Step_QoE_proposed,Shield_Intervened,Shield_Rate,Action_genie,Bitrate_kbps_genie,Rebuffer_s_genie,VMAF_genie,Step_QoE_genie,QoE_diff
Proposed_ShieldedQoE,bigbuckbunny,7,28,0,0,300,934.7,18.09,19.56,0.0,66.58,30.56,36.02,0,0.10344827586206896,1,750,0.0,83.73,83.73,-47.71
Proposed_ShieldedQoE,bigbuckbunny,7,29,5,5,6000,887.2,19.56,21.19,0.0,97.14,30.56,66.58,0,0.1,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,7,30,1,1,750,693.7,21.19,22.74,0.0,83.73,13.41,70.32,0,0.0967741935483871,1,750,0.0,83.73,83.73,-13.41000000000001
Proposed_ShieldedQoE,bigbuckbunny,7,31,1,1,750,752.9,22.74,23.97,0.0,83.73,0.0,83.73,0,0.09375,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,7,32,1,1,750,320.6,23.97,19.4,0.0,83.73,0.0,83.73,0,0.09090909090909091,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,7,33,1,1,750,577.7,19.4,21.02,0.0,83.73,0.0,83.73,0,0.08823529411764706,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,7,34,0,0,300,952.6,21.02,24.2,0.0,66.58,17.15,49.43,0,0.08571428571428572,1,750,0.0,83.73,83.73,-34.300000000000004
Proposed_ShieldedQoE,bigbuckbunny,7,35,5,5,6000,730.6,24.2,25.2,0.0,97.14,30.56,66.58,0,0.08333333333333333,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,7,36,0,0,300,1298.9,25.2,28.19,0.0,66.58,30.56,36.02,0,0.08108108108108109,1,750,0.0,83.73,83.73,-47.71
Proposed_ShieldedQoE,bigbuckbunny,7,37,3,3,1850,1115.9,28.19,30.0,0.0,95.49,28.91,66.58,0,0.07894736842105263,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,7,38,3,3,1850,385.1,30.0,26.01,0.0,95.49,0.0,95.49,0,0.07692307692307693,1,750,0.0,83.73,83.73,11.759999999999991
Proposed_ShieldedQoE,bigbuckbunny,7,39,1,1,750,838.5,26.01,27.83,0.0,83.73,11.76,71.97,0,0.075,1,750,0.0,83.73,83.73,-11.760000000000005
Proposed_ShieldedQoE,bigbuckbunny,7,40,0,0,300,804.9,27.83,29.31,0.0,66.58,17.15,49.43,0,0.07317073170731707,1,750,0.0,83.73,83.73,-34.300000000000004
Proposed_ShieldedQoE,bigbuckbunny,7,41,5,5,6000,942.1,29.31,30.0,0.0,97.14,30.56,66.58,0,0.07142857142857142,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,7,42,1,1,750,999.5,30.0,29.96,0.0,83.73,13.41,70.32,0,0.06976744186046512,1,750,0.0,83.73,83.73,-13.41000000000001
Proposed_ShieldedQoE,bigbuckbunny,7,43,1,1,750,1003.0,29.96,29.8,0.0,83.73,0.0,83.73,0,0.06818181818181818,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,7,44,1,1,750,835.4,29.8,26.15,0.0,83.73,0.0,83.73,0,0.06666666666666667,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,7,45,1,1,750,797.9,26.15,27.41,0.0,83.73,0.0,83.73,0,0.06521739130434782,2,1200,0.0,90.34,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,7,46,1,1,750,967.8,27.41,28.03,0.0,83.73,0.0,83.73,0,0.06382978723404255,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_ShieldedQoE,bigbuckbunny,7,47,1,1,750,875.4,28.03,28.89,0.0,83.73,0.0,83.73,0,0.0625,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_ShieldedQoE,bigbuckbunny,8,0,0,0,300,891.0,2.97,4.76,0.0,66.58,0.0,66.58,0,0.0,0,300,0.0,66.58,66.58,0.0
Proposed_ShieldedQoE,bigbuckbunny,8,1,0,0,300,891.2,4.76,7.53,0.0,66.58,0.0,66.58,0,0.0,0,300,0.0,66.58,66.58,0.0
Proposed_ShieldedQoE,bigbuckbunny,8,2,0,0,300,890.8,7.53,10.51,0.0,66.58,0.0,66.58,0,0.0,0,300,0.0,66.58,66.58,0.0
Proposed_ShieldedQoE,bigbuckbunny,8,3,0,0,300,879.8,10.51,13.02,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,66.58,0.0
Proposed_ShieldedQoE,bigbuckbunny,8,4,0,0,300,841.8,13.02,13.84,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,8,5,0,0,300,900.4,13.84,15.97,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,8,6,5,4,2850,897.6,15.97,16.11,0.0,97.11,30.53,66.58,1,0.14285714285714285,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,8,7,0,0,300,884.1,16.11,18.42,0.0,66.58,30.53,36.05,0,0.125,1,750,0.0,83.73,83.73,-47.68000000000001
Proposed_ShieldedQoE,bigbuckbunny,8,8,5,4,2850,901.1,18.42,17.16,0.0,97.11,30.53,66.58,1,0.2222222222222222,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,8,9,1,1,750,882.9,17.16,17.67,0.0,83.73,13.38,70.35,0,0.2,1,750,0.0,83.73,83.73,-13.38000000000001
Proposed_ShieldedQoE,bigbuckbunny,8,10,1,1,750,901.2,17.67,18.68,0.0,83.73,0.0,83.73,0,0.18181818181818182,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,8,11,1,1,750,900.7,18.68,21.2,0.0,83.73,0.0,83.73,0,0.16666666666666666,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,8,12,0,0,300,901.6,21.2,23.77,0.0,66.58,17.15,49.43,0,0.15384615384615385,1,750,0.0,83.73,83.73,-34.300000000000004
Proposed_ShieldedQoE,bigbuckbunny,8,13,3,3,1850,900.5,23.77,26.36,0.0,95.49,28.91,66.58,0,0.14285714285714285,2,1200,0.0,90.34,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,8,14,3,3,1850,900.3,26.36,27.42,0.0,95.49,0.0,95.49,0,0.13333333333333333,2,1200,0.0,90.34,90.34,5.1499999999999915
Proposed_ShieldedQoE,bigbuckbunny,8,15,1,1,750,897.1,27.42,29.18,0.0,83.73,11.76,71.97,0,0.125,2,1200,0.0,90.34,90.34,-18.370000000000005
Proposed_ShieldedQoE,bigbuckbunny,8,16,5,5,6000,902.5,29.18,25.93,0.0,97.14,13.41,83.73,0,0.11764705882352941,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_ShieldedQoE,bigbuckbunny,8,17,1,1,750,807.4,25.93,27.4,0.0,83.73,13.41,70.32,0,0.1111111111111111,2,1200,0.0,90.34,90.34,-20.02000000000001
Proposed_ShieldedQoE,bigbuckbunny,8,18,3,3,1850,902.0,27.4,28.25,0.0,95.49,11.76,83.73,0,0.10526315789473684,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_ShieldedQoE,bigbuckbunny,8,19,1,1,750,900.4,28.25,30.0,0.0,83.73,11.76,71.97,0,0.1,2,1200,0.0,90.34,90.34,-18.370000000000005
Proposed_ShieldedQoE,bigbuckbunny,8,20,5,5,6000,902.0,30.0,24.72,0.0,97.14,13.41,83.73,0,0.09523809523809523,1,750,0.0,83.73,77.12,6.609999999999999
Proposed_ShieldedQoE,bigbuckbunny,8,21,1,1,750,901.2,24.72,25.61,0.0,83.73,13.41,70.32,0,0.09090909090909091,1,750,0.0,83.73,83.73,-13.41000000000001
Proposed_ShieldedQoE,bigbuckbunny,8,22,1,1,750,900.6,25.61,26.32,0.0,83.73,0.0,83.73,0,0.08695652173913043,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,8,23,1,1,750,902.1,26.32,25.79,0.0,83.73,0.0,83.73,0,0.08333333333333333,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,8,24,0,0,300,901.1,25.79,27.43,0.0,66.58,17.15,49.43,0,0.08,1,750,0.0,83.73,83.73,-34.300000000000004
Proposed_ShieldedQoE,bigbuckbunny,8,25,5,5,6000,899.4,27.43,27.14,0.0,97.14,30.56,66.58,0,0.07692307692307693,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,8,26,1,1,750,823.2,27.14,28.5,0.0,83.73,13.41,70.32,0,0.07407407407407407,1,750,0.0,83.73,83.73,-13.41000000000001
Proposed_ShieldedQoE,bigbuckbunny,8,27,3,3,1850,901.4,28.5,28.69,0.0,95.49,11.76,83.73,0,0.07142857142857142,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,8,28,0,0,300,901.5,28.69,26.13,0.0,66.58,28.91,37.67,0,0.06896551724137931,1,750,0.0,83.73,83.73,-46.06
Proposed_ShieldedQoE,bigbuckbunny,8,29,1,1,750,900.7,26.13,27.8,0.0,83.73,17.15,66.58,0,0.06666666666666667,2,1200,0.0,90.34,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,8,30,3,3,1850,899.6,27.8,28.78,0.0,95.49,11.76,83.73,0,0.06451612903225806,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_ShieldedQoE,bigbuckbunny,8,31,1,1,750,902.2,28.78,30.0,0.0,83.73,11.76,71.97,0,0.0625,2,1200,0.0,90.34,90.34,-18.370000000000005
Proposed_ShieldedQoE,bigbuckbunny,8,32,3,3,1850,900.9,30.0,29.12,0.0,95.49,11.76,83.73,0,0.06060606060606061,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_ShieldedQoE,bigbuckbunny,8,33,1,1,750,894.7,29.12,30.0,0.0,83.73,11.76,71.97,0,0.058823529411764705,2,1200,0.0,90.34,90.34,-18.370000000000005
Proposed_ShieldedQoE,bigbuckbunny,8,34,3,3,1850,901.3,30.0,30.0,0.0,95.49,11.76,83.73,0,0.05714285714285714,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_ShieldedQoE,bigbuckbunny,8,35,1,1,750,902.2,30.0,30.0,0.0,83.73,11.76,71.97,0,0.05555555555555555,2,1200,0.0,90.34,90.34,-18.370000000000005
Proposed_ShieldedQoE,bigbuckbunny,8,36,1,1,750,901.0,30.0,30.0,0.0,83.73,0.0,83.73,0,0.05405405405405406,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_ShieldedQoE,bigbuckbunny,8,37,1,1,750,901.0,30.0,30.0,0.0,83.73,0.0,83.73,0,0.05263157894736842,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_ShieldedQoE,bigbuckbunny,8,38,1,1,750,901.5,30.0,30.0,0.0,83.73,0.0,83.73,0,0.05128205128205128,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_ShieldedQoE,bigbuckbunny,8,39,1,1,750,871.6,30.0,30.0,0.0,83.73,0.0,83.73,0,0.05,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_ShieldedQoE,bigbuckbunny,8,40,1,1,750,901.6,30.0,28.38,0.0,83.73,0.0,83.73,0,0.04878048780487805,1,750,0.0,83.73,77.12,6.609999999999999
Proposed_ShieldedQoE,bigbuckbunny,8,41,1,1,750,901.8,28.38,29.68,0.0,83.73,0.0,83.73,0,0.047619047619047616,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,8,42,5,5,6000,901.0,29.68,26.52,0.0,97.14,13.41,83.73,0,0.046511627906976744,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,8,43,1,1,750,900.8,26.52,25.88,0.0,83.73,13.41,70.32,0,0.045454545454545456,1,750,0.0,83.73,83.73,-13.41000000000001
Proposed_ShieldedQoE,bigbuckbunny,8,44,0,0,300,900.8,25.88,27.04,0.0,66.58,17.15,49.43,0,0.044444444444444446,1,750,0.0,83.73,83.73,-34.300000000000004
Proposed_ShieldedQoE,bigbuckbunny,8,45,5,5,6000,901.8,27.04,28.63,0.0,97.14,30.56,66.58,0,0.043478260869565216,2,1200,0.0,90.34,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,8,46,5,5,6000,900.7,28.63,26.81,0.0,97.14,0.0,97.14,0,0.0425531914893617,2,1200,0.0,90.34,90.34,6.799999999999997
Proposed_ShieldedQoE,bigbuckbunny,8,47,1,1,750,900.7,26.81,27.76,0.0,83.73,13.41,70.32,0,0.041666666666666664,2,1200,0.0,90.34,90.34,-20.02000000000001
Proposed_ShieldedQoE,bigbuckbunny,9,0,0,0,300,1125.3,1.22,4.0,0.528,66.58,0.0,13.74,0,0.0,0,300,0.528,66.58,13.74,0.0
Proposed_ShieldedQoE,bigbuckbunny,9,1,0,0,300,956.1,4.0,6.85,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,66.58,0.0
Proposed_ShieldedQoE,bigbuckbunny,9,2,5,4,2850,823.4,6.85,8.1,0.0,97.11,30.53,66.58,1,0.3333333333333333,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,9,3,0,0,300,1207.6,8.1,11.01,0.0,66.58,30.53,36.05,0,0.25,1,750,0.0,83.73,83.73,-47.68000000000001
Proposed_ShieldedQoE,bigbuckbunny,9,4,0,0,300,1173.0,11.01,12.72,0.0,66.58,0.0,66.58,0,0.2,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,9,5,5,4,2850,1203.8,12.72,13.23,0.0,97.11,30.53,66.58,1,0.3333333333333333,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,9,6,0,0,300,1089.3,13.23,15.96,0.0,66.58,30.53,36.05,0,0.2857142857142857,1,750,0.0,83.73,83.73,-47.68000000000001
Proposed_ShieldedQoE,bigbuckbunny,9,7,5,5,6000,1211.6,15.96,16.89,0.0,97.14,30.56,66.58,0,0.25,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,9,8,0,0,300,1178.5,16.89,19.28,0.0,66.58,30.56,36.02,0,0.2222222222222222,1,750,0.0,83.73,83.73,-47.71
Proposed_ShieldedQoE,bigbuckbunny,9,9,5,5,6000,1006.7,19.28,20.21,0.0,97.14,30.56,66.58,0,0.2,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,9,10,1,1,750,1247.8,20.21,22.06,0.0,83.73,13.41,70.32,0,0.18181818181818182,1,750,0.0,83.73,83.73,-13.41000000000001
Proposed_ShieldedQoE,bigbuckbunny,9,11,3,3,1850,763.9,22.06,23.25,0.0,95.49,11.76,83.73,0,0.16666666666666666,2,1200,0.0,90.34,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,9,12,1,1,750,1168.9,23.25,24.49,0.0,83.73,11.76,71.97,0,0.15384615384615385,2,1200,0.0,90.34,90.34,-18.370000000000005
Proposed_ShieldedQoE,bigbuckbunny,9,13,3,3,1850,1211.6,24.49,26.82,0.0,95.49,11.76,83.73,0,0.14285714285714285,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_ShieldedQoE,bigbuckbunny,9,14,3,3,1850,969.1,26.82,26.61,0.0,95.49,0.0,95.49,0,0.13333333333333333,2,1200,0.0,90.34,90.34,5.1499999999999915
Proposed_ShieldedQoE,bigbuckbunny,9,15,1,1,750,1127.2,26.61,27.76,0.0,83.73,11.76,71.97,0,0.125,2,1200,0.0,90.34,90.34,-18.370000000000005
Proposed_ShieldedQoE,bigbuckbunny,9,16,1,1,750,1159.4,27.76,28.23,0.0,83.73,0.0,83.73,0,0.11764705882352941,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_ShieldedQoE,bigbuckbunny,9,17,3,3,1850,561.7,28.23,26.41,0.0,95.49,11.76,83.73,0,0.1111111111111111,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_ShieldedQoE,bigbuckbunny,9,18,1,1,750,1222.0,26.41,28.96,0.0,83.73,11.76,71.97,0,0.10526315789473684,2,1200,0.0,90.34,90.34,-18.370000000000005
Proposed_ShieldedQoE,bigbuckbunny,9,19,3,3,1850,1103.6,28.96,30.0,0.0,95.49,11.76,83.73,0,0.1,2,1200,0.0,90.34,90.34,-6.609999999999999
Proposed_ShieldedQoE,bigbuckbunny,9,20,1,1,750,1120.9,30.0,29.33,0.0,83.73,11.76,71.97,0,0.09523809523809523,1,750,0.0,83.73,77.12,-5.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,9,21,1,1,750,1012.5,29.33,30.0,0.0,83.73,0.0,83.73,0,0.09090909090909091,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,9,22,3,3,1850,1122.2,30.0,29.77,0.0,95.49,11.76,83.73,0,0.08695652173913043,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,9,23,1,1,750,972.2,29.77,29.58,0.0,83.73,11.76,71.97,0,0.08333333333333333,1,750,0.0,83.73,83.73,-11.760000000000005
Proposed_ShieldedQoE,bigbuckbunny,9,24,1,1,750,917.8,29.58,27.76,0.0,83.73,0.0,83.73,0,0.08,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,9,25,1,1,750,1228.1,27.76,28.62,0.0,83.73,0.0,83.73,0,0.07692307692307693,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,9,26,3,3,1850,1187.8,28.62,29.7,0.0,95.49,11.76,83.73,0,0.07407407407407407,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,9,27,1,1,750,983.4,29.7,30.0,0.0,83.73,11.76,71.97,0,0.07142857142857142,1,750,0.0,83.73,83.73,-11.760000000000005
Proposed_ShieldedQoE,bigbuckbunny,9,28,1,1,750,1268.5,30.0,29.34,0.0,83.73,0.0,83.73,0,0.06896551724137931,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,9,29,1,1,750,1089.4,29.34,30.0,0.0,83.73,0.0,83.73,0,0.06666666666666667,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,9,30,3,3,1850,660.9,30.0,29.89,0.0,95.49,11.76,83.73,0,0.06451612903225806,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,9,31,1,1,750,380.2,29.89,28.4,0.0,83.73,11.76,71.97,0,0.0625,1,750,0.0,83.73,83.73,-11.760000000000005
Proposed_ShieldedQoE,bigbuckbunny,9,32,0,0,300,1075.2,28.4,30.0,0.0,66.58,17.15,49.43,0,0.06060606060606061,1,750,0.0,83.73,83.73,-34.300000000000004
Proposed_ShieldedQoE,bigbuckbunny,9,33,3,3,1850,113.5,30.0,21.9,0.0,95.49,28.91,66.58,0,0.058823529411764705,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,9,34,0,0,300,1047.7,21.9,25.15,0.0,66.58,28.91,37.67,0,0.05714285714285714,1,750,0.0,83.73,83.73,-46.06
Proposed_ShieldedQoE,bigbuckbunny,9,35,4,4,2850,711.3,25.15,26.07,0.0,97.11,30.53,66.58,0,0.05555555555555555,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,9,36,0,0,300,569.9,26.07,27.77,0.0,66.58,30.53,36.05,0,0.05405405405405406,1,750,0.0,83.73,83.73,-47.68000000000001
Proposed_ShieldedQoE,bigbuckbunny,9,37,5,5,6000,1169.5,27.77,30.0,0.0,97.14,30.56,66.58,0,0.05263157894736842,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,9,38,3,3,1850,1241.1,30.0,30.0,0.0,95.49,1.65,93.84,0,0.05128205128205128,1,750,0.0,83.73,83.73,10.11
Proposed_ShieldedQoE,bigbuckbunny,9,39,1,1,750,1033.7,30.0,30.0,0.0,83.73,11.76,71.97,0,0.05,1,750,0.0,83.73,83.73,-11.760000000000005
Proposed_ShieldedQoE,bigbuckbunny,9,40,1,1,750,994.4,30.0,28.9,0.0,83.73,0.0,83.73,0,0.04878048780487805,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,9,41,1,1,750,298.9,28.9,24.77,0.0,83.73,0.0,83.73,0,0.047619047619047616,1,750,0.0,83.73,83.73,0.0
Proposed_ShieldedQoE,bigbuckbunny,9,42,0,0,300,1043.3,24.77,27.22,0.0,66.58,17.15,49.43,0,0.046511627906976744,1,750,0.0,83.73,83.73,-34.300000000000004
Proposed_ShieldedQoE,bigbuckbunny,9,43,5,1,750,265.1,27.22,15.46,0.0,83.73,17.15,66.58,1,0.06818181818181818,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,9,44,0,0,300,992.9,15.46,16.89,0.0,66.58,17.15,49.43,0,0.06666666666666667,1,750,0.0,83.73,83.73,-34.300000000000004
Proposed_ShieldedQoE,bigbuckbunny,9,45,0,0,300,921.1,16.89,19.94,0.0,66.58,0.0,66.58,0,0.06521739130434782,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,9,46,5,4,2850,629.3,19.94,18.73,0.0,97.11,30.53,66.58,1,0.0851063829787234,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,9,47,0,0,300,945.5,18.73,21.57,0.0,66.58,30.53,36.05,0,0.08333333333333333,1,750,0.0,83.73,83.73,-47.68000000000001
Proposed_ShieldedQoE,bigbuckbunny,10,0,0,0,300,956.3,1.02,4.0,1.035,66.58,0.0,-36.9,1,1.0,0,300,1.035,66.58,-36.9,0.0
Proposed_ShieldedQoE,bigbuckbunny,10,1,0,0,300,1160.2,4.0,7.06,0.0,66.58,0.0,66.58,0,0.5,0,300,0.0,66.58,66.58,0.0
Proposed_ShieldedQoE,bigbuckbunny,10,2,5,4,2850,1012.1,7.06,8.81,0.0,97.11,30.53,66.58,1,0.6666666666666666,0,300,0.0,66.58,66.58,0.0
Proposed_ShieldedQoE,bigbuckbunny,10,3,0,0,300,1129.0,8.81,11.65,0.0,66.58,30.53,36.05,0,0.5,0,300,0.0,66.58,66.58,-30.53
Proposed_ShieldedQoE,bigbuckbunny,10,4,0,0,300,847.8,11.65,12.49,0.0,66.58,0.0,66.58,0,0.4,0,300,0.0,66.58,66.58,0.0
Proposed_ShieldedQoE,bigbuckbunny,10,5,0,0,300,792.3,12.49,14.37,0.0,66.58,0.0,66.58,0,0.3333333333333333,0,300,0.0,66.58,66.58,0.0
Proposed_ShieldedQoE,bigbuckbunny,10,6,5,2,1200,471.8,14.37,11.02,0.0,90.34,23.76,66.58,1,0.42857142857142855,0,300,0.0,66.58,66.58,0.0
Proposed_ShieldedQoE,bigbuckbunny,10,7,0,0,300,893.2,11.02,13.35,0.0,66.58,23.76,42.82,0,0.375,1,750,0.0,83.73,66.58,-23.759999999999998
Proposed_ShieldedQoE,bigbuckbunny,10,8,0,0,300,1029.0,13.35,15.51,0.0,66.58,0.0,66.58,0,0.3333333333333333,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,10,9,5,4,2850,528.2,15.51,13.66,0.0,97.11,30.53,66.58,1,0.4,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,10,10,0,0,300,754.5,13.66,16.24,0.0,66.58,30.53,36.05,0,0.36363636363636365,1,750,0.0,83.73,83.73,-47.68000000000001
Proposed_ShieldedQoE,bigbuckbunny,10,11,5,5,6000,815.3,16.24,18.6,0.0,97.14,30.56,66.58,0,0.3333333333333333,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,10,12,0,0,300,721.2,18.6,20.8,0.0,66.58,30.56,36.02,0,0.3076923076923077,1,750,0.0,83.73,83.73,-47.71
Proposed_ShieldedQoE,bigbuckbunny,10,13,5,5,6000,534.2,20.8,22.44,0.0,97.14,30.56,66.58,0,0.2857142857142857,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,10,14,0,0,300,587.3,22.44,25.31,0.0,66.58,30.56,36.02,0,0.26666666666666666,1,750,0.0,83.73,83.73,-47.71
Proposed_ShieldedQoE,bigbuckbunny,10,15,5,5,6000,713.5,25.31,26.49,0.0,97.14,30.56,66.58,0,0.25,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,10,16,0,0,300,503.6,26.49,27.25,0.0,66.58,30.56,36.02,0,0.23529411764705882,1,750,0.0,83.73,83.73,-47.71
Proposed_ShieldedQoE,bigbuckbunny,10,17,5,4,2850,282.3,27.25,24.01,0.0,97.11,30.53,66.58,1,0.2777777777777778,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,10,18,0,0,300,343.5,24.01,25.94,0.0,66.58,30.53,36.05,0,0.2631578947368421,1,750,0.0,83.73,83.73,-47.68000000000001
Proposed_ShieldedQoE,bigbuckbunny,10,19,5,5,6000,533.8,25.94,26.75,0.0,97.14,30.56,66.58,0,0.25,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,10,20,0,0,300,775.6,26.75,28.05,0.0,66.58,30.56,36.02,0,0.23809523809523808,1,750,0.0,83.73,83.73,-47.71
Proposed_ShieldedQoE,bigbuckbunny,10,21,5,5,6000,576.4,28.05,27.18,0.0,97.14,30.56,66.58,0,0.22727272727272727,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,10,22,1,1,750,502.9,27.18,25.28,0.0,83.73,13.41,70.32,0,0.21739130434782608,1,750,0.0,83.73,83.73,-13.41000000000001
Proposed_ShieldedQoE,bigbuckbunny,10,23,0,0,300,487.7,25.28,25.94,0.0,66.58,17.15,49.43,0,0.20833333333333334,0,300,0.0,66.58,49.43,0.0
Proposed_ShieldedQoE,bigbuckbunny,10,24,0,0,300,400.4,25.94,24.61,0.0,66.58,0.0,66.58,0,0.2,0,300,0.0,66.58,66.58,0.0
Proposed_ShieldedQoE,bigbuckbunny,10,25,0,0,300,446.7,24.61,25.15,0.0,66.58,0.0,66.58,0,0.19230769230769232,0,300,0.0,66.58,66.58,0.0
Proposed_ShieldedQoE,bigbuckbunny,10,26,0,0,300,1006.1,25.15,28.29,0.0,66.58,0.0,66.58,0,0.18518518518518517,1,750,0.0,83.73,66.58,0.0
Proposed_ShieldedQoE,bigbuckbunny,10,27,3,3,1850,845.8,28.29,29.75,0.0,95.49,28.91,66.58,0,0.17857142857142858,1,750,0.0,83.73,83.73,-17.150000000000006
Proposed_ShieldedQoE,bigbuckbunny,10,28,0,0,300,633.0,29.75,30.0,0.0,66.58,28.91,37.67,0,0.1724137931034483,1,750,0.0,83.73,83.73,-46.06
