video,chunk,bitrate_kbps,vmaf
bigbuckbunny,60,750,85.54660286458333
bigbuckbunny,61,750,83.48740688541666
bigbuckbunny,62,750,69.77841141666667
bigbuckbunny,63,750,54.46375001041667
bigbuckbunny,64,750,48.912590072916664
bigbuckbunny,65,750,50.68228472916667
bigbuckbunny,66,750,63.102032937500006
bigbuckbunny,67,750,61.519799177083335
bigbuckbunny,68,750,62.25574407291666
bigbuckbunny,69,750,59.60545217708333
bigbuckbunny,70,750,54.81831827083332
bigbuckbunny,71,750,72.33840911458334
bigbuckbunny,72,750,82.36631235416665
bigbuckbunny,73,750,86.41635463541667
bigbuckbunny,0,1200,90.39233717708333
bigbuckbunny,1,1200,84.10905432291666
bigbuckbunny,2,1200,89.10085320833332
bigbuckbunny,3,1200,84.36130526041667
bigbuckbunny,4,1200,84.48007351041666
bigbuckbunny,5,1200,87.61937585416666
bigbuckbunny,6,1200,87.10966290625
bigbuckbunny,7,1200,92.51412148958333
bigbuckbunny,8,1200,93.18841298958334
bigbuckbunny,9,1200,88.48504946874999
bigbuckbunny,10,1200,90.77973411458333
bigbuckbunny,11,1200,91.13427377083333
bigbuckbunny,12,1200,89.27779383333335
bigbuckbunny,13,1200,93.89314864583334
bigbuckbunny,14,1200,90.63874476041667
bigbuckbunny,15,1200,91.24520557291665
bigbuckbunny,16,1200,91.53246888541666
bigbuckbunny,17,1200,92.72548530208333
bigbuckbunny,18,1200,89.36163633333335
bigbuckbunny,19,1200,89.60697463541665
bigbuckbunny,20,1200,90.36960660416666
bigbuckbunny,21,1200,92.65261073958334
bigbuckbunny,22,1200,92.64830988541667
bigbuckbunny,23,1200,92.16741712499999
bigbuckbunny,24,1200,93.16908496874998
bigbuckbunny,25,1200,92.77335334375
bigbuckbunny,26,1200,94.88597933333331
bigbuckbunny,27,1200,90.66243480208334
bigbuckbunny,28,1200,90.32112101041668
bigbuckbunny,29,1200,91.86165688541666
bigbuckbunny,30,1200,91.26720832291666
bigbuckbunny,31,1200,92.19064720833335
bigbuckbunny,32,1200,90.92672529166667
bigbuckbunny,33,1200,89.50997914583336
bigbuckbunny,34,1200,88.66711340625
bigbuckbunny,35,1200,86.86961022916667
bigbuckbunny,36,1200,89.08107525000001
bigbuckbunny,37,1200,88.92156263541666
bigbuckbunny,38,1200,86.9003753125
bigbuckbunny,39,1200,90.84597865625
bigbuckbunny,40,1200,92.52471903125002
bigbuckbunny,41,1200,92.89034966666667
bigbuckbunny,42,1200,88.92424602083334
bigbuckbunny,43,1200,90.657034125
bigbuckbunny,44,1200,87.57493621875
bigbuckbunny,45,1200,86.04698714583333
bigbuckbunny,46,1200,85.21921797916666
bigbuckbunny,47,1200,88.94696776041667
bigbuckbunny,48,1200,91.84741784375
bigbuckbunny,49,1200,92.06584094791667
bigbuckbunny,50,1200,92.39356290625
bigbuckbunny,51,1200,94.34857170833332
bigbuckbunny,52,1200,88.22978512499999
bigbuckbunny,53,1200,87.67612223958334
bigbuckbunny,54,1200,87.16064823958334
bigbuckbunny,55,1200,92.05296772916665
bigbuckbunny,56,1200,92.26402656249998
bigbuckbunny,57,1200,92.66216770833334
bigbuckbunny,58,1200,91.76110694791667
bigbuckbunny,59,1200,93.59808835416668
bigbuckbunny,60,1200,90.83006594791668
bigbuckbunny,61,1200,90.73511414583334
bigbuckbunny,62,1200,83.47313236458332
bigbuckbunny,63,1200,75.09895888541666
bigbuckbunny,64,1200,71.86879191666667
bigbuckbunny,65,1200,72.66313806250001
bigbuckbunny,66,1200,82.14219728125
bigbuckbunny,67,1200,89.53062998958335
bigbuckbunny,68,1200,90.72712323958335
bigbuckbunny,69,1200,86.95116366666666
bigbuckbunny,70,1200,78.64196003125001
bigbuckbunny,71,1200,85.03233709375
bigbuckbunny,72,1200,90.50976266666665
bigbuckbunny,73,1200,92.33579352083332
bigbuckbunny,0,1850,96.84099226041667
bigbuckbunny,1,1850,92.48971026041666
bigbuckbunny,2,1850,94.91089411458334
bigbuckbunny,3,1850,92.25035979166667
bigbuckbunny,4,1850,91.26545922916667
bigbuckbunny,5,1850,93.59709273958333
bigbuckbunny,6,1850,93.71898372916667
bigbuckbunny,7,1850,95.94254739583333
bigbuckbunny,8,1850,97.14002659375001
bigbuckbunny,9,1850,93.72599489583335
bigbuckbunny,10,1850,94.80776945833334
bigbuckbunny,11,1850,95.96157113541665
bigbuckbunny,12,1850,95.85371408333333
bigbuckbunny,13,1850,97.30886034375
bigbuckbunny,14,1850,97.91775617708333
bigbuckbunny,15,1850,95.99341171875
bigbuckbunny,16,1850,95.68292497916667
bigbuckbunny,17,1850,96.517227875
bigbuckbunny,18,1850,93.9409065625
bigbuckbunny,19,1850,94.7647170625
bigbuckbunny,20,1850,94.95293937499999
bigbuckbunny,21,1850,96.12418721875001
bigbuckbunny,22,1850,97.86487044791666
bigbuckbunny,23,1850,96.90196218750002
bigbuckbunny,24,1850,96.53850061458333
bigbuckbunny,25,1850,96.28049366666669
bigbuckbunny,26,1850,98.25422019791665
bigbuckbunny,27,1850,95.440289
bigbuckbunny,28,1850,95.83548929166666
bigbuckbunny,29,1850,95.18814738541668
bigbuckbunny,30,1850,96.00649718749999
bigbuckbunny,31,1850,96.37830104166666
bigbuckbunny,32,1850,95.48537335416667
bigbuckbunny,33,1850,95.67541994791668
bigbuckbunny,34,1850,95.68260566666667
bigbuckbunny,35,1850,93.97989202083333
bigbuckbunny,36,1850,95.75476107291665
bigbuckbunny,37,1850,93.9566304375
bigbuckbunny,38,1850,94.68487416666666
bigbuckbunny,39,1850,95.88344117708334
bigbuckbunny,40,1850,96.59250024999999
bigbuckbunny,41,1850,95.91750188541666
bigbuckbunny,42,1850,94.837559625
bigbuckbunny,43,1850,97.97079541666666
bigbuckbunny,44,1850,95.15172889583334
bigbuckbunny,45,1850,94.44503218749999
bigbuckbunny,46,1850,93.04144335416667
bigbuckbunny,47,1850,94.30268654166667
bigbuckbunny,48,1850,95.89655395833336
bigbuckbunny,49,1850,96.27862662500002
bigbuckbunny,50,1850,97.4363019375
bigbuckbunny,51,1850,97.12714166666667
bigbuckbunny,52,1850,94.47995821875001
bigbuckbunny,53,1850,93.745356625
bigbuckbunny,54,1850,93.25623334375
bigbuckbunny,55,1850,96.23837815625
bigbuckbunny,56,1850,96.2279575
bigbuckbunny,57,1850,96.58398788541668
bigbuckbunny,58,1850,96.71088115624998
bigbuckbunny,59,1850,95.84258243749998
bigbuckbunny,60,1850,95.48356607291667
bigbuckbunny,61,1850,97.09969537500001
bigbuckbunny,62,1850,97.61433253125
bigbuckbunny,63,1850,97.12854082291666
bigbuckbunny,64,1850,96.3646726875
bigbuckbunny,65,1850,95.77789191666666
bigbuckbunny,66,1850,98.54958814583334
bigbuckbunny,67,1850,100.0
bigbuckbunny,68,1850,100.0
bigbuckbunny,69,1850,100.0
bigbuckbunny,70,1850,96.34725295833333
bigbuckbunny,71,1850,96.73799845833334
bigbuckbunny,72,1850,96.90722811458333
bigbuckbunny,73,1850,97.08448603125
bigbuckbunny,0,2850,98.49323591666666
bigbuckbunny,1,2850,95.32999282291667
bigbuckbunny,2,2850,96.57268415624999
bigbuckbunny,3,2850,94.69198079166665
bigbuckbunny,4,2850,94.07631002083332
bigbuckbunny,5,2850,95.55549602083333
bigbuckbunny,6,2850,96.44489655208334
bigbuckbunny,7,2850,97.18981903125
bigbuckbunny,8,2850,98.1902809375
bigbuckbunny,9,2850,97.04191828124999
bigbuckbunny,10,2850,96.53175182291666
bigbuckbunny,11,2850,96.98542936458334
bigbuckbunny,12,2850,97.30665920833333
bigbuckbunny,13,2850,98.66113039583333
bigbuckbunny,14,2850,98.83052553124999
bigbuckbunny,15,2850,97.50814371874999
bigbuckbunny,16,2850,96.87852931249999
bigbuckbunny,17,2850,97.62689303125
bigbuckbunny,18,2850,96.02836534375001
bigbuckbunny,19,2850,96.60033288541668
bigbuckbunny,20,2850,96.73679238541668
bigbuckbunny,21,2850,97.45239356249999
bigbuckbunny,22,2850,99.18810153124998
bigbuckbunny,23,2850,97.89124640625
bigbuckbunny,24,2850,97.83317130208336
bigbuckbunny,25,2850,97.31501382291667
bigbuckbunny,26,2850,99.03608670833334
bigbuckbunny,27,2850,96.76157610416669
bigbuckbunny,28,2850,97.26461921875
bigbuckbunny,29,2850,96.41051451041669
bigbuckbunny,30,2850,97.66592053124998
bigbuckbunny,31,2850,97.74798480208331
bigbuckbunny,32,2850,97.09645514583333
bigbuckbunny,33,2850,97.15523019791665
bigbuckbunny,34,2850,97.59533504166666
bigbuckbunny,35,2850,96.19499333333333
bigbuckbunny,36,2850,97.20421761458333
bigbuckbunny,37,2850,96.41380832291667
bigbuckbunny,38,2850,96.8768940625
bigbuckbunny,39,2850,98.37516910416667
bigbuckbunny,40,2850,98.03137306250001
bigbuckbunny,41,2850,97.71358205208332
bigbuckbunny,42,2850,96.72553723958333
bigbuckbunny,43,2850,99.79946054166668
bigbuckbunny,44,2850,97.58366629166669
bigbuckbunny,45,2850,97.22192737499999
bigbuckbunny,46,2850,95.44259351041667
bigbuckbunny,47,2850,96.10633355208331
bigbuckbunny,48,2850,96.88763014583333
bigbuckbunny,49,2850,97.25334453125
bigbuckbunny,50,2850,98.15275026041668
bigbuckbunny,51,2850,98.09856598958334
bigbuckbunny,52,2850,97.88542306250001
bigbuckbunny,53,2850,97.15941490625
bigbuckbunny,54,2850,97.18965418750001
bigbuckbunny,55,2850,97.67316559375001
bigbuckbunny,56,2850,97.29262501041666
bigbuckbunny,57,2850,98.02590977083332
bigbuckbunny,58,2850,98.55399715624999
bigbuckbunny,59,2850,97.22669469791667
bigbuckbunny,60,2850,96.37142538541666
bigbuckbunny,61,2850,97.61241446874999
bigbuckbunny,62,2850,98.63646255208334
bigbuckbunny,63,2850,98.97591531249999
bigbuckbunny,64,2850,98.59547468749999
bigbuckbunny,65,2850,98.15184298958332
bigbuckbunny,66,2850,99.49500076041666
bigbuckbunny,67,2850,100.0
bigbuckbunny,68,2850,100.0
bigbuckbunny,69,2850,100.0
bigbuckbunny,70,2850,97.92156875
bigbuckbunny,71,2850,97.97842273958334
bigbuckbunny,72,2850,97.548470125
bigbuckbunny,73,2850,97.84615616666667
bigbuckbunny,0,6000,98.55399673958334
bigbuckbunny,1,6000,95.48198035416665
bigbuckbunny,2,6000,96.48893366666668
bigbuckbunny,3,6000,95.33221727083333
bigbuckbunny,4,6000,95.06588759374999
bigbuckbunny,5,6000,96.2235225
bigbuckbunny,6,6000,97.30928603125001
bigbuckbunny,7,6000,97.47371046875001
bigbuckbunny,8,6000,97.87424868750001
bigbuckbunny,9,6000,97.97457857291666
bigbuckbunny,10,6000,97.11438033333333
bigbuckbunny,11,6000,96.61109016666667
bigbuckbunny,12,6000,95.92825664583334
bigbuckbunny,13,6000,98.75333636458333
bigbuckbunny,14,6000,97.9303753125
bigbuckbunny,15,6000,97.59348476041669
bigbuckbunny,16,6000,96.89221569791668
bigbuckbunny,17,6000,97.778151
bigbuckbunny,18,6000,96.2967400625
bigbuckbunny,19,6000,96.40692938541667
bigbuckbunny,20,6000,96.83109204166665
bigbuckbunny,21,6000,97.63046914583333
bigbuckbunny,22,6000,99.13848608333335
bigbuckbunny,23,6000,97.70093655208332
bigbuckbunny,24,6000,98.18694312500001
bigbuckbunny,25,6000,97.46991539583333
bigbuckbunny,26,6000,99.198741
bigbuckbunny,27,6000,96.78442930208332
bigbuckbunny,28,6000,96.61755482291669
bigbuckbunny,29,6000,96.75971536458333
bigbuckbunny,30,6000,97.87729744791666
bigbuckbunny,31,6000,97.78919476041669
bigbuckbunny,32,6000,97.16691473958333
bigbuckbunny,33,6000,96.89948015625002
bigbuckbunny,34,6000,97.14353142708332
bigbuckbunny,35,6000,95.61584462500001
bigbuckbunny,36,6000,96.10343804166666
bigbuckbunny,37,6000,96.34014284375
bigbuckbunny,38,6000,96.19626485416666
bigbuckbunny,39,6000,98.80377486458333
bigbuckbunny,40,6000,98.23397098958333
