Method,Video,Episode,Chunk,Action,Applied_Action_proposed,Bitrate_kbps_proposed,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s_proposed,VMAF_proposed,Smooth_Penalty,Step_QoE_proposed,Shield_Intervened,Shield_Rate,Applied_Action_genie,Bitrate_kbps_genie,Rebuffer_s_genie,VMAF_genie,Step_QoE_genie,QoE_diff,Rebuf_diff,Action_match
Proposed,tearsofsteel_short,2,24,2,2,1200,1138.6,7.65,5.04,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,80.44,12.379999999999995,0.0,0
Proposed,tearsofsteel_short,2,25,2,2,1200,1073.9,5.04,4.89,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,2,26,2,2,1200,1065.4,4.89,5.08,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,2,27,2,2,1200,984.5,5.08,4.17,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,2,28,2,2,1200,824.4,4.17,4.0,8.612,92.82,0.0,55.79,0,0.0,1,750,0.0,86.63,86.63,-30.839999999999996,8.612,0
Proposed,tearsofsteel_short,2,29,2,2,1200,1037.6,4.0,4.0,1.87,92.82,0.0,84.78,0,0.0,1,750,0.0,86.63,86.63,-1.8499999999999943,1.87,0
Proposed,tearsofsteel_short,2,30,2,2,1200,1055.3,4.0,4.39,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,2,31,2,2,1200,1126.0,4.39,4.85,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,2,32,2,2,1200,892.4,4.85,4.0,4.929,92.82,0.0,71.62,0,0.0,1,750,0.0,86.63,86.63,-15.009999999999991,4.929,0
Proposed,tearsofsteel_short,2,33,2,2,1200,941.8,4.0,4.0,0.62,92.82,0.0,90.15,0,0.0,1,750,0.0,86.63,86.63,3.5200000000000102,0.62,0
Proposed,tearsofsteel_short,2,34,2,2,1200,463.6,4.0,4.0,6.921,92.82,0.0,63.06,0,0.0,1,750,0.0,86.63,86.63,-23.569999999999993,6.921,0
Proposed,tearsofsteel_short,2,35,2,2,1200,1052.0,4.0,4.84,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,2,36,2,2,1200,355.7,4.84,4.0,17.04,92.82,0.0,19.55,0,0.0,1,750,0.0,86.63,86.63,-67.08,17.04,0
Proposed,tearsofsteel_short,2,37,2,2,1200,952.1,4.0,5.65,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,86.63,6.189999999999998,0.0,1
Proposed,tearsofsteel_short,2,38,2,2,1200,1023.8,5.65,6.18,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,2,39,2,2,1200,960.6,6.18,8.0,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,2,40,2,2,1200,955.9,8.0,6.48,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,2,41,2,2,1200,880.2,6.48,7.7,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,2,42,2,2,1200,1063.0,7.7,8.36,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,2,43,2,2,1200,934.7,8.36,8.64,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,2,44,2,2,1200,994.6,8.64,5.98,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,2,45,2,2,1200,1000.9,5.98,5.03,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,2,46,2,2,1200,858.9,5.03,4.0,0.024,92.82,0.0,92.72,0,0.0,2,1200,0.0,92.82,92.82,-0.09999999999999432,0.024,1
Proposed,tearsofsteel_short,2,47,2,2,1200,1103.0,4.0,4.0,0.751,92.82,0.0,89.59,0,0.0,2,1200,0.113,92.82,92.34,-2.75,0.638,1
Proposed,tearsofsteel_short,3,0,2,2,1200,1070.0,1.09,4.0,2.964,92.82,0.0,80.07,0,0.0,1,750,1.443,86.63,80.42,-0.3500000000000085,1.521,0
Proposed,tearsofsteel_short,3,1,2,2,1200,1465.1,4.0,6.12,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,3,2,2,2,1200,835.4,6.12,7.5,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,3,3,2,2,1200,338.2,7.5,4.0,3.991,92.82,0.0,75.66,0,0.0,1,750,0.0,86.63,86.63,-10.969999999999999,3.991,0
Proposed,tearsofsteel_short,3,4,2,2,1200,799.4,4.0,4.0,4.162,92.82,0.0,74.92,0,0.0,1,750,0.0,86.63,86.63,-11.709999999999994,4.162,0
Proposed,tearsofsteel_short,3,5,2,2,1200,852.7,4.0,4.21,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,3,6,2,2,1200,608.4,4.21,4.0,3.019,92.82,0.0,79.84,0,0.0,1,750,0.0,86.63,86.63,-6.789999999999992,3.019,0
Proposed,tearsofsteel_short,3,7,2,2,1200,376.5,4.0,4.0,4.786,92.82,0.0,72.24,0,0.0,1,750,0.0,86.63,86.63,-14.39,4.786,0
Proposed,tearsofsteel_short,3,8,0,0,300,1048.2,4.0,5.7,0.0,67.85,24.97,42.88,0,0.0,1,750,1.215,86.63,81.4,-38.52,-1.215,0
Proposed,tearsofsteel_short,3,9,2,2,1200,869.5,5.7,4.0,1.93,92.82,24.97,59.55,0,0.0,1,750,0.771,86.63,83.32,-23.769999999999996,1.1589999999999998,0
Proposed,tearsofsteel_short,3,10,2,2,1200,861.3,4.0,4.0,4.088,92.82,0.0,75.24,0,0.0,1,750,1.055,86.63,82.09,-6.8500000000000085,3.0330000000000004,0
Proposed,tearsofsteel_short,3,11,2,2,1200,846.7,4.0,4.0,1.903,92.82,0.0,84.64,0,0.0,1,750,0.0,86.63,86.63,-1.9899999999999949,1.903,0
Proposed,tearsofsteel_short,3,12,2,2,1200,598.8,4.0,4.0,11.72,92.82,0.0,42.42,0,0.0,1,750,5.514,86.63,62.92,-20.5,6.206,0
Proposed,tearsofsteel_short,3,13,2,2,1200,608.7,4.0,4.0,1.349,92.82,0.0,87.02,0,0.0,1,750,0.0,86.63,86.63,0.39000000000000057,1.349,0
Proposed,tearsofsteel_short,3,14,2,2,1200,797.1,4.0,4.0,0.845,92.82,0.0,89.19,0,0.0,1,750,0.0,86.63,86.63,2.5600000000000023,0.845,0
Proposed,tearsofsteel_short,3,15,2,2,1200,1016.9,4.0,4.0,0.506,92.82,0.0,90.64,0,0.0,1,750,0.0,86.63,86.63,4.010000000000005,0.506,0
Proposed,tearsofsteel_short,3,16,2,2,1200,1018.2,4.0,4.0,2.157,92.82,0.0,83.54,0,0.0,1,750,0.0,86.63,86.63,-3.089999999999989,2.157,0
Proposed,tearsofsteel_short,3,17,2,2,1200,1221.8,4.0,5.58,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,86.63,6.189999999999998,0.0,1
Proposed,tearsofsteel_short,3,18,2,2,1200,1244.0,5.58,7.42,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,19,2,2,1200,967.8,7.42,8.42,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,20,2,2,1200,1259.1,8.42,8.95,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,21,2,2,1200,1059.4,8.95,10.08,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,22,2,2,1200,1076.0,10.08,11.8,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,23,2,2,1200,1209.8,11.8,12.5,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,24,2,2,1200,901.4,12.5,8.14,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,25,2,2,1200,854.8,8.14,6.93,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,26,2,2,1200,839.1,6.93,6.1,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,27,2,2,1200,1088.7,6.1,5.65,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,28,2,2,1200,1224.0,5.65,4.0,2.956,92.82,0.0,80.11,0,0.0,1,750,0.0,86.63,80.44,-0.3299999999999983,2.956,0
Proposed,tearsofsteel_short,3,29,2,2,1200,1011.0,4.0,4.0,2.025,92.82,0.0,84.11,0,0.0,1,750,0.0,86.63,86.63,-2.519999999999996,2.025,0
Proposed,tearsofsteel_short,3,30,2,2,1200,1048.2,4.0,4.37,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,3,31,2,2,1200,1045.6,4.37,4.55,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,3,32,2,2,1200,876.3,4.55,4.0,5.405,92.82,0.0,69.58,0,0.0,1,750,0.0,86.63,86.63,-17.049999999999997,5.405,0
Proposed,tearsofsteel_short,3,33,2,2,1200,824.0,4.0,4.0,1.281,92.82,0.0,87.31,0,0.0,1,750,0.0,86.63,86.63,0.6800000000000068,1.281,0
Proposed,tearsofsteel_short,3,34,2,2,1200,1157.6,4.0,4.0,0.374,92.82,0.0,91.21,0,0.0,2,1200,0.0,92.82,86.63,4.579999999999998,0.374,1
Proposed,tearsofsteel_short,3,35,2,2,1200,894.8,4.0,4.28,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,36,2,2,1200,1077.9,4.28,4.0,2.935,92.82,0.0,80.2,0,0.0,2,1200,0.0,92.82,92.82,-12.61999999999999,2.935,1
Proposed,tearsofsteel_short,3,37,2,2,1200,1041.8,4.0,5.85,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,38,2,2,1200,1157.7,5.85,6.79,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,39,2,2,1200,1092.3,6.79,8.87,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,40,2,2,1200,948.7,8.87,7.3,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,41,2,2,1200,1176.1,7.3,9.22,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,42,2,2,1200,954.2,9.22,9.5,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,43,2,2,1200,1010.0,9.5,10.06,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,44,2,2,1200,904.9,10.06,6.74,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,45,2,2,1200,896.6,6.74,5.21,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,3,46,2,2,1200,742.8,5.21,4.0,0.63,92.82,0.0,90.11,0,0.0,1,750,0.0,86.63,80.44,9.670000000000002,0.63,0
Proposed,tearsofsteel_short,3,47,2,2,1200,427.9,4.0,4.0,8.246,92.82,0.0,57.36,0,0.0,1,750,0.111,86.63,86.15,-28.790000000000006,8.135,0
Proposed,tearsofsteel_short,4,0,2,2,1200,891.0,1.78,4.0,3.093,92.82,0.0,79.52,0,0.0,1,750,1.266,86.63,81.19,-1.6700000000000017,1.827,0
Proposed,tearsofsteel_short,4,1,2,2,1200,891.2,4.0,4.91,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,4,2,2,2,1200,890.8,4.91,6.45,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,4,3,2,2,1200,879.8,6.45,6.04,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,4,4,2,2,1200,841.8,6.04,4.0,1.714,92.82,0.0,85.45,0,0.0,1,750,0.0,86.63,86.63,-1.1799999999999926,1.714,0
Proposed,tearsofsteel_short,4,5,2,2,1200,900.4,4.0,4.41,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,4,6,2,2,1200,897.6,4.41,4.0,0.491,92.82,0.0,90.71,0,0.0,1,750,0.0,86.63,86.63,4.079999999999998,0.491,0
Proposed,tearsofsteel_short,4,7,2,2,1200,884.1,4.0,4.26,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,4,8,2,2,1200,901.1,4.26,4.0,6.428,92.82,0.0,65.18,0,0.0,1,750,0.0,86.63,86.63,-21.44999999999999,6.428,0
Proposed,tearsofsteel_short,4,9,2,2,1200,882.9,4.0,4.0,3.518,92.82,0.0,77.69,0,0.0,1,750,0.0,86.63,86.63,-8.939999999999998,3.518,0
Proposed,tearsofsteel_short,4,10,2,2,1200,901.2,4.0,4.0,3.73,92.82,0.0,76.78,0,0.0,1,750,0.0,86.63,86.63,-9.849999999999994,3.73,0
Proposed,tearsofsteel_short,4,11,2,2,1200,900.7,4.0,4.0,1.549,92.82,0.0,86.16,0,0.0,1,750,0.0,86.63,86.63,-0.46999999999999886,1.549,0
Proposed,tearsofsteel_short,4,12,2,2,1200,901.6,4.0,4.0,6.442,92.82,0.0,65.12,0,0.0,1,750,0.0,86.63,86.63,-21.50999999999999,6.442,0
Proposed,tearsofsteel_short,4,13,2,2,1200,900.5,4.0,4.38,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,86.63,6.189999999999998,0.0,1
Proposed,tearsofsteel_short,4,14,2,2,1200,900.3,4.38,4.09,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,4,15,2,2,1200,897.1,4.09,4.0,1.013,92.82,0.0,88.46,0,0.0,2,1200,0.0,92.82,92.82,-4.359999999999999,1.013,1
Proposed,tearsofsteel_short,4,16,2,2,1200,902.5,4.0,4.0,2.946,92.82,0.0,80.15,0,0.0,2,1200,0.879,92.82,89.04,-8.89,2.067,1
Proposed,tearsofsteel_short,4,17,2,2,1200,807.4,4.0,4.34,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,4,18,2,2,1200,902.0,4.34,5.37,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,4,19,2,2,1200,900.4,5.37,6.14,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,4,20,2,2,1200,902.0,6.14,5.3,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,4,21,2,2,1200,901.2,5.3,5.92,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,4,22,2,2,1200,900.6,5.92,7.2,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,4,23,2,2,1200,902.1,7.2,6.77,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,80.44,12.379999999999995,0.0,0
Proposed,tearsofsteel_short,4,24,2,2,1200,901.1,6.77,4.0,1.589,92.82,0.0,85.99,0,0.0,1,750,0.0,86.63,86.63,-0.6400000000000006,1.589,0
Proposed,tearsofsteel_short,4,25,2,2,1200,899.4,4.0,4.0,0.954,92.82,0.0,88.72,0,0.0,1,750,0.0,86.63,86.63,2.0900000000000034,0.954,0
Proposed,tearsofsteel_short,4,26,2,2,1200,823.2,4.0,4.0,0.93,92.82,0.0,88.82,0,0.0,1,750,0.0,86.63,86.63,2.1899999999999977,0.93,0
Proposed,tearsofsteel_short,4,27,2,2,1200,901.4,4.0,4.0,1.363,92.82,0.0,86.96,0,0.0,1,750,0.0,86.63,86.63,0.3299999999999983,1.363,0
Proposed,tearsofsteel_short,4,28,2,2,1200,901.5,4.0,4.0,7.691,92.82,0.0,59.75,0,0.0,1,750,0.0,86.63,86.63,-26.879999999999995,7.691,0
Proposed,tearsofsteel_short,4,29,2,2,1200,900.7,4.0,4.0,2.762,92.82,0.0,80.94,0,0.0,1,750,0.0,86.63,86.63,-5.689999999999998,2.762,0
Proposed,tearsofsteel_short,4,30,2,2,1200,899.6,4.0,4.0,0.233,92.82,0.0,91.82,0,0.0,1,750,0.0,86.63,86.63,5.189999999999998,0.233,0
Proposed,tearsofsteel_short,4,31,2,2,1200,902.2,4.0,4.0,0.423,92.82,0.0,91.0,0,0.0,1,750,0.0,86.63,86.63,4.3700000000000045,0.423,0
Proposed,tearsofsteel_short,4,32,2,2,1200,900.9,4.0,4.0,5.684,92.82,0.0,68.38,0,0.0,1,750,0.0,86.63,86.63,-18.25,5.684,0
Proposed,tearsofsteel_short,4,33,2,2,1200,894.7,4.0,4.0,0.864,92.82,0.0,89.11,0,0.0,1,750,0.0,86.63,86.63,2.480000000000004,0.864,0
Proposed,tearsofsteel_short,4,34,2,2,1200,901.3,4.0,4.0,1.618,92.82,0.0,85.86,0,0.0,1,750,0.0,86.63,86.63,-0.769999999999996,1.618,0
Proposed,tearsofsteel_short,4,35,2,2,1200,902.2,4.0,4.31,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,4,36,2,2,1200,901.0,4.31,4.0,4.322,92.82,0.0,74.24,0,0.0,1,750,0.0,86.63,86.63,-12.39,4.322,0
Proposed,tearsofsteel_short,4,37,2,2,1200,901.0,4.0,5.52,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,86.63,6.189999999999998,0.0,1
Proposed,tearsofsteel_short,4,38,2,2,1200,901.5,5.52,5.58,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,4,39,2,2,1200,871.6,5.58,7.17,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,4,40,2,2,1200,901.6,7.17,5.32,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,4,41,2,2,1200,901.8,5.32,6.61,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,4,42,2,2,1200,901.0,6.61,6.66,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,4,43,2,2,1200,900.8,6.66,6.8,0.0,92.82,0.0,92.82,0,0.0,2,1200,0.0,92.82,92.82,0.0,0.0,1
Proposed,tearsofsteel_short,4,44,2,2,1200,900.8,6.8,4.0,0.552,92.82,0.0,90.45,0,0.0,2,1200,0.0,92.82,92.82,-2.3699999999999903,0.552,1
Proposed,tearsofsteel_short,4,45,2,2,1200,901.8,4.0,4.0,1.494,92.82,0.0,86.39,0,0.0,2,1200,0.0,92.82,92.82,-6.429999999999993,1.494,1
Proposed,tearsofsteel_short,4,46,2,2,1200,900.7,4.0,4.0,0.815,92.82,0.0,89.32,0,0.0,2,1200,0.0,92.82,92.82,-3.5,0.815,1
Proposed,tearsofsteel_short,4,47,2,2,1200,900.7,4.0,4.0,1.817,92.82,0.0,85.01,0,0.0,2,1200,0.25,92.82,91.75,-6.739999999999995,1.567,1
Proposed,tearsofsteel_short,5,0,2,2,1200,769.8,2.52,4.0,3.118,92.82,0.0,79.41,0,0.0,1,750,1.004,86.63,82.31,-2.9000000000000057,2.114,0
Proposed,tearsofsteel_short,5,1,2,2,1200,446.8,4.0,4.0,2.161,92.82,0.0,83.53,0,0.0,1,750,0.0,86.63,86.63,-3.0999999999999943,2.161,0
Proposed,tearsofsteel_short,5,2,2,2,1200,580.4,4.0,4.23,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,5,3,2,2,1200,467.8,4.23,4.0,4.079,92.82,0.0,75.28,0,0.0,1,750,0.0,86.63,86.63,-11.349999999999994,4.079,0
Proposed,tearsofsteel_short,5,4,0,0,300,757.0,4.0,5.85,0.0,67.85,24.97,42.88,0,0.0,1,750,0.787,86.63,83.25,-40.37,-0.787,0
Proposed,tearsofsteel_short,5,5,2,2,1200,657.4,5.85,4.93,0.0,92.82,24.97,67.85,0,0.0,1,750,0.0,86.63,86.63,-18.78,0.0,0
Proposed,tearsofsteel_short,5,6,2,2,1200,706.4,4.93,4.0,1.299,92.82,0.0,87.23,0,0.0,1,750,0.0,86.63,86.63,0.6000000000000085,1.299,0
Proposed,tearsofsteel_short,5,7,2,2,1200,692.8,4.0,4.0,0.775,92.82,0.0,89.49,0,0.0,1,750,0.0,86.63,86.63,2.8599999999999994,0.775,0
Proposed,tearsofsteel_short,5,8,0,0,300,989.6,4.0,5.57,0.0,67.85,24.97,42.88,0,0.0,1,750,0.031,86.63,86.49,-43.60999999999999,-0.031,0
Proposed,tearsofsteel_short,5,9,2,2,1200,601.9,5.57,4.0,5.461,92.82,24.97,44.37,0,0.0,1,750,2.892,86.63,74.19,-29.82,2.5690000000000004,0
Proposed,tearsofsteel_short,5,10,2,2,1200,1009.6,4.0,4.0,2.9,92.82,0.0,80.35,0,0.0,1,750,0.312,86.63,85.29,-4.940000000000012,2.588,0
Proposed,tearsofsteel_short,5,11,2,2,1200,645.2,4.0,4.0,3.746,92.82,0.0,76.71,0,0.0,1,750,0.841,86.63,83.01,-6.300000000000011,2.9050000000000002,0
Proposed,tearsofsteel_short,5,12,0,0,300,418.7,4.0,4.0,1.621,67.85,24.97,35.91,0,0.0,1,750,10.051,86.63,43.41,-7.5,-8.43,0
Proposed,tearsofsteel_short,5,13,2,2,1200,877.1,4.0,4.29,0.0,92.82,24.97,67.85,0,0.0,1,750,0.0,86.63,86.63,-18.78,0.0,0
Proposed,tearsofsteel_short,5,14,2,2,1200,465.1,4.29,4.0,4.015,92.82,0.0,75.56,0,0.0,1,750,0.0,86.63,86.63,-11.069999999999993,4.015,0
Proposed,tearsofsteel_short,5,15,2,2,1200,398.4,4.0,4.0,7.503,92.82,0.0,60.56,0,0.0,1,750,2.699,86.63,75.03,-14.469999999999999,4.804,0
Proposed,tearsofsteel_short,5,16,0,0,300,859.7,4.0,6.18,0.0,67.85,24.97,42.88,0,0.0,1,750,0.558,86.63,84.23,-41.35,-0.558,0
Proposed,tearsofsteel_short,5,17,2,2,1200,1070.5,6.18,7.42,0.0,92.82,24.97,67.85,0,0.0,1,750,0.0,86.63,86.63,-18.78,0.0,0
Proposed,tearsofsteel_short,5,18,2,2,1200,875.5,7.42,8.35,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,5,19,2,2,1200,441.8,8.35,5.77,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,5,20,2,2,1200,813.4,5.77,4.4,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,5,21,2,2,1200,740.3,4.4,4.29,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,5,22,2,2,1200,992.4,4.29,5.82,0.0,92.82,0.0,92.82,0,0.0,1,750,0.0,86.63,86.63,6.189999999999998,0.0,0
Proposed,tearsofsteel_short,5,23,2,2,1200,597.7,5.82,4.0,0.872,92.82,0.0,89.07,0,0.0,1,750,0.0,86.63,86.63,2.4399999999999977,0.872,0
Proposed,tearsofsteel_short,5,24,2,2,1200,985.9,4.0,4.0,3.636,92.82,0.0,77.19,0,0.0,1,750,0.0,86.63,86.63,-9.439999999999998,3.636,0
Proposed,tearsofsteel_short,5,25,2,2,1200,1089.2,4.0,4.0,0.091,92.82,0.0,92.43,0,0.0,1,750,0.0,86.63,86.63,5.800000000000011,0.091,0
Proposed,tearsofsteel_short,5,26,2,2,1200,960.4,4.0,4.0,0.226,92.82,0.0,91.85,0,0.0,1,750,0.0,86.63,86.63,5.219999999999999,0.226,0
Proposed,tearsofsteel_short,5,27,2,2,1200,1012.1,4.0,4.0,0.777,92.82,0.0,89.48,0,0.0,1,750,0.0,86.63,86.63,2.8500000000000085,0.777,0
Proposed,tearsofsteel_short,5,28,2,2,1200,1111.0,4.0,4.0,5.487,92.82,0.0,69.23,0,0.0,1,750,0.0,86.63,86.63,-17.39999999999999,5.487,0
Proposed,tearsofsteel_short,5,29,2,2,1200,496.6,4.0,4.0,8.264,92.82,0.0,57.28,0,0.0,1,750,0.0,86.63,86.63,-29.349999999999994,8.264,0
Proposed,tearsofsteel_short,5,30,2,2,1200,947.0,4.0,4.0,0.021,92.82,0.0,92.73,0,0.0,1,750,0.0,86.63,86.63,6.1000000000000085,0.021,0
Proposed,tearsofsteel_short,5,31,2,2,1200,619.6,4.0,4.0,2.441,92.82,0.0,82.33,0,0.0,1,750,0.0,86.63,86.63,-4.299999999999997,2.441,0
Proposed,tearsofsteel_short,5,32,0,0,300,672.1,4.0,4.75,0.0,67.85,24.97,42.88,0,0.0,1,750,0.0,86.63,86.63,-43.74999999999999,0.0,0
