Method,Video,Episode,Chunk,Action,Applied_Action_proposed,Bitrate_kbps_proposed,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s_proposed,VMAF_proposed,Smooth_Penalty,Step_QoE_proposed,Shield_Intervened,Shield_Rate,Applied_Action_genie,Bitrate_kbps_genie,Rebuffer_s_genie,VMAF_genie,Step_QoE_genie,QoE_diff,Rebuf_diff,Action_match
Proposed,bigbuckbunny,11,27,2,2,1200,1132.1,7.29,7.24,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,11,28,2,2,1200,1132.1,7.24,4.0,2.64,90.34,0.0,78.99,0,0.0,2,1200,0.172,90.34,89.6,-10.61,2.468,1
Proposed,bigbuckbunny,11,29,2,2,1200,1132.1,4.0,5.02,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,11,30,2,2,1200,1142.9,5.02,4.42,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,11,31,2,2,1200,1132.1,4.42,4.33,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,11,32,2,2,1200,1132.1,4.33,4.0,2.143,90.34,0.0,81.12,0,0.0,2,1200,2.143,90.34,81.12,0.0,0.0,1
Proposed,bigbuckbunny,11,33,2,2,1200,1142.9,4.0,5.96,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,11,34,2,2,1200,1132.1,5.96,7.39,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,11,35,2,2,1200,1132.1,7.39,9.69,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,11,36,2,2,1200,897.2,9.69,7.93,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,11,37,2,2,1200,849.6,7.93,9.67,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,11,38,2,2,1200,849.6,9.67,9.87,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,11,39,2,2,1200,849.6,9.87,9.76,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,11,40,2,2,1200,849.6,9.76,7.36,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,11,41,2,2,1200,849.6,7.36,7.4,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,11,42,2,2,1200,842.1,7.4,4.94,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,11,43,2,2,1200,849.6,4.94,4.0,0.991,90.34,0.0,86.08,0,0.0,1,750,0.0,83.73,77.12,8.959999999999994,0.991,0
Proposed,bigbuckbunny,11,44,2,2,1200,849.6,4.0,4.0,6.407,90.34,0.0,62.79,0,0.0,1,750,1.27,83.73,78.27,-15.479999999999997,5.1370000000000005,0
Proposed,bigbuckbunny,11,45,2,2,1200,849.6,4.0,4.0,2.028,90.34,0.0,81.62,0,0.0,1,750,0.0,83.73,83.73,-2.1099999999999994,2.028,0
Proposed,bigbuckbunny,11,46,2,2,1200,849.6,4.0,4.0,2.998,90.34,0.0,77.45,0,0.0,1,750,0.141,83.73,83.12,-5.670000000000002,2.857,0
Proposed,bigbuckbunny,11,47,2,2,1200,981.8,4.0,4.0,2.408,90.34,0.0,79.98,0,0.0,1,750,0.005,83.73,83.71,-3.7299999999999898,2.403,0
Proposed,bigbuckbunny,12,0,2,2,1200,2007.9,2.87,4.19,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,12,1,2,2,1200,1395.2,4.19,4.91,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,12,2,2,2,1200,2358.6,4.91,6.64,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,12,3,2,2,1200,2468.0,6.64,8.76,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,12,4,2,2,1200,2610.3,8.76,8.66,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,12,5,2,2,1200,2198.4,8.66,9.62,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,12,6,2,2,1200,572.6,9.62,5.77,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,12,7,2,2,1200,1499.7,5.77,5.53,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,12,8,2,2,1200,2169.6,5.53,4.45,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,12,9,2,2,1200,2152.6,4.45,6.15,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,90.34,0.0,0.0,0
Proposed,bigbuckbunny,12,10,2,2,1200,2287.1,6.15,8.08,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,11,2,2,1200,2466.3,8.08,10.01,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,12,2,2,1200,2266.4,10.01,11.45,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,13,2,2,1200,1537.7,11.45,12.71,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,14,2,2,1200,1248.8,12.71,15.15,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,15,2,2,1200,1320.5,15.15,17.69,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,16,2,2,1200,2039.5,17.69,19.23,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,17,2,2,1200,1727.0,19.23,21.69,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,18,2,2,1200,2008.2,21.69,23.93,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,19,2,2,1200,1118.6,23.93,24.88,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,20,2,2,1200,2713.9,24.88,26.75,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,21,2,2,1200,1221.6,26.75,27.56,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,22,2,2,1200,1530.8,27.56,28.91,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,23,2,2,1200,1724.2,28.91,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,24,2,2,1200,3270.2,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,25,2,2,1200,1536.6,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,26,2,2,1200,1260.4,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,27,2,2,1200,1577.7,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,85.19,5.150000000000006,0.0,1
Proposed,bigbuckbunny,12,28,2,2,1200,1365.5,30.0,25.81,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,12,29,2,2,1200,2172.3,25.81,28.26,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,12,30,2,2,1200,731.8,28.26,25.06,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,12,31,2,2,1200,1683.5,25.06,26.31,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,90.34,0.0,0.0,0
Proposed,bigbuckbunny,12,32,2,2,1200,2097.8,26.31,26.82,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,33,2,2,1200,2080.7,26.82,29.7,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,34,2,2,1200,1484.4,29.7,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,35,2,2,1200,1489.3,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,36,2,2,1200,1582.8,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,37,2,2,1200,2171.8,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,38,2,2,1200,2452.1,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,39,2,2,1200,1218.4,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,40,2,2,1200,1820.0,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,41,2,2,1200,2018.2,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,42,2,2,1200,2542.9,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,43,2,2,1200,1938.0,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,44,2,2,1200,1654.8,30.0,28.66,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,45,2,2,1200,2130.5,28.66,30.0,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,12,46,2,2,1200,2407.2,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,97.11,-6.769999999999996,0.0,0
Proposed,bigbuckbunny,12,47,2,2,1200,3481.8,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,97.11,-6.769999999999996,0.0,0
Proposed,bigbuckbunny,13,0,2,2,1200,527.2,2.64,4.0,7.559,90.34,0.0,57.84,0,0.0,0,300,0.0,66.58,66.58,-8.739999999999995,7.559,0
Proposed,bigbuckbunny,13,1,2,2,1200,320.0,4.0,4.0,10.304,90.34,0.0,46.03,0,0.0,0,300,0.0,66.58,66.58,-20.549999999999997,10.304,0
Proposed,bigbuckbunny,13,2,0,0,300,387.0,4.0,4.54,0.0,66.58,23.76,42.82,0,0.0,0,300,0.0,66.58,66.58,-23.759999999999998,0.0,1
Proposed,bigbuckbunny,13,3,2,2,1200,654.2,4.54,4.0,2.554,90.34,23.76,55.6,0,0.0,0,300,0.0,66.58,66.58,-10.979999999999997,2.554,0
Proposed,bigbuckbunny,13,4,0,0,300,807.2,4.0,4.68,0.0,66.58,23.76,42.82,0,0.0,0,300,0.0,66.58,66.58,-23.759999999999998,0.0,1
Proposed,bigbuckbunny,13,5,2,2,1200,402.8,4.68,4.0,11.864,90.34,23.76,15.57,0,0.0,0,300,0.0,66.58,66.58,-51.01,11.864,0
Proposed,bigbuckbunny,13,6,2,2,1200,467.3,4.0,4.0,5.626,90.34,0.0,66.15,0,0.0,0,300,0.0,66.58,66.58,-0.4299999999999926,5.626,0
Proposed,bigbuckbunny,13,7,0,0,300,449.3,4.0,4.46,0.0,66.58,23.76,42.82,0,0.0,0,300,0.0,66.58,66.58,-23.759999999999998,0.0,1
Proposed,bigbuckbunny,13,8,0,0,300,426.7,4.46,4.0,1.994,66.58,0.0,58.0,0,0.0,0,300,0.0,66.58,66.58,-8.579999999999998,1.994,1
Proposed,bigbuckbunny,13,9,0,0,300,606.4,4.0,5.96,0.0,66.58,0.0,66.58,0,0.0,1,750,0.0,83.73,66.58,0.0,0.0,0
Proposed,bigbuckbunny,13,10,2,2,1200,819.0,5.96,4.18,0.0,90.34,23.76,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed,bigbuckbunny,13,11,2,2,1200,356.1,4.18,4.0,10.128,90.34,0.0,46.79,0,0.0,1,750,2.228,83.73,74.15,-27.360000000000007,7.9,0
Proposed,bigbuckbunny,13,12,0,0,300,535.5,4.0,5.29,0.0,66.58,23.76,42.82,0,0.0,1,750,2.77,83.73,71.82,-28.999999999999993,-2.77,0
Proposed,bigbuckbunny,13,13,2,2,1200,504.7,5.29,4.0,3.073,90.34,23.76,53.37,0,0.0,1,750,1.228,83.73,78.45,-25.080000000000005,1.845,0
Proposed,bigbuckbunny,13,14,2,2,1200,796.2,4.0,5.55,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,13,15,2,2,1200,825.8,5.55,7.22,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,13,16,2,2,1200,704.8,7.22,4.09,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,13,17,2,2,1200,580.0,4.09,4.0,0.479,90.34,0.0,88.28,0,0.0,1,750,0.0,83.73,83.73,4.549999999999997,0.479,0
Proposed,bigbuckbunny,13,18,2,2,1200,539.7,4.0,4.0,2.547,90.34,0.0,79.39,0,0.0,1,750,0.0,83.73,83.73,-4.340000000000003,2.547,0
Proposed,bigbuckbunny,13,19,2,2,1200,486.4,4.0,4.0,3.017,90.34,0.0,77.37,0,0.0,1,750,0.0,83.73,83.73,-6.359999999999999,3.017,0
Proposed,bigbuckbunny,13,20,0,0,300,735.2,4.0,6.03,0.0,66.58,23.76,42.82,0,0.0,1,750,0.0,83.73,83.73,-40.910000000000004,0.0,0
Proposed,bigbuckbunny,13,21,2,2,1200,666.1,6.03,4.18,0.0,90.34,23.76,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed,bigbuckbunny,13,22,2,2,1200,786.5,4.18,4.0,0.974,90.34,0.0,86.15,0,0.0,1,750,0.0,83.73,83.73,2.4200000000000017,0.974,0
Proposed,bigbuckbunny,13,23,2,2,1200,694.6,4.0,4.0,1.667,90.34,0.0,83.17,0,0.0,1,750,0.0,83.73,83.73,-0.5600000000000023,1.667,0
Proposed,bigbuckbunny,13,24,0,0,300,531.7,4.0,4.0,0.969,66.58,23.76,38.65,0,0.0,1,750,2.54,83.73,72.81,-34.160000000000004,-1.5710000000000002,0
Proposed,bigbuckbunny,13,25,2,2,1200,492.5,4.0,4.0,3.532,90.34,23.76,51.39,0,0.0,1,750,0.708,83.73,80.69,-29.299999999999997,2.824,0
Proposed,bigbuckbunny,13,26,2,2,1200,719.3,4.0,4.0,2.784,90.34,0.0,78.37,0,0.0,1,750,0.24,83.73,82.7,-4.329999999999998,2.5439999999999996,0
Proposed,bigbuckbunny,13,27,2,2,1200,686.2,4.0,4.0,2.681,90.34,0.0,78.81,0,0.0,1,750,0.175,83.73,82.98,-4.170000000000002,2.5060000000000002,0
Proposed,bigbuckbunny,13,28,0,0,300,807.2,4.0,4.54,0.0,66.58,23.76,42.82,0,0.0,1,750,4.658,83.73,63.7,-20.880000000000003,-4.658,0
Proposed,bigbuckbunny,13,29,2,2,1200,793.6,4.54,4.29,0.0,90.34,23.76,66.58,0,0.0,1,750,0.0,83.73,83.73,-17.150000000000006,0.0,0
Proposed,bigbuckbunny,13,30,2,2,1200,749.4,4.29,4.0,2.736,90.34,0.0,78.58,0,0.0,1,750,0.0,83.73,83.73,-5.150000000000006,2.736,0
Proposed,bigbuckbunny,13,31,2,2,1200,990.9,4.0,4.0,0.673,90.34,0.0,87.45,0,0.0,1,750,0.0,83.73,83.73,3.719999999999999,0.673,0
Proposed,bigbuckbunny,13,32,2,2,1200,964.2,4.0,4.0,3.596,90.34,0.0,74.88,0,0.0,1,750,0.0,83.73,83.73,-8.850000000000009,3.596,0
Proposed,bigbuckbunny,13,33,2,2,1200,572.6,4.0,4.0,0.074,90.34,0.0,90.02,0,0.0,1,750,0.0,83.73,83.73,6.289999999999992,0.074,0
Proposed,bigbuckbunny,13,34,2,2,1200,725.9,4.0,4.0,0.012,90.34,0.0,90.29,0,0.0,1,750,0.0,83.73,83.73,6.560000000000002,0.012,0
Proposed,bigbuckbunny,13,35,2,2,1200,537.0,4.0,4.42,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,13,36,2,2,1200,810.3,4.42,4.0,1.952,90.34,0.0,81.95,0,0.0,1,750,0.0,83.73,83.73,-1.7800000000000011,1.952,0
Proposed,bigbuckbunny,13,37,2,2,1200,759.9,4.0,5.47,0.0,90.34,0.0,90.34,0,0.0,1,750,0.0,83.73,83.73,6.609999999999999,0.0,0
Proposed,bigbuckbunny,13,38,2,2,1200,363.9,5.47,4.0,3.397,90.34,0.0,75.73,0,0.0,1,750,0.0,83.73,83.73,-8.0,3.397,0
Proposed,bigbuckbunny,13,39,2,2,1200,361.5,4.0,4.0,5.663,90.34,0.0,65.99,0,0.0,1,750,0.0,83.73,83.73,-17.74000000000001,5.663,0
Proposed,bigbuckbunny,13,40,0,0,300,439.7,4.0,4.91,0.0,66.58,23.76,42.82,0,0.0,1,750,0.0,83.73,83.73,-40.910000000000004,0.0,0
Proposed,bigbuckbunny,13,41,2,2,1200,452.3,4.91,4.0,2.527,90.34,23.76,55.71,0,0.0,1,750,0.0,83.73,83.73,-28.020000000000003,2.527,0
Proposed,bigbuckbunny,13,42,0,0,300,817.5,4.0,6.34,0.0,66.58,23.76,42.82,0,0.0,1,750,0.0,83.73,83.73,-40.910000000000004,0.0,0
Proposed,bigbuckbunny,13,43,2,2,1200,693.1,6.34,4.0,0.937,90.34,23.76,62.55,0,0.0,1,750,0.232,83.73,82.73,-20.180000000000007,0.7050000000000001,0
Proposed,bigbuckbunny,13,44,2,2,1200,554.2,4.0,4.0,11.953,90.34,0.0,38.94,0,0.0,1,750,5.971,83.73,58.06,-19.120000000000005,5.981999999999999,0
Proposed,bigbuckbunny,13,45,2,2,1200,499.1,4.0,4.0,6.261,90.34,0.0,63.42,0,0.0,1,750,2.413,83.73,73.35,-9.929999999999993,3.8480000000000003,0
Proposed,bigbuckbunny,13,46,0,0,300,686.0,4.0,5.83,0.0,66.58,23.76,42.82,0,0.0,1,750,1.417,83.73,77.64,-34.82,-1.417,0
Proposed,bigbuckbunny,13,47,2,2,1200,794.6,5.83,4.0,2.084,90.34,23.76,57.62,0,0.0,1,750,0.949,83.73,79.65,-22.03000000000001,1.1350000000000002,0
Proposed,bigbuckbunny,14,0,2,2,1200,2769.2,1.4,4.0,0.539,90.34,0.0,88.02,0,0.0,3,1850,1.591,95.49,88.65,-0.6300000000000097,-1.052,0
Proposed,bigbuckbunny,14,1,2,2,1200,2823.5,4.0,6.38,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,2,2,2,1200,2823.5,6.38,8.48,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,3,2,2,1200,2823.5,8.48,10.84,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,4,2,2,1200,2851.5,10.84,11.08,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,5,2,2,1200,2823.5,11.08,12.72,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,6,2,2,1200,2823.5,12.72,15.13,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,7,2,2,1200,2823.5,15.13,16.88,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,8,2,2,1200,2851.5,16.88,17.01,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,9,2,2,1200,2823.5,17.01,19.26,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,10,2,2,1200,2823.5,19.26,21.58,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,11,2,2,1200,2823.5,21.58,23.78,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,12,2,2,1200,2851.5,23.78,25.74,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,13,2,2,1200,2823.5,25.74,28.25,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,14,2,2,1200,2796.1,28.25,30.0,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,15,2,2,1200,2796.1,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,97.11,-6.769999999999996,0.0,0
Proposed,bigbuckbunny,14,16,2,2,1200,2796.1,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,97.11,-6.769999999999996,0.0,0
Proposed,bigbuckbunny,14,17,2,2,1200,2823.5,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,4,2850,0.0,97.11,97.11,-6.769999999999996,0.0,0
Proposed,bigbuckbunny,14,18,2,2,1200,2823.5,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,93.87,-3.530000000000001,0.0,0
Proposed,bigbuckbunny,14,19,2,2,1200,2823.5,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,20,2,2,1200,2823.5,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,21,2,2,1200,2796.1,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,22,2,2,1200,2796.1,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,23,2,2,1200,2796.1,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,24,2,2,1200,2823.5,30.0,30.0,0.0,90.34,0.0,90.34,0,0.0,3,1850,0.0,95.49,95.49,-5.1499999999999915,0.0,0
Proposed,bigbuckbunny,14,25,2,2,1200,905.7,30.0,29.9,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,85.19,5.150000000000006,0.0,1
Proposed,bigbuckbunny,14,26,2,2,1200,914.3,29.9,28.57,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,14,27,2,2,1200,905.7,28.57,27.5,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,14,28,2,2,1200,905.7,27.5,19.16,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,14,29,2,2,1200,905.7,19.16,19.44,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,14,30,2,2,1200,905.7,19.44,17.62,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,14,31,2,2,1200,914.3,17.62,16.56,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,14,32,2,2,1200,905.7,16.56,12.47,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,14,33,2,2,1200,914.3,12.47,13.92,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
Proposed,bigbuckbunny,14,34,2,2,1200,905.7,13.92,14.71,0.0,90.34,0.0,90.34,0,0.0,2,1200,0.0,90.34,90.34,0.0,0.0,1
