Method,Video,Episode,Chunk,Action,Applied_Action,Bitrate_kbps,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s,VMAF,Smooth_Penalty,Step_QoE,Shield_Intervened,Shield_Rate
Proposed,bigbuckbunny,0,0,0,0,300,1126.0,1.17,4.0,0.346,66.58,0.0,65.09,0,0.0
Proposed,bigbuckbunny,0,1,2,2,1200,892.4,4.0,4.39,0.0,90.34,23.76,66.58,0,0.0
Proposed,bigbuckbunny,0,2,2,2,1200,941.8,4.39,4.0,1.694,90.34,0.0,83.05,0,0.0
Proposed,bigbuckbunny,0,3,2,2,1200,463.6,4.0,4.0,5.42,90.34,0.0,67.03,0,0.0
Proposed,bigbuckbunny,0,4,0,0,300,1052.0,4.0,5.84,0.0,66.58,23.76,42.82,0,0.0
Proposed,bigbuckbunny,0,5,2,2,1200,355.7,5.84,4.0,3.719,90.34,23.76,50.59,0,0.0
Proposed,bigbuckbunny,0,6,0,0,300,952.1,4.0,6.45,0.0,66.58,23.76,42.82,0,0.0
Proposed,bigbuckbunny,0,7,2,2,1200,1023.8,6.45,4.0,0.317,90.34,23.76,65.22,0,0.0
Proposed,bigbuckbunny,0,8,2,2,1200,960.6,4.0,4.0,5.121,90.34,0.0,68.32,0,0.0
Proposed,bigbuckbunny,0,9,2,2,1200,955.9,4.0,4.0,0.317,90.34,0.0,88.98,0,0.0
Proposed,bigbuckbunny,0,10,2,2,1200,880.2,4.0,4.0,2.569,90.34,0.0,79.29,0,0.0
Proposed,bigbuckbunny,0,11,2,2,1200,1063.0,4.0,4.31,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,0,12,2,2,1200,934.7,4.31,4.0,2.524,90.34,0.0,79.49,0,0.0
Proposed,bigbuckbunny,0,13,2,2,1200,994.6,4.0,4.09,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,0,14,2,2,1200,1000.9,4.09,5.92,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,0,15,2,2,1200,858.9,5.92,7.04,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,0,16,2,2,1200,1103.0,7.04,6.18,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,0,17,2,2,1200,966.8,6.18,7.65,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,0,18,2,2,1200,810.4,7.65,7.27,0.0,90.34,0.0,90.34,0,0.0
