Method,Video,Episode,Chunk,Action,Applied_Action,Bitrate_kbps,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s,VMAF,Smooth_Penalty,Step_QoE,Shield_Intervened,Shield_Rate,Shield_Reason
Proposed_V13_Base,bigbuckbunny,2,2,1,1,750,941.8,4.13,5.28,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,3,2,2,1200,463.6,5.28,4.0,0.801,90.34,6.61,80.29,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,4,1,1,750,1052.0,4.0,4.0,0.826,83.73,6.61,73.57,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,5,1,1,750,355.7,4.0,4.0,3.507,83.73,0.0,68.65,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,6,1,1,750,952.1,4.0,6.34,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,7,1,1,750,1023.8,6.34,8.23,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,8,2,2,1200,960.6,8.23,7.86,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,9,2,2,1200,955.9,7.86,9.5,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,10,2,2,1200,880.2,9.5,9.9,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,11,2,2,1200,1063.0,9.9,10.53,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,12,2,2,1200,934.7,10.53,6.71,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,13,2,2,1200,994.6,6.71,7.52,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,14,2,2,1200,1000.9,7.52,7.77,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,15,2,2,1200,858.9,7.77,8.21,0.0,90.34,0.0,90.34,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,16,1,1,750,1103.0,8.21,6.59,0.0,83.73,6.61,77.12,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,17,2,2,1200,966.8,6.59,6.48,0.0,90.34,6.61,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,18,1,1,750,810.4,6.48,5.0,0.0,83.73,6.61,77.12,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,19,1,1,750,971.9,5.0,4.58,0.0,83.73,0.0,83.73,0,0.0,
Proposed_V13_Base,bigbuckbunny,2,20,1,1,750,704.0,4.58,4.0,5.782,83.73,0.0,58.87,0,0.0,
