Method,Video,Episode,Chunk,Action,Applied_Action,Bitrate_kbps,Throughput_kbps,Buffer_Before,Buffer_After,Rebuffer_s,VMAF,Smooth_Penalty,Step_QoE,Shield_Intervened,Shield_Rate
Proposed,bigbuckbunny,0,0,0,0,300,1126.0,1.17,4.0,0.019,66.58,0.0,66.5,0,0.0
Proposed,bigbuckbunny,0,1,2,2,1200,892.4,4.0,4.0,1.129,90.34,23.76,61.73,0,0.0
Proposed,bigbuckbunny,0,2,2,2,1200,941.8,4.0,4.0,1.681,90.34,0.0,83.11,0,0.0
Proposed,bigbuckbunny,0,3,2,2,1200,463.6,4.0,4.0,6.014,90.34,0.0,64.48,0,0.0
Proposed,bigbuckbunny,0,4,0,0,300,1052.0,4.0,5.45,0.0,66.58,23.76,42.82,0,0.0
Proposed,bigbuckbunny,0,5,2,2,1200,355.7,5.45,4.0,13.283,90.34,23.76,9.46,0,0.0
Proposed,bigbuckbunny,0,6,2,2,1200,952.1,4.0,4.0,0.725,90.34,0.0,87.22,0,0.0
Proposed,bigbuckbunny,0,7,2,2,1200,1023.8,4.0,4.0,2.211,90.34,0.0,80.83,0,0.0
Proposed,bigbuckbunny,0,8,2,2,1200,960.6,4.0,4.0,7.471,90.34,0.0,58.21,0,0.0
Proposed,bigbuckbunny,0,9,2,2,1200,955.9,4.0,4.0,1.177,90.34,0.0,85.28,0,0.0
Proposed,bigbuckbunny,0,10,2,2,1200,880.2,4.0,4.0,1.381,90.34,0.0,84.4,0,0.0
Proposed,bigbuckbunny,0,11,2,2,1200,1063.0,4.0,4.0,0.792,90.34,0.0,86.93,0,0.0
Proposed,bigbuckbunny,0,12,2,2,1200,934.7,4.0,4.0,2.205,90.34,0.0,80.86,0,0.0
Proposed,bigbuckbunny,0,13,2,2,1200,994.6,4.0,4.0,0.244,90.34,0.0,89.29,0,0.0
Proposed,bigbuckbunny,0,14,2,2,1200,1000.9,4.0,6.05,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,0,15,2,2,1200,858.9,6.05,7.81,0.0,90.34,0.0,90.34,0,0.0
Proposed,bigbuckbunny,0,16,2,2,1200,1103.0,7.81,7.26,0.0,90.34,0.0,90.34,0,0.0
