step,episode_count,avg_reward,avg_vmaf,avg_rebuffer_rate,episode_length
384,48,-21862.66,28.05,299.83,48
384,48,-4693.09,86.75,113.99,48
384,48,-4105.33,91.21,109.13,48
384,48,-10592.67,85.99,190.17,48
384,48,480.77,88.54,47.79,48
384,48,-5274.67,87.42,121.75,48
384,48,2352.57,91.99,25.87,48
384,48,-2580.76,31.41,51.07,48
768,96,-14035.93,25.46,196.56,48
768,96,-6420.84,87.83,136.90,48
768,96,1383.40,86.15,34.80,48
768,96,-12363.08,89.11,215.10,48
768,96,-582.52,88.18,61.35,48
768,96,-36283.78,93.02,529.01,48
768,96,-33729.01,30.00,455.11,48
768,96,284.58,27.58,11.92,48
1152,144,648.47,31.21,9.43,48
1152,144,-5433.77,90.66,126.01,48
1152,144,-21795.69,89.84,338.40,48
1152,144,-1808.16,28.39,39.37,48
1152,144,-17715.79,28.37,246.12,48
1152,144,-15160.00,87.78,250.77,48
1152,144,-48049992310345.33,29.10,625000000315.18,48
1152,144,-19229.83,86.09,302.35,48
1536,192,-30880.86,33.56,421.01,48
1536,192,1102.38,28.70,2.18,48
1536,192,1273.34,91.64,39.52,48
1536,192,-10473.08,32.76,154.67,48
1536,192,512.67,86.53,46.24,48
1536,192,1932.93,91.52,31.24,48
1536,192,-7931.12,89.18,157.54,48
1536,192,-15542.51,91.75,258.27,48
1920,240,-17691.62,26.64,244.61,48
1920,240,1894.30,90.88,31.15,48
1920,240,-2494.54,30.68,49.61,48
1920,240,-15589.95,90.20,257.75,48
1920,240,3728.13,86.78,4.76,48
1920,240,-12011.52,88.78,210.31,48
1920,240,-10317.11,91.48,189.97,48
1920,240,-4768.22,31.52,79.79,48
2304,288,-4894.95,30.83,81.00,48
2304,288,-18094.72,88.79,289.38,48
2304,288,-1158.23,89.18,69.46,48
2304,288,-36919.94,90.99,535.72,48
2304,288,-7235.72,29.96,111.23,48
2304,288,1495.89,86.73,33.59,48
2304,288,-29125.04,30.59,396.01,48
2304,288,-5575.32,87.05,125.46,48
2688,336,-4031.66,88.86,106.71,48
2688,336,-4083.20,29.30,69.63,48
2688,336,-2877.92,90.37,92.69,48
2688,336,785.82,25.89,4.50,48
2688,336,-32407.60,35.73,441.74,48
2688,336,-3363.91,87.01,96.59,48
2688,336,2640.12,89.85,20.80,48
2688,336,-48049992301530.31,84.23,625000000235.59,48
3072,384,-6939.77,89.22,144.73,48
3072,384,-5292.98,24.51,82.29,48
3072,384,-4947.98,90.76,120.00,48
3072,384,-786.15,88.80,64.35,48
3072,384,839.46,88.49,43.19,48
3072,384,696.01,89.45,45.76,48
3072,384,-2890.68,25.33,51.64,48
3072,384,-7138.99,89.50,147.36,48
3456,432,-1029.08,92.64,70.22,48
3456,432,-27937.82,90.88,418.94,48
3456,432,-343.22,29.45,21.12,48
3456,432,-1243.42,87.62,69.78,48
3456,432,-7105.89,90.24,147.57,48
3456,432,-21679.56,29.12,298.29,48
3456,432,-9433.08,84.76,174.33,48
3456,432,-10620.27,27.23,153.43,48
3840,480,-21724.72,89.62,337.20,48
3840,480,-5315.82,84.19,120.27,48
3840,480,-6563.35,32.31,103.72,48
3840,480,-73718.43,31.48,976.24,48
3840,480,-13787.95,31.81,196.99,48
3840,480,-81106.74,34.89,1074.71,48
3840,480,-2175.62,33.88,47.50,48
3840,480,-1926.72,87.70,78.76,48
4224,528,-12323.70,34.41,179.74,48
4224,528,-13502.70,33.03,194.21,48
4224,528,1034.98,92.35,42.96,48
4224,528,4200.95,89.39,0.34,48
4224,528,3246.26,87.76,11.60,48
4224,528,-22983.28,88.93,353.09,48
4224,528,-2710.49,89.04,89.43,48
4224,528,3675.51,91.99,8.98,48
4608,576,719.06,91.57,46.69,48
4608,576,1222.16,88.28,38.02,48
4608,576,-65185.68,88.22,901.42,48
4608,576,-1585.32,33.40,39.81,48
4608,576,1017.24,25.94,1.83,48
4608,576,-44575.10,87.46,632.83,48
4608,576,-46608.55,90.17,661.16,48
4608,576,-11456.67,87.57,202.31,48
4992,624,3075.39,87.15,13.40,48
4992,624,2861.11,93.34,20.29,48
4992,624,-16604.58,92.86,272.77,48
4992,624,-2515.16,88.75,86.91,48
4992,624,-2128.49,89.74,82.61,48
4992,624,2296.58,89.37,24.91,48
4992,624,-14212.77,91.21,240.54,48
4992,624,-529.49,91.07,62.62,48
5376,672,-3851.37,90.59,105.43,48
5376,672,-3421.05,28.49,60.36,48
5376,672,-4397.67,88.71,111.21,48
5376,672,27.45,90.72,55.12,48
5376,672,-17207.00,36.89,244.93,48
5376,672,-11563.20,28.83,166.27,48
5376,672,-7207.36,88.82,147.88,48
5376,672,-10585.58,91.59,193.75,48
5760,720,-2049.48,91.19,82.49,48
5760,720,-2215.61,88.14,82.60,48
5760,720,-12322.05,26.76,175.16,48
5760,720,-10524.12,90.45,192.19,48
5760,720,-192199969161894.22,87.69,2500000000215.69,48
5760,720,-3670.10,88.47,101.64,48
5760,720,-6131.51,88.82,133.90,48
5760,720,-2134.89,90.33,82.83,48
6144,768,1457.37,32.51,0.00,48
6144,768,-46669.48,89.06,661.20,48
6144,768,-1124.80,28.36,30.61,48
6144,768,-23400.26,87.77,357.72,48
6144,768,-6806.87,27.50,103.42,48
6144,768,-6701.85,32.21,105.14,48
6144,768,2922.54,93.08,19.15,48
6144,768,-1839.57,89.95,78.84,48
6528,816,-22284.28,90.77,345.32,48
6528,816,1823.98,88.87,30.56,48
6528,816,-330.81,37.04,25.52,48
6528,816,-12330.09,91.26,216.11,48
6528,816,-148.48,89.98,57.01,48
6528,816,-302.88,88.67,58.16,48
6528,816,-9125.36,91.86,174.81,48
6528,816,612.92,34.68,12.05,48
6912,864,-10311.71,32.05,152.08,48
6912,864,3022.85,90.62,16.28,48
6912,864,-1088.70,91.12,69.96,48
6912,864,-3603.83,89.45,101.49,48
6912,864,-8201.42,34.37,126.17,48
6912,864,-16058.77,86.83,261.95,48
6912,864,-6044.31,90.81,134.22,48
6912,864,-13974.01,87.84,235.36,48
7296,912,-5292.44,25.84,82.95,48
7296,912,-7560.25,35.79,118.69,48
7296,912,1902.59,90.01,30.63,48
7296,912,-13574.77,89.38,231.00,48
7296,912,-3867.62,90.04,105.27,48
7296,912,-16301.64,28.98,228.00,48
7296,912,-79.47,31.37,18.74,48
7296,912,1177.17,91.48,40.80,48
7680,960,2835.01,86.97,16.45,48
7680,960,3048.14,91.44,16.73,48
7680,960,-4145.28,88.74,108.32,48
7680,960,-10873.80,27.55,156.64,48
7680,960,-11494.20,89.55,203.91,48
7680,960,-60329.77,91.81,840.81,48
7680,960,-57.96,88.38,54.71,48
7680,960,-11660.23,29.74,168.07,48
8064,1008,-17796.86,89.11,285.67,48
8064,1008,-28112.38,88.92,419.87,48
8064,1008,3084.44,85.05,11.81,48
8064,1008,-16593.03,90.17,270.93,48
8064,1008,-26453.24,91.08,399.56,48
8064,1008,1320.85,88.50,36.89,48
8064,1008,-11567.69,32.18,168.80,48
8064,1008,-46277.61,89.06,656.16,48
8448,1056,1105.23,29.24,2.59,48
8448,1056,-5883.25,30.11,93.40,48
8448,1056,1318.51,89.32,37.37,48
8448,1056,-2550.84,35.58,53.71,48
8448,1056,-28487.22,91.95,426.72,48
8448,1056,-296308285798020.12,89.74,3854166667059.29,48
8448,1056,-8069.53,25.35,118.76,48
8448,1056,-19809.96,89.64,312.22,48
8832,1104,-4031.12,29.20,68.37,48
8832,1104,-2432.04,90.06,86.49,48
8832,1104,4059.01,88.44,1.80,48
8832,1104,-7256.57,90.04,149.26,48
8832,1104,-13761.71,33.98,198.49,48
8832,1104,-3867.45,86.49,102.88,48
8832,1104,2061.59,86.73,26.07,48
8832,1104,-2407.59,30.27,47.98,48
9216,1152,-30838.92,88.45,454.93,48
9216,1152,-4242.55,28.73,71.06,48
9216,1152,837.89,28.18,5.13,48
9216,1152,4380.15,92.16,0.00,48
9216,1152,-8977.45,90.72,172.12,48
9216,1152,-2616.11,32.52,52.35,48
9216,1152,-12324.68,89.38,214.91,48
9216,1152,-15506.74,88.93,255.88,48
9600,1200,-615.86,85.56,60.12,48
9600,1200,2362.49,90.32,24.64,48
9600,1200,-1645.34,90.91,76.93,48
9600,1200,-5814.67,34.21,95.13,48
9600,1200,-43012.51,26.46,573.80,48
9600,1200,-931.00,87.43,65.21,48
9600,1200,-6059.04,89.59,133.37,48
9600,1200,-505.80,88.13,60.37,48
9984,1248,-100021.04,35.49,1321.09,48
9984,1248,-8304.77,30.31,124.93,48
9984,1248,3054.76,88.72,14.40,48
9984,1248,-23634.62,89.39,361.77,48
9984,1248,-26380.62,32.88,362.00,48
9984,1248,3263.23,89.92,12.73,48
9984,1248,-15910.04,89.56,261.51,48
9984,1248,3272.60,88.53,11.95,48
10368,1296,-6119.13,87.94,133.27,48
10368,1296,-11688.92,86.93,204.87,48
10368,1296,-24608.55,35.44,340.28,48
10368,1296,-2015.89,30.13,43.30,48
10368,1296,1039.09,89.00,41.01,48
10368,1296,1910.20,88.24,28.99,48
10368,1296,-311.64,87.04,57.13,48
10368,1296,-1841.38,89.47,78.74,48
10752,1344,-4385.42,88.63,111.10,48
10752,1344,-1811.73,91.76,79.74,48
10752,1344,-20393.95,86.47,317.73,48
10752,1344,-14372.22,29.29,203.29,48
10752,1344,-120124980742918.52,90.91,1562500000374.41,48
10752,1344,-7309.42,89.61,149.90,48
10752,1344,1613.01,89.94,33.99,48
10752,1344,-2100.57,87.55,80.65,48
11136,1392,-549.78,29.49,23.65,48
11136,1392,-19516.67,88.92,308.00,48
11136,1392,-11773.70,31.77,170.74,48
11136,1392,-479.67,89.30,60.98,48
11136,1392,891.21,28.91,4.94,48
11136,1392,-1153.20,33.89,34.29,48
11136,1392,-960999845767788.62,27.93,12500000000283.94,48
11136,1392,-14896.59,91.11,249.41,48
11520,1440,-3309.13,86.85,95.93,48
11520,1440,1238.73,87.93,37.70,48
11520,1440,-3738.26,28.39,64.23,48
11520,1440,-2545.88,29.18,49.48,48
11520,1440,-7225.80,91.66,150.02,48
11520,1440,-12643.79,33.01,183.12,48
11520,1440,-19956.09,89.13,313.76,48
11520,1440,855.99,87.06,42.14,48
11904,1488,-79649.01,29.33,1052.22,48
11904,1488,-5035.59,26.27,79.72,48
11904,1488,-3394.31,28.02,60.00,48
11904,1488,-5092.75,30.83,83.56,48
11904,1488,228.68,31.01,14.73,48
11904,1488,-3586.44,88.93,101.15,48
11904,1488,-8364.97,86.06,161.25,48
11904,1488,954.37,91.39,43.54,48
12288,1536,-960999845767844.88,87.55,12500000000322.44,48
12288,1536,1799.07,91.29,32.81,48
12288,1536,-4223.65,27.80,71.10,48
12288,1536,-18504.57,31.89,258.60,48
12288,1536,1890.64,86.71,28.34,48
12288,1536,-13462.17,28.69,191.13,48
12288,1536,-1695.39,88.86,76.37,48
12288,1536,-10595.58,35.10,157.67,48
12672,1584,1861.03,90.31,31.12,48
12672,1584,-5238.34,89.67,123.06,48
12672,1584,-13846.81,87.93,233.74,48
12672,1584,-1834.96,90.85,79.35,48
12672,1584,1054.06,31.33,4.08,48
12672,1584,-4415.27,32.27,75.58,48
12672,1584,1066.80,90.28,41.22,48
12672,1584,3537.31,89.36,8.56,48
13056,1632,-5441.28,85.48,122.70,48
13056,1632,2456.04,89.55,23.02,48
13056,1632,3831.32,87.81,4.00,48
13056,1632,-9357.14,34.94,141.89,48
13056,1632,1887.42,87.82,29.26,48
13056,1632,-10645.76,90.88,193.96,48
13056,1632,1127.50,86.33,38.05,48
13056,1632,-16094.69,27.67,224.57,48
13440,1680,2781.53,89.60,18.88,48
13440,1680,-3828.84,89.27,104.25,48
13440,1680,4092.09,88.54,1.24,48
13440,1680,-20381.96,28.87,281.25,48
13440,1680,-17121.58,90.31,277.84,48
13440,1680,-1461.37,89.83,73.86,48
13440,1680,-1402.00,28.06,34.46,48
13440,1680,-23207.20,90.53,356.98,48
13824,1728,2492.97,88.61,21.75,48
