step,episode_count,avg_reward,avg_vmaf,avg_rebuffer_rate,episode_length
384,48,-39868.59,27.57,44.81,48
384,48,-3619.58,89.41,8.25,48
384,48,-425567.58,86.25,479.99,48
384,48,-34844.29,89.49,43.08,48
384,48,-28211.49,88.83,35.79,48
384,48,-119449.84,91.33,137.98,48
384,48,-755644.69,88.14,849.49,48
384,48,-230769.11,33.87,258.52,48
768,96,-95092.18,85.40,110.26,48
768,96,-104645.76,88.65,121.13,48
768,96,-116274.17,90.51,134.40,48
768,96,-262044.37,30.87,293.75,48
768,96,-13940.04,35.31,16.31,48
768,96,-770089.30,92.28,866.02,48
768,96,-109957.43,28.73,123.51,48
768,96,-95672.02,89.83,111.29,48
1152,144,-14710.03,31.93,16.82,48
1152,144,-25008.71,34.63,28.73,48
1152,144,-114940.62,29.84,128.89,48
1152,144,-25468.22,88.78,32.55,48
1152,144,-88740.19,89.62,103.49,48
1152,144,-46447.09,90.95,56.29,48
1152,144,-47024.83,92.97,57.18,48
1152,144,-228147.21,89.01,259.48,48
1536,192,-1449.89,28.72,2.22,48
1536,192,-41535.98,85.37,50.36,48
1536,192,-139425.50,91.44,160.38,48
1536,192,-161272.96,86.99,184.37,48
1536,192,-4260.45,29.10,5.20,48
1536,192,-252417.26,87.96,286.45,48
1536,192,-308122.83,93.27,349.25,48
1536,192,-85238.75,87.61,99.35,48
1920,240,-210043.84,85.44,238.91,48
1920,240,-45475.99,31.71,51.18,48
1920,240,-46122.00,88.03,55.67,48
1920,240,-428419.91,26.29,479.59,48
1920,240,-61157.32,87.95,72.42,48
1920,240,-197992.14,89.43,225.67,48
1920,240,-175093.51,87.91,200.01,48
1920,240,-314381.16,32.63,352.43,48
2304,288,-33477.81,86.70,41.48,48
2304,288,-444173.33,89.56,501.10,48
2304,288,-1034631.63,89.76,1161.59,48
2304,288,-7142.83,89.68,12.22,48
2304,288,-172258.30,32.82,193.44,48
2304,288,-79299.07,86.82,92.69,48
2304,288,-90935.62,88.20,105.75,48
2304,288,-572478.31,90.26,644.80,48
2688,336,-190027.59,27.98,212.91,48
2688,336,1368.34,86.16,2.39,48
2688,336,-27057.16,32.61,30.74,48
2688,336,-16458.75,91.89,22.86,48
2688,336,-106782.45,89.45,123.73,48
2688,336,-86473.15,91.96,101.17,48
2688,336,-18092.13,91.21,24.57,48
2688,336,-119105.66,90.88,137.60,48
3072,384,-953.08,91.37,5.50,48
3072,384,-68140.12,87.32,80.14,48
3072,384,-156468.06,90.20,179.31,48
3072,384,-115090.19,91.09,133.20,48
3072,384,-659638.31,89.26,742.25,48
3072,384,-263336.58,86.84,298.49,48
