epsilon,n_chunks,knee_idx_pooled,knee_idx_perchunk,bitrate_saved_pct_pooled,bitrate_saved_pct_perchunk,vmaf_cost_perchunk_shield,vmaf_cost_pooled_shield,budget_violation_pct_pooled,decision_disagree_pct
0.5,113,4.575221238938053,4.336283185840708,22.300884955752213,28.13421828908555,0.018160176991150405,0.04551238938053158,8.849557522123893,27.43362831858407
1.0,113,4.150442477876106,3.938053097345133,44.60176991150443,45.766961651917406,0.31970707964601736,0.3278353982300888,11.504424778761061,33.6283185840708
2.0,113,3.601769911504425,3.3893805309734515,58.1858407079646,59.66814159292036,0.9825840707964596,1.2087814159292032,18.58407079646018,52.21238938053097
4.0,113,2.9292035398230087,2.8849557522123894,68.67256637168141,68.70206489675515,1.892194690265486,1.888669911504424,7.079646017699115,17.699115044247787
