episode,video,trace_idx,total_reward,avg_vmaf,total_rebuffer,rebuffer_rate,total_smooth,switches,chunks
0,tearsofsteel_short,23,3617.337972771233,86.75895833333341,67.49662739150291,35.154493433074435,31.159999999999997,3,48
1,tearsofsteel_short,26,4407.9489503150335,92.43312500000003,0.40096070606577316,0.2088337010759235,49.72999999999999,6,48
2,tearsofsteel_short,11,4152.071529350538,90.11187500000004,18.259999999999998,9.510416666666666,55.91999999999999,7,48
3,tearsofsteel_short,8,3844.111737029954,87.14583333333341,38.225363577044746,19.909043529710804,68.29999999999998,9,48
4,tearsofsteel_short,5,4284.713331034955,90.49875000000003,1.9022970713887686,0.9907797246816502,86.86999999999998,12,48
5,tearsofsteel_short,3,3790.9610880000023,86.75895833333341,44.98333333333334,23.42881944444445,31.159999999999997,3,48
6,tearsofsteel_short,8,3844.111737029954,87.14583333333341,38.225363577044746,19.909043529710804,68.29999999999998,9,48
7,tearsofsteel_short,19,4068.2353536072046,88.6933333333334,9.712543499582864,5.058616406032742,216.85999999999993,33,48
8,tearsofsteel_short,11,4152.071529350538,90.11187500000004,18.259999999999998,9.510416666666666,55.91999999999999,7,48
9,tearsofsteel_short,16,4385.723236142625,92.17520833333337,0.8882243986928859,0.46261687431921145,62.109999999999985,8,48
10,tearsofsteel_short,18,4436.132446236561,92.6910416666667,0.0,0.0,24.97,2,48
11,tearsofsteel_short,4,4117.584367952532,86.75895833333341,3.7531267061021216,1.9547534927615215,31.159999999999997,3,48
12,tearsofsteel_short,23,3617.337972771233,86.75895833333341,67.49662739150291,35.154493433074435,31.159999999999997,3,48
13,tearsofsteel_short,6,3930.386935031751,87.27479166666673,27.547433421927025,14.347621573920325,74.48999999999998,10,48
14,tearsofsteel_short,10,3875.2849666825323,87.14583333333341,34.16231878302963,17.792874366161268,68.29999999999998,9,48
15,tearsofsteel_short,14,3638.278747588126,86.75895833333341,64.7575599397864,33.72789580197208,31.159999999999997,3,48
16,tearsofsteel_short,0,4286.142379066004,90.36979166666669,1.717007618285816,0.8942748011905292,74.48999999999998,10,48
17,tearsofsteel_short,0,4286.142379066004,90.36979166666669,1.717007618285816,0.8942748011905292,74.48999999999998,10,48
18,tearsofsteel_short,21,4112.47881436508,88.56437500000004,3.6498015873015897,1.900938326719578,204.47999999999993,31,48
19,tearsofsteel_short,24,3806.252320897356,88.69333333333338,43.68492467193161,22.752564933297712,216.85999999999993,33,48
