episode,chunk,video,action,bitrate,buffer,throughput,rebuffer,vmaf,reward,risk_factor,grad_factor
0,0,bigbuckbunny,1,750,4.0,527.22940984,4.690122637336221,83.73,38.815802755157286,1.0,1.0
0,1,bigbuckbunny,2,1200,4.0,319.96303501899996,11.00173293366519,90.34,2.0893344698923415,1.0,1.0
0,2,bigbuckbunny,1,750,4.0,387.006993007,3.7517979111703994,83.73,51.311954070327424,1.0,1.0
0,3,bigbuckbunny,1,750,4.0,654.1505016719999,0.586100587452032,83.73,78.99636904396141,1.0,1.0
0,4,bigbuckbunny,1,750,4.283529031561471,807.2173913040001,0.0,83.73,83.51567058063124,1.0,1.0
0,5,bigbuckbunny,1,750,4.0,402.789660416,3.1645271000224646,83.73,59.13959705947501,1.0,1.0
0,6,bigbuckbunny,1,750,4.0,467.30616996500004,2.4197740000408974,83.73,64.87503005280504,1.0,1.0
0,7,bigbuckbunny,1,750,4.0,449.33333333300004,2.676557863506436,83.73,62.897506706193326,1.0,1.0
0,8,bigbuckbunny,1,750,4.0,426.70017533600003,3.0306978375101092,83.73,60.17023226959415,1.0,1.0
0,9,bigbuckbunny,1,750,4.0,606.445430346,0.9468589420953943,83.73,76.21812566385032,1.0,1.0
0,10,bigbuckbunny,1,750,4.3370082004383494,819.0026525200001,0.0,83.73,83.51674016400877,1.0,1.0
0,11,bigbuckbunny,1,750,4.0,356.126186202,4.086972164483077,83.73,52.03573692465609,1.0,1.0
0,12,bigbuckbunny,1,750,4.0,535.4585725999999,1.6026743309627989,83.73,71.16761265633578,1.0,1.0
0,13,bigbuckbunny,1,750,4.0,504.66006600699995,1.9445955843837028,83.73,68.53443605319099,1.0,1.0
0,14,bigbuckbunny,1,750,4.232104084680382,796.2003376480001,0.0,83.73,83.51464208169361,1.0,1.0
0,15,bigbuckbunny,1,750,4.599369033028046,825.8240574509999,0.0,83.73,83.52198738066056,1.0,1.0
0,16,bigbuckbunny,1,750,4.3428110531329045,704.794816415,0.0,83.73,83.51685622106267,1.0,1.0
0,17,bigbuckbunny,1,750,4.0,579.953241233,0.8300197661619402,83.73,77.11791817841497,1.0,1.0
0,18,bigbuckbunny,1,750,4.0,539.6716016150001,1.5589361956832963,83.73,71.50444528469946,1.0,1.0
0,19,bigbuckbunny,1,750,4.0,486.37653587,2.168060707603394,83.73,66.81350432346136,1.0,1.0
0,20,bigbuckbunny,1,750,4.0,735.174866627,0.08066180739294371,83.73,82.88881374185006,1.0,1.0
0,21,bigbuckbunny,1,750,4.0,666.069576218,0.5040339734990704,83.73,79.62837388600684,1.0,1.0
0,22,bigbuckbunny,1,750,4.185665300199043,786.506753106,0.0,83.73,83.51371330600398,1.0,1.0
0,23,bigbuckbunny,1,750,4.0,694.616970658,0.13326171530152298,83.73,82.48373553905714,1.0,1.0
0,24,bigbuckbunny,1,750,4.0,531.659947415,1.6427045418530977,83.73,70.85933519864427,1.0,1.0
0,25,bigbuckbunny,1,750,4.0,492.534958767,2.090938209767134,83.73,67.40743393399813,1.0,1.0
0,26,bigbuckbunny,1,750,4.0,719.274853801,0.17086734528050496,83.73,82.1941300699134,1.0,1.0
0,27,bigbuckbunny,1,750,4.0,686.2371579449999,0.37166650809725166,83.73,80.6477516211621,1.0,1.0
0,28,bigbuckbunny,1,750,4.283367199848759,807.1822429910001,0.0,83.73,83.51566734399698,1.0,1.0
0,29,bigbuckbunny,1,750,4.503258727172412,793.628019324,0.0,83.73,83.52006517454345,1.0,1.0
0,30,bigbuckbunny,1,750,4.50015635380639,749.418755803,0.0,83.73,83.52000312707614,1.0,1.0
0,31,bigbuckbunny,1,750,5.472476539620308,990.857747224,0.0,83.73,83.53944953079241,1.0,1.0
0,32,bigbuckbunny,2,1200,4.494201602023205,964.189415042,0.0,90.34,86.82488403204046,1.0,1.0
0,33,bigbuckbunny,1,750,4.0,572.6208,0.7448676039853783,83.73,74.46868519759613,1.0,1.0
0,34,bigbuckbunny,1,750,4.0,725.924353019,0.13266201570934122,83.73,82.48835389758048,1.0,1.0
0,35,bigbuckbunny,1,750,4.0,536.965223563,1.5869539932096215,83.73,71.28867686381352,1.0,1.0
0,36,bigbuckbunny,1,750,4.297591175501585,810.283289125,0.0,83.73,83.51595182351004,1.0,1.0
0,37,bigbuckbunny,1,750,4.349936780209335,759.944944415,0.0,83.73,83.51699873560419,1.0,1.0
0,38,bigbuckbunny,1,750,4.0,363.85622119799996,3.895078215336083,83.73,53.513535254310995,1.0,1.0
0,39,bigbuckbunny,1,750,4.0,361.492461027,4.298928258357037,83.73,50.40343761100146,1.0,1.0
