episode,video,trace_idx,total_reward,avg_vmaf,total_rebuffer,rebuffer_rate,total_smooth,switches,chunks
0,sintel,23,3687.1006058434477,88.56166666666665,85.42486387534086,44.49211660174004,121.24999999999989,15,48
1,sintel,26,4532.40404962687,94.86666666666667,0.40096070606577316,0.2088337010759235,35.889999999999986,4,48
2,sintel,11,4210.954638950541,92.44166666666666,31.94000000000001,16.63541666666667,74.68999999999994,9,48
3,sintel,8,3755.7061959721746,91.95666666666664,102.49051805682241,53.380478154595004,113.4899999999999,14,48
4,sintel,5,4399.129069948824,93.57333333333331,1.9022970713887686,0.9907797246816502,160.04999999999984,20,48
5,sintel,3,3920.2985379999996,87.59166666666663,44.98333333333334,23.42881944444445,28.129999999999995,3,48
6,sintel,8,3755.7061959721746,91.95666666666664,102.49051805682241,53.380478154595004,113.4899999999999,14,48
7,sintel,19,4128.9144301756005,93.25000000000001,47.205734874888236,24.586320247337625,129.00999999999988,16,48
8,sintel,11,4210.954638950541,92.44166666666666,31.94000000000001,16.63541666666667,74.68999999999994,9,48
9,sintel,16,4529.2579140473445,94.86666666666667,0.8882243986928859,0.46261687431921145,35.889999999999986,4,48
10,sintel,18,4550.622446236559,95.02833333333332,0.0,0.0,20.370000000000005,2,48
11,sintel,4,4135.529329711056,94.22000000000001,56.78417656795535,29.575091962476748,97.96999999999991,12,48
12,sintel,23,3687.1006058434477,88.56166666666665,85.42486387534086,44.49211660174004,121.24999999999989,15,48
13,sintel,6,3807.593516436502,92.765,90.78641340480732,47.28459031500381,222.12999999999977,28,48
14,sintel,10,3738.848278306592,91.14833333333333,85.90956141105389,44.7445632349239,260.9299999999997,33,48
15,sintel,14,3806.2352621505297,87.59166666666663,64.7575599397864,33.72789580197208,28.129999999999995,3,48
16,sintel,0,4400.057825835929,93.57333333333331,1.717007618285816,0.8942748011905292,160.04999999999984,20,48
17,sintel,0,4400.057825835929,93.57333333333331,1.717007618285816,0.8942748011905292,160.04999999999984,20,48
18,sintel,21,4131.281240027777,94.22000000000001,57.535615079365066,29.966466187169306,97.96999999999991,12,48
19,sintel,24,3846.8971569055298,93.08833333333335,89.493717258857,46.61131107232136,191.0899999999998,24,48
