episode,video,trace_idx,total_reward,avg_vmaf,total_rebuffer,rebuffer_rate,total_smooth,switches,chunks
0,bigbuckbunny,23,3465.8572817800386,84.00541666666668,69.36348049310182,36.12681275682386,43.59,5,48
1,bigbuckbunny,26,4300.584056735761,90.0645833333334,0.40096070606577316,0.2088337010759235,36.980000000000004,4,48
2,bigbuckbunny,11,3977.839390150539,87.72354166666668,25.100000000000005,13.07291666666667,70.03,9,48
3,bigbuckbunny,8,3617.132682235231,84.96937500000003,49.76535096948719,25.91945362994124,136.13,19,48
4,bigbuckbunny,5,4169.605052511704,88.82520833333336,1.9022970713887686,0.9907797246816502,155.96000000000004,22,48
5,bigbuckbunny,3,3653.482952000001,83.86770833333334,44.98333333333334,23.42881944444445,30.370000000000005,3,48
6,bigbuckbunny,8,3617.132682235231,84.96937500000003,49.76535096948719,25.91945362994124,136.13,19,48
7,bigbuckbunny,19,3905.809439594067,86.62187500000005,15.874421512609278,8.267927871150665,241.8900000000002,35,48
8,bigbuckbunny,11,3977.839390150539,87.72354166666668,25.100000000000005,13.07291666666667,70.03,9,48
9,bigbuckbunny,16,4296.496118400578,90.0645833333334,0.8882243986928859,0.46261687431921145,36.980000000000004,4,48
10,bigbuckbunny,18,4317.277446236562,90.20229166666672,0.0,0.0,23.760000000000005,2,48
11,bigbuckbunny,4,3891.94523079526,86.62187500000003,14.561539530104515,7.584135171929435,288.1600000000003,42,48
12,bigbuckbunny,23,3465.8572817800386,84.00541666666668,69.36348049310182,36.12681275682386,43.59,5,48
13,bigbuckbunny,6,3623.0096917809024,85.93333333333335,49.00446395711677,25.52315831099832,228.6700000000002,33,48
14,bigbuckbunny,10,3570.9590326114208,85.38250000000004,56.60973097600072,29.48423488333371,162.57000000000005,23,48
15,bigbuckbunny,14,3501.1992599965124,83.86770833333334,64.7575599397864,33.72789580197208,30.370000000000005,3,48
16,bigbuckbunny,0,4170.891504530848,88.82520833333336,1.717007618285816,0.8942748011905292,155.96000000000004,22,48
17,bigbuckbunny,0,4170.891504530848,88.82520833333336,1.717007618285816,0.8942748011905292,155.96000000000004,22,48
18,bigbuckbunny,21,3898.0961130158757,86.75958333333335,16.365575396825392,8.523737185846558,261.72000000000025,38,48
19,bigbuckbunny,24,3540.8975108479044,87.31041666666668,67.55342958555141,35.18407790914136,241.8900000000002,35,48
