episode,chunk,video,action,bitrate,buffer,throughput,rebuffer,vmaf,reward,risk_factor,grad_factor
0,0,crowd_run,2,1200,4.0,527.22940984,8.104196219737954,24.75,-104.21966422426871,1.0,1.0
0,1,crowd_run,2,1200,4.0,319.96303501899996,11.00173293366519,24.75,-136.1881554574719,1.0,1.0
0,2,crowd_run,2,1200,4.0,387.006993007,8.402876657872639,24.75,-98.22291948393297,1.0,1.0
0,3,crowd_run,2,1200,4.0,654.1505016719999,3.3377609399232506,24.75,-24.229480425212408,1.0,1.0
0,4,crowd_run,2,1200,4.0,807.2173913040001,1.9463535495016462,24.75,-3.903189046681829,1.0,1.0
0,5,crowd_run,2,1200,4.0,402.789660416,7.916889810534297,24.75,-91.12340978380165,1.0,1.0
0,6,crowd_run,2,1200,4.0,467.30616996500004,6.271638400065436,24.75,-67.08885326905192,1.0,1.0
0,7,crowd_run,2,1200,4.0,449.33333333300004,6.682492581610298,24.75,-73.09079192889914,1.0,1.0
0,8,crowd_run,2,1200,4.0,426.70017533600003,7.249116540016175,24.75,-81.36828402783388,1.0,1.0
0,9,crowd_run,2,1200,4.0,606.445430346,3.9149743073526313,24.75,-32.66166727050247,1.0,1.0
0,10,crowd_run,2,1200,4.0,819.0026525200001,1.8607868792986402,24.75,-2.6531934790214264,1.0,1.0
0,11,crowd_run,2,1200,4.0,356.126186202,9.478368583874282,24.75,-113.9341787554124,1.0,1.0
0,12,crowd_run,2,1200,4.0,535.4585725999999,4.964278929540479,24.75,-47.9903708854563,1.0,1.0
0,13,crowd_run,2,1200,4.0,504.66006600699995,5.5113529350139245,24.75,-55.982268669974815,1.0,1.0
0,14,crowd_run,2,1200,4.0,796.2003376480001,2.0286334645113886,24.75,-5.10517024830675,1.0,1.0
0,15,crowd_run,2,1200,4.0,825.8240574509999,1.8123760826437376,24.75,-1.9459872607360833,1.0,1.0
0,16,crowd_run,2,1200,4.0,704.794816415,2.810492767832227,24.75,-16.526914969311015,1.0,1.0
0,17,crowd_run,2,1200,4.0,579.953241233,4.2765293108717515,24.75,-37.94342184611133,1.0,1.0
0,18,crowd_run,2,1200,4.0,539.6716016150001,4.894297913093274,24.75,-46.96805740554831,1.0,1.0
0,19,crowd_run,2,1200,4.0,486.37653587,5.868897132165431,24.75,-61.20543162141077,1.0,1.0
0,20,crowd_run,2,1200,4.0,735.174866627,2.5290588918287096,24.75,-12.415605077746195,1.0,1.0
0,21,crowd_run,2,1200,4.0,666.069576218,3.2064543575985125,24.75,-22.311296095716415,1.0,1.0
0,22,crowd_run,2,1200,4.0,786.506753106,2.102935519681531,24.75,-6.190607363136466,1.0,1.0
0,23,crowd_run,2,1200,4.0,694.616970658,2.9102832248009056,24.75,-17.984697872510537,1.0,1.0
0,24,crowd_run,2,1200,4.0,531.659947415,5.028327266964956,24.75,-48.92601717982154,1.0,1.0
0,25,crowd_run,2,1200,4.0,492.534958767,5.745501135627414,24.75,-59.40280860974494,1.0,1.0
0,26,crowd_run,2,1200,4.0,719.274853801,2.673387752448808,24.75,-14.524024578383264,1.0,1.0
0,27,crowd_run,2,1200,4.0,686.2371579449999,2.9946664129556035,24.75,-19.217404613677154,1.0,1.0
0,28,crowd_run,2,1200,4.0,807.1822429910001,1.9466124802419857,24.75,-3.906971620866235,1.0,1.0
