arm,episode,rebuffer_total,rebuffer_p95_chunk,rebuffer_p99_chunk,stallfree,vmaf_mean,bitrate_mean_kbps,buffer_mean,interv_rate,conformal_coverage
raw,0,96.8868246198934,13.114139623364789,37.461809106707335,0.0,96.84375,4585.416666666667,10.58393748430552,0.0,nan
raw,1,50.37584481999943,5.402175132934378,20.282495110929446,0.0,96.93770833333333,4752.083333333333,10.485308769628766,0.0,nan
raw,2,100.00291870924265,19.57780945863626,26.647932454615255,0.0,51.41520833333334,4485.416666666667,10.102035716630931,0.0,nan
raw,3,56.67381896798473,11.151085201483383,17.78846937349742,0.0,95.62124999999999,4752.083333333333,10.542018204982114,0.0,nan
raw,4,56.0434480174608,8.360964393778922,20.44826732996691,0.0,51.40729166666667,4565.625,10.177489374242112,0.0,nan
raw,5,94.29986353573761,7.208207286246897,40.510539030417036,0.0,96.08520833333334,4709.375,10.491639054183343,0.0,nan
raw,6,47.15500133423524,4.804542923662262,19.808838082288702,0.0,52.91375,4716.666666666667,10.451465066653087,0.0,nan
raw,7,110.72522749614008,11.679185022990408,40.18937403368171,0.0,96.90208333333334,4761.458333333333,10.382481614912642,0.0,nan
raw,8,33.975328181323555,7.363618837920736,10.61382585834779,0.0,96.01166666666666,4716.666666666667,10.347754240118041,0.0,nan
raw,9,97.91513630210395,13.553143919610832,30.635141692385215,0.0,51.89145833333333,4595.833333333333,10.151795228069245,0.0,nan
raw,10,88.97136090162638,17.293574819871946,22.856055262730045,0.0,51.53020833333333,4530.208333333333,10.172172288841018,0.0,nan
raw,11,84.41737107731949,9.561083233671866,35.64276576045436,0.0,96.04666666666667,4868.75,10.649230390457314,0.0,nan
raw,12,61.23071013669267,11.036445981189564,20.630238110864056,0.0,52.91375,4716.666666666667,10.523540545195834,0.0,nan
raw,13,70.19848315893331,9.684179534887129,24.672037703973842,0.0,96.61229166666665,4686.458333333333,10.344247791749337,0.0,nan
raw,14,73.01060377489833,12.320212846631492,18.4284085674659,0.0,51.776458333333345,4551.041666666667,10.228220200027828,0.0,nan
raw,15,32.80478583136608,2.55773008991907,14.667728121231352,0.0,51.053958333333334,4419.791666666667,10.233475208599177,0.0,nan
raw,16,135.03239865619156,23.648004416832894,48.0,0.0,52.5525,4651.041666666667,10.460246808086449,0.0,nan
raw,17,51.5000020629267,11.904982342081972,14.335395406059952,0.0,97.36395833333331,4782.291666666667,10.600123475150005,0.0,nan
raw,18,66.31115703043946,10.129278105241761,23.33439339926938,0.0,97.36395833333331,4782.291666666667,10.483983339074985,0.0,nan
raw,19,64.47576771533822,11.310601549770523,21.46748736870001,0.0,95.97916666666667,4827.083333333333,10.566725674668008,0.0,nan
raw,20,75.2371336109691,11.822140967939072,26.676945520726303,0.0,97.31041666666665,4695.833333333333,10.46760038112238,0.0,nan
raw,21,86.77917921480082,16.756969487576953,26.9690940178712,0.0,96.586875,4652.083333333333,10.28146327999653,0.0,nan
raw,22,65.0983235384237,7.9770417050559494,26.567887818928085,0.0,97.31041666666665,4695.833333333333,10.36975039299815,0.0,nan
raw,23,55.73811038333126,0.0,28.426577453038384,0.0,96.15270833333334,4751.041666666667,10.748408141169984,0.0,nan
raw,24,47.15500133423524,4.804542923662262,19.808838082288702,0.0,52.42958333333333,4686.458333333333,10.431226905929105,0.0,nan
raw,25,58.354992556960994,10.874967530850515,15.913107250921216,0.0,52.19125,4585.416666666667,10.295882789096376,0.0,nan
raw,26,56.49917151614534,10.692608937400534,18.747672176803803,0.0,52.4375,4606.25,10.297544504670393,0.0,nan
raw,27,80.75426919842633,15.978281948993695,21.179850636020472,0.0,52.137708333333336,4616.666666666667,10.25757529407718,0.0,nan
raw,28,71.97436039034366,6.6211048905706535,27.97100557436283,0.0,51.94499999999999,4564.583333333333,10.201708186154267,0.0,nan
raw,29,58.354992556960994,10.874967530850515,15.913107250921216,0.0,52.359791666666666,4598.958333333333,10.315179792044123,0.0,nan
raw,30,124.77007094653848,25.31549398745634,39.24162950680836,0.0,95.621875,4817.708333333333,10.489944715101243,0.0,nan
raw,31,69.18074118064851,8.304679475430792,28.275150072310762,0.0,97.23833333333334,4543.75,10.29457685358519,0.0,nan
raw,32,85.94055191404283,13.755192303523366,29.83285676443863,0.0,95.620625,4686.458333333333,10.50671684200559,0.0,nan
raw,33,58.354992556960994,10.874967530850515,15.913107250921216,0.0,52.359791666666666,4598.958333333333,10.320506062226249,0.0,nan
raw,34,62.83576279481994,2.846070059597515,29.23842273543195,0.0,52.31458333333333,4641.666666666667,10.446646590272968,0.0,nan
