episode,video,trace_idx,total_reward,avg_vmaf,total_rebuffer,rebuffer_rate,total_smooth,switches,chunks
0,sintel,23,3845.3997797300876,87.42999999999995,61.87097754137845,32.224467469467946,12.610000000000014,1,48
1,sintel,26,4494.028085392299,93.89666666666666,0.40096070606577316,0.2088337010759235,20.370000000000005,2,48
2,sintel,11,4239.156764913977,91.14833333333333,21.680000000000003,11.291666666666668,28.129999999999995,3,48
3,sintel,8,4018.6245361980355,87.42999999999995,30.14254470652192,15.699242034646835,12.610000000000014,1,48
4,sintel,5,4384.7616032968035,92.44166666666665,1.9022970713887686,0.9907797246816502,82.44999999999993,10,48
5,sintel,3,3952.1983281250004,87.42999999999995,42.08333333333334,21.918402777777782,12.610000000000014,1,48
6,sintel,8,4018.6245361980355,87.42999999999995,30.14254470652192,15.699242034646835,12.610000000000014,1,48
7,sintel,19,4164.0446738316,89.20833333333333,8.483984753133981,4.418742058923949,136.76999999999987,17,48
8,sintel,11,4239.156764913977,91.14833333333333,21.680000000000003,11.291666666666668,28.129999999999995,3,48
9,sintel,16,4468.225460413103,93.57333333333334,0.8882243986928859,0.46261687431921145,35.889999999999986,4,48
10,sintel,18,4511.887021505377,94.22000000000001,0.0,0.0,20.370000000000005,2,48
11,sintel,4,4175.473340231627,88.56166666666665,2.3670335985059348,1.232829999221841,121.24999999999989,15,48
12,sintel,23,3845.3997797300876,87.42999999999995,61.87097754137845,32.224467469467946,12.610000000000014,1,48
13,sintel,6,4099.317327670863,87.42999999999995,15.216019013801434,7.92500990302158,12.610000000000014,1,48
14,sintel,10,4048.9369040199845,87.42999999999995,24.402635856471225,12.709706175245431,12.610000000000014,1,48
15,sintel,14,3847.8567261315507,87.42999999999995,61.378115970967414,31.96776873487886,12.610000000000014,1,48
16,sintel,0,4371.306254349887,91.95666666666664,1.5195009372543486,0.7914067381533065,66.92999999999995,8,48
17,sintel,0,4371.306254349887,91.95666666666664,1.5195009372543486,0.7914067381533065,66.92999999999995,8,48
18,sintel,21,4175.955904817708,88.56166666666665,2.40625,1.2532552083333335,121.24999999999989,15,48
19,sintel,24,4111.190060452523,89.04666666666664,21.055820197829235,10.966573019702725,90.20999999999992,11,48
