episode,chunk,phase,covered,valid,tp_lb_kbps,throughput_kbps,rolling_coverage
1,15,warmup,1,1,114.88352950285316,32962.96908875621,0.7333333333333333
1,16,warmup,1,1,116.25153092494621,32962.96908875621,0.75
1,17,warmup,0,1,219.831075596192,156.26409897848822,0.7058823529411765
1,18,warmup,0,1,478.8976348012353,156.26409897848822,0.6666666666666666
1,19,warmup,1,1,289.7347958662976,79022.70687134823,0.6842105263157895
1,20,pre,1,1,310.747822849764,79022.70687134823,0.7
1,21,pre,1,1,20.705393974582346,79022.70687134823,0.7
1,22,pre,1,1,20.733915297051823,79022.70687134823,0.7
1,23,pre,1,1,41.26443714905998,79022.70687134823,0.7
1,24,pre,1,1,4206.494188863681,79022.70687134823,0.7
1,25,pre,0,1,4206.494188863681,1227.3440514728372,0.65
1,26,pre,1,1,89.73764056942915,1227.3440514728372,0.65
1,27,pre,1,1,46.57135999179934,37769.91796925537,0.65
1,28,shock,1,1,46.188514216414355,16156.29411413927,0.65
1,29,shock,1,1,44.87428200426452,18914.199983160797,0.7
1,30,shock,1,1,150.3054013712956,18914.199983160797,0.75
1,31,shock,0,1,263.8147379499155,260.41619017875377,0.75
1,32,shock,1,1,65.12662909714898,260.41619017875377,0.8
1,33,shock,1,1,33.478631112562056,260.41619017875377,0.8
1,34,shock,1,1,22.598827374306477,260.41619017875377,0.8
1,35,shock,1,1,17.04602049670403,15606.161274989568,0.8
1,36,shock,1,1,17.03363511092268,14057.790839888745,0.8
1,37,shock,1,1,22.54168377485529,14057.790839888745,0.85
1,38,post,1,1,33.31429753901719,117.45169683587869,0.9
1,39,post,1,1,20.917060539590537,44662.53300457036,0.9
1,40,post,1,1,30.442764976491294,44662.53300457036,0.9
1,41,post,1,1,30.588615321034997,1990.4612833149488,0.9
1,42,post,1,1,29.14413080341958,1990.4612833149488,0.9
1,43,post,1,1,27.829920004684976,60.11847155464026,0.9
1,44,post,1,1,15.051255977254549,844.6249909203551,0.9
1,45,post,1,1,14.123525494774766,32225.210848155075,0.95
1,46,post,1,1,14.11705203424776,2200.2697357218126,0.95
1,47,post,1,1,14.153014369738308,2200.2697357218126,0.95
2,0,warmup,0,0,0.0,138805.18268582423,nan
2,1,warmup,1,1,111044.14614865939,138805.18268582423,1.0
2,2,warmup,1,1,111044.14614865939,138805.18268582423,1.0
2,3,warmup,1,1,111044.14614865939,138805.18268582423,1.0
2,4,warmup,1,1,111044.14614865939,138805.18268582423,1.0
2,5,warmup,0,1,111044.14614865939,2261.46614192745,0.8
2,6,warmup,1,1,8492.41792463645,118631.51257288028,0.8333333333333334
2,7,warmup,1,1,8470.385934401336,80858.87794917561,0.8571428571428571
2,8,warmup,1,1,8378.781514985369,80858.87794917561,0.875
2,9,warmup,1,1,8289.137240187596,80858.87794917561,0.8888888888888888
2,10,warmup,1,1,8201.39086145776,118912.70749028219,0.9
2,11,warmup,1,1,74155.54773196774,118912.70749028219,0.9090909090909091
2,12,warmup,0,1,74182.96138762808,5031.436222057839,0.8333333333333334
2,13,warmup,0,1,16645.587839181964,5031.436222057839,0.7692307692307693
2,14,warmup,1,1,9374.551017864347,107521.75628398378,0.7857142857142857
2,15,warmup,1,1,9442.417707351668,136364.05987260098,0.8
2,16,warmup,1,1,9466.467540353064,136364.05987260098,0.8125
2,17,warmup,1,1,9490.640196008047,136364.05987260098,0.8235294117647058
2,18,warmup,1,1,17387.46530097032,87148.15457856878,0.8333333333333334
2,19,warmup,0,1,93512.37494486755,5362.858331859262,0.7894736842105263
2,20,pre,0,1,18186.582212236895,5362.858331859262,0.75
2,21,pre,1,1,574.8185341196365,117744.17284066959,0.75
2,22,pre,1,1,573.1530066311893,117744.17284066959,0.75
2,23,pre,1,1,571.4971029363542,117744.17284066959,0.75
2,24,pre,1,1,575.774172138736,102551.25287430543,0.75
2,25,pre,1,1,1034.726610909792,124899.05757360131,0.8
2,26,pre,1,1,5305.607767842666,124899.05757360131,0.8
2,27,pre,1,1,5365.988968422357,7433.863629731892,0.8
2,28,shock,1,1,1359.173050753033,32769.80050814381,0.8
2,29,shock,1,1,1202.2914444762591,32769.80050814381,0.8
2,30,shock,1,1,1282.3466515117752,32769.80050814381,0.8
2,31,shock,1,1,1159.0312295841309,44090.65429110471,0.8
2,32,shock,1,1,1090.6579027208852,2089.4161957682563,0.85
2,33,shock,1,1,457.63266019664104,39537.3499847523,0.9
2,34,shock,1,1,461.70064933610377,745.3820810825549,0.9
2,35,shock,1,1,142.8876802409138,745.3820810825549,0.9
2,36,shock,1,1,84.52297716720331,745.3820810825549,0.9
2,37,shock,1,1,59.90685043014239,41472.983205461176,0.9
2,38,post,1,1,66.58968082509881,138243.27735153725,0.9
2,39,post,1,1,66.88615510499727,138243.27735153725,0.95
2,40,post,1,1,116.76188586401025,138243.27735153725,1.0
2,41,post,1,1,229.05945815823594,114427.41674440596,1.0
2,42,post,1,1,5825.596480226995,99615.93175403544,1.0
2,43,post,1,1,7851.0298385614315,99615.93175403544,1.0
2,44,post,1,1,7342.254489751083,99615.93175403544,1.0
2,45,post,1,1,6895.406984892916,99615.93175403544,1.0
2,46,post,1,1,6499.8292394334985,99615.93175403544,1.0
2,47,post,0,1,6331.5616581861095,4469.2158565398895,0.95
3,0,warmup,0,0,0.0,90530.85611017786,nan
3,1,warmup,1,1,72424.68488814229,90530.85611017786,1.0
3,2,warmup,0,1,72424.68488814229,8253.416619537245,0.5
3,3,warmup,1,1,16753.475384828555,149416.2212881046,0.6666666666666666
3,4,warmup,1,1,21340.934586303654,89844.44807274599,0.75
3,5,warmup,1,1,24832.856094277882,89844.44807274599,0.8
3,6,warmup,1,1,24819.85259116109,89844.44807274599,0.8333333333333334
3,7,warmup,0,1,24806.862699253248,4224.370643350468,0.7142857142857143
3,8,warmup,1,1,14450.584550957188,133212.28524622187,0.75
3,9,warmup,1,1,14408.209140239718,133212.28524622187,0.7777777777777778
3,10,warmup,1,1,14598.754358016442,133212.28524622187,0.8
3,11,warmup,1,1,14794.406952112593,133212.28524622187,0.8181818181818182
3,12,warmup,1,1,14995.375059242533,107240.0580287507,0.8333333333333334
3,13,warmup,1,1,101646.32925851858,107240.0580287507,0.8461538461538461
3,14,warmup,1,1,97157.66964936878,132946.01137204922,0.8571428571428571
3,15,warmup,1,1,97122.20100576463,132946.01137204922,0.8666666666666667
3,16,warmup,1,1,97086.75824926943,132946.01137204922,0.875
3,17,warmup,1,1,97051.34135155258,132946.01137204922,0.8823529411764706
3,18,warmup,1,1,101491.2230606531,132946.01137204922,0.8888888888888888
3,19,warmup,1,1,106356.80909763939,132946.01137204922,0.8947368421052632
3,20,pre,1,1,106356.80909763939,132946.01137204922,0.9
3,21,pre,0,1,18111.543870721816,6681.4411667308,0.85
3,22,pre,1,1,2535.855192679867,6681.4411667308,0.9
3,23,pre,1,1,1416.0651757328997,133380.4649297407,0.9
3,24,pre,1,1,1416.1729631872245,133379.9908042709,0.9
3,25,pre,1,1,1416.2806497777924,133379.9908042709,0.9
3,26,pre,1,1,1416.3883527467037,133379.9908042709,0.9
3,27,pre,1,1,2537.2373572625243,110411.88964224258,0.95
3,28,shock,0,1,11674.15123949357,2908.989441750784,0.9
3,29,shock,1,1,669.5351995118889,27699.58590736872,0.9
3,30,shock,1,1,1128.5395273086988,1641.8665027621478,0.9
3,31,shock,1,1,453.3496862654453,33050.42762288748,0.9
3,32,shock,1,1,443.3150913452136,33050.42762288748,0.9
3,33,shock,1,1,434.35965819440446,39467.39815617821,0.9
3,34,shock,1,1,623.5633216989777,39467.39815617821,0.9
3,35,shock,1,1,632.882561848282,2445.530730181476,0.9
3,36,shock,1,1,876.4403477138275,2398.7026603585805,0.9
3,37,shock,1,1,502.72194641210547,28917.185323156562,0.9
3,38,post,1,1,500.3355651051795,3710.3497499601244,0.9
3,39,post,1,1,394.5810785646979,5396.52105804032,0.9
3,40,post,1,1,504.2375709991838,128851.67391794623,0.9
3,41,post,1,1,725.5305862450246,4629.265422474087,0.95
3,42,post,1,1,929.8842049026288,91100.00648674893,0.95
3,43,post,1,1,961.7146631653395,91100.00648674893,0.95
3,44,post,1,1,1538.5596856689162,116364.39579655259,0.95
3,45,post,1,1,2607.5845584019753,116364.39579655259,0.95
3,46,post,1,1,2599.0734457104204,132278.87625477396,0.95
3,47,post,1,1,14200.426554524192,132278.87625477396,0.95
4,0,warmup,0,0,0.0,127764.63042737005,nan
4,1,warmup,0,1,102211.70434189605,92313.41307595212,0.0
4,2,warmup,1,1,85746.95716038665,92313.41307595212,0.5
4,3,warmup,1,1,81377.40413636454,92313.41307595212,0.6666666666666666
4,4,warmup,1,1,79355.4783339239,92313.41307595212,0.75
4,5,warmup,0,1,78189.84228580288,9386.75998421645,0.6
4,6,warmup,1,1,26690.923426310877,137382.81931151013,0.6666666666666666
4,7,warmup,1,1,27339.220925311078,137696.9117268188,0.7142857142857143
4,8,warmup,1,1,28023.054757255682,144918.5080967617,0.75
4,9,warmup,1,1,28816.911360208156,96208.89373719472,0.7777777777777778
4,10,warmup,1,1,28908.25753758505,92903.65911999358,0.8
4,11,warmup,1,1,93897.64917858371,144302.03442414803,0.8181818181818182
4,12,warmup,0,1,94673.31429981856,9336.98058038082,0.75
4,13,warmup,1,1,28151.323986843097,95270.00112749916,0.7692307692307693
4,14,warmup,1,1,27456.444800165496,95270.00112749916,0.7857142857142857
4,15,warmup,1,1,27437.153216162453,95270.00112749916,0.8
4,16,warmup,1,1,27487.56171892784,95270.00112749916,0.8125
4,17,warmup,1,1,26829.982774153457,135793.04872284253,0.8235294117647058
4,18,warmup,1,1,81053.56435149786,135793.04872284253,0.8333333333333334
4,19,warmup,0,1,86546.84459623997,85004.07646363779,0.7894736842105263
4,20,pre,1,1,84236.41224086254,85004.07646363779,0.8
4,21,pre,0,1,9849.710725447154,3903.2511970369405,0.8
4,22,pre,1,1,1339.746099573264,114769.12892567384,0.8
4,23,pre,1,1,1333.6362279273858,114769.12892567384,0.8
4,24,pre,1,1,1327.5818310608713,3021.522583139822,0.8
4,25,pre,1,1,640.0504794843755,80222.67765053181,0.85
4,26,pre,1,1,639.323179004327,138457.16431159986,0.85
4,27,pre,1,1,1071.7781300157399,138457.16431159986,0.85
4,28,shock,1,1,1076.1364780029232,41537.14929347995,0.85
4,29,shock,1,1,1032.854544514609,34489.22175636336,0.85
4,30,shock,1,1,6004.075120888368,34489.22175636336,0.85
4,31,shock,0,1,4975.745430960338,1958.613807184125,0.8
4,32,shock,1,1,657.6503432740177,1726.4418916031102,0.85
4,33,shock,1,1,336.63939931241663,43868.38184122558,0.85
4,34,shock,1,1,337.0073272078036,43868.38184122558,0.85
4,35,shock,1,1,338.8015435028326,43868.38184122558,0.85
4,36,shock,1,1,340.61496675611323,1765.5393673919932,0.85
4,37,shock,1,1,324.94963899088873,32580.410579834435,0.85
4,38,post,1,1,592.7951258912875,122710.13798112125,0.85
4,39,post,1,1,606.135239302114,122710.13798112125,0.9
4,40,post,1,1,754.8157183596176,122710.13798112125,0.9
4,41,post,1,1,772.6024385179104,80412.30233222288,0.95
4,42,post,0,1,7106.014654247936,2620.6077615886115,0.9
4,43,post,1,1,942.6917882565072,101305.27677477193,0.9
4,44,post,1,1,938.8288551138901,101305.27677477193,0.9
4,45,post,1,1,934.9974515852024,101305.27677477193,0.9
4,46,post,1,1,931.1971932180192,101305.27677477193,0.9
4,47,post,1,1,936.8690780810514,101305.27677477193,0.9
5,0,warmup,0,0,0.0,108629.33685434527,nan
5,1,warmup,1,1,86903.46948347622,108629.33685434527,1.0
5,2,warmup,1,1,86903.46948347622,108629.33685434527,1.0
5,3,warmup,1,1,86903.46948347622,102041.60922872473,1.0
5,4,warmup,1,1,85523.14244730817,102041.60922872473,1.0
5,5,warmup,1,1,84715.79491921193,102041.60922872473,1.0
5,6,warmup,1,1,83662.74797636719,102041.60922872473,1.0
5,7,warmup,1,1,82635.55909199122,102041.60922872473,1.0
5,8,warmup,1,1,81633.2873829798,102041.60922872473,1.0
5,9,warmup,1,1,81633.2873829798,102041.60922872473,1.0
5,10,warmup,1,1,81633.2873829798,102041.60922872473,1.0
5,11,warmup,0,1,81633.2873829798,9947.290915386113,0.9090909090909091
5,12,warmup,1,1,28626.72329248552,136937.54048988398,0.9166666666666666
5,13,warmup,1,1,29147.66653828486,136937.54048988398,0.9230769230769231
5,14,warmup,0,1,29687.92124705681,5779.395966702557,0.8571428571428571
5,15,warmup,0,1,13424.46444905593,5779.395966702557,0.8
5,16,warmup,0,1,8673.177177770229,5779.395966702557,0.75
5,17,warmup,1,1,7494.979480935444,118462.7418024292,0.7647058823529411
5,18,warmup,1,1,7479.01956727117,118462.7418024292,0.7777777777777778
5,19,warmup,1,1,7463.127479701817,118462.7418024292,0.7894736842105263
5,20,pre,1,1,10770.6002690064,118462.7418024292,0.8
5,21,pre,1,1,3765.511481975555,118462.7418024292,0.8
5,22,pre,1,1,18449.067861101517,134341.00760385708,0.8
5,23,pre,1,1,18895.739475766615,134341.00760385708,0.8
5,24,pre,0,1,19364.57653203364,8451.753820416216,0.75
5,25,pre,1,1,3247.494748116457,131295.62932165165,0.75
5,26,pre,1,1,3265.4456274596723,131295.62932165165,0.75
5,27,pre,1,1,3283.5960607227526,131295.62932165165,0.75
5,28,shock,1,1,3279.7811933119992,39388.688796495495,0.75
5,29,shock,0,1,2926.426824454642,1026.2378899549674,0.7
5,30,shock,1,1,476.60868452221996,27696.61702967094,0.7
5,31,shock,1,1,463.69137505195516,30370.87471896663,0.75
5,32,shock,1,1,452.7890888556963,30370.87471896663,0.75
5,33,shock,1,1,442.38769364897377,30370.87471896663,0.75
5,34,shock,1,1,439.3814808902724,30370.87471896663,0.8
5,35,shock,1,1,2904.5447797358784,36725.531984927846,0.85
5,36,shock,1,1,3066.7637395696906,26322.227742439933,0.9
5,37,shock,1,1,2972.0593223629617,26322.227742439933,0.9
5,38,post,1,1,2883.02880487225,7157.6633810316835,0.9
5,39,post,1,1,1766.9696697141185,110689.87316642921,0.9
5,40,post,1,1,3090.576846051773,7764.470725032392,0.9
5,41,post,1,1,2202.6795494255043,3600.443001317486,0.9
5,42,post,1,1,1312.5314799646626,81383.1567556979,0.9
5,43,post,1,1,1371.9714398141716,4701.053744694412,0.9
5,44,post,1,1,1215.6046769681382,136776.612524035,0.95
5,45,post,1,1,1218.8833031548077,136776.612524035,0.95
5,46,post,1,1,1505.0810805434128,2685.2543560512795,0.95
5,47,post,1,1,1272.2962189636428,87926.03888625608,0.95
6,0,warmup,0,0,0.0,137301.4068136329,nan
6,1,warmup,1,1,109841.12545090633,137301.4068136329,1.0
6,2,warmup,1,1,109841.12545090633,113745.29876217441,1.0
6,3,warmup,0,1,102748.23583477843,8743.581422858979,0.6666666666666666
6,4,warmup,1,1,23234.255471327633,82392.1443493467,0.75
6,5,warmup,1,1,26690.731918505906,82392.1443493467,0.8
6,6,warmup,1,1,25853.390049291753,96612.9484358457,0.8333333333333334
6,7,warmup,1,1,25350.804309256626,96612.9484358457,0.8571428571428571
6,8,warmup,1,1,25102.775771567245,96612.9484358457,0.875
6,9,warmup,1,1,72298.87266938864,96612.9484358457,0.8888888888888888
6,10,warmup,1,1,74711.33787865825,96612.9484358457,0.9
6,11,warmup,0,1,77290.35874867656,6679.600922833756,0.8181818181818182
6,12,warmup,0,1,20930.150473475296,4020.91061300853,0.75
6,13,warmup,0,1,9313.997007343121,4020.91061300853,0.6923076923076923
6,14,warmup,1,1,5989.72341790099,82873.45672655915,0.7142857142857143
6,15,warmup,1,1,5974.371632606375,82873.45672655915,0.7333333333333333
6,16,warmup,1,1,5959.098340021263,134749.7509355793,0.75
6,17,warmup,0,1,7562.092675156044,5664.539838988645,0.7058823529411765
6,18,warmup,1,1,8756.73855100697,110767.48896021573,0.7222222222222222
6,19,warmup,0,1,18423.06744260639,2225.133874957785,0.6842105263157895
6,20,pre,1,1,6111.874671404362,105245.1595330153,0.7
6,21,pre,1,1,530.2797686677826,3995.9627089885944,0.7
6,22,pre,1,1,386.3608543801487,94868.23880310761,0.7
6,23,pre,1,1,474.3686897736734,94868.23880310761,0.75
6,24,pre,1,1,473.38583447412793,8412.714001492695,0.75
6,25,pre,1,1,864.8622128531148,8412.714001492695,0.75
6,26,pre,1,1,679.059445759294,121443.16664873663,0.75
6,27,pre,1,1,1294.4641452282578,121443.16664873663,0.75
6,28,shock,1,1,1305.7423638524808,2484.927590583366,0.75
6,29,shock,1,1,526.4587049149171,24565.20268399565,0.75
6,30,shock,1,1,835.1663104267478,1982.9866685617717,0.75
6,31,shock,1,1,501.2166996959791,1039.1942506013909,0.8
6,32,shock,1,1,251.8944797855689,40334.70574262186,0.85
6,33,shock,1,1,249.73840424773948,40334.70574262186,0.9
6,34,shock,1,1,310.3149567407934,2413.5174325145013,0.9
6,35,shock,1,1,250.25698046272254,1071.7250150716036,0.9
6,36,shock,1,1,204.77418541272297,25948.462090431065,0.9
6,37,shock,1,1,336.5437673990418,25948.462090431065,0.95
6,38,post,1,1,333.3518829186177,119231.1787680117,0.95
6,39,post,1,1,337.16855315893264,138996.2798534303,1.0
6,40,post,1,1,641.3680142574923,138996.2798534303,1.0
6,41,post,1,1,6588.484444207018,138996.2798534303,1.0
6,42,post,1,1,9602.80656975131,90947.02556489871,1.0
6,43,post,1,1,16059.058497626189,90947.02556489871,1.0
6,44,post,1,1,15097.764683017707,90947.02556489871,1.0
6,45,post,1,1,13886.448838601425,90947.02556489871,1.0
6,46,post,1,1,12855.067855928666,90947.02556489871,1.0
6,47,post,1,1,11966.30101273376,90947.02556489871,1.0
7,0,warmup,0,0,0.0,116279.436807186,nan
7,1,warmup,1,1,93023.5494457488,116279.436807186,1.0
7,2,warmup,1,1,93023.5494457488,116279.436807186,1.0
7,3,warmup,0,1,93023.5494457488,6666.78266192249,0.6666666666666666
7,4,warmup,0,1,18202.78150681301,5431.630730677583,0.5
7,5,warmup,1,1,11114.072374880563,109318.42701890435,0.6
7,6,warmup,1,1,11097.18733473211,109318.42701890435,0.6666666666666666
7,7,warmup,1,1,11080.353521907631,109318.42701890435,0.7142857142857143
7,8,warmup,1,1,11063.570703633268,129901.81255786098,0.75
7,9,warmup,1,1,18244.20841679293,129901.81255786098,0.7777777777777778
7,10,warmup,1,1,93372.83966091223,129901.81255786098,0.8
7,11,warmup,1,1,96642.76741092047,129901.81255786098,0.8181818181818182
7,12,warmup,1,1,100150.03327272797,144832.2428530668,0.8333333333333334
7,13,warmup,0,1,106109.16101592174,5399.917020687844,0.7692307692307693
7,14,warmup,1,1,18588.48896773055,121116.92942583424,0.7857142857142857
7,15,warmup,0,1,18540.380815973323,9152.821417141438,0.7333333333333333
7,16,warmup,1,1,12606.242849842849,117613.65294735404,0.75
7,17,warmup,1,1,12574.36964053555,117613.65294735404,0.7647058823529411
7,18,warmup,1,1,12511.52343628664,122117.53797452665,0.7777777777777778
7,19,warmup,1,1,28029.641071053346,145733.28170105786,0.7894736842105263
7,20,pre,1,1,28306.271734484122,85971.15218938258,0.8
7,21,pre,1,1,6561.875411135883,7041.311919243619,0.8
7,22,pre,1,1,1617.7451986578585,114791.1270876789,0.8
7,23,pre,1,1,1615.8388748988805,97739.9869856376,0.85
7,24,pre,1,1,1597.4488888898372,97739.9869856376,0.9
7,25,pre,1,1,1568.0086328636746,97739.9869856376,0.9
7,26,pre,1,1,1580.1135496160987,97739.9869856376,0.9
7,27,pre,1,1,5775.415783586161,129876.73334913727,0.9
7,28,shock,1,1,5895.600999697978,38963.02000474118,0.9
7,29,shock,1,1,4475.129330896551,38963.02000474118,0.9
7,30,shock,1,1,3869.735371898333,38963.02000474118,0.9
7,31,shock,1,1,3240.5564598116134,38963.02000474118,0.9
7,32,shock,1,1,2787.3604975773974,38963.02000474118,0.9
7,33,shock,0,1,2397.1300279165616,1647.1298504545423,0.9
7,34,shock,1,1,403.88783531067315,31296.55615052308,0.9
7,35,shock,1,1,400.34170933170077,2856.8299772297664,0.95
7,36,shock,1,1,275.5288773202645,2856.8299772297664,0.95
7,37,shock,1,1,210.04426893942673,44496.73367425467,0.95
7,38,post,1,1,210.53663836678587,148322.4455808489,0.95
7,39,post,1,1,376.58160867701355,148322.4455808489,0.95
7,40,post,1,1,417.93707273357114,148322.4455808489,0.95
7,41,post,1,1,783.2600128190211,148322.4455808489,0.95
7,42,post,1,1,6221.776934652777,9223.42806619671,0.95
7,43,post,1,1,2272.110019449845,101643.44467478801,0.95
7,44,post,1,1,2221.309889691345,4341.0304351513205,0.95
7,45,post,1,1,849.5285712111214,133644.81788331407,0.95
7,46,post,1,1,847.7949401038624,133644.81788331407,0.95
7,47,post,1,1,846.0683702212363,6559.746618438115,0.95
8,0,warmup,0,0,0.0,112390.76899644244,nan
8,1,warmup,1,1,89912.61519715395,112390.76899644244,1.0
8,2,warmup,1,1,89912.61519715395,112390.76899644244,1.0
8,3,warmup,1,1,89912.61519715395,112390.76899644244,1.0
8,4,warmup,1,1,89912.61519715395,118569.49606335047,1.0
8,5,warmup,1,1,90859.56440162018,118569.49606335047,1.0
8,6,warmup,1,1,91826.67223213242,126761.53811289213,1.0
8,7,warmup,1,1,94003.45217157109,126761.53811289213,1.0
8,8,warmup,1,1,96285.94045674369,126761.53811289213,1.0
8,9,warmup,1,1,98682.02878603275,126761.53811289213,1.0
8,10,warmup,0,1,100027.04404587219,4498.798015536129,0.9
8,11,warmup,0,1,15758.149701751985,7037.898317232127,0.8181818181818182
8,12,warmup,0,1,10308.323164930374,2033.2720690257818,0.75
8,13,warmup,1,1,4587.338922213343,137213.83090418973,0.7692307692307693
8,14,warmup,1,1,4590.502563595251,137213.83090418973,0.7857142857142857
8,15,warmup,1,1,4593.670571575806,137213.83090418973,0.8
8,16,warmup,1,1,6099.702798770725,137213.83090418973,0.8125
8,17,warmup,1,1,7677.990051249559,137213.83090418973,0.8235294117647058
8,18,warmup,1,1,109771.0647233518,117669.69729670983,0.8333333333333334
8,19,warmup,1,1,106241.85531319765,117669.69729670983,0.8421052631578947
8,20,pre,0,1,102932.50978520932,4717.346943627556,0.8
8,21,pre,1,1,752.6728873714502,6107.396602122674,0.8
8,22,pre,1,1,458.2904793746854,93704.5877064455,0.8
8,23,pre,1,1,454.4459725846662,93704.5877064455,0.8
8,24,pre,1,1,452.01052109095735,2311.7787660442664,0.8
8,25,pre,1,1,220.96350835439446,5601.742524417903,0.8
8,26,pre,1,1,230.2519805723614,138669.54057400307,0.8
8,27,pre,1,1,286.5964435162311,138669.54057400307,0.8
8,28,shock,1,1,288.15536582597844,41600.86217220092,0.8
8,29,shock,1,1,282.2257883148761,35498.5737790401,0.8
8,30,shock,1,1,3218.4094097527,35498.5737790401,0.85
8,31,shock,1,1,8322.511257363109,28825.647274745515,0.9
8,32,shock,1,1,6452.211231165217,28825.647274745515,0.95
8,33,shock,1,1,5268.281645993239,28825.647274745515,0.95
8,34,shock,1,1,4918.406751546471,28825.647274745515,0.95
8,35,shock,1,1,4726.273641606708,42408.029416298166,0.95
8,36,shock,1,1,4859.890963484098,42408.029416298166,0.95
8,37,shock,1,1,5216.936316051698,36123.88411424851,0.95
8,38,post,1,1,5470.4586707734925,120412.94704749505,0.95
8,39,post,1,1,6695.401801221781,120412.94704749505,0.95
8,40,post,1,1,10251.926035658169,120412.94704749505,1.0
8,41,post,1,1,12307.726907721753,120412.94704749505,1.0
8,42,post,1,1,15394.824189056826,137561.42262044802,1.0
8,43,post,1,1,23156.41348892589,137561.42262044802,1.0
8,44,post,0,1,23764.05085126361,6029.776265323617,0.95
8,45,post,1,1,4005.1487137397503,6029.776265323617,0.95
