episode,chunk,phase,covered,valid,tp_lb_kbps,throughput_kbps,rolling_coverage
34,19,warmup,1,1,2020.9358856869687,49186.74027330644,0.5789473684210527
34,20,pre,0,1,2654.9320540529434,1015.4333024708752,0.55
34,21,pre,1,1,58.818561206476154,68897.80176828367,0.6
34,22,pre,1,1,59.006123780118955,334.97412922987377,0.6
34,23,pre,1,1,32.03671244782539,613.5455260899982,0.65
34,24,pre,1,1,25.773138704062283,50017.83543687669,0.7
34,25,pre,1,1,25.774683926286517,50017.83543687669,0.75
34,26,pre,1,1,31.100027939550056,50017.83543687669,0.8
34,27,pre,1,1,31.063583124420116,231.8607732491788,0.85
34,28,shock,1,1,24.19328931664807,356.29478496880336,0.85
34,29,shock,1,1,20.227802842721765,356.29478496880336,0.85
34,30,shock,1,1,82.72371193658176,13690.082679358766,0.85
34,31,shock,1,1,82.28568566353046,13690.082679358766,0.85
34,32,shock,1,1,81.8522737003773,11982.03326447075,0.85
34,33,shock,1,1,141.10253993477554,11982.03326447075,0.85
34,34,shock,1,1,264.2729527196057,555.8782782513142,0.85
34,35,shock,1,1,390.36912967645446,20986.718330921794,0.85
34,36,shock,1,1,395.1204611334494,20986.718330921794,0.85
34,37,shock,1,1,399.98887821625556,20986.718330921794,0.9
34,38,post,1,1,407.06082499328534,69955.72776973931,0.95
34,39,post,1,1,421.45291388417144,69955.72776973931,0.95
34,40,post,1,1,6319.246505889713,69955.72776973931,1.0
34,41,post,0,1,7844.581869380335,2320.802773966573,0.95
34,42,post,1,1,1581.1570133117814,75763.22718760016,0.95
34,43,post,1,1,1693.0145703982676,75763.22718760016,0.95
34,44,post,1,1,1696.8326539252525,45534.437534658326,0.95
34,45,post,0,1,1670.4740513270447,716.982098037014,0.9
34,46,post,1,1,188.82756462246624,716.982098037014,0.9
34,47,post,1,1,124.69355748838436,716.982098037014,0.9
35,0,warmup,0,0,0.0,84338.00935840582,nan
35,1,warmup,0,1,67470.40748672465,3064.959935323546,0.0
35,2,warmup,1,1,4731.969575811679,145581.5986179831,0.5
35,3,warmup,0,1,6956.6308472504625,2021.1150984908252,0.3333333333333333
35,4,warmup,1,1,3810.5628090591995,110343.0515863504,0.5
35,5,warmup,0,1,4712.348754698482,4497.857876966289,0.4
35,6,warmup,1,1,3776.0620903253803,4796.28766126435,0.5
35,7,warmup,1,1,4248.4012140355,9723.994336914715,0.5714285714285714
35,8,warmup,1,1,3855.421470225204,117393.19272903734,0.625
35,9,warmup,1,1,7256.340270377317,117393.19272903734,0.6666666666666666
35,10,warmup,0,1,7263.511839756673,6279.964330529849,0.6
35,11,warmup,1,1,8203.339152067236,92890.8502434225,0.6363636363636364
35,12,warmup,1,1,13798.953387873362,129952.37894259492,0.6666666666666666
35,13,warmup,1,1,20540.86293283813,95477.91620962342,0.6923076923076923
35,14,warmup,1,1,20336.67049516238,129324.23889281499,0.7142857142857143
35,15,warmup,1,1,20418.25245056383,129324.23889281499,0.7333333333333333
35,16,warmup,0,1,90091.95562330663,2493.44012764996,0.6875
35,17,warmup,1,1,9202.042608180436,109856.5928069524,0.7058823529411765
35,18,warmup,1,1,9172.339696790827,109856.5928069524,0.7222222222222222
35,19,warmup,1,1,9201.263638123277,109856.5928069524,0.7368421052631579
35,20,pre,1,1,9172.351808701045,109856.5928069524,0.75
35,21,pre,1,1,415.36480040803195,110811.6732469049,0.8
35,22,pre,1,1,3999.2344023573987,101695.67408169269,0.8
35,23,pre,1,1,3935.9544832808388,117309.65385974923,0.85
35,24,pre,1,1,3985.8864101259137,117309.65385974923,0.85
35,25,pre,1,1,4037.1014984978483,85997.0139764194,0.9
35,26,pre,1,1,3822.6093487262474,7575.012919020529,0.9
35,27,pre,1,1,1065.5832117684456,88594.11368513343,0.9
35,28,shock,1,1,1056.5730803176702,26578.23410554003,0.9
35,29,shock,1,1,903.6641152447248,26578.23410554003,0.9
35,30,shock,1,1,1564.3380632998362,24540.194882499047,0.95
35,31,shock,1,1,1388.6518190612117,1588.3579635014762,0.95
35,32,shock,1,1,475.74594054733194,847.5397060135115,0.95
35,33,shock,1,1,187.00754280116874,41868.47163251914,0.95
35,34,shock,1,1,188.35165226712417,41868.47163251914,0.95
35,35,shock,1,1,189.715223080142,41868.47163251914,0.95
35,36,shock,1,1,191.41611223556274,41868.47163251914,1.0
35,37,shock,1,1,282.31936828387984,41868.47163251914,1.0
35,38,post,1,1,3015.1715298373542,139561.57210839714,1.0
35,39,post,1,1,3506.013406787622,139561.57210839714,1.0
35,40,post,1,1,4789.989315338018,139561.57210839714,1.0
35,41,post,0,1,5946.193632833401,2789.1243526520357,0.95
35,42,post,1,1,891.464826886346,143331.8693639979,0.95
35,43,post,1,1,930.4108939928776,7168.25103706661,0.95
35,44,post,1,1,693.3258018902035,137745.74812104562,0.95
35,45,post,1,1,693.1997264425884,3426.7641637950624,0.95
35,46,post,1,1,447.80270449995083,122230.72079079013,0.95
35,47,post,1,1,793.570662102751,122230.72079079013,0.95
36,0,warmup,0,0,0.0,98405.65794151385,nan
36,1,warmup,1,1,78724.52635321108,98405.65794151385,1.0
36,2,warmup,0,1,78724.52635321108,7505.01788491688,0.5
36,3,warmup,1,1,15628.233419781438,85043.17497028163,0.6666666666666666
36,4,warmup,1,1,19355.58554944242,85043.17497028163,0.75
36,5,warmup,1,1,22587.93506485452,85043.17497028163,0.8
36,6,warmup,1,1,22386.088028959857,85043.17497028163,0.8333333333333334
36,7,warmup,1,1,22187.816474894673,85043.17497028163,0.8571428571428571
36,8,warmup,1,1,68034.53997622531,85043.17497028163,0.875
36,9,warmup,1,1,68034.53997622531,85043.17497028163,0.8888888888888888
36,10,warmup,1,1,68034.53997622531,92309.53425241403,0.9
36,11,warmup,1,1,69122.77186696108,92309.53425241403,0.9090909090909091
36,12,warmup,1,1,70246.38281538892,92309.53425241403,0.9166666666666666
36,13,warmup,0,1,71407.12662093951,8800.056076800829,0.8461538461538461
36,14,warmup,0,1,25333.495815942573,7364.208335608371,0.7857142857142857
36,15,warmup,1,1,14188.074366151499,103828.46979057131,0.8
36,16,warmup,1,1,14248.816717517751,142710.4594084258,0.8125
36,17,warmup,1,1,14445.692969707932,101083.61441684651,0.8235294117647058
36,18,warmup,1,1,14494.916002392214,101083.61441684651,0.8333333333333334
36,19,warmup,1,1,23226.64743181727,134684.67164460712,0.8421052631578947
36,20,pre,1,1,91222.53383999626,134684.67164460712,0.85
36,21,pre,1,1,11837.75143543262,134684.67164460712,0.85
36,22,pre,1,1,11720.230512983044,130405.9443537913,0.9
36,23,pre,1,1,12374.696628462896,130405.9443537913,0.9
36,24,pre,1,1,13106.577350096464,130405.9443537913,0.9
36,25,pre,1,1,13022.230311257648,130405.9443537913,0.9
36,26,pre,1,1,12938.961956937233,130405.9443537913,0.9
36,27,pre,0,1,12856.751726234725,4945.710752655732,0.85
36,28,shock,1,1,1637.5337416644356,1653.3922797051578,0.85
36,29,shock,1,1,459.4247041201226,42830.36205913236,0.85
36,30,shock,1,1,455.27355158921404,30343.993586468496,0.85
36,31,shock,1,1,442.05569794308724,32332.567069229855,0.85
36,32,shock,1,1,430.55738107606265,2107.093721853668,0.85
36,33,shock,1,1,330.0287557097632,2107.093721853668,0.9
36,34,shock,1,1,371.4985619005756,39743.24372140872,0.95
36,35,shock,1,1,370.8496199011173,2016.4271652861066,0.95
36,36,shock,1,1,256.47866314961647,44586.19705273426,0.95
36,37,shock,1,1,257.93917598766063,40885.71689337831,0.95
36,38,post,1,1,369.3050593600192,136285.7229779277,0.95
36,39,post,1,1,669.2423872391361,136285.7229779277,0.95
36,40,post,1,1,884.2353656423035,136285.7229779277,0.95
36,41,post,1,1,7154.644197786395,8431.445591865891,0.95
36,42,post,1,1,2986.2321516264615,133525.4975786743,0.95
36,43,post,1,1,3328.3804217704737,148454.53394186904,0.95
36,44,post,1,1,3341.9521021418695,5608.728356001273,0.95
36,45,post,1,1,1547.9218783115098,101434.42973716604,0.95
36,46,post,1,1,1535.764138870163,101434.42973716604,0.95
36,47,post,1,1,2322.6558312889442,101434.42973716604,1.0
37,0,warmup,0,0,0.0,84252.11766843921,nan
37,1,warmup,0,1,67401.69413475138,8418.682093063315,0.0
37,2,warmup,1,1,12246.21859128675,83084.09449526125,0.5
37,3,warmup,1,1,16819.847160154044,83084.09449526125,0.6666666666666666
37,4,warmup,1,1,20681.912155483515,83084.09449526125,0.75
37,5,warmup,1,1,23986.485570472185,83084.09449526125,0.8
37,6,warmup,1,1,23962.50874640308,83084.09449526125,0.8333333333333334
37,7,warmup,1,1,66467.275596209,83084.09449526125,0.8571428571428571
37,8,warmup,1,1,66467.275596209,83084.09449526125,0.875
37,9,warmup,1,1,66467.275596209,83084.09449526125,0.8888888888888888
37,10,warmup,1,1,66467.275596209,90187.43237214368,0.9
37,11,warmup,1,1,67531.0510247643,90187.43237214368,0.9090909090909091
37,12,warmup,0,1,68629.43066133588,5889.8598052884,0.8333333333333334
37,13,warmup,1,1,18515.830032201022,118039.16903141653,0.8461538461538461
37,14,warmup,1,1,18826.441605764347,140223.75047899305,0.8571428571428571
37,15,warmup,0,1,19271.29541183148,7900.8697183913555,0.8
37,16,warmup,1,1,12382.255750361162,91063.0870108698,0.8125
37,17,warmup,1,1,12386.343905552729,91063.0870108698,0.8235294117647058
37,18,warmup,0,1,24370.277500107753,8880.501891300046,0.7777777777777778
37,19,warmup,1,1,14910.41553265526,127704.94078551723,0.7894736842105263
37,20,pre,1,1,14871.660956632519,127704.94078551723,0.8
37,21,pre,1,1,3325.6473983384412,127704.94078551723,0.85
37,22,pre,1,1,3396.8920096782144,127704.94078551723,0.85
37,23,pre,1,1,3471.255961171722,4445.36412179373,0.85
37,24,pre,1,1,1949.5121190314646,142079.72627594753,0.85
37,25,pre,1,1,1955.5575157387298,142079.72627594753,0.85
37,26,pre,1,1,1961.6405223735828,142079.72627594753,0.85
37,27,pre,1,1,1967.7614910023447,142079.72627594753,0.85
37,28,shock,1,1,1973.9207780993438,42623.917882784255,0.85
37,29,shock,1,1,9679.746287536644,42623.917882784255,0.85
37,30,shock,1,1,9403.929371644363,42623.917882784255,0.85
37,31,shock,1,1,7575.387549380182,42623.917882784255,0.85
37,32,shock,1,1,6342.184925062477,42623.917882784255,0.9
37,33,shock,1,1,5454.279035553731,29256.517804549392,0.9
37,34,shock,0,1,4997.595446552926,2481.8211771737956,0.85
37,35,shock,1,1,984.4710067887418,2481.8211771737956,0.9
37,36,shock,1,1,563.2849475988044,42699.67843361179,0.9
37,37,shock,1,1,563.3113843776681,817.5128494555694,0.9
37,38,post,1,1,239.42914793563043,3922.7553339200904,0.95
37,39,post,1,1,216.5238802562605,93248.23756361302,0.95
37,40,post,1,1,334.0685895942462,6558.618130556897,0.95
37,41,post,1,1,384.3283381985402,90253.89873177808,0.95
37,42,post,1,1,387.19832818183875,141223.903988859,0.95
37,43,post,1,1,1466.5261416781836,141223.903988859,0.95
37,44,post,1,1,3395.3760603739074,141223.903988859,0.95
37,45,post,1,1,3462.3140274343946,7041.491092480482,0.95
37,46,post,1,1,3669.9631383488822,128080.13549739777,0.95
37,47,post,1,1,3740.1642144695356,128080.13549739777,0.95
38,0,warmup,0,0,0.0,84252.11766843921,nan
38,1,warmup,0,1,67401.69413475138,8418.682093063315,0.0
38,2,warmup,1,1,12246.21859128675,83084.09449526125,0.5
38,3,warmup,1,1,16819.847160154044,83084.09449526125,0.6666666666666666
38,4,warmup,1,1,20681.912155483515,83084.09449526125,0.75
38,5,warmup,1,1,23986.485570472185,83084.09449526125,0.8
38,6,warmup,1,1,23962.50874640308,83084.09449526125,0.8333333333333334
38,7,warmup,1,1,66467.275596209,83084.09449526125,0.8571428571428571
38,8,warmup,1,1,66467.275596209,83084.09449526125,0.875
38,9,warmup,1,1,66467.275596209,83084.09449526125,0.8888888888888888
38,10,warmup,1,1,66467.275596209,90187.43237214368,0.9
38,11,warmup,1,1,67531.0510247643,90187.43237214368,0.9090909090909091
38,12,warmup,0,1,68629.43066133588,5889.8598052884,0.8333333333333334
38,13,warmup,1,1,18515.830032201022,118039.16903141653,0.8461538461538461
38,14,warmup,1,1,18826.441605764347,140223.75047899305,0.8571428571428571
38,15,warmup,0,1,19271.29541183148,7900.8697183913555,0.8
38,16,warmup,1,1,12382.255750361162,91063.0870108698,0.8125
38,17,warmup,1,1,12386.343905552729,91063.0870108698,0.8235294117647058
38,18,warmup,0,1,24370.277500107753,8880.501891300046,0.7777777777777778
38,19,warmup,1,1,14910.41553265526,127704.94078551723,0.7894736842105263
38,20,pre,1,1,14871.660956632519,127704.94078551723,0.8
38,21,pre,1,1,3325.6473983384412,127704.94078551723,0.85
38,22,pre,1,1,3396.8920096782144,127704.94078551723,0.85
38,23,pre,1,1,3471.255961171722,4445.36412179373,0.85
38,24,pre,1,1,1949.5121190314646,142079.72627594753,0.85
38,25,pre,1,1,1955.5575157387298,142079.72627594753,0.85
38,26,pre,1,1,1961.6405223735828,142079.72627594753,0.85
38,27,pre,1,1,1967.7614910023447,142079.72627594753,0.85
38,28,shock,1,1,1973.9207780993438,42623.917882784255,0.85
38,29,shock,1,1,9679.746287536644,42623.917882784255,0.85
38,30,shock,1,1,9403.929371644363,42623.917882784255,0.85
38,31,shock,1,1,7575.387549380182,42623.917882784255,0.85
38,32,shock,1,1,6342.184925062477,42623.917882784255,0.9
38,33,shock,1,1,5454.279035553731,29256.517804549392,0.9
38,34,shock,0,1,4997.595446552926,2481.8211771737956,0.85
38,35,shock,1,1,984.4710067887418,2481.8211771737956,0.9
38,36,shock,1,1,563.2849475988044,42699.67843361179,0.9
38,37,shock,1,1,563.3113843776681,817.5128494555694,0.9
38,38,post,1,1,239.42914793563043,3922.7553339200904,0.95
38,39,post,1,1,216.5238802562605,93248.23756361302,0.95
38,40,post,1,1,334.0685895942462,6558.618130556897,0.95
38,41,post,1,1,384.3283381985402,90253.89873177808,0.95
38,42,post,1,1,387.19832818183875,141223.903988859,0.95
38,43,post,1,1,1466.5261416781836,141223.903988859,0.95
38,44,post,1,1,3395.3760603739074,141223.903988859,0.95
38,45,post,1,1,3462.3140274343946,7041.491092480482,0.95
38,46,post,1,1,3669.9631383488822,128080.13549739777,0.95
38,47,post,1,1,3740.1642144695356,128080.13549739777,0.95
39,0,warmup,0,0,0.0,61972.77054229393,nan
39,1,warmup,0,1,49578.21643383516,462.3472718882184,0.0
39,2,warmup,0,1,734.2775641583078,44.28610999902666,0.0
39,3,warmup,0,1,96.93266318122738,44.28610999902666,0.0
39,4,warmup,1,1,67.59625700937102,1616.0799556703416,0.25
39,5,warmup,1,1,83.40513026407606,1616.0799556703416,0.4
39,6,warmup,1,1,82.3700741530169,33467.865554643104,0.5
39,7,warmup,1,1,86.15429651699993,33467.865554643104,0.5714285714285714
39,8,warmup,1,1,167.51986810365375,2116.976558810892,0.625
39,9,warmup,0,1,2260.27887261196,2116.976558810892,0.5555555555555556
39,10,warmup,0,1,2464.141118132048,2116.976558810892,0.5
39,11,warmup,1,1,2708.4230087775168,35828.35177387695,0.5454545454545454
39,12,warmup,0,1,2712.037930408617,1583.8509804554717,0.5
39,13,warmup,0,1,1926.4122583210772,1583.8509804554717,0.46153846153846156
39,14,warmup,1,1,1789.38933196413,59210.26803094821,0.5
39,15,warmup,1,1,2247.2962231154397,59210.26803094821,0.5333333333333333
39,16,warmup,0,1,3020.158407009261,606.454553483248,0.5
39,17,warmup,0,1,1358.0262526582683,606.454553483248,0.47058823529411764
39,18,warmup,0,1,1009.3346283375895,506.7590804795813,0.4444444444444444
39,19,warmup,1,1,754.0115450733646,78314.76028108488,0.47368421052631576
39,20,pre,1,1,754.5975864311097,78314.76028108488,0.5
39,21,pre,1,1,45.54706178878047,2477.89460418734,0.55
39,22,pre,1,1,59.54791435649311,64554.44119905667,0.6
39,23,pre,1,1,99.77576707737789,492.83187364083824,0.65
39,24,pre,1,1,97.52648421268493,492.83187364083824,0.65
39,25,pre,1,1,53.73041831865825,492.83187364083824,0.65
39,26,pre,1,1,37.07928274672933,492.83187364083824,0.65
39,27,pre,1,1,29.667295919801962,492.83187364083824,0.65
39,28,shock,1,1,23.77913490204807,22731.70916976415,0.65
39,29,shock,1,1,29.563680740668996,629.3103394844827,0.7
39,30,shock,1,1,104.03854964407851,629.3103394844827,0.75
39,31,shock,0,1,110.32706768722781,10.0,0.7
39,32,shock,1,1,2.2921358993267242,16688.187850189177,0.75
39,33,shock,1,1,2.3358375931880944,16688.187850189177,0.8
39,34,shock,1,1,2.3354773466438794,151.6404730692485,0.8
39,35,shock,1,1,2.2275376265192652,151.6404730692485,0.8
39,36,shock,1,1,2.129134537155758,18804.531295838326,0.85
39,37,shock,1,1,18.054774326034313,20224.287921449115,0.9
39,38,post,1,1,18.06894203574154,67414.29307149706,0.95
39,39,post,1,1,18.130168283768406,67414.29307149706,0.95
39,40,post,1,1,119.403656852021,2389.9519787814525,0.95
39,41,post,0,1,1458.4973080464274,793.5592816810886,0.9
39,42,post,1,1,248.63560246385757,793.5592816810886,0.9
39,43,post,1,1,147.22559265449019,793.5592816810886,0.9
39,44,post,1,1,103.71460041759751,136.47815645908594,0.9
39,45,post,1,1,37.915987335514735,201.6476589472638,0.9
39,46,post,1,1,27.20031566813338,798.5616006820577,0.9
39,47,post,1,1,27.213686013470202,798.5616006820577,0.9
40,0,warmup,0,0,0.0,67986.05474604675,nan
40,1,warmup,0,1,54388.843796837406,2166.223819804849,0.0
40,2,warmup,0,1,3358.933205676529,2166.223819804849,0.0
40,3,warmup,0,1,2558.704875170365,2166.223819804849,0.0
40,4,warmup,0,1,2286.355536565302,2166.223819804849,0.0
40,5,warmup,1,1,2149.1047141279982,76617.31833577031,0.2
40,6,warmup,0,1,2151.019717617558,1498.12591110775,0.16666666666666666
40,7,warmup,0,1,1936.6230785927241,1498.12591110775,0.14285714285714285
40,8,warmup,0,1,1761.0914103761515,1498.12591110775,0.125
40,9,warmup,0,1,1614.7350349201479,1498.12591110775,0.1111111111111111
40,10,warmup,1,1,1490.8381876312792,1498.12591110775,0.2
40,11,warmup,1,1,1198.5007288862,65732.64862690882,0.2727272727272727
40,12,warmup,1,1,1489.6382504558426,1805.8197810466297,0.3333333333333333
40,13,warmup,1,1,1555.5243440591366,31079.769181464224,0.38461538461538464
40,14,warmup,1,1,2065.9505106490233,31079.769181464224,0.42857142857142855
40,15,warmup,0,1,3074.9611684501447,2413.7281257693157,0.4
40,16,warmup,0,1,3818.157700251161,1065.373273973708,0.375
40,17,warmup,1,1,2029.3745102758546,44834.81815169591,0.4117647058823529
40,18,warmup,0,1,2778.569565601675,1297.531115855571,0.3888888888888889
40,19,warmup,1,1,1836.4555440779816,1871.8736582763545,0.42105263157894735
40,20,pre,1,1,1492.4495328317155,1871.8736582763545,0.45
40,21,pre,1,1,398.599486919289,1871.8736582763545,0.5
40,22,pre,1,1,465.8872120740387,55931.61473417407,0.55
40,23,pre,1,1,466.74935932550574,1347.9225924374646,0.6
40,24,pre,1,1,472.441799416352,1347.9225924374646,0.65
40,25,pre,1,1,434.2694484890484,1347.9225924374646,0.65
40,26,pre,1,1,401.8044535930516,48480.58615305812,0.7
40,27,pre,1,1,492.94921432597584,1795.7093187677467,0.75
40,28,shock,1,1,398.16265024226914,12433.77943524561,0.8
40,29,shock,0,1,521.1337087774073,222.88595779545417,0.8
40,30,shock,1,1,189.60808674220635,222.88595779545417,0.8
40,31,shock,0,1,115.88586659103883,14.104879589496369,0.75
40,32,shock,1,1,5.929289524468364,16240.590169613357,0.75
40,33,shock,1,1,5.965994093339758,23889.89627161914,0.75
40,34,shock,1,1,5.9688711841310935,23889.89627161914,0.75
40,35,shock,1,1,6.320126525913975,23889.89627161914,0.8
40,36,shock,1,1,6.71530808785627,261.4464262122303,0.85
40,37,shock,1,1,118.9810435777815,261.4464262122303,0.85
40,38,post,1,1,61.39355952069321,34597.60648002087,0.9
40,39,post,1,1,61.49602195222837,1938.9668413618763,0.9
40,40,post,1,1,127.35523189605392,1938.9668413618763,0.9
40,41,post,1,1,120.4263949928705,54628.412568678556,0.9
40,42,post,1,1,213.91180648389764,54628.412568678556,0.9
40,43,post,1,1,956.187352978622,2099.729203162011,0.9
40,44,post,1,1,679.2090704164996,2099.729203162011,0.9
40,45,post,1,1,697.0312168414058,58411.590442002635,0.9
40,46,post,1,1,1042.4305618693786,58411.590442002635,0.9
40,47,post,0,1,1043.6602614544177,242.2467514185952,0.85
41,0,warmup,0,0,0.0,58249.00955232138,nan
41,1,warmup,1,1,46599.20764185711,58249.00955232138,1.0
41,2,warmup,1,1,46599.20764185711,58249.00955232138,1.0
41,3,warmup,1,1,46599.207641857116,58249.00955232138,1.0
41,4,warmup,1,1,46599.20764185711,58249.00955232138,1.0
41,5,warmup,0,1,46599.20764185711,1579.5673271590586,0.8
41,6,warmup,0,1,5699.991323862841,436.77281671256935,0.6666666666666666
41,7,warmup,0,1,1344.941273615674,436.77281671256935,0.5714285714285714
41,8,warmup,1,1,762.4189006773656,66751.7776432037,0.625
41,9,warmup,0,1,762.7368202953621,122.02405286663226,0.5555555555555556
41,10,warmup,1,1,298.01349893823493,48433.01899858389,0.6
41,11,warmup,1,1,312.2615809796141,48433.01899858389,0.6363636363636364
41,12,warmup,1,1,379.47422410960314,1287.5206739923788,0.6666666666666666
41,13,warmup,1,1,443.06271972757753,1287.5206739923788,0.6923076923076923
41,14,warmup,1,1,408.58966338768624,2068.035841246401,0.7142857142857143
41,15,warmup,1,1,1924.7260141101922,42628.69290099089,0.7333333333333333
41,16,warmup,1,1,1922.1258605745072,42628.69290099089,0.75
41,17,warmup,0,1,1919.532722767164,78.83518425170017,0.7058823529411765
41,18,warmup,1,1,285.88080036950777,52795.32332881035,0.7222222222222222
41,19,warmup,1,1,302.2494907368512,78953.19590374487,0.7368421052631579
41,20,pre,1,1,313.4006555398039,1713.9993168887377,0.75
41,21,pre,1,1,12.330378705857076,75020.50005000427,0.75
41,22,pre,1,1,12.339759762731907,69533.80821379635,0.75
41,23,pre,0,1,255.5896656994706,0.005431462358290728,0.7
41,24,pre,1,1,0.0007364358190292546,0.005431462358290728,0.7
41,25,pre,1,1,0.00036821854597483833,36890.872985614296,0.75
41,26,pre,1,1,0.00036821910228889624,31616.05771310403,0.8
41,27,pre,1,1,0.00036821908398938384,31616.05771310403,0.85
41,28,shock,1,1,0.0003682190667416597,13850.734416361256,0.85
41,29,shock,1,1,0.0007364376639659563,13850.734416361256,0.9
41,30,shock,1,1,699.7703943261325,13850.734416361256,0.9
41,31,shock,1,1,587.020177002684,13850.734416361256,0.9
41,32,shock,0,1,512.6973618547235,271.91214351697647,0.85
41,33,shock,1,1,34.183569998756944,10654.223526201016,0.85
41,34,shock,1,1,33.99790435580103,10654.223526201016,0.85
41,35,shock,1,1,33.8142446772101,10654.223526201016,0.85
41,36,shock,1,1,33.63255862846865,660.3102750292694,0.85
41,37,shock,1,1,24.770825153811078,660.3102750292694,0.9
41,38,post,1,1,40.95732393413864,2201.034250097565,0.9
41,39,post,1,1,36.93545917213148,2201.034250097565,0.9
41,40,post,1,1,40.7500752386771,2201.034250097565,0.9
41,41,post,1,1,37.405426907972526,58190.03217454949,0.9
41,42,post,1,1,56.753541216688696,2099.869318065909,0.9
41,43,post,1,1,88.49379393157147,62936.43434548687,0.95
41,44,post,1,1,115.8567125968136,36825.27323455544,0.95
41,45,post,1,1,165.80847674134623,1730.3314616000757,0.95
41,46,post,1,1,147.41911571283518,1730.3314616000757,0.95
41,47,post,1,1,98.07100432687201,1730.3314616000757,0.95
42,0,warmup,0,0,0.0,118193.20162173458,nan
42,1,warmup,1,1,94554.56129738769,138973.19740376086,1.0
42,2,warmup,1,1,102194.91941717558,133084.88144640063,1.0
42,3,warmup,1,1,103580.6218960693,133084.88144640063,1.0
42,4,warmup,1,1,104287.66130474133,133084.88144640063,1.0
42,5,warmup,1,1,104716.537192021,133084.88144640063,1.0
42,6,warmup,1,1,107377.82820864343,133084.88144640063,1.0
42,7,warmup,1,1,106467.9051571205,133084.88144640063,1.0
42,8,warmup,0,1,106467.9051571205,4553.790564907535,0.875
42,9,warmup,1,1,16022.220816802062,88929.02225900946,0.8888888888888888
42,10,warmup,1,1,15786.303794539344,85476.84377242913,0.9
42,11,warmup,0,1,15529.80254788987,9923.036283298321,0.8181818181818182
42,12,warmup,1,1,11401.504871719919,128194.01233806778,0.8333333333333334
42,13,warmup,1,1,11392.195953611856,128194.01233806778,0.8461538461538461
42,14,warmup,1,1,28710.68419557638,128194.01233806778,0.8571428571428571
42,15,warmup,1,1,29438.451853833994,128194.01233806778,0.8666666666666667
42,16,warmup,1,1,30308.010020421,128194.01233806778,0.875
42,17,warmup,1,1,102555.20987045423,128194.01233806778,0.8823529411764706
42,18,warmup,1,1,102555.20987045423,142349.85892525513,0.8888888888888888
42,19,warmup,1,1,104636.30140266944,112482.07675361958,0.8947368421052632
42,20,pre,0,1,101736.4380069887,3582.8849029685816,0.85
42,21,pre,1,1,550.7862674870272,145933.4266060139,0.85
42,22,pre,1,1,552.4728066483863,145933.4266060139,0.85
42,23,pre,1,1,554.1697060929364,145933.4266060139,0.85
42,24,pre,1,1,554.479532018151,145933.4266060139,0.85
42,25,pre,1,1,558.1659969021471,5034.436282512765,0.85
42,26,pre,1,1,756.8777075239204,5034.436282512765,0.85
42,27,pre,1,1,409.47161413366786,116765.55307790253,0.85
42,28,shock,1,1,407.8009354544412,35029.665923370754,0.9
42,29,shock,1,1,387.749712570703,35029.665923370754,0.9
42,30,shock,1,1,2458.2786517165127,35029.665923370754,0.9
42,31,shock,1,1,3886.084864802527,35029.665923370754,0.95
42,32,shock,1,1,9270.582214308206,35029.665923370754,0.95
42,33,shock,1,1,7972.700704305057,41853.280471537044,0.95
42,34,shock,1,1,8241.431623804445,41853.280471537044,0.95
42,35,shock,0,1,8528.91036010795,2632.1606593915303,0.9
42,36,shock,1,1,724.4340772273783,1590.461146837716,0.9
42,37,shock,1,1,323.6901612650045,30116.740252594213,0.9
42,38,post,1,1,322.30679594834135,147561.36769247334,0.9
42,39,post,1,1,327.4503420443404,8215.96922471461,0.9
42,40,post,1,1,658.814535763036,110526.80853700251,0.95
42,41,post,1,1,964.425806943656,6159.157046454496,0.95
42,42,post,1,1,2314.752014118595,119350.87440121995,0.95
42,43,post,1,1,2501.1583165198203,119350.87440121995,0.95
42,44,post,1,1,2488.229418810705,80464.45228351426,0.95
42,45,post,1,1,3843.8599410527145,80464.45228351426,0.95
42,46,post,0,1,3780.1589141571503,2565.8958437903766,0.9
42,47,post,1,1,1213.3645235053796,116755.02530094133,0.9
43,0,warmup,0,0,0.0,112390.76899644244,nan
43,1,warmup,1,1,89912.61519715395,112390.76899644244,1.0
43,2,warmup,1,1,89912.61519715395,112390.76899644244,1.0
43,3,warmup,1,1,89912.61519715395,112390.76899644244,1.0
43,4,warmup,1,1,89912.61519715395,118569.49606335047,1.0
43,5,warmup,1,1,90859.56440162018,118569.49606335047,1.0
43,6,warmup,1,1,91826.67223213242,126761.53811289213,1.0
43,7,warmup,1,1,94003.45217157109,126761.53811289213,1.0
43,8,warmup,1,1,96285.94045674369,126761.53811289213,1.0
43,9,warmup,1,1,98682.02878603275,126761.53811289213,1.0
43,10,warmup,0,1,100027.04404587219,4498.798015536129,0.9
43,11,warmup,0,1,15758.149701751985,7037.898317232127,0.8181818181818182
43,12,warmup,0,1,10308.323164930374,2033.2720690257818,0.75
43,13,warmup,1,1,4587.338922213343,137213.83090418973,0.7692307692307693
43,14,warmup,1,1,4590.502563595251,137213.83090418973,0.7857142857142857
43,15,warmup,1,1,4593.670571575806,137213.83090418973,0.8
43,16,warmup,1,1,6099.702798770725,137213.83090418973,0.8125
43,17,warmup,1,1,7677.990051249559,137213.83090418973,0.8235294117647058
