Method,n,QoE_mean,QoE_ci_lo,QoE_ci_hi,VMAF_mean,Rebuf_pct,Rebuf_ci_lo,Rebuf_ci_hi,Switch_mean,Interv_rate_pct
vmaf_aware_tol0.8_bud08,80,2978.51,2640.32,3294.78,74.34,20.33,16.12,24.71,21.11,9.22
vmaf_aware_tol1.0_bud08,80,2965.04,2633.35,3276.15,74.24,20.29,16.11,24.7,21.4,9.17
shield_legacy,80,2928.32,2591.14,3244.16,74.25,22.71,18.34,27.29,21.59,12.58
thresh_cat3.0_vmafFB,80,2880.98,2539.95,3199.78,74.44,29.46,24.54,34.76,21.55,6.98
thresh_cat4.0_vmafFB,80,2816.91,2473.89,3138.29,74.56,37.0,31.19,42.71,21.79,5.68
shield_off,80,2532.58,2168.64,2877.05,75.4,67.7,56.69,78.79,24.59,0.0
