step,episode_count,avg_reward,avg_vmaf,avg_rebuffer_rate,episode_length
384,48,-7946.12,32.55,397.14,48
384,48,-1184.27,89.74,229.87,48
384,48,2222.42,89.57,85.38,48
384,48,-158.24,89.70,186.25,48
384,48,2594.72,88.09,65.64,48
384,48,-281.67,91.79,195.78,48
384,48,3609.58,91.18,29.66,48
384,48,-136.56,32.45,66.45,48
768,96,-3719.17,31.11,215.87,48
768,96,203.02,88.62,168.37,48
768,96,3125.26,86.91,41.25,48
768,96,-480.25,90.59,201.48,48
768,96,3119.72,89.21,46.71,48
768,96,-5620.00,89.30,415.98,48
768,96,-7097.28,32.45,360.05,48
768,96,788.22,29.84,22.86,48
1152,144,1329.36,29.79,0.01,48
1152,144,2661.30,86.15,59.44,48
1152,144,-1996.50,87.41,258.16,48
1152,144,140.36,30.49,50.85,48
1152,144,-5503.35,30.30,289.48,48
1152,144,-435.96,88.69,195.60,48
1152,144,-7708.83,32.49,388.04,48
1152,144,-1828.79,85.98,248.23,48
1536,192,-6347.04,31.17,327.25,48
1536,192,1313.78,29.96,0.34,48
1536,192,3750.97,90.65,23.03,48
1536,192,-1286.73,28.58,108.55,48
1536,192,2100.49,88.43,87.43,48
1536,192,3783.97,90.35,21.28,48
1536,192,345.38,87.61,160.31,48
1536,192,-1382.61,90.01,238.49,48
1920,240,-3323.72,23.57,183.73,48
1920,240,3771.70,87.93,16.17,48
1920,240,-120.19,33.59,68.29,48
1920,240,-854.93,90.35,216.79,48
1920,240,3472.22,88.43,29.51,48
1920,240,-2337.23,85.55,268.81,48
1920,240,-403.16,92.05,201.50,48
1920,240,-573.73,32.04,84.03,48
2304,288,-940.56,34.58,105.20,48
2304,288,-2635.48,90.30,291.83,48
2304,288,2682.35,88.41,63.21,48
2304,288,-2496.82,87.58,280.14,48
2304,288,-2175.69,30.57,148.48,48
2304,288,4030.03,90.32,11.11,48
2304,288,-5861.45,29.56,303.42,48
2304,288,1766.77,85.55,95.53,48
2688,336,1575.32,88.23,109.29,48
2688,336,-67.18,28.04,54.73,48
2688,336,2191.62,89.52,86.24,48
2688,336,1184.90,27.67,1.63,48
2688,336,-6878.02,33.20,353.03,48
2688,336,2856.97,86.70,51.57,48
2688,336,3316.52,90.44,40.91,48
2688,336,-2962.87,86.77,298.52,48
3072,384,1205.08,89.71,128.39,48
3072,384,-2678.66,32.61,174.43,48
3072,384,2462.39,92.00,80.02,48
3072,384,2764.11,88.92,60.18,48
3072,384,3678.61,86.69,17.35,48
3072,384,3228.91,88.49,40.24,48
3072,384,-940.47,31.98,99.68,48
3072,384,-958.49,89.87,219.89,48
3456,432,2955.72,89.10,52.78,48
3456,432,-3653.57,91.69,338.32,48
3456,432,827.02,29.46,19.85,48
3456,432,2853.26,86.70,52.41,48
3456,432,1256.84,89.34,124.77,48
3456,432,-6350.62,33.16,330.80,48
3456,432,-636.23,88.57,203.29,48
3456,432,-3050.06,28.81,183.42,48
3840,480,-638.94,89.41,206.22,48
3840,480,-721.91,89.51,209.26,48
3840,480,-422.75,26.19,66.28,48
3840,480,-11732.81,31.46,555.79,48
3840,480,-3136.73,27.99,184.46,48
3840,480,-14460.07,34.43,676.19,48
3840,480,-131.57,27.40,56.90,48
3840,480,1676.63,87.51,103.86,48
4224,528,-975.49,25.94,88.25,48
4224,528,-3585.24,32.82,212.44,48
4224,528,2838.51,90.68,60.91,48
4224,528,4193.70,89.45,2.18,48
4224,528,3882.82,87.31,9.94,48
4224,528,-3992.48,87.23,343.12,48
4224,528,1108.79,88.95,130.15,48
4224,528,4079.81,89.38,6.35,48
4608,576,2942.00,89.70,54.70,48
4608,576,2240.73,90.22,85.85,48
4608,576,-13034.42,89.86,731.27,48
4608,576,873.91,28.72,16.89,48
4608,576,-121.33,30.68,61.65,48
4608,576,-4067.70,90.13,352.42,48
4608,576,-11168.73,90.84,654.49,48
4608,576,-647.26,86.98,200.75,48
4992,624,2783.82,88.82,59.35,48
4992,624,4106.80,89.63,5.58,48
4992,624,-658.73,88.50,204.28,48
4992,624,2897.36,86.79,50.35,48
4992,624,2580.62,86.10,62.56,48
4992,624,4082.07,89.93,7.15,48
4992,624,-208.23,89.00,186.26,48
4992,624,3353.41,89.91,38.16,48
5376,672,2226.20,86.73,79.08,48
5376,672,-205.72,29.34,62.72,48
5376,672,1829.55,89.53,101.54,48
5376,672,3240.23,91.08,44.93,48
5376,672,-1986.48,29.04,137.47,48
5376,672,-3112.56,32.41,192.08,48
5376,672,42.05,90.94,180.13,48
5376,672,1975.40,89.43,95.06,48
5760,720,174.64,91.58,175.82,48
5760,720,2042.31,88.68,90.44,48
5760,720,-3631.27,28.67,207.00,48
5760,720,599.71,89.43,153.19,48
5760,720,-1938.01,87.86,257.33,48
5760,720,2141.66,86.58,81.55,48
5760,720,841.22,88.15,139.76,48
5760,720,3194.85,86.82,38.21,48
6144,768,1186.39,26.71,0.13,48
6144,768,-10985.47,90.47,645.79,48
