episode,video,trace_idx,total_reward,avg_vmaf,total_rebuffer,rebuffer_rate,total_smooth,switches,chunks
0,sintel,23,1900.9520630633683,86.90458333333328,55.261548714091475,28.782056621922642,63.05000000000007,5,48
1,sintel,26,4176.030795951038,87.42999999999995,0.40096070606511924,0.20883370107558294,12.610000000000014,1,48
2,sintel,11,3860.583997663511,87.42999999999995,7.99999999976953,4.1666666665466305,12.610000000000014,1,48
3,sintel,8,3106.923534682011,86.90458333333328,25.479923146072593,13.270793305246142,63.05000000000007,5,48
4,sintel,5,4114.576737309638,87.42999999999995,1.9022970713859606,0.9907797246801878,12.610000000000014,1,48
5,sintel,3,2457.4924649373984,87.42999999999995,42.08333333296233,21.918402777584546,12.610000000000014,1,48
6,sintel,8,3106.923534682011,86.90458333333328,25.479923146072593,13.270793305246142,63.05000000000007,5,48
7,sintel,19,3837.2541351921336,87.42999999999995,8.483984753061343,4.4187420588861155,12.610000000000014,1,48
8,sintel,11,3860.583997663511,87.42999999999995,7.99999999976953,4.1666666665466305,12.610000000000014,1,48
9,sintel,16,4157.081855450876,87.42999999999995,0.8882243986916973,0.46261687431859233,12.610000000000014,1,48
10,sintel,18,4192.9391075268795,87.42999999999995,0.0,0.0,12.610000000000014,1,48
11,sintel,4,4090.292523682775,87.42999999999995,2.367033598502156,1.2328299992198728,12.610000000000014,1,48
12,sintel,23,1900.9520630633683,86.90458333333328,55.261548714091475,28.782056621922642,63.05000000000007,5,48
13,sintel,6,3542.439059928756,87.42999999999995,15.216019013510902,7.925009902870261,12.610000000000014,1,48
14,sintel,10,3303.904029697402,87.16729166666663,20.729326934303035,10.796524444949497,37.83000000000004,3,48
15,sintel,14,1684.8973341696903,87.42999999999995,61.37811597052771,31.967768734649848,12.610000000000014,1,48
16,sintel,0,4129.877432422434,87.42999999999995,1.5195009372522326,0.7914067381522045,12.610000000000014,1,48
17,sintel,0,4129.877432422434,87.42999999999995,1.5195009372522326,0.7914067381522045,12.610000000000014,1,48
18,sintel,21,4092.1954217156276,87.42999999999995,2.4062499999961324,1.253255208331319,12.610000000000014,1,48
19,sintel,24,3823.5004964677028,87.42999999999995,8.786054697903928,4.5760701551582965,12.610000000000014,1,48
