step,episode_count,avg_reward,avg_vmaf,avg_rebuffer_rate,episode_length
384,48,-7204.63,27.95,304.35,48
384,48,552.49,89.92,255.06,48
384,48,2441.15,87.25,103.91,48
384,48,1796.85,86.26,144.94,48
384,48,2789.03,86.73,77.23,48
384,48,2387.90,88.17,112.85,48
384,48,3782.93,88.44,13.74,48
384,48,-752.20,33.15,70.37,48
768,96,-3872.16,26.74,175.77,48
768,96,1839.32,90.24,163.59,48
768,96,3412.35,89.21,47.14,48
768,96,1719.49,89.30,166.36,48
768,96,3408.07,87.38,35.74,48
768,96,-1309.69,90.01,385.76,48
768,96,-9531.71,36.15,410.49,48
768,96,316.04,30.59,26.56,48
1152,144,947.58,35.15,8.92,48
1152,144,2805.68,86.75,79.52,48
1152,144,452.50,88.76,251.87,48
1152,144,-660.42,32.92,63.71,48
1152,144,-8097.70,31.52,342.76,48
1152,144,137.75,89.68,279.30,48
1152,144,-11972.86,38.03,506.41,48
1152,144,-186.37,89.47,305.32,48
1536,192,-7435.69,29.34,318.95,48
1536,192,911.54,29.93,0.31,48
1536,192,3450.96,88.46,32.54,48
1536,192,-2662.47,30.36,138.20,48
1536,192,2981.44,89.00,74.47,48
1536,192,4044.22,90.05,0.33,48
1536,192,2707.75,85.42,76.70,48
1536,192,833.42,89.74,232.12,48
1920,240,-6767.58,29.81,292.44,48
1920,240,3591.82,89.73,32.35,48
1920,240,-494.12,30.66,50.92,48
1920,240,390.64,92.34,275.87,48
1920,240,3791.11,85.59,0.00,48
1920,240,1165.44,88.85,203.13,48
1920,240,797.66,92.75,249.35,48
1920,240,-270.28,25.22,37.91,48
2304,288,-1176.87,29.04,76.34,48
2304,288,-76.58,89.92,300.00,48
2304,288,3369.63,88.30,43.60,48
2304,288,-1679.87,93.46,431.98,48
2304,288,-2053.64,28.13,106.48,48
2304,288,3738.86,86.51,7.50,48
2304,288,-8239.69,31.72,350.68,48
2304,288,2598.63,86.43,91.30,48
2688,336,2714.27,89.64,97.17,48
2688,336,-1303.95,31.64,91.18,48
2688,336,3252.39,88.61,49.93,48
2688,336,722.79,30.48,6.66,48
2688,336,-7302.67,29.09,314.80,48
2688,336,2170.64,88.76,133.10,48
2688,336,3534.06,90.67,42.00,48
2688,336,-371.84,89.29,320.73,48
3072,384,2021.46,89.95,146.76,48
3072,384,-4608.51,37.17,221.82,48
3072,384,2362.74,91.45,128.91,48
3072,384,2972.29,87.70,70.47,48
3072,384,3602.56,87.60,21.73,48
3072,384,3672.84,89.56,28.80,48
3072,384,-600.65,25.71,52.41,48
3072,384,1672.66,88.46,164.33,48
3456,432,3289.50,88.59,48.27,48
3456,432,-1320.73,92.70,400.63,48
3456,432,504.65,26.87,10.79,48
3456,432,2982.32,88.54,70.17,48
3456,432,1795.61,91.49,169.85,48
3456,432,-7850.76,31.44,332.55,48
3456,432,1996.86,88.85,144.84,48
3456,432,-4812.40,32.37,220.61,48
3840,480,588.39,90.09,249.96,48
3840,480,305.83,89.49,266.22,48
3840,480,-1534.18,30.40,93.46,48
3840,480,-15643.46,33.10,637.49,48
3840,480,-2873.03,28.50,142.60,48
3840,480,-11079.22,26.97,446.88,48
3840,480,481.63,27.41,13.81,48
3840,480,2509.40,88.43,101.90,48
4224,528,-2724.73,30.04,137.94,48
4224,528,-3449.33,31.90,167.87,48
4224,528,3944.22,87.74,4.58,48
4224,528,3964.58,88.57,0.76,48
4224,528,3659.53,84.53,2.58,48
4224,528,-930.75,89.89,362.05,48
4224,528,2310.96,92.15,134.07,48
4224,528,3732.41,86.26,2.47,48
4608,576,3207.42,91.96,70.40,48
4608,576,2960.09,87.41,66.12,48
4608,576,-6160.72,91.15,743.45,48
4608,576,335.46,29.99,24.08,48
4608,576,-707.55,33.56,70.53,48
4608,576,-158.80,87.91,298.13,48
4608,576,-3576.62,88.09,541.85,48
4608,576,815.08,92.28,246.62,48
4992,624,3463.30,89.42,41.58,48
4992,624,4022.26,92.80,18.51,48
4992,624,1780.88,90.64,164.54,48
4992,624,3049.79,88.47,65.14,48
4992,624,3115.68,88.01,60.38,48
4992,624,3428.17,92.79,58.68,48
4992,624,1098.28,89.82,211.33,48
4992,624,3662.26,89.08,25.63,48
5376,672,2666.32,89.03,97.15,48
5376,672,-773.33,29.77,64.68,48
5376,672,2525.64,89.06,105.71,48
5376,672,3177.77,88.62,56.79,48
5376,672,-3744.26,31.32,180.15,48
5376,672,-4490.26,32.48,210.72,48
5376,672,1832.33,86.60,146.12,48
5376,672,2218.43,92.12,143.46,48
5760,720,2594.60,88.56,97.53,48
5760,720,2994.42,88.79,73.60,48
5760,720,-6526.25,33.52,286.69,48
5760,720,2758.88,87.20,80.64,48
5760,720,-865.43,89.15,351.08,48
5760,720,3004.20,87.84,69.77,48
5760,720,933.15,89.29,218.55,48
5760,720,2590.40,89.27,100.97,48
6144,768,873.69,30.38,0.76,48
6144,768,-4239.75,89.60,596.40,48
6144,768,324.37,28.39,16.91,48
6144,768,-179.54,89.34,304.01,48
6144,768,-2353.20,30.65,129.39,48
6144,768,-2270.08,32.30,122.27,48
6144,768,3905.88,89.32,5.07,48
6144,768,2878.65,87.53,70.28,48
6528,816,1130.14,89.17,206.50,48
6528,816,3532.30,88.74,35.26,48
6528,816,604.64,33.36,17.09,48
6528,816,1358.55,87.36,188.32,48
6528,816,2765.98,89.64,88.23,48
6528,816,3329.76,88.02,41.14,48
6528,816,2218.17,89.50,132.53,48
6528,816,746.50,30.88,5.88,48
6912,864,-1976.37,27.75,108.17,48
6912,864,3804.02,89.69,11.32,48
6912,864,3166.89,87.63,58.18,48
6912,864,2561.66,89.31,105.39,48
6912,864,-1897.06,34.05,113.81,48
6912,864,565.62,91.52,259.44,48
6912,864,2742.78,89.34,89.39,48
6912,864,760.99,87.27,226.91,48
7296,912,-2947.76,32.17,150.15,48
7296,912,-1105.62,27.20,72.62,48
7296,912,3915.83,90.72,16.42,48
7296,912,766.76,88.62,229.85,48
7296,912,2111.25,93.11,156.05,48
7296,912,-4673.77,29.98,211.47,48
7296,912,147.03,29.21,30.00,48
7296,912,3843.16,91.31,25.59,48
7680,960,3265.15,90.40,55.60,48
7680,960,3637.33,91.72,43.67,48
7680,960,2388.13,84.10,89.43,48
7680,960,-6186.22,33.73,274.07,48
7680,960,1911.40,89.19,148.42,48
7680,960,-3657.68,87.41,546.12,48
7680,960,2846.11,88.73,81.98,48
7680,960,-4453.34,34.14,208.02,48
8064,1008,700.47,88.59,235.83,48
8064,1008,-795.96,90.37,351.66,48
8064,1008,4004.78,88.57,0.00,48
8064,1008,1498.43,86.19,164.76,48
8064,1008,-453.12,90.04,322.60,48
8064,1008,3151.24,89.52,61.20,48
8064,1008,-2260.38,26.92,113.56,48
8064,1008,-3518.97,87.81,537.34,48
8448,1056,397.67,30.13,19.08,48
8448,1056,-957.45,27.19,71.48,48
