step,episode_count,avg_reward,avg_vmaf,avg_rebuffer_rate,episode_length
384,48,-229346.48,28.04,385.24,48
384,48,-139701.97,90.82,240.91,48
384,48,-51750.80,87.26,92.82,48
384,48,-78891.06,86.62,138.35,48
384,48,-35659.13,86.92,65.62,48
384,48,-96009.56,89.44,167.30,48
384,48,-14542.34,90.61,30.85,48
384,48,-30605.03,30.70,52.37,48
768,96,1093.51,86.61,4.07,48
768,96,-112413.38,86.51,194.60,48
768,96,-175912.29,90.73,301.74,48
768,96,-36677.98,31.85,61.97,48
768,96,-172501.25,30.67,290.27,48
768,96,-140968.54,88.39,242.52,48
768,96,-1489675158704371.75,26.75,2500000000304.21,48
768,96,-255510.24,88.18,434.69,48
1152,144,-220140.74,30.62,370.16,48
1152,144,-835.95,33.37,2.18,48
1152,144,-76892.17,28.71,129.55,48
1152,144,-105694.69,89.56,183.66,48
1152,144,-9320.52,87.12,21.54,48
1152,144,-49766.31,90.68,90.03,48
1152,144,-82517.47,87.10,144.37,48
1152,144,-28086.79,87.62,53.05,48
1536,192,-175463.11,32.56,295.41,48
1536,192,-159609.30,87.56,273.73,48
1536,192,-3537978501808350.00,90.80,5937500000536.44,48
1536,192,-1618.95,26.52,3.25,48
1536,192,-224400.44,32.71,377.47,48
1536,192,1444.17,85.02,3.53,48
1536,192,-1017.08,88.33,7.93,48
1536,192,-15288.27,89.15,31.97,48
1920,240,-36654.84,87.58,67.66,48
1920,240,-94734.22,31.11,159.78,48
1920,240,-82589.00,89.39,144.79,48
1920,240,-10531.39,87.55,23.71,48
1920,240,-100299.21,91.81,174.93,48
1920,240,-63501.11,90.49,113.10,48
1920,240,-74425.32,86.65,130.83,48
1920,240,-92789.26,28.98,156.15,48
2304,288,-9451.54,86.66,21.80,48
2304,288,-118160.67,90.14,204.58,48
2304,288,521.44,90.34,5.41,48
2304,288,2378.06,89.86,2.18,48
2304,288,-796.82,87.69,7.51,48
2304,288,-36270.95,86.83,66.72,48
2304,288,-42803.46,90.32,78.32,48
2304,288,-65338.86,88.04,115.58,48
2688,336,-130554.87,36.34,219.93,48
2688,336,-34831.60,88.70,64.52,48
2688,336,-539142.15,87.38,910.65,48
2688,336,-42234.33,90.60,77.42,48
2688,336,-65663.98,90.23,116.40,48
2688,336,-188828.46,90.57,323.31,48
2688,336,-618284.89,91.63,1043.94,48
2688,336,-52161.21,90.43,94.07,48
3072,384,-59953.94,88.43,106.65,48
3072,384,-74162.45,88.34,130.58,48
3072,384,-41819.13,87.51,76.11,48
3072,384,-99187.50,86.25,172.17,48
3072,384,-931046974244023.88,29.33,1562500000281.20,48
3072,384,-56085.29,84.15,99.83,48
3072,384,-108867.32,91.09,189.37,48
3072,384,-132714.75,91.30,229.14,48
3456,432,-248041.82,91.89,422.81,48
3456,432,-11257.28,89.48,25.24,48
3456,432,-19625.95,29.19,33.19,48
3456,432,-129465.99,89.72,223.54,48
3456,432,-61797.41,28.01,104.43,48
3456,432,-27290.72,26.04,46.45,48
3456,432,3571.07,89.23,0.39,48
3456,432,-195147.11,87.45,333.51,48
3840,480,-10628.48,89.73,24.13,48
3840,480,-94140.36,33.27,158.87,48
3840,480,-7448375792759669.00,88.91,12500000000247.48,48
3840,480,-123149.87,89.35,212.93,48
3840,480,-82287.61,34.76,139.22,48
3840,480,-21298.42,85.78,41.59,48
3840,480,-41329.01,89.16,75.42,48
3840,480,2351.19,89.78,2.55,48
4224,528,-181689.18,88.47,310.94,48
4224,528,-57042.71,30.06,96.20,48
4224,528,-39216.30,88.30,71.99,48
4224,528,-106167.81,88.67,184.42,48
4224,528,-102346.88,33.11,172.44,48
4224,528,-169942.64,35.72,286.41,48
4224,528,-25187.11,33.22,42.74,48
4224,528,-94036.14,89.83,164.08,48
4608,576,-7401.56,87.90,18.53,48
4608,576,-289171.09,88.99,491.37,48
4608,576,-128274.66,33.43,215.76,48
4608,576,-149203.83,91.50,256.92,48
4608,576,-103180.23,89.35,179.42,48
4608,576,-12999.53,87.49,27.71,48
4608,576,-61830.32,30.01,104.33,48
4608,576,-77362.20,92.69,136.50,48
4992,624,-127940.71,89.45,220.98,48
4992,624,-79526.28,31.67,133.90,48
