step,episode_count,avg_reward,avg_vmaf,avg_rebuffer_rate,episode_length
384,48,-83798.62,32.30,141.60,48
384,48,-52355.00,88.08,93.79,48
384,48,-22350.06,89.86,43.93,48
384,48,-86155.34,88.26,150.64,48
384,48,-80392.68,88.98,141.17,48
384,48,-51800.76,89.19,93.31,48
384,48,-15740.20,89.64,32.69,48
384,48,-138156.59,35.99,232.58,48
768,96,-114089.73,90.23,197.83,48
768,96,-103685.48,89.07,180.33,48
768,96,-129842.11,87.43,223.96,48
768,96,-745920.72,31.20,1252.37,48
768,96,-12054.21,37.76,21.55,48
768,96,-129300.59,90.62,223.26,48
768,96,-70561.39,31.62,118.87,48
768,96,-16032.15,86.71,32.86,48
1152,144,-64836.18,32.94,109.71,48
1152,144,-184169.16,32.93,309.95,48
1152,144,-60616.27,28.30,102.38,48
1152,144,-44076.29,90.14,80.34,48
1152,144,-43224.43,88.22,78.65,48
1152,144,-106963.83,89.38,185.78,48
1152,144,-74828.92,89.36,131.85,48
1152,144,-159476.25,85.59,273.26,48
1536,192,-1051.83,27.19,2.04,48
1536,192,-34068.70,87.40,63.18,48
1536,192,-44485.67,88.36,80.71,48
1536,192,-99350.96,28.72,166.91,48
1536,192,-80546.41,30.31,135.41,48
1536,192,-10925.17,87.80,24.25,48
1536,192,-718.20,90.05,7.49,48
1536,192,-40637.35,91.62,74.62,48
1920,240,-76471.71,89.05,134.80,48
1920,240,-5003.67,26.48,9.09,48
1920,240,-24298.81,88.92,47.06,48
1920,240,-1198.90,86.94,7.87,48
1920,240,-59823.67,92.86,107.31,48
1920,240,-107234.79,88.30,185.93,48
1920,240,3524.13,87.97,0.16,48
1920,240,-5800.80,32.93,10.82,48
2304,288,-206538.54,88.02,352.68,48
2304,288,-99703.73,91.01,173.82,48
2304,288,-23550.87,85.36,44.88,48
2304,288,-207353.34,91.75,354.47,48
2304,288,-4294.70,87.71,13.18,48
2304,288,-6500.90,86.70,16.78,48
2304,288,-119979.58,87.26,207.23,48
2304,288,-12574.85,87.19,27.12,48
2688,336,-46343.68,30.25,78.46,48
2688,336,-60681.27,87.95,107.62,48
2688,336,-372418789794053.12,89.39,625000000280.20,48
2688,336,-71762.35,89.90,126.79,48
2688,336,-685807.96,90.76,1157.33,48
2688,336,-23441.25,88.84,45.32,48
2688,336,-19326.23,89.45,38.51,48
2688,336,-189780.51,91.52,325.11,48
3072,384,3516.90,90.55,0.43,48
3072,384,-7193.24,88.02,18.24,48
3072,384,-116039.20,87.91,200.78,48
3072,384,-29542.99,85.70,55.31,48
3072,384,-34910.61,29.47,59.23,48
3072,384,-48573.53,88.26,87.75,48
3072,384,-90206.12,88.91,157.75,48
3072,384,-176042.24,87.33,301.37,48
3456,432,-43073.96,90.95,78.84,48
3456,432,-4831.09,89.10,14.38,48
