step,episode_count,avg_reward,avg_vmaf,avg_rebuffer_rate,episode_length
384,48,-27025.65,91.98,407.72,48
384,48,-3098.46,84.30,91.45,48
384,48,-4612.65,88.84,114.41,48
384,48,-6845.99,86.88,141.84,48
384,48,-1847.52,90.20,79.26,48
384,48,-18030.92,91.19,290.30,48
384,48,3922.29,87.26,2.47,48
384,48,-2656.59,90.81,89.99,48
768,96,-8528.96,87.93,164.51,48
768,96,-10746.49,90.33,194.98,48
768,96,-1334.09,89.27,71.66,48
768,96,888.16,87.97,42.26,48
768,96,-1317.05,88.05,70.90,48
768,96,1021.68,90.51,42.26,48
768,96,-296308285791806.00,88.91,3854166666977.90,48
768,96,3637.58,90.96,8.75,48
1152,144,4240.57,89.58,0.00,48
1152,144,-1636.88,87.45,74.88,48
1152,144,-20038.00,88.86,314.73,48
1152,144,-8194.68,91.71,162.74,48
1152,144,-22632.41,91.44,350.34,48
1152,144,-17986.42,89.85,288.69,48
1152,144,-3272.72,89.06,96.94,48
1152,144,-28737.43,87.17,426.82,48
1536,192,-21546.97,89.68,334.93,48
1536,192,4183.92,89.57,0.76,48
1536,192,-5127.06,88.17,120.46,48
1536,192,-2021.21,89.52,80.83,48
1536,192,-435.24,87.38,59.17,48
1536,192,3586.44,91.06,9.40,48
1536,192,-20448.14,88.23,319.68,48
1536,192,-1484.52,87.81,72.81,48
1920,240,-14357.83,87.90,240.16,48
1920,240,3797.53,89.75,5.76,48
1920,240,555.41,86.42,45.43,48
1920,240,4195.05,89.69,0.76,48
1920,240,4070.13,87.06,0.61,48
1920,240,-2406.55,89.78,86.45,48
1920,240,-5944.96,91.04,132.96,48
1920,240,-9597.80,88.16,178.66,48
2304,288,-6312.29,93.28,139.20,48
2304,288,-18232.38,89.24,291.41,48
2304,288,-762.50,88.04,63.82,48
2304,288,-6826.54,89.06,143.07,48
2304,288,-1517.31,87.83,73.21,48
2304,288,793.53,87.07,42.92,48
2304,288,-11093.80,86.76,197.10,48
2304,288,-192199969172745.72,87.13,2500000000356.17,48
2688,336,-5978.94,88.51,131.92,48
2688,336,-911.53,89.95,66.66,48
2688,336,-6829.34,89.00,143.08,48
2688,336,-296308285791279.00,87.36,3854166666970.12,48
2688,336,-20240.63,90.87,318.79,48
2688,336,-20439.87,91.06,321.41,48
2688,336,-368.87,90.12,59.91,48
2688,336,-4977.30,86.99,117.75,48
3072,384,-2577.84,87.44,86.80,48
3072,384,-7805.54,89.92,156.50,48
3072,384,-658.44,89.47,63.31,48
3072,384,-71506.61,91.66,986.05,48
3072,384,2350.32,88.33,23.49,48
3072,384,-50478.49,88.37,710.27,48
3072,384,-10822.88,92.24,197.22,48
3072,384,-13913.60,91.55,236.87,48
3456,432,3616.57,84.47,4.49,48
3456,432,-9757.92,86.66,179.61,48
3456,432,-80424.96,93.16,1103.11,48
3456,432,-1287.62,92.02,73.28,48
3456,432,-8596.10,88.00,165.22,48
3456,432,-21292.51,88.36,330.68,48
3456,432,-48049992303305.32,87.53,625000000260.70,48
3456,432,-503.99,86.79,59.51,48
3840,480,-12584.93,86.03,215.78,48
3840,480,-12738.45,91.11,221.36,48
3840,480,-6366.45,92.12,139.24,48
3840,480,-3039.22,88.54,93.51,48
3840,480,2978.60,88.47,15.59,48
3840,480,-22921.21,87.12,351.18,48
3840,480,-18497.29,91.29,296.26,48
3840,480,-1369.99,88.11,71.65,48
4224,528,-2698.32,88.47,89.11,48
4224,528,-18204.23,91.07,292.31,48
4224,528,-48049992312519.77,92.00,625000000383.50,48
4224,528,2996.34,89.18,15.74,48
4224,528,4080.18,89.25,1.87,48
4224,528,-3954.13,89.38,105.89,48
4224,528,3832.02,88.99,5.02,48
4224,528,672.76,91.23,47.10,48
4608,576,714.82,88.17,44.48,48
4608,576,-7067.00,88.25,145.68,48
4608,576,-2323.93,91.44,86.16,48
4608,576,-16432.46,90.29,268.82,48
4608,576,-3280.80,87.65,96.15,48
4608,576,-17573.38,91.97,284.81,48
4608,576,179.81,87.14,50.72,48
4608,576,-16854.03,89.52,273.76,48
4992,624,-2996.25,89.95,94.01,48
4992,624,1740.11,90.15,32.49,48
4992,624,-4675.32,89.75,115.64,48
4992,624,-5272.45,87.75,122.04,48
4992,624,-13710.38,89.63,233.23,48
4992,624,-2865.94,90.14,92.48,48
4992,624,-421.11,89.30,59.94,48
4992,624,4260.09,90.51,0.26,48
5376,672,-6805.92,89.69,143.30,48
5376,672,2827.99,86.70,16.49,48
5376,672,3322.30,91.51,12.99,48
5376,672,-2095.30,85.26,79.34,48
5376,672,-456474926745958.19,88.65,5937500000262.95,48
5376,672,569.22,90.72,48.25,48
5376,672,-90851.16,89.13,1236.16,48
5376,672,-9797.19,85.67,179.56,48
5760,720,4085.84,87.50,0.76,48
5760,720,1291.98,88.55,37.49,48
5760,720,-1893.24,90.39,80.00,48
5760,720,-4778.79,90.58,117.67,48
5760,720,-5092.27,88.59,120.16,48
5760,720,-15217.94,92.76,254.65,48
5760,720,3492.33,86.61,7.72,48
5760,720,-4319.90,86.27,108.56,48
6144,768,-25187.47,87.45,380.91,48
6144,768,3966.21,85.83,1.16,48
6144,768,3633.81,87.73,6.66,48
6144,768,-6507.08,88.48,138.53,48
6144,768,-4614.94,90.90,115.70,48
6144,768,-40328.63,90.16,579.71,48
6144,768,-6798.21,86.78,141.22,48
6144,768,-2234.15,91.40,84.91,48
6528,816,-8215.08,87.56,160.25,48
6528,816,4129.94,87.32,0.01,48
6528,816,219.37,86.87,50.16,48
6528,816,868.32,89.93,43.78,48
6528,816,-12265.86,91.88,215.84,48
6528,816,741.60,87.15,43.57,48
6528,816,-21913.95,89.97,339.82,48
6528,816,-15517.43,85.93,253.97,48
6912,864,-3323.01,88.31,97.17,48
6912,864,-15793.12,86.17,257.70,48
6912,864,2969.05,88.35,15.72,48
6912,864,-755.77,88.60,64.15,48
6912,864,-8578.77,91.83,167.74,48
6912,864,-48049992302339.01,87.44,625000000248.11,48
6912,864,-8444.77,87.77,163.26,48
6912,864,139.94,91.45,54.13,48
7296,912,-55250.25,87.51,771.81,48
7296,912,-471.29,90.60,61.62,48
7296,912,3616.92,84.61,4.83,48
7296,912,598.44,86.96,45.51,48
7296,912,-12214.44,89.68,213.61,48
7296,912,-3364.79,85.53,95.88,48
7296,912,2510.09,88.46,21.68,48
7296,912,2608.02,88.56,20.32,48
7680,960,-436.04,90.34,61.06,48
7680,960,-979.30,87.35,66.23,48
7680,960,3523.17,89.88,9.55,48
7680,960,1609.83,89.69,34.13,48
7680,960,4305.57,91.18,0.31,48
7680,960,-182.82,87.95,56.15,48
7680,960,3265.65,89.33,12.40,48
7680,960,986.35,89.13,41.69,48
8064,1008,-3683.66,85.71,100.28,48
8064,1008,-4840.81,91.08,118.63,48
8064,1008,2482.94,85.14,19.68,48
8064,1008,-23493.44,92.80,362.41,48
8064,1008,415.13,89.32,49.16,48
8064,1008,-17119.07,90.27,277.81,48
8064,1008,3192.58,87.93,12.30,48
8064,1008,-11112.65,89.88,199.42,48
8448,1056,-58366.89,85.85,811.22,48
8448,1056,-19844.23,88.47,312.08,48
8448,1056,-11480.74,90.29,204.36,48
8448,1056,2306.47,88.64,24.36,48
8448,1056,-58450.06,91.23,816.05,48
8448,1056,-4918.78,90.50,119.37,48
8448,1056,2901.70,87.23,15.54,48
