episode,video,trace_idx,total_reward,avg_vmaf,total_rebuffer,rebuffer_rate,total_smooth,switches,chunks
0,bigbuckbunny,23,3404.509592488596,83.86770833333334,67.49662739150291,35.154493433074435,30.370000000000005,3,48
1,bigbuckbunny,26,4260.5317227331,89.65145833333338,0.40096070606577316,0.2088337010759235,76.64,10,48
2,bigbuckbunny,11,3959.115220946237,86.07104166666666,11.419999999999987,5.947916666666661,136.13,19,48
3,bigbuckbunny,8,3721.7303417688345,83.86770833333334,31.693976352924285,16.5072793504814,30.370000000000005,3,48
4,bigbuckbunny,5,4144.504265024392,88.41208333333337,1.9022970713887686,0.9907797246816502,162.57000000000005,23,48
5,bigbuckbunny,3,3602.9630700000007,83.86770833333334,44.98333333333334,23.42881944444445,30.370000000000005,3,48
6,bigbuckbunny,8,3721.7303417688345,83.86770833333334,31.693976352924285,16.5072793504814,30.370000000000005,3,48
7,bigbuckbunny,19,3920.4887512023565,85.65791666666671,9.712543499582864,5.058616406032742,202.23000000000013,29,48
8,bigbuckbunny,11,3959.115220946237,86.07104166666666,11.419999999999987,5.947916666666661,136.13,19,48
9,bigbuckbunny,16,4230.007329681507,89.23833333333339,0.8882243986928859,0.46261687431921145,89.86,12,48
10,bigbuckbunny,18,4066.121763440861,87.58583333333337,0.0,0.0,274.9400000000003,40,48
11,bigbuckbunny,4,3976.5961618796923,85.38250000000004,3.7531267061021216,1.9547534927615215,169.18000000000006,24,48
12,bigbuckbunny,23,3404.509592488596,83.86770833333334,67.49662739150291,35.154493433074435,30.370000000000005,3,48
13,bigbuckbunny,6,3853.597168365227,83.86770833333334,16.784189919912926,8.741765583287982,30.370000000000005,3,48
14,bigbuckbunny,10,3750.1475729951444,83.86770833333334,28.431244771267597,14.807939985035206,30.370000000000005,3,48
15,bigbuckbunny,14,3428.471339579337,83.86770833333334,64.7575599397864,33.72789580197208,30.370000000000005,3,48
16,bigbuckbunny,0,4142.862928016276,88.41208333333338,1.717007618285816,0.8942748011905292,169.18000000000006,24,48
17,bigbuckbunny,0,4142.862928016276,88.41208333333338,1.717007618285816,0.8942748011905292,169.18000000000006,24,48
18,bigbuckbunny,21,3981.416128829365,85.38250000000001,3.250694444444444,1.693070023148148,169.18000000000006,24,48
19,bigbuckbunny,24,3709.7724303893056,85.65791666666668,33.4895771431288,17.44248809537958,202.23000000000013,29,48
