episode,video,trace_idx,total_reward,avg_vmaf,total_rebuffer,rebuffer_rate,total_smooth,switches,chunks
0,sintel,23,3657.8671359030486,88.23833333333329,78.98007056830082,41.13545342099001,90.20999999999992,11,48
1,sintel,26,4532.066758473722,94.86666666666667,0.40096070606577316,0.2088337010759235,35.889999999999986,4,48
2,sintel,11,4297.6135549005385,91.47166666666664,11.419999999999987,5.947916666666661,28.129999999999995,3,48
3,sintel,8,3882.6167698438294,88.56166666666662,45.03076543508826,23.45352366410847,121.24999999999989,15,48
4,sintel,5,4397.531354948977,93.57333333333332,1.9022970713887686,0.9907797246816502,160.04999999999984,20,48
5,sintel,3,3882.458220625001,87.59166666666663,44.98333333333334,23.42881944444445,28.129999999999995,3,48
6,sintel,8,3882.6167698438294,88.56166666666662,45.03076543508826,23.45352366410847,121.24999999999989,15,48
7,sintel,19,4055.740611760468,90.50166666666667,19.396789925161563,10.102494752688314,307.48999999999967,39,48
8,sintel,11,4297.6135549005385,91.47166666666664,11.419999999999987,5.947916666666661,28.129999999999995,3,48
9,sintel,16,4497.898288124506,94.38166666666666,0.8882243986928859,0.46261687431921145,51.40999999999997,6,48
10,sintel,18,4550.622446236559,95.02833333333332,0.0,0.0,20.370000000000005,2,48
11,sintel,4,4151.397682083034,89.69333333333331,4.819696544442551,2.510258616897162,229.88999999999976,29,48
12,sintel,23,3657.8671359030486,88.23833333333329,78.98007056830082,41.13545342099001,90.20999999999992,11,48
13,sintel,6,3965.3322686498545,88.88499999999995,33.179880977214765,17.281188008966023,144.52999999999986,18,48
14,sintel,10,3875.2389416121323,88.88499999999995,46.1485657026512,24.035711303464165,152.28999999999985,19,48
15,sintel,14,3751.760717047481,87.59166666666663,64.7575599397864,33.72789580197208,28.129999999999995,3,48
16,sintel,0,4383.229612619817,93.41166666666665,1.717007618285816,0.8942748011905292,175.56999999999982,22,48
17,sintel,0,4383.229612619817,93.41166666666665,1.717007618285816,0.8942748011905292,175.56999999999982,22,48
18,sintel,21,4165.76281578249,89.69333333333331,3.250694444444444,1.693070023148148,222.12999999999977,28,48
19,sintel,24,3801.596144199703,90.50166666666665,57.83759848650635,30.123749211722057,307.48999999999967,39,48
