step,episode_count,avg_reward,avg_vmaf,avg_rebuffer_rate,episode_length
384,48,-4792.13,31.22,338.53,48
384,48,966.81,90.13,181.03,48
384,48,2429.55,84.20,84.05,48
384,48,1359.51,89.20,157.13,48
384,48,2443.48,88.18,94.36,48
384,48,1645.78,89.75,131.57,48
384,48,3992.47,90.02,14.19,48
384,48,265.90,30.47,59.99,48
768,96,-2594.07,28.01,209.67,48
768,96,1890.43,88.94,127.23,48
768,96,3098.42,88.81,59.81,48
768,96,-1445.26,90.66,289.42,48
768,96,3442.30,86.88,36.00,48
768,96,-2615.84,88.35,343.08,48
768,96,-6835.64,38.12,467.65,48
768,96,883.14,26.76,15.84,48
1152,144,1140.89,31.20,13.25,48
1152,144,2985.87,89.43,68.75,48
1152,144,679.57,84.68,181.65,48
1152,144,294.51,31.85,61.00,48
1152,144,-2998.14,29.09,235.14,48
1152,144,-893.31,88.61,256.62,48
1152,144,-4539.59,30.57,323.96,48
1152,144,-1707.19,90.23,328.30,48
1536,192,-4831.35,28.67,333.12,48
1536,192,1415.70,31.27,0.00,48
1536,192,3558.39,91.07,38.10,48
1536,192,-1005.30,31.80,132.29,48
1536,192,1383.80,89.95,158.10,48
1536,192,4023.12,91.72,17.12,48
1536,192,2014.58,89.18,121.21,48
1536,192,50.48,86.21,202.71,48
1920,240,-5577.93,33.72,387.62,48
1920,240,3894.54,91.30,21.97,48
1920,240,337.88,32.57,60.84,48
1920,240,369.60,90.43,197.37,48
1920,240,3693.22,88.90,28.26,48
1920,240,-1394.52,90.90,313.08,48
1920,240,1151.26,88.68,152.91,48
1920,240,504.99,25.43,34.30,48
2304,288,212.80,29.93,61.08,48
2304,288,177.05,87.73,217.97,48
2304,288,3266.34,88.22,49.70,48
2304,288,-2183.34,89.70,324.11,48
2304,288,-163.42,27.02,74.72,48
2304,288,3960.55,87.94,10.76,48
2304,288,-3799.47,29.03,278.19,48
2304,288,2574.78,87.46,84.98,48
2688,336,2148.60,89.75,115.32,48
2688,336,-92.01,29.10,76.15,48
2688,336,3096.08,88.64,59.88,48
2688,336,1347.82,36.07,14.83,48
2688,336,-4098.49,28.38,293.11,48
2688,336,3332.52,86.40,40.80,48
2688,336,3536.14,89.05,33.81,48
2688,336,-2086.98,87.48,341.44,48
3072,384,1624.61,91.05,148.01,48
3072,384,-1542.84,31.99,162.46,48
3072,384,2698.37,88.68,75.42,48
3072,384,2804.51,89.81,72.76,48
3072,384,3630.31,87.98,28.79,48
3072,384,3285.66,88.18,49.14,48
3072,384,-875.17,33.60,129.37,48
3072,384,655.91,89.46,195.99,48
3456,432,2449.32,91.02,102.30,48
3456,432,-1332.40,87.69,275.62,48
3456,432,945.54,30.38,21.92,48
3456,432,3163.83,85.95,48.68,48
3456,432,832.46,93.13,180.86,48
3456,432,-3936.30,29.93,289.12,48
3456,432,1678.30,86.73,132.35,48
3456,432,-2037.93,27.72,178.10,48
3840,480,-2207.72,92.36,361.95,48
3840,480,201.59,89.81,221.84,48
3840,480,292.66,31.81,61.81,48
