step,episode_count,avg_reward,avg_vmaf,avg_rebuffer_rate,episode_length
384,48,-10135.60,34.13,425.33,48
384,48,2186.89,85.20,114.70,48
384,48,2782.70,88.01,84.67,48
384,48,1453.62,86.46,173.80,48
384,48,2882.83,90.64,90.73,48
384,48,1175.54,92.47,219.21,48
384,48,3567.80,88.36,22.66,48
384,48,-942.96,30.22,67.17,48
768,96,-6050.60,33.67,268.60,48
768,96,1209.83,90.42,209.82,48
768,96,3041.26,87.97,64.07,48
768,96,1456.65,87.45,179.89,48
768,96,3196.51,89.12,60.11,48
768,96,-2539.59,91.87,483.45,48
768,96,-7744.50,30.90,330.51,48
768,96,929.91,27.98,0.00,48
1152,144,392.91,32.08,25.14,48
1152,144,2409.91,91.59,128.41,48
1152,144,491.36,88.29,250.78,48
1152,144,-514.48,31.05,56.51,48
1152,144,-5870.13,29.08,257.62,48
1152,144,-1259.91,91.71,386.99,48
1152,144,-8300.20,31.58,355.36,48
1152,144,-332.55,90.35,320.12,48
1536,192,-6076.95,25.83,260.75,48
1536,192,891.07,31.19,0.76,48
1536,192,3202.17,93.17,78.19,48
1536,192,-4088.85,33.14,196.02,48
1536,192,2336.34,87.86,112.01,48
1536,192,3933.30,88.74,7.95,48
1536,192,1947.32,88.20,144.13,48
1536,192,68.23,90.11,285.06,48
1920,240,-6686.07,30.66,287.99,48
1920,240,3822.37,87.70,9.60,48
1920,240,-50.37,27.87,34.23,48
1920,240,1004.55,87.61,208.66,48
1920,240,3917.95,89.39,9.46,48
1920,240,258.49,90.09,274.67,48
1920,240,2406.57,89.05,116.17,48
1920,240,-767.81,28.65,61.06,48
2304,288,-1100.02,31.18,80.58,48
2304,288,786.26,88.62,231.44,48
2304,288,3442.65,87.33,35.75,48
2304,288,-1753.99,90.97,421.74,48
2304,288,-2365.52,33.52,132.31,48
2304,288,3725.73,90.55,28.71,48
2304,288,-7324.24,29.36,309.86,48
2304,288,2504.76,90.06,112.88,48
2688,336,2355.27,90.30,121.72,48
2688,336,-1184.11,30.40,81.99,48
2688,336,3186.45,88.95,59.52,48
2688,336,821.45,31.47,4.54,48
2688,336,-7047.61,30.34,305.31,48
2688,336,2889.70,88.40,79.01,48
2688,336,3776.11,90.46,23.61,48
2688,336,-1432.10,89.18,392.72,48
3072,384,2632.39,88.28,95.02,48
3072,384,-3405.51,32.64,165.89,48
3072,384,2484.88,89.75,110.00,48
3072,384,3448.51,92.65,59.35,48
3072,384,3696.36,90.12,24.59,48
3072,384,3555.03,88.97,30.40,48
3072,384,-1307.13,31.51,91.19,48
3072,384,1980.88,88.90,140.78,48
3456,432,3733.97,87.82,11.17,48
3456,432,-1030.96,89.84,360.69,48
3456,432,-105.94,33.16,44.25,48
3456,432,3182.13,90.18,68.10,48
3456,432,1748.63,92.13,179.00,48
3456,432,-8441.30,33.08,363.57,48
3456,432,1703.22,88.55,165.08,48
3456,432,-4205.44,30.29,195.62,48
3840,480,25.41,88.71,285.00,48
3840,480,1911.62,87.23,144.40,48
3840,480,-911.84,31.35,72.88,48
3840,480,-13668.33,28.65,552.34,48
3840,480,-4534.49,33.23,212.69,48
3840,480,-13736.94,29.17,554.94,48
3840,480,-812.61,28.72,63.04,48
3840,480,3025.41,89.34,72.76,48
4224,528,-2130.19,28.88,116.27,48
4224,528,-4520.77,33.61,214.49,48
4224,528,3603.26,88.76,25.09,48
4224,528,3930.91,87.89,0.00,48
4224,528,3703.10,90.29,25.71,48
4224,528,-1001.58,89.99,364.34,48
4224,528,2727.09,89.33,90.38,48
4224,528,3643.82,88.20,23.98,48
4608,576,3455.42,91.24,49.77,48
4608,576,2893.62,91.98,95.12,48
4608,576,-5765.99,88.84,702.24,48
4608,576,-552.18,36.44,67.90,48
4608,576,545.53,29.53,13.16,48
4608,576,-497.96,87.69,321.36,48
4608,576,-3676.30,89.97,553.43,48
4608,576,765.57,89.52,231.01,48
4992,624,3318.63,89.46,51.84,48
4992,624,3894.93,87.05,0.00,48
4992,624,2138.90,88.81,128.77,48
4992,624,2801.95,88.01,80.43,48
4992,624,3217.09,84.98,40.03,48
4992,624,3891.32,91.88,23.02,48
4992,624,163.36,89.83,277.25,48
4992,624,3602.93,88.16,25.00,48
5376,672,2759.80,88.72,86.82,48
5376,672,-1917.54,30.18,111.44,48
5376,672,2610.37,91.51,110.67,48
5376,672,3647.79,90.09,30.11,48
5376,672,-3566.63,29.96,170.29,48
5376,672,-4280.71,34.15,207.93,48
5376,672,2144.85,87.56,128.89,48
5376,672,1978.62,87.53,136.30,48
5760,720,2759.93,89.30,93.57,48
5760,720,2275.56,88.28,116.79,48
5760,720,-6793.85,33.48,298.25,48
5760,720,2224.97,92.17,144.96,48
5760,720,332.34,87.78,263.48,48
5760,720,2537.86,90.87,118.34,48
5760,720,785.66,91.54,245.11,48
5760,720,2485.36,90.59,119.20,48
6144,768,850.52,28.47,0.76,48
6144,768,-2958.84,88.99,500.33,48
6144,768,162.46,35.98,40.27,48
6144,768,-1664.35,91.46,417.76,48
6144,768,-2094.88,30.39,116.07,48
6144,768,-1097.03,31.86,79.61,48
6144,768,3768.82,89.06,14.63,48
6144,768,3216.71,90.57,63.88,48
6528,816,112.67,90.30,286.14,48
6528,816,3698.59,85.28,3.44,48
6528,816,1063.50,31.37,1.49,48
6528,816,1276.41,88.81,191.36,48
6528,816,2780.61,89.73,87.76,48
6528,816,3271.31,88.62,52.56,48
6528,816,2703.15,89.41,95.66,48
6528,816,530.50,29.71,11.58,48
6912,864,-2738.79,30.71,140.19,48
6912,864,3667.88,89.43,23.69,48
6912,864,3095.15,89.15,67.48,48
6912,864,2525.11,90.05,111.34,48
6912,864,-745.64,30.05,65.85,48
6912,864,571.05,88.76,245.77,48
6912,864,2734.50,88.39,85.81,48
6912,864,1093.39,87.00,202.69,48
7296,912,-2293.97,29.46,121.76,48
7296,912,-1528.43,28.50,89.62,48
7296,912,3810.82,88.99,13.42,48
7296,912,-217.65,90.10,309.47,48
7296,912,2789.52,90.29,90.33,48
7296,912,-5101.92,31.24,228.08,48
7296,912,77.00,33.17,36.93,48
7296,912,3526.74,86.88,23.33,48
7680,960,3818.15,87.89,4.25,48
7680,960,4022.65,88.89,0.86,48
7680,960,2198.43,89.17,127.41,48
7680,960,-7363.47,33.72,316.10,48
7680,960,2580.76,90.34,112.38,48
7680,960,-2357.07,85.21,444.43,48
7680,960,3469.96,89.96,44.12,48
7680,960,-3386.67,30.47,166.81,48
8064,1008,-436.23,90.53,328.79,48
8064,1008,-123.60,88.91,297.22,48
8064,1008,3744.91,88.04,14.18,48
8064,1008,1562.18,90.61,183.64,48
8064,1008,-70.41,90.97,302.96,48
8064,1008,3563.41,89.56,34.15,48
8064,1008,-4042.43,32.22,190.06,48
8064,1008,-3651.82,88.61,550.55,48
8448,1056,711.12,30.66,9.32,48
8448,1056,-1585.48,29.47,94.51,48
8448,1056,3532.80,87.67,29.51,48
8448,1056,-422.90,28.97,46.00,48
8448,1056,-1286.69,88.88,381.05,48
8448,1056,236.49,89.01,271.39,48
8448,1056,-3256.04,28.06,155.17,48
8448,1056,-1330.57,90.13,388.99,48
8832,1104,-1270.45,30.52,85.08,48
8832,1104,3235.61,88.68,53.45,48
8832,1104,3901.77,91.99,22.66,48
8832,1104,1383.62,90.22,192.13,48
8832,1104,-4729.01,34.32,221.10,48
8832,1104,1839.56,89.36,158.22,48
8832,1104,3453.81,90.88,47.85,48
8832,1104,-2968.17,39.54,166.30,48
9216,1152,-508.77,89.30,323.78,48
9216,1152,-1022.87,29.47,71.52,48
9216,1152,936.25,28.30,0.00,48
9216,1152,3884.13,88.07,2.59,48
