episode,video,trace_idx,total_reward,avg_vmaf,total_rebuffer,rebuffer_rate,total_smooth,switches
0,bigbuckbunny,23,3725.4931284887684,83.73,61.87097754137845,32.224467469467946,17.150000000000006,1
1,bigbuckbunny,26,3999.507254626453,83.73,0.40096070606577316,0.2088337010759235,17.150000000000006,1
2,bigbuckbunny,11,3964.597655913981,83.73,7.999999999999986,4.16666666666666,17.150000000000006,1
3,bigbuckbunny,8,3863.5703168784926,83.73,30.14254470652192,15.699242034646835,17.150000000000006,1
4,bigbuckbunny,5,3992.783896656349,83.73,1.9022970713887686,0.9907797246816502,17.150000000000006,1
5,bigbuckbunny,3,3810.3716666666674,83.73,42.08333333333334,21.918402777777782,17.150000000000006,1
6,bigbuckbunny,8,3863.5703168784926,83.73,30.14254470652192,15.699242034646835,17.150000000000006,1
7,bigbuckbunny,19,3961.726459591718,83.73,8.483984753133981,4.418742058923949,17.150000000000006,1
8,bigbuckbunny,11,3964.597655913981,83.73,7.999999999999986,4.16666666666666,17.150000000000006,1
9,bigbuckbunny,16,3997.5244020935597,83.73,0.8882243986928859,0.46261687431921145,17.150000000000006,1
10,bigbuckbunny,18,4001.402021505377,83.73,0.0,0.0,17.150000000000006,1
11,bigbuckbunny,4,3989.650451288293,83.73,2.3670335985059348,1.232829999221841,17.150000000000006,1
12,bigbuckbunny,23,3725.4931284887684,83.73,61.87097754137845,32.224467469467946,17.150000000000006,1
13,bigbuckbunny,6,3927.7280629336387,83.73,15.216019013801434,7.92500990302158,17.150000000000006,1
14,bigbuckbunny,10,3887.5242289229377,83.73,24.402635856471225,12.709706175245431,17.150000000000006,1
15,bigbuckbunny,14,3727.404101324841,83.73,61.378115970967414,31.96776873487886,17.150000000000006,1
16,bigbuckbunny,0,3994.4245005068938,83.73,1.5195009372543486,0.7914067381533065,17.150000000000006,1
17,bigbuckbunny,0,3994.4245005068938,83.73,1.5195009372543486,0.7914067381533065,17.150000000000006,1
18,bigbuckbunny,21,3990.176458333334,83.73,2.40625,1.2532552083333335,17.150000000000006,1
19,bigbuckbunny,24,3960.09590750267,83.73,8.786054698276175,4.576070155352174,17.150000000000006,1
