episode,video,trace_idx,total_reward,avg_vmaf,total_rebuffer,rebuffer_rate,total_smooth,switches,chunks
0,tearsofsteel_short,23,3678.952712570584,86.75895833333341,63.9114931951573,33.287236039144425,24.97,2,48
1,tearsofsteel_short,26,4154.57395139954,86.88791666666674,0.40096070606577316,0.2088337010759235,24.97,2,48
2,tearsofsteel_short,11,4066.8210239139808,86.75895833333341,11.359999999999985,5.916666666666659,24.97,2,48
3,tearsofsteel_short,8,3906.534459423471,86.75895833333341,32.69976649026264,17.031128380345127,24.97,2,48
4,tearsofsteel_short,5,4143.438616252662,86.88791666666674,1.9022970713887686,0.9907797246816502,24.97,2,48
5,tearsofsteel_short,3,3815.9451125000005,86.75895833333341,44.95833333333334,23.415798611111114,24.97,2,48
6,tearsofsteel_short,8,3906.534459423471,86.75895833333341,32.69976649026264,17.031128380345127,24.97,2,48
7,tearsofsteel_short,19,4093.039573597685,86.88791666666674,8.483984753133981,4.418742058923949,24.97,2,48
8,tearsofsteel_short,11,4066.8210239139808,86.75895833333341,11.359999999999985,5.916666666666659,24.97,2,48
9,tearsofsteel_short,16,4151.159177053124,86.88791666666674,0.8882243986928859,0.46261687431921145,24.97,2,48
10,tearsofsteel_short,18,4157.64702150538,86.88791666666674,0.0,0.0,24.97,2,48
11,tearsofsteel_short,4,4138.9394496523655,86.88791666666674,2.3670335985059348,1.232829999221841,24.97,2,48
12,tearsofsteel_short,23,3678.952712570584,86.75895833333341,63.9114931951573,33.287236039144425,24.97,2,48
13,tearsofsteel_short,6,4033.026625506954,86.75895833333341,15.216019013801434,7.92500990302158,24.97,2,48
14,tearsofsteel_short,10,3950.8129600758184,86.75895833333341,26.48103634642902,13.792206430431781,24.97,2,48
15,tearsofsteel_short,14,3675.596356297492,86.75895833333341,64.34700204491247,33.51406356505858,24.97,2,48
16,tearsofsteel_short,0,4146.204143102587,86.88791666666674,1.5195009372543486,0.7914067381533065,24.97,2,48
17,tearsofsteel_short,0,4146.204143102587,86.88791666666674,1.5195009372543486,0.7914067381533065,24.97,2,48
18,tearsofsteel_short,21,4139.350211458337,86.88791666666674,2.40625,1.2532552083333335,24.97,2,48
19,tearsofsteel_short,24,4083.4135221918127,86.75895833333341,8.907923279342985,4.639543374657804,24.97,2,48
