episode,chunk,video,action,bitrate,buffer,throughput,rebuffer,vmaf,reward,risk_factor,grad_factor
0,0,bigbuckbunny,1,750,4.0,527.22940984,4.690122637336221,83.73,41.07325258295995,2.1,0.764
0,1,bigbuckbunny,1,750,4.0,319.96303501899996,5.376083083540744,83.73,44.69575535345254,2.1,0.764
0,2,bigbuckbunny,1,750,4.0,387.006993007,3.7517979111703994,83.73,56.42276944093196,2.1,0.764
0,3,bigbuckbunny,1,750,4.0,654.1505016719999,0.586100587452032,83.73,79.27847097871383,2.1,0.764
0,4,bigbuckbunny,1,750,4.283529031561471,807.2173913040001,0.0,83.73,83.51567058063124,2.071647096843853,0.764
0,5,bigbuckbunny,1,750,4.0,402.789660416,3.1645271000224646,83.73,60.66274724325781,2.1,0.764
0,6,bigbuckbunny,1,750,4.0,467.30616996500004,2.4197740000408974,83.73,66.03971567450473,2.1,0.764
0,7,bigbuckbunny,1,750,4.0,449.33333333300004,2.676557863506436,83.73,64.18578753705624,2.1,0.764
0,8,bigbuckbunny,1,750,4.0,426.70017533600003,3.0306978375101092,83.73,61.628967752744515,2.1,0.764
0,9,bigbuckbunny,1,750,4.0,606.445430346,0.9468589420953943,83.73,76.67386780985967,2.1,0.764
0,10,bigbuckbunny,1,750,4.3370082004383494,819.0026525200001,0.0,83.73,83.51674016400877,2.0662991799561654,0.764
0,11,bigbuckbunny,1,750,4.0,356.126186202,4.086972164483077,83.73,54.00287836686508,2.1,0.764
0,12,bigbuckbunny,1,750,4.0,535.4585725999999,1.6026743309627989,83.73,71.9390118653148,2.1,0.764
0,13,bigbuckbunny,1,750,4.0,504.66006600699995,1.9445955843837028,83.73,69.47040879986655,2.1,0.764
0,14,bigbuckbunny,1,750,4.232104084680382,796.2003376480001,0.0,83.73,83.51464208169361,2.076789591531962,0.764
0,15,bigbuckbunny,1,750,4.599369033028046,825.8240574509999,0.0,83.73,83.52198738066056,2.040063096697195,0.764
0,16,bigbuckbunny,1,750,4.3428110531329045,704.794816415,0.0,83.73,83.51685622106267,2.0657188946867096,0.764
0,17,bigbuckbunny,1,750,4.0,579.953241233,0.8300197661619402,83.73,77.51742329226403,2.1,0.764
0,18,bigbuckbunny,1,750,4.0,539.6716016150001,1.5589361956832963,83.73,72.25479245440575,2.1,0.764
0,19,bigbuckbunny,1,750,4.0,486.37653587,2.168060707603394,83.73,67.85703530324503,2.1,0.764
0,20,bigbuckbunny,1,750,4.0,735.174866627,0.08066180739294371,83.73,82.92763788298443,2.1,0.764
0,21,bigbuckbunny,1,750,4.0,666.069576218,0.5040339734990704,83.73,79.87097551813142,2.1,0.764
0,22,bigbuckbunny,1,750,4.185665300199043,786.506753106,0.0,83.73,83.51371330600398,2.081433469980096,0.764
0,23,bigbuckbunny,1,750,4.0,694.616970658,0.13326171530152298,83.73,82.54787706786607,2.1,0.764
0,24,bigbuckbunny,1,750,4.0,531.659947415,1.6427045418530977,83.73,71.65000174872901,2.1,0.764
0,25,bigbuckbunny,1,750,4.0,492.534958767,2.090938209767134,83.73,68.41384431312325,2.1,0.764
0,26,bigbuckbunny,1,750,4.0,719.274853801,0.17086734528050496,83.73,82.27637194054381,2.1,0.764
0,27,bigbuckbunny,1,750,4.0,686.2371579449999,0.37166650809725166,83.73,80.82664214483947,2.1,0.764
0,28,bigbuckbunny,1,750,4.283367199848759,807.1822429910001,0.0,83.73,83.51566734399698,2.071663280015124,0.764
0,29,bigbuckbunny,1,750,4.503258727172412,793.628019324,0.0,83.73,83.52006517454345,2.049674127282759,0.764
0,30,bigbuckbunny,1,750,4.50015635380639,749.418755803,0.0,83.73,83.52000312707614,2.049984364619361,0.764
0,31,bigbuckbunny,1,750,5.472476539620308,990.857747224,0.0,83.73,83.53944953079241,1.9527523460379692,0.764
0,32,bigbuckbunny,1,750,6.361054703622118,964.189415042,0.0,83.73,83.55722109407245,1.8638945296377882,0.764
0,33,bigbuckbunny,1,750,5.121985497613535,572.6208,0.0,83.73,83.53243970995227,1.9878014502386465,0.764
