episode,chunk,video,action,bitrate,buffer,throughput,rebuffer,vmaf,reward,risk_factor,grad_factor
0,0,tearsofsteel_short,1,750,4.0,527.22940984,4.690122637336221,86.63,43.069609265114295,2.1,0.766
0,1,tearsofsteel_short,1,750,4.0,319.96303501899996,5.376083083540744,86.63,47.49414738317361,2.1,0.766
0,2,tearsofsteel_short,1,750,4.0,387.006993007,3.7517979111703994,86.63,59.251860460410825,2.1,0.766
0,3,tearsofsteel_short,1,750,4.0,654.1505016719999,0.586100587452032,86.63,82.16739367761097,2.1,0.766
0,4,tearsofsteel_short,1,750,4.283529031561471,807.2173913040001,0.0,86.63,86.41567058063123,2.071647096843853,0.766
0,5,tearsofsteel_short,1,750,4.0,402.789660416,3.1645271000224646,86.63,63.50293768106738,2.1,0.766
0,6,tearsofsteel_short,1,750,4.0,467.30616996500004,2.4197740000408974,86.63,68.89398194590396,2.1,0.766
0,7,tearsofsteel_short,1,750,4.0,449.33333333300004,2.676557863506436,86.63,67.03520059343596,2.1,0.766
0,8,tearsofsteel_short,1,750,4.0,426.70017533600003,3.0306978375101092,86.63,64.47168756361557,2.1,0.766
0,9,tearsofsteel_short,1,750,4.0,606.445430346,0.9468589420953943,86.63,79.55597217585407,2.1,0.766
0,10,tearsofsteel_short,1,750,4.3370082004383494,819.0026525200001,0.0,86.63,86.41674016400876,2.0662991799561654,0.766
0,11,tearsofsteel_short,1,750,4.0,356.126186202,4.086972164483077,86.63,56.82563459295635,2.1,0.766
0,12,tearsofsteel_short,1,750,4.0,535.4585725999999,1.6026743309627989,86.63,74.80872132045958,2.1,0.766
0,13,tearsofsteel_short,1,750,4.0,504.66006600699995,1.9445955843837028,86.63,72.33365594332169,2.1,0.766
0,14,tearsofsteel_short,1,750,4.232104084680382,796.2003376480001,0.0,86.63,86.4146420816936,2.076789591531962,0.766
0,15,tearsofsteel_short,1,750,4.599369033028046,825.8240574509999,0.0,86.63,86.42198738066055,2.040063096697195,0.766
0,16,tearsofsteel_short,1,750,4.3428110531329045,704.794816415,0.0,86.63,86.41685622106266,2.0657188946867096,0.766
0,17,tearsofsteel_short,1,750,4.0,579.953241233,0.8300197661619402,86.63,80.40173591868356,2.1,0.766
0,18,tearsofsteel_short,1,750,4.0,539.6716016150001,1.5589361956832963,86.63,75.12532856030732,2.1,0.766
0,19,tearsofsteel_short,1,750,4.0,486.37653587,2.168060707603394,86.63,70.7160589558713,2.1,0.766
0,20,tearsofsteel_short,1,750,4.0,735.174866627,0.08066180739294371,86.63,85.8261133748247,2.1,0.766
0,21,tearsofsteel_short,1,750,4.0,666.069576218,0.5040339734990704,86.63,82.76144927603228,2.1,0.766
0,22,tearsofsteel_short,1,750,4.185665300199043,786.506753106,0.0,86.63,86.41371330600397,2.081433469980096,0.766
0,23,tearsofsteel_short,1,750,4.0,694.616970658,0.13326171530152298,86.63,85.44535842144687,2.1,0.766
0,24,tearsofsteel_short,1,750,4.0,531.659947415,1.6427045418530977,86.63,74.51895463288798,2.1,0.766
0,25,tearsofsteel_short,1,750,4.0,492.534958767,2.090938209767134,86.63,71.27432558095865,2.1,0.766
0,26,tearsofsteel_short,1,750,4.0,719.274853801,0.17086734528050496,86.63,85.173142547718,2.1,0.766
0,27,tearsofsteel_short,1,750,4.0,686.2371579449999,0.37166650809725166,86.63,83.71961764783642,2.1,0.766
0,28,tearsofsteel_short,1,750,4.283367199848759,807.1822429910001,0.0,86.63,86.41566734399697,2.071663280015124,0.766
0,29,tearsofsteel_short,1,750,4.503258727172412,793.628019324,0.0,86.63,86.42006517454344,2.049674127282759,0.766
