step,episode_count,avg_reward,avg_vmaf,avg_rebuffer_rate,episode_length
384,48,36.87,87.31,6.39,48
384,48,3.45,34.46,71.71,48
384,48,39.04,89.37,1.59,48
384,48,26.81,88.73,141.51,48
384,48,26.09,90.56,167.53,48
384,48,21.55,92.07,234.23,48
384,48,-26.45,31.76,397.87,48
384,48,39.39,89.67,0.00,48
768,96,25.30,88.72,163.67,48
768,96,28.18,90.86,132.51,48
768,96,-19.65,29.84,331.12,48
768,96,36.42,88.45,21.38,48
768,96,22.52,90.88,205.06,48
768,96,-23.57,32.38,374.88,48
768,96,0.68,29.87,69.39,48
768,96,-18.95,90.92,709.14,48
1152,144,3.31,31.85,20.69,48
1152,144,23.13,91.74,209.81,48
1152,144,37.11,90.43,36.08,48
1152,144,-26.46,33.38,419.91,48
1152,144,-5.10,29.82,145.41,48
1152,144,1.77,25.57,38.68,48
1152,144,-0.13,30.41,76.69,48
1152,144,8.41,89.52,369.91,48
1536,192,-4.82,33.35,164.45,48
1536,192,13.46,90.80,321.99,48
1536,192,34.90,86.07,25.30,48
1536,192,12.46,87.41,300.20,48
1536,192,5.92,89.55,400.67,48
1536,192,29.12,89.43,125.48,48
1536,192,-16.77,30.08,279.79,48
1536,192,24.81,86.41,143.15,48
1920,240,0.82,29.26,47.76,48
1920,240,26.80,88.49,142.03,48
1920,240,33.99,89.38,58.24,48
1920,240,4.08,27.74,33.12,48
1920,240,31.32,89.66,94.23,48
1920,240,34.62,89.68,63.64,48
1920,240,17.50,90.23,261.63,48
1920,240,37.29,89.96,26.24,48
2304,288,36.11,91.97,55.44,48
2304,288,27.80,86.68,114.15,48
2304,288,38.66,88.75,3.93,48
2304,288,19.31,90.46,239.78,48
2304,288,28.69,86.44,101.32,48
2304,288,30.87,89.60,96.43,48
2304,288,30.06,87.70,82.09,48
2304,288,-20.98,33.83,368.57,48
2688,336,30.88,86.43,75.69,48
2688,336,-5.81,89.55,545.15,48
2688,336,-0.67,29.17,89.82,48
2688,336,5.13,32.15,41.65,48
2688,336,2.65,33.73,64.37,48
2688,336,-1.83,31.47,89.75,48
2688,336,-3.25,25.14,111.64,48
2688,336,36.54,90.42,32.49,48
3072,384,19.83,88.85,222.65,48
3072,384,11.58,88.78,319.32,48
3072,384,1.22,31.37,69.26,48
3072,384,10.08,89.35,346.57,48
3072,384,-3.85,31.09,124.90,48
3072,384,38.26,90.56,22.26,48
3072,384,13.78,91.72,321.20,48
3072,384,32.98,90.38,75.17,48
3456,432,34.48,83.34,17.53,48
3456,432,27.89,89.80,136.01,48
3456,432,30.85,89.61,96.49,48
3456,432,27.25,89.50,143.67,48
3456,432,8.13,32.64,2.61,48
3456,432,0.48,32.59,96.87,48
3456,432,19.71,89.62,232.12,48
3456,432,-3.74,28.37,119.57,48
3840,480,31.52,88.75,85.12,48
3840,480,36.68,88.92,23.28,48
3840,480,1.23,31.95,67.41,48
3840,480,32.53,86.80,61.12,48
3840,480,-13.81,27.15,231.18,48
3840,480,-4.56,27.61,113.15,48
3840,480,3.36,33.86,64.70,48
3840,480,15.79,90.67,284.80,48
4224,528,26.30,90.04,153.25,48
4224,528,-2.20,33.63,128.99,48
4224,528,-13.38,89.50,617.14,48
4224,528,1.25,32.45,96.35,48
4224,528,32.52,88.13,72.28,48
4224,528,33.31,89.33,75.51,48
4224,528,35.66,88.26,34.19,48
4224,528,34.37,86.17,24.82,48
4608,576,5.14,34.34,28.69,48
4608,576,-0.52,29.34,87.86,48
4608,576,-8.14,33.76,199.81,48
4608,576,-4.03,35.44,161.07,48
4608,576,5.33,31.98,26.56,48
4608,576,-25.12,31.92,391.51,48
4608,576,17.10,91.23,273.55,48
4608,576,36.41,88.11,23.12,48
4992,624,-23.40,22.20,335.77,48
4992,624,-8.04,35.37,191.10,48
4992,624,-6.34,34.85,193.15,48
4992,624,26.47,89.41,147.09,48
4992,624,-3.02,86.73,484.82,48
4992,624,24.17,86.02,150.17,48
4992,624,-13.15,26.12,206.35,48
4992,624,33.28,89.36,67.55,48
5376,672,-17.22,31.69,279.84,48
5376,672,-0.83,28.60,89.48,48
5376,672,13.76,86.25,288.78,48
5376,672,-54.08,31.15,727.20,48
5376,672,4.86,30.15,36.48,48
5376,672,35.96,90.34,43.53,48
5376,672,-5.80,27.39,159.62,48
5376,672,4.30,34.72,50.03,48
5760,720,39.98,93.40,30.56,48
5760,720,34.63,90.08,55.67,48
5760,720,27.18,87.22,123.88,48
5760,720,33.04,85.92,37.29,48
5760,720,6.90,28.16,11.01,48
5760,720,-11.46,83.73,562.64,48
5760,720,-2.25,30.02,100.17,48
5760,720,35.07,86.21,24.91,48
6144,768,22.75,87.40,169.86,48
6144,768,3.35,30.06,48.80,48
6144,768,2.80,32.49,51.11,48
6144,768,22.39,92.45,224.64,48
6144,768,31.52,90.87,93.88,48
6144,768,1.81,33.77,73.76,48
6144,768,24.91,87.79,141.39,48
6144,768,38.34,88.49,3.87,48
6528,816,26.85,91.76,173.33,48
6528,816,24.92,86.02,129.27,48
6528,816,18.36,87.33,233.32,48
6528,816,-9.68,33.06,197.32,48
6528,816,23.69,88.72,184.22,48
6528,816,25.00,89.28,170.79,48
6528,816,30.23,90.43,106.71,48
6528,816,34.25,88.13,40.78,48
6912,864,35.89,90.08,47.26,48
6912,864,31.93,87.64,69.63,48
6912,864,4.62,32.99,62.02,48
6912,864,0.72,33.73,103.30,48
6912,864,13.51,89.03,309.30,48
6912,864,24.72,91.05,186.41,48
6912,864,26.36,89.60,154.78,48
6912,864,4.44,29.67,36.15,48
7296,912,26.71,91.10,166.06,48
7296,912,4.43,36.81,59.96,48
7296,912,-2.02,33.39,118.98,48
7296,912,5.44,26.60,13.79,48
7296,912,24.50,84.71,138.81,48
7296,912,8.25,90.31,369.03,48
7296,912,4.86,29.48,33.40,48
7296,912,-1.58,33.64,110.19,48
7680,960,28.32,90.72,136.79,48
7680,960,33.47,88.99,66.09,48
7680,960,34.77,88.42,46.71,48
7680,960,-21.82,30.37,334.11,48
7680,960,20.31,89.91,228.66,48
7680,960,38.89,90.30,7.23,48
7680,960,-25.16,31.01,363.52,48
7680,960,0.42,28.63,74.75,48
8064,1008,-23.78,31.19,362.23,48
8064,1008,6.53,30.59,6.27,48
8064,1008,36.65,89.12,25.05,48
8064,1008,37.64,90.70,30.78,48
8064,1008,4.50,32.41,38.41,48
8064,1008,26.94,88.24,124.07,48
8064,1008,27.10,86.38,115.64,48
8064,1008,3.98,28.38,25.48,48
8448,1056,3.93,28.51,28.67,48
8448,1056,34.19,85.58,27.63,48
8448,1056,10.64,90.06,349.85,48
8448,1056,35.64,88.11,29.22,48
8448,1056,32.30,87.70,68.21,48
8448,1056,8.27,30.15,16.05,48
8448,1056,6.33,31.71,0.56,48
8448,1056,35.42,91.40,55.25,48
8832,1104,-5.06,87.96,518.08,48
8832,1104,3.95,34.50,73.26,48
8832,1104,-16.23,30.23,283.93,48
8832,1104,24.28,90.30,179.48,48
8832,1104,15.31,88.90,274.23,48
8832,1104,38.26,89.84,10.68,48
8832,1104,34.28,91.43,82.10,48
8832,1104,11.13,88.15,331.29,48
9216,1152,-17.43,30.83,298.39,48
9216,1152,23.81,89.40,175.64,48
9216,1152,3.94,30.96,45.18,48
9216,1152,38.39,90.54,21.11,48
9216,1152,15.09,89.90,295.78,48
9216,1152,33.79,85.63,32.32,48
9216,1152,16.37,86.77,245.73,48
