Method,n,QoE_mean,QoE_ci_lo,QoE_ci_hi,VMAF_mean,Rebuf_pct,Rebuf_ci_lo,Rebuf_ci_hi,Switch_mean,Interv_rate_pct
shield_off,80,3966.22,3708.64,4216.14,83.44,0.04,0.0,0.09,11.36,0.0
thresh_cat3.0_vmafFB,80,3964.38,3707.13,4212.95,83.42,0.04,0.0,0.09,11.34,0.13
thresh_cat4.0_vmafFB,80,3964.38,3707.13,4212.95,83.42,0.04,0.0,0.09,11.34,0.13
shield_legacy,80,3962.27,3705.37,4210.73,83.4,0.04,0.0,0.09,11.34,0.31
vmaf_aware_tol1.0_bud08,80,3962.27,3705.37,4210.73,83.4,0.04,0.0,0.09,11.34,0.29
vmaf_aware_tol0.8_bud08,80,3962.27,3705.37,4210.73,83.4,0.04,0.0,0.09,11.34,0.29
