video,episodes,mean_reward,std_reward,mean_rebuffer,std_rebuffer,mean_bitrate,std_bitrate
game,10,108.92449625730515,20.780820021794998,1.6099999999999988,2.1988406035908983,1237.9166666666667,441.1290950189323
sports,10,107.26768008470535,19.711253371698557,1.08,0.47497368348151686,1150.1041666666665,504.8307115350925
movie,10,105.21296727657318,16.68039490393208,1.0,0.38470768123342697,1114.2708333333333,520.0792561962978
nature,10,104.26049692630768,22.004508680748113,1.799999999999999,2.17255609824004,1034.8958333333335,369.06920329785936
news,10,96.26888449192047,18.445753020107798,1.9099999999999988,2.1290608258102885,1033.3333333333335,324.6191678978102
animation,10,93.24399038553238,13.603227132052574,1.01,0.29816103031751157,1036.3541666666667,265.86445497685264
