episode,video,trace_idx,total_reward,avg_vmaf,total_rebuffer,rebuffer_rate,total_smooth,switches,chunks
0,sintel,23,3908.3160816202935,82.70124999999997,1.330718961549283,0.6930827924735848,264.8100000000003,21,48
1,sintel,26,4168.892345154223,86.90458333333328,0.0,0.0,12.610000000000014,1,48
2,sintel,11,4118.835397849461,86.1164583333333,0.0,0.0,88.2700000000001,7,48
3,sintel,8,4053.613932186326,85.06562499999994,0.2548436700827823,0.1327310781681158,113.49000000000012,9,48
4,sintel,5,4166.291434491943,86.90458333333328,0.16091882855550743,0.08381188987266011,12.610000000000014,1,48
5,sintel,3,3941.8633503701826,83.48937499999998,1.2000000000000002,0.6250000000000001,315.25000000000034,25,48
6,sintel,8,4053.613932186326,85.06562499999994,0.2548436700827823,0.1327310781681158,113.49000000000012,9,48
7,sintel,19,4091.4588728294275,86.3791666666666,3.3214592170744766,1.7299266755596232,63.05000000000007,5,48
8,sintel,11,4118.835397849461,86.1164583333333,0.0,0.0,88.2700000000001,7,48
9,sintel,16,4168.959152137236,86.90458333333328,0.0,0.0,12.610000000000014,1,48
10,sintel,18,4169.115537634406,86.90458333333328,0.0,0.0,12.610000000000014,1,48
11,sintel,4,4162.296687182435,86.90458333333328,0.3468134394023741,0.1806319996887365,12.610000000000014,1,48
12,sintel,23,3908.3160816202935,82.70124999999997,1.330718961549283,0.6930827924735848,264.8100000000003,21,48
13,sintel,6,4039.9667451460396,85.59104166666663,3.1148709521113056,1.622328620891305,138.71000000000015,11,48
14,sintel,10,4027.8176260354635,85.06562499999995,1.9501879773157484,1.0157229048519523,138.71000000000015,11,48
15,sintel,14,3866.2853704145778,82.1758333333333,1.2838002436053593,0.6686459602111245,428.74000000000046,34,48
16,sintel,0,4168.170828955922,86.90458333333328,0.00780037490173946,0.004062695261322635,12.610000000000014,1,48
17,sintel,0,4168.170828955922,86.90458333333328,0.00780037490173946,0.004062695261322635,12.610000000000014,1,48
18,sintel,21,4163.188714347934,86.90458333333328,0.36250000000000004,0.18880208333333337,12.610000000000014,1,48
19,sintel,24,4089.1776827734748,86.1164583333333,2.310257186820486,1.203258951469003,88.2700000000001,7,48
