episode,video,trace_idx,total_reward,avg_vmaf,total_rebuffer,rebuffer_rate,total_smooth,switches,chunks
0,tearsofsteel_short,23,3744.0741972249484,79.58750000000005,2.1464756286137243,1.117956056569648,319.26,17,48
1,tearsofsteel_short,26,4117.53534515423,85.84750000000007,0.0,0.0,18.78,1,48
2,tearsofsteel_short,11,4025.260897849465,84.28250000000006,0.0,0.0,150.24,8,48
3,tearsofsteel_short,8,3955.1786116368485,83.10875000000004,0.2548436700827823,0.1327310781681158,169.02,9,48
4,tearsofsteel_short,5,4114.934434491948,85.84750000000007,0.16091882855550743,0.08381188987266011,18.78,1,48
5,tearsofsteel_short,3,3797.4883503701826,80.76125000000003,1.2000000000000002,0.6250000000000001,469.4999999999998,25,48
6,tearsofsteel_short,8,3955.1786116368485,83.10875000000004,0.2548436700827823,0.1327310781681158,169.02,9,48
7,tearsofsteel_short,19,4049.748482200265,85.06500000000007,1.4030479593649028,0.7307541455025536,93.9,5,48
8,tearsofsteel_short,11,4025.260897849465,84.28250000000006,0.0,0.0,150.24,8,48
9,tearsofsteel_short,16,4117.602152137242,85.84750000000007,0.0,0.0,18.78,1,48
10,tearsofsteel_short,18,4117.758537634412,85.84750000000007,0.0,0.0,18.78,1,48
11,tearsofsteel_short,4,4093.290227625421,85.45625000000007,0.3468134394023741,0.1806319996887365,18.78,1,48
12,tearsofsteel_short,23,3744.0741972249484,79.58750000000005,2.1464756286137243,1.117956056569648,319.26,17,48
13,tearsofsteel_short,6,3929.8852074088536,83.50000000000007,3.1148709521113056,1.622328620891305,244.14000000000001,13,48
14,tearsofsteel_short,10,3920.6840614350563,82.71750000000006,0.5588035129796434,0.29104349634356425,281.70000000000005,15,48
15,tearsofsteel_short,14,3687.70468292177,78.80500000000002,1.2838002436053593,0.6686459602111245,619.7399999999996,33,48
16,tearsofsteel_short,0,4116.813828955928,85.84750000000007,0.00780037490173946,0.004062695261322635,18.78,1,48
17,tearsofsteel_short,0,4116.813828955928,85.84750000000007,0.00780037490173946,0.004062695261322635,18.78,1,48
18,tearsofsteel_short,21,4093.69560323683,85.45625000000007,0.36250000000000004,0.18880208333333337,18.78,1,48
19,tearsofsteel_short,24,3997.4082860946933,84.28250000000007,2.310257186820486,1.203258951469003,131.46,7,48
