episode,video,trace_idx,total_reward,avg_vmaf,total_rebuffer,rebuffer_rate,total_smooth,switches,chunks
0,bigbuckbunny,23,3619.164737241216,77.29875,3.1895583584165292,1.6612283116752755,325.85,19,48
1,bigbuckbunny,26,3981.758345154227,83.01541666666668,0.0,0.0,17.150000000000006,1,48
2,bigbuckbunny,11,3896.8178978494634,81.58625,0.0,0.0,137.20000000000005,8,48
3,bigbuckbunny,8,3831.0679321863286,80.514375,0.2548436700827823,0.1327310781681158,154.35000000000005,9,48
4,bigbuckbunny,5,3979.1574344919454,83.01541666666668,0.16091882855550743,0.08381188987266011,17.150000000000006,1,48
5,bigbuckbunny,3,3685.242100370183,78.370625,1.2000000000000002,0.6250000000000001,428.7499999999999,25,48
6,bigbuckbunny,8,3831.0679321863286,80.514375,0.2548436700827823,0.1327310781681158,154.35000000000005,9,48
7,bigbuckbunny,19,3917.883482200262,82.30083333333334,1.4030479593649028,0.7307541455025536,85.75000000000003,5,48
8,bigbuckbunny,11,3896.8178978494634,81.58625,0.0,0.0,137.20000000000005,8,48
9,bigbuckbunny,16,3981.8251521372395,83.01541666666668,0.0,0.0,17.150000000000006,1,48
10,bigbuckbunny,18,3981.981537634409,83.01541666666668,0.0,0.0,17.150000000000006,1,48
11,bigbuckbunny,4,3975.1626871824383,83.01541666666668,0.3468134394023741,0.1806319996887365,17.150000000000006,1,48
12,bigbuckbunny,23,3619.164737241216,77.29875,3.1895583584165292,1.6612283116752755,325.85,19,48
13,bigbuckbunny,6,3825.5927451460384,81.22895833333335,3.1148709521113056,1.622328620891305,188.65000000000006,11,48
14,bigbuckbunny,10,3803.246890984015,80.15708333333333,0.5749207940692345,0.2994379135777263,222.95000000000007,13,48
15,bigbuckbunny,14,3601.679216076708,76.94145833333333,1.2838002436053593,0.6686459602111245,565.9499999999997,33,48
16,bigbuckbunny,0,3981.0368289559256,83.01541666666668,0.00780037490173946,0.004062695261322635,17.150000000000006,1,48
17,bigbuckbunny,0,3981.0368289559256,83.01541666666668,0.00780037490173946,0.004062695261322635,17.150000000000006,1,48
18,bigbuckbunny,21,3976.0547143479375,83.01541666666668,0.36250000000000004,0.18880208333333337,17.150000000000006,1,48
19,bigbuckbunny,24,3885.6996827734756,81.94354166666668,2.310257186820486,1.203258951469003,120.05000000000004,7,48
