episode,chunk,video,action,bitrate,buffer,throughput,rebuffer,vmaf,reward,risk_factor,weighted_penalty
0,0,crowd_run,0,300,4.0,527.22940984,1.2760490549344885,4.03,-12.214942186559377,2.733253017867395,0.0
0,1,crowd_run,1,750,4.0,319.96303501899996,5.376083083540744,15.45,-52.36587890577115,2.733253017867395,0.0
0,2,crowd_run,1,750,4.0,387.006993007,3.7517979111703994,15.45,-31.245758334107876,2.733253017867395,0.0
0,3,crowd_run,1,750,4.0,654.1505016719999,0.586100587452032,15.45,7.691174602577962,2.733253017867395,0.0
0,4,crowd_run,1,750,4.283529031561471,807.2173913040001,0.0,15.45,14.914176451578072,2.708854987741646,0.0
0,5,crowd_run,1,750,4.0,402.789660416,3.1645271000224646,15.45,-24.02253960816801,2.733253017867395,0.0
0,6,crowd_run,1,750,4.0,467.30616996500004,2.4197740000408974,15.45,-14.862345646759785,2.733253017867395,0.0
0,7,crowd_run,1,750,4.0,449.33333333300004,2.676557863506436,15.45,-18.02069436066553,2.733253017867395,0.0
0,8,crowd_run,1,750,4.0,426.70017533600003,3.0306978375101092,15.45,-22.37648804778412,2.733253017867395,0.0
0,9,crowd_run,1,750,4.0,606.445430346,0.9468589420953943,15.45,3.2539772256036548,2.733253017867395,0.0
0,10,crowd_run,1,750,4.3370082004383494,819.0026525200001,0.0,15.45,14.916850410021917,2.704291684278771,0.0
0,11,crowd_run,1,750,4.0,356.126186202,4.086972164483077,15.45,-35.368280511310346,2.733253017867395,0.0
0,12,crowd_run,1,750,4.0,535.4585725999999,1.6026743309627989,15.45,-4.812315032932051,2.733253017867395,0.0
0,13,crowd_run,1,750,4.0,504.66006600699995,1.9445955843837028,15.45,-9.017822872967649,2.733253017867395,0.0
0,14,crowd_run,1,750,4.232104084680382,796.2003376480001,0.0,15.45,14.911605204234018,2.713254530322443,0.0
0,15,crowd_run,1,750,4.599369033028046,825.8240574509999,0.0,15.45,14.929968451651401,2.6820807157305984,0.0
0,16,crowd_run,1,750,4.3428110531329045,704.794816415,0.0,15.45,14.917140552656644,2.7037972683281914,0.0
0,17,crowd_run,1,750,4.0,579.953241233,0.8300197661619402,15.45,4.691056861617294,2.733253017867395,0.0
0,18,crowd_run,1,750,4.0,539.6716016150001,1.5589361956832963,15.45,-4.274351776813385,2.733253017867395,0.0
0,19,crowd_run,1,750,4.0,486.37653587,2.168060707603394,15.45,-11.766363123895136,2.733253017867395,0.0
0,20,crowd_run,1,750,4.0,735.174866627,0.08066180739294371,15.45,13.90788892182469,2.733253017867395,0.0
0,21,crowd_run,1,750,4.0,666.069576218,0.5040339734990704,15.45,8.70056429371687,2.733253017867395,0.0
0,22,crowd_run,1,750,4.185665300199043,786.506753106,0.0,15.45,14.909283265009952,2.7172372252155954,0.0
0,23,crowd_run,1,750,4.0,694.616970658,0.13326171530152298,15.45,13.26092906518667,2.733253017867395,0.0
0,24,crowd_run,1,750,4.0,531.659947415,1.6427045418530977,15.45,-5.30467215918005,2.733253017867395,0.0
0,25,crowd_run,1,750,4.0,492.534958767,2.090938209767134,15.45,-10.817784274091203,2.733253017867395,0.0
0,26,crowd_run,1,750,4.0,719.274853801,0.17086734528050496,15.45,12.798393407856812,2.733253017867395,0.0
0,27,crowd_run,1,750,4.0,686.2371579449999,0.37166650809725166,15.45,10.328636277963275,2.733253017867395,0.0
0,28,crowd_run,1,750,4.283367199848759,807.1822429910001,0.0,15.45,14.914168359992438,2.708868815144061,0.0
0,29,crowd_run,1,750,4.503258727172412,793.628019324,0.0,15.45,14.92516293635862,2.6901834336080874,0.0
0,30,crowd_run,1,750,4.50015635380639,749.418755803,0.0,15.45,14.925007817690318,2.6904456329469744,0.0
0,31,crowd_run,1,750,5.472476539620308,990.857747224,0.0,15.45,14.973623826981015,2.610228626607829,0.0
0,32,crowd_run,1,750,6.361054703622118,964.189415042,0.0,15.45,15.018052735181104,2.540253887451663,0.0
0,33,crowd_run,1,750,5.121985497613535,572.6208,0.0,15.45,14.956099274880676,2.638695871381309,0.0
0,34,crowd_run,1,750,4.989323481904194,725.924353019,0.0,15.45,14.949466174095209,2.649601635784144,0.0
0,35,crowd_run,1,750,4.0,536.965223563,0.5976305113054279,15.45,7.549360706321623,2.733253017867395,0.0
0,36,crowd_run,1,750,4.297591175501585,810.283289125,0.0,15.45,14.914879558775079,2.7076539017966925,0.0
0,37,crowd_run,1,750,4.349936780209335,759.944944415,0.0,15.45,14.917496839010466,2.70319033673895,0.0
0,38,crowd_run,1,750,4.0,363.85622119799996,3.895078215336083,15.45,-33.00805429103603,2.733253017867395,0.0
0,39,crowd_run,1,750,4.0,361.492461027,4.298928258357037,15.45,-37.97526386087408,2.733253017867395,0.0
0,40,crowd_run,1,750,4.0,439.670636271,2.8232894182883044,15.45,-19.825439452823154,2.733253017867395,0.0
0,41,crowd_run,1,750,4.0,452.328430062,2.6323489761384096,15.45,-17.47694102399705,2.733253017867395,0.0
0,42,crowd_run,1,750,4.330381110332736,817.523587653,0.0,15.45,14.916519055516636,2.7048565025790454,0.0
0,43,crowd_run,1,750,4.001899845760038,693.083743842,0.0,15.45,14.900094992288,2.7330883800173287,0.0
0,44,crowd_run,1,750,4.0,554.2171846440001,1.411140534658771,15.45,-2.4565185624599293,2.733253017867395,0.0
0,45,crowd_run,1,750,4.0,499.064343164,2.0112489323128333,15.45,-9.837634962669824,2.733253017867395,0.0
0,46,crowd_run,1,750,4.0,685.9651715040001,0.373399881837158,15.45,10.307316407437664,2.733253017867395,0.0
0,47,crowd_run,1,750,4.224677716388221,794.634146341,0.0,15.45,14.91123388581941,2.7138908114025924,0.0
1,0,crowd_run,0,300,4.439615717573691,2141.38768276,0.0,4.03,3.501980785878685,2.6955704181845483,0.0
1,1,crowd_run,1,750,6.029469847125847,1244.73793756,0.0,15.45,13.859473492356292,2.566002991180458,0.0
1,2,crowd_run,1,750,8.71298069138022,2278.78823529,0.0,15.45,15.13564903456901,2.3693702538412866,0.0
1,3,crowd_run,1,750,11.146574261639794,1915.2117503099998,0.0,15.45,15.25732871308199,2.212484168598172,0.0
1,4,crowd_run,1,750,13.938721196898769,2483.7458194,0.0,15.45,15.396936059844938,2.0544970676698475,0.0
1,5,crowd_run,1,750,16.381537641767693,1926.55515152,0.0,15.45,15.45,1.0,0.0
1,6,crowd_run,1,750,18.804619930465428,1902.44549763,0.0,15.45,15.45,1.0,0.0
1,7,crowd_run,1,750,20.785782367542122,1486.00365631,0.0,15.45,15.45,1.0,0.0
1,8,crowd_run,1,750,23.008589606161788,1688.05549133,0.0,15.45,15.45,1.0,0.0
1,9,crowd_run,1,750,25.71590996246693,2320.7606112099998,0.0,15.45,15.45,1.0,0.0
1,10,crowd_run,1,750,28.09816955231685,1854.4384384399998,0.0,15.45,15.45,1.0,0.0
1,11,crowd_run,1,750,30.0,1674.95295537,0.0,15.45,15.45,1.0,0.0
1,12,crowd_run,1,750,30.0,2343.71274686,0.0,15.45,15.45,1.0,0.0
1,13,crowd_run,1,750,30.0,2094.68493151,0.0,15.45,15.45,1.0,0.0
1,14,crowd_run,1,750,30.0,1818.57069409,0.0,15.45,15.45,1.0,0.0
1,15,crowd_run,1,750,30.0,2307.61204013,0.0,15.45,15.45,1.0,0.0
1,16,crowd_run,1,750,30.0,2390.6227106200004,0.0,15.45,15.45,1.0,0.0
1,17,crowd_run,1,750,30.0,2554.14664587,0.0,15.45,15.45,1.0,0.0
1,18,crowd_run,1,750,30.0,2273.96597353,0.0,15.45,15.45,1.0,0.0
1,19,crowd_run,1,750,30.0,2045.21333333,0.0,15.45,15.45,1.0,0.0
1,20,crowd_run,1,750,30.0,1671.4824797800002,0.0,15.45,15.45,1.0,0.0
1,21,crowd_run,1,750,30.0,1300.0691358000001,0.0,15.45,15.45,1.0,0.0
1,22,crowd_run,1,750,30.0,1467.56451613,0.0,15.45,15.45,1.0,0.0
1,23,crowd_run,1,750,30.0,2546.2558139499997,0.0,15.45,15.45,1.0,0.0
1,24,crowd_run,1,750,30.0,1551.46803069,0.0,15.45,15.45,1.0,0.0
1,25,crowd_run,1,750,30.0,1706.43478261,0.0,15.45,15.45,1.0,0.0
1,26,crowd_run,1,750,30.0,1504.5382263,0.0,15.45,15.45,1.0,0.0
1,27,crowd_run,1,750,30.0,1604.30078563,0.0,15.45,15.45,1.0,0.0
1,28,crowd_run,1,750,30.0,1815.8948751599999,0.0,15.45,15.45,1.0,0.0
1,29,crowd_run,1,750,30.0,2607.6349206299997,0.0,15.45,15.45,1.0,0.0
1,30,crowd_run,1,750,30.0,2629.0684039099997,0.0,15.45,15.45,1.0,0.0
1,31,crowd_run,1,750,30.0,2342.1400000000003,0.0,15.45,15.45,1.0,0.0
1,32,crowd_run,1,750,30.0,2233.18709677,0.0,15.45,15.45,1.0,0.0
1,33,crowd_run,1,750,30.0,1938.02166065,0.0,15.45,15.45,1.0,0.0
1,34,crowd_run,1,750,30.0,1870.03076923,0.0,15.45,15.45,1.0,0.0
1,35,crowd_run,1,750,30.0,1739.2735632200001,0.0,15.45,15.45,1.0,0.0
1,36,crowd_run,1,750,30.0,1616.27936508,0.0,15.45,15.45,1.0,0.0
1,37,crowd_run,1,750,30.0,2408.6174496599997,0.0,15.45,15.45,1.0,0.0
1,38,crowd_run,1,750,30.0,2536.0856531,0.0,15.45,15.45,1.0,0.0
1,39,crowd_run,1,750,30.0,1919.29443691,0.0,15.45,15.45,1.0,0.0
1,40,crowd_run,1,750,30.0,1698.01839685,0.0,15.45,15.45,1.0,0.0
1,41,crowd_run,1,750,30.0,1701.46478873,0.0,15.45,15.45,1.0,0.0
1,42,crowd_run,1,750,30.0,2493.22912966,0.0,15.45,15.45,1.0,0.0
1,43,crowd_run,1,750,30.0,2298.9542483699997,0.0,15.45,15.45,1.0,0.0
1,44,crowd_run,1,750,30.0,2522.1031614,0.0,15.45,15.45,1.0,0.0
1,45,crowd_run,1,750,30.0,1156.2173913,0.0,15.45,15.45,1.0,0.0
1,46,crowd_run,1,750,30.0,2113.66504065,0.0,15.45,15.45,1.0,0.0
1,47,crowd_run,1,750,30.0,2465.51351351,0.0,15.45,15.45,1.0,0.0
2,0,crowd_run,0,300,4.656666666666666,3495.145631067961,0.0,4.03,3.5128333333333335,2.677268649791624,0.0
2,1,crowd_run,1,750,7.826021505376344,3611.650485436893,0.0,15.45,13.949301075268817,2.4314657577487804,0.0
2,2,crowd_run,1,750,10.995376344086022,3611.650485436893,0.0,15.45,15.2497688172043,2.2216851581062222,0.0
2,3,crowd_run,1,750,14.1647311827957,3611.650485436893,0.0,15.45,15.408236559139784,2.0426478017079885,0.0
2,4,crowd_run,1,750,17.326021505376346,3576.923076923077,0.0,15.45,15.45,1.0,0.0
2,5,crowd_run,1,750,20.48731182795699,3576.923076923077,0.0,15.45,15.45,1.0,0.0
2,6,crowd_run,1,750,23.656666666666666,3611.650485436893,0.0,15.45,15.45,1.0,0.0
2,7,crowd_run,1,750,26.826021505376342,3611.650485436893,0.0,15.45,15.45,1.0,0.0
2,8,crowd_run,1,750,29.99537634408602,3611.650485436893,0.0,15.45,15.45,1.0,0.0
2,9,crowd_run,1,750,30.0,3611.650485436893,0.0,15.45,15.45,1.0,0.0
2,10,crowd_run,1,750,30.0,3576.923076923077,0.0,15.45,15.45,1.0,0.0
2,11,crowd_run,1,750,30.0,3611.650485436893,0.0,15.45,15.45,1.0,0.0
2,12,crowd_run,1,750,30.0,3445.5445544554455,0.0,15.45,15.45,1.0,0.0
2,13,crowd_run,1,750,30.0,3529.4117647058824,0.0,15.45,15.45,1.0,0.0
2,14,crowd_run,1,750,30.0,3529.4117647058824,0.0,15.45,15.45,1.0,0.0
2,15,crowd_run,1,750,30.0,3495.145631067961,0.0,15.45,15.45,1.0,0.0
2,16,crowd_run,1,750,30.0,3495.145631067961,0.0,15.45,15.45,1.0,0.0
2,17,crowd_run,1,750,30.0,3529.4117647058824,0.0,15.45,15.45,1.0,0.0
2,18,crowd_run,1,750,30.0,3495.145631067961,0.0,15.45,15.45,1.0,0.0
2,19,crowd_run,1,750,30.0,3495.145631067961,0.0,15.45,15.45,1.0,0.0
2,20,crowd_run,1,750,30.0,3529.4117647058824,0.0,15.45,15.45,1.0,0.0
2,21,crowd_run,1,750,30.0,3495.145631067961,0.0,15.45,15.45,1.0,0.0
2,22,crowd_run,1,750,30.0,3495.145631067961,0.0,15.45,15.45,1.0,0.0
2,23,crowd_run,1,750,30.0,3529.4117647058824,0.0,15.45,15.45,1.0,0.0
2,24,crowd_run,1,750,30.0,3495.145631067961,0.0,15.45,15.45,1.0,0.0
2,25,crowd_run,1,750,28.3,526.3157894736842,0.0,15.45,15.45,1.0,0.0
2,26,crowd_run,1,750,26.6,526.3157894736842,0.0,15.45,15.45,1.0,0.0
2,27,crowd_run,1,750,24.900000000000002,526.3157894736842,0.0,15.45,15.45,1.0,0.0
2,28,crowd_run,1,750,23.200000000000003,526.3157894736842,0.0,15.45,15.45,1.0,0.0
2,29,crowd_run,1,750,21.500000000000004,526.3157894736842,0.0,15.45,15.45,1.0,0.0
2,30,crowd_run,1,750,19.800000000000004,526.3157894736842,0.0,15.45,15.45,1.0,0.0
2,31,crowd_run,1,750,18.100000000000005,526.3157894736842,0.0,15.45,15.45,1.0,0.0
2,32,crowd_run,1,750,16.400000000000006,526.3157894736842,0.0,15.45,15.45,1.0,0.0
2,33,crowd_run,1,750,14.700000000000006,526.3157894736842,0.0,15.45,15.434999999999999,2.0151130646157185,0.0
2,34,crowd_run,1,750,13.000000000000007,526.3157894736842,0.0,15.45,15.35,2.1051709180756473,0.0
2,35,crowd_run,1,750,11.300000000000008,526.3157894736842,0.0,15.45,15.265,2.203218440127695,0.0
2,36,crowd_run,1,750,10.050000000000008,571.4285714285714,0.0,15.45,15.2025,2.2808193623837214,0.0
2,37,crowd_run,1,750,8.800000000000008,571.4285714285714,0.0,15.45,15.14,2.363425114132177,0.0
2,38,crowd_run,1,750,7.550000000000009,571.4285714285714,0.0,15.45,15.0775,2.4513584791431526,0.0
2,39,crowd_run,1,750,6.30000000000001,571.4285714285714,0.0,15.45,15.015,2.5449630589513377,0.0
2,40,crowd_run,1,750,5.100000000000009,576.9230769230769,0.0,15.45,14.955,2.6404982390570435,0.0
2,41,crowd_run,1,750,4.0,571.4285714285714,0.1499999999999897,15.45,13.055054212939634,2.733253017867395,0.0
2,42,crowd_run,1,750,4.0,571.4285714285714,1.2499999999999991,15.45,-0.47454822550408626,2.733253017867395,0.0
2,43,crowd_run,1,750,4.0,571.4285714285714,1.2499999999999991,15.45,-0.47454822550408626,2.733253017867395,0.0
2,44,crowd_run,1,750,4.0,571.4285714285714,1.2499999999999991,15.45,-0.47454822550408626,2.733253017867395,0.0
2,45,crowd_run,1,750,4.0,571.4285714285714,1.2499999999999991,15.45,-0.47454822550408626,2.733253017867395,0.0
2,46,crowd_run,1,750,4.0,571.4285714285714,1.2499999999999991,15.45,-0.47454822550408626,2.733253017867395,0.0
2,47,crowd_run,1,750,4.0,535.7142857142857,1.6000000000000005,15.45,-4.779421728645249,2.733253017867395,0.0
3,0,crowd_run,0,300,4.0,956.294420261,0.2548436700827823,4.03,0.3455149634782464,2.733253017867395,0.0
3,1,crowd_run,1,750,5.414280589329386,1160.21869489,0.0,15.45,13.82871402946647,2.61492088931982,0.0
3,2,crowd_run,1,750,6.4502439754302,1012.13324624,0.0,15.45,15.022512198771508,2.5334004739522893,0.0
