arm,episode,rebuffer_total,rebuffer_p95_chunk,rebuffer_p99_chunk,stallfree,vmaf_mean,bitrate_mean_kbps,buffer_mean,interv_rate,conformal_coverage
raw,0,3.842049687671892,0.0,2.0362863344661073,0.0,94.54229166666666,1704.1666666666667,10.952881637652032,0.0,nan
raw,1,0.0,0.0,0.0,1.0,93.00708333333334,1455.2083333333333,11.58641943583254,0.0,nan
raw,2,3.8715293958060624,0.0,2.0519105797772177,0.0,29.423333333333336,1613.5416666666667,11.156823914830698,0.0,nan
raw,3,0.0,0.0,0.0,1.0,93.140625,1605.2083333333333,11.574161652519427,0.0,nan
raw,4,0.0,0.0,0.0,1.0,25.568749999999998,1366.6666666666667,11.474322737971894,0.0,nan
raw,5,6.038039333671291,0.0,3.0969188960646186,0.0,93.21749999999999,1622.9166666666667,11.178907976829981,0.0,nan
raw,6,0.0,0.0,0.0,1.0,28.073333333333338,1539.5833333333333,11.64105555944655,0.0,nan
raw,7,1.5107318179298925,0.0,0.8006878635028447,0.0,94.375625,1667.7083333333333,10.96445574581899,0.0,nan
raw,8,0.0,0.0,0.0,1.0,92.72250000000001,1604.1666666666667,11.412601475288335,0.0,nan
raw,9,0.0,0.0,0.0,1.0,26.43666666666667,1430.2083333333333,11.336379043041717,0.0,nan
raw,10,0.0,0.0,0.0,1.0,30.52916666666667,1686.4583333333333,11.242325598757398,0.0,nan
raw,11,1.6407950009191978,0.0,0.8696213504871767,0.0,92.26291666666667,1554.1666666666667,11.398841124027415,0.0,nan
raw,12,5.409816017816645,0.0,2.8672024894428283,0.0,27.01166666666667,1466.6666666666667,11.432518972006706,0.0,nan
raw,13,0.0,0.0,0.0,1.0,94.54229166666666,1704.1666666666667,11.322303264747726,0.0,nan
raw,14,0.0,0.0,0.0,1.0,30.52916666666667,1686.4583333333333,11.382619404849157,0.0,nan
raw,15,0.0,0.0,0.0,1.0,28.723958333333332,1563.5416666666667,11.498335408340084,0.0,nan
raw,16,10.578910380742087,0.0,5.4017618198397415,0.0,27.71104166666667,1516.6666666666667,11.206942141884385,0.0,nan
raw,17,0.0,0.0,0.0,1.0,95.33895833333334,1745.8333333333333,11.29922819166012,0.0,nan
raw,18,0.0,0.0,0.0,1.0,95.01229166666667,1750.0,11.111015162302218,0.0,nan
raw,19,0.0,0.0,0.0,1.0,93.140625,1605.2083333333333,11.467286458867266,0.0,nan
raw,20,0.0,0.0,0.0,1.0,92.29291666666666,1378.125,11.350472962858504,0.0,nan
raw,21,1.772582628022322,0.0,0.9394687928518327,0.0,94.70395833333333,1713.5416666666667,11.116582817716084,0.0,nan
raw,22,5.245609034860458,0.0,2.7801727884760483,0.0,92.94625,1369.7916666666667,11.500699180788985,0.0,nan
raw,23,0.0,0.0,0.0,1.0,94.21354166666667,1740.625,11.616185928041618,0.0,nan
raw,24,0.0,0.0,0.0,1.0,28.654583333333335,1567.7083333333333,11.605378045511477,0.0,nan
raw,25,0.0,0.0,0.0,1.0,26.480833333333337,1430.2083333333333,11.462911000434202,0.0,nan
raw,26,0.0,0.0,0.0,1.0,26.312291666666667,1416.6666666666667,11.564504697398633,0.0,nan
raw,27,0.0,0.0,0.0,1.0,29.423333333333336,1613.5416666666667,11.434712973977085,0.0,nan
raw,28,1.3131967991746105,0.0,0.6959943035625451,0.0,26.002083333333335,1351.0416666666667,11.548891946343874,0.0,nan
raw,29,0.0,0.0,0.0,1.0,26.480833333333337,1430.2083333333333,11.483111899122633,0.0,nan
raw,30,0.2817167239226208,0.0,0.14930986367898935,0.0,94.35125000000001,1750.0,10.750948321478047,0.0,nan
raw,31,0.0,0.0,0.0,1.0,93.591875,1487.5,11.44164571350214,0.0,nan
raw,32,5.507431703590946,0.0,2.9189388029032077,0.0,93.784375,1686.4583333333333,11.185886654779031,0.0,nan
raw,33,0.0,0.0,0.0,1.0,29.562083333333337,1605.2083333333333,11.436345137020254,0.0,nan
raw,34,0.0,0.0,0.0,1.0,27.447916666666668,1511.4583333333333,11.343828052372558,0.0,nan
raw,35,0.0,0.0,0.0,1.0,94.70645833333333,1727.0833333333333,11.41144939189212,0.0,nan
raw,36,1.6407950009191978,0.0,0.8696213504871767,0.0,92.75791666666667,1572.9166666666667,11.42015868716311,0.0,nan
raw,37,0.0,0.0,0.0,1.0,93.96854166666667,1717.7083333333333,11.558012104014873,0.0,nan
raw,38,0.0,0.0,0.0,1.0,93.11020833333332,1609.375,11.5272937895431,0.0,nan
raw,39,9.977704847826804,0.0,5.2881835693482175,0.0,28.505,1558.3333333333333,11.30773960176191,0.0,nan
raw,40,7.1774787257196735,0.0,3.6957224827848485,0.0,93.86125,1704.1666666666667,11.105026953048885,0.0,nan
raw,41,0.0,0.0,0.0,1.0,94.94770833333332,1736.4583333333333,11.267137206873452,0.0,nan
raw,42,0.22812503315640065,0.0,0.1209062675728926,0.0,93.20437500000001,1406.25,11.367410970961414,0.0,nan
raw,43,0.0,0.0,0.0,1.0,26.699791666666666,1435.4166666666667,11.474503390860987,0.0,nan
raw,44,0.0,0.0,0.0,1.0,91.36916666666667,1477.0833333333333,11.64147933342963,0.0,nan
raw,45,0.0,0.0,0.0,1.0,27.6875,1486.4583333333333,11.474162583667352,0.0,nan
raw,46,2.506128100925249,0.0,1.321242956088993,0.0,94.53979166666666,1690.625,11.038016448256455,0.0,nan
raw,47,0.0,0.0,0.0,1.0,94.10291666666667,1604.1666666666667,11.15744834384698,0.0,nan
raw,48,0.20059249142125246,0.0,0.10631402045326403,0.0,28.45625,1532.2916666666667,11.105607249485567,0.0,nan
raw,49,3.3788455736520095,0.0,1.7907881540355688,0.0,94.49562500000002,1641.6666666666667,11.12438221265701,0.0,nan
raw,50,4.713539692360314,0.0,2.477112434593731,0.0,93.86125,1704.1666666666667,11.05043577448585,0.0,nan
raw,51,0.5144008569034,0.0,0.27263245415880255,0.0,94.26458333333335,1613.5416666666667,11.10708314487587,0.0,nan
raw,52,2.1002445267126344,0.0,1.1131295991576986,0.0,27.205416666666668,1476.0416666666667,11.280128401448193,0.0,nan
raw,53,4.003299505716075,0.0,2.0724348212012917,0.0,93.86125,1704.1666666666667,11.021397883377569,0.0,nan
raw,54,0.0,0.0,0.0,1.0,93.35520833333332,1632.2916666666667,11.247151536365095,0.0,nan
raw,55,0.0,0.0,0.0,1.0,93.86125,1704.1666666666667,11.17306559850313,0.0,nan
raw,56,15.5006718962346,0.0,7.902705698943075,0.0,28.604166666666668,1576.0416666666667,11.202674003717036,0.0,nan
raw,57,10.05244060575158,0.0,5.292270795901361,0.0,94.30208333333336,1618.75,11.054531418441606,0.0,nan
raw,58,7.498139321184842,0.0,3.9705421945571038,0.0,93.979375,1568.75,10.988881871701672,0.0,nan
raw,59,0.0,0.0,0.0,1.0,25.233333333333338,1305.2083333333333,11.526783778114236,0.0,nan
raw,60,1.0485108764467341,0.0,0.5557107645167703,0.0,94.70895833333334,1740.625,11.216265197286367,0.0,nan
raw,61,0.0,0.0,0.0,1.0,93.52729166666667,1473.9583333333333,11.64163242304641,0.0,nan
raw,62,0.0,0.0,0.0,1.0,94.43104166666667,1628.125,11.610929509008423,0.0,nan
raw,63,0.0,0.0,0.0,1.0,93.00291666666665,1595.8333333333333,11.559574067542584,0.0,nan
raw,64,0.0,0.0,0.0,1.0,93.39437500000001,1518.75,11.219509416555733,0.0,nan
raw,65,0.0,0.0,0.0,1.0,94.43125000000002,1645.8333333333333,11.520401105122787,0.0,nan
raw,66,11.061190155643494,0.0,5.862430782491065,0.0,93.06812500000001,1558.3333333333333,11.222001892355884,0.0,nan
raw,67,7.492812519439562,0.0,3.7746936392104726,0.0,93.67854166666667,1585.4166666666667,11.06730724866396,0.0,nan
raw,68,11.48935021422237,0.0,5.750929499819248,0.0,94.10291666666667,1604.1666666666667,11.243031080101302,0.0,nan
raw,69,0.0,0.0,0.0,1.0,27.685833333333335,1520.8333333333333,11.423119632380102,0.0,nan
raw,70,10.90022588416802,0.0,5.48644979556098,0.0,93.51437500000002,1562.5,10.959026153562503,0.0,nan
raw,71,8.978430506559295,0.0,4.701062411435061,0.0,27.180208333333336,1480.2083333333333,11.293427966666135,0.0,nan
raw,72,0.0,0.0,0.0,1.0,94.68958333333335,1700.0,11.296978659231058,0.0,nan
raw,73,0.0,0.0,0.0,1.0,93.11020833333332,1609.375,11.622239037381485,0.0,nan
raw,74,5.616315805543088,0.0,2.9766473769378434,0.0,30.503958333333333,1690.625,11.326124128695271,0.0,nan
raw,75,0.0,0.0,0.0,1.0,93.52375,1563.5416666666667,11.550673670972492,0.0,nan
raw,76,0.3995437974961611,0.0,0.21175821267296582,0.0,94.35125000000001,1750.0,11.014378442550067,0.0,nan
raw,77,15.5006718962346,0.0,7.902705698943075,0.0,28.02291666666667,1547.9166666666667,11.19566420210361,0.0,nan
raw,78,0.0,0.0,0.0,1.0,93.26520833333335,1491.6666666666667,11.184908783077523,0.0,nan
raw,79,0.0,0.0,0.0,1.0,94.80499999999999,1713.5416666666667,11.211846367462314,0.0,nan
raw,80,0.0,0.0,0.0,1.0,28.16791666666667,1531.25,11.349669458471821,0.0,nan
raw,81,0.0,0.0,0.0,1.0,24.845833333333335,1286.4583333333333,11.589708624161238,0.0,nan
raw,82,0.0,0.0,0.0,1.0,27.180208333333336,1480.2083333333333,11.537700653644356,0.0,nan
raw,83,0.0,0.0,0.0,1.0,26.312291666666667,1416.6666666666667,11.306713641321698,0.0,nan
raw,84,1.8184228934304283,0.0,0.9637641335181291,0.0,94.54229166666666,1704.1666666666667,11.025603910694636,0.0,nan
raw,85,0.0,0.0,0.0,1.0,27.6875,1486.4583333333333,11.490305313013517,0.0,nan
raw,86,0.0,0.0,0.0,1.0,27.6875,1486.4583333333333,11.412968928448782,0.0,nan
raw,87,4.713539692360314,0.0,2.477112434593731,0.0,92.86520833333333,1586.4583333333333,11.081395244078088,0.0,nan
raw,88,13.92981905319849,0.0,7.09888584867832,0.0,94.54229166666666,1704.1666666666667,10.984519545836804,0.0,nan
raw,89,2.506128100925249,0.0,1.321242956088993,0.0,94.53979166666666,1690.625,11.03606032078883,0.0,nan
raw,90,0.0,0.0,0.0,1.0,92.78833333333334,1568.75,11.572150261692057,0.0,nan
raw,91,0.0,0.0,0.0,1.0,27.518958333333334,1472.9166666666667,11.287538478743182,0.0,nan
raw,92,0.0,0.0,0.0,1.0,94.30208333333336,1618.75,11.23817815978091,0.0,nan
raw,93,7.2268242092702195,0.0,3.722520659993661,0.0,94.75395833333334,1695.8333333333333,11.072475627516127,0.0,nan
raw,94,0.0,0.0,0.0,1.0,24.795416666666664,1294.7916666666667,11.316550359497755,0.0,nan
raw,95,0.0,0.0,0.0,1.0,93.93874999999998,1581.25,11.18658025528258,0.0,nan
raw,96,0.0,0.0,0.0,1.0,26.674583333333334,1439.5833333333333,11.435964267174619,0.0,nan
raw,97,0.0,0.0,0.0,1.0,93.93874999999998,1581.25,11.209442953991113,0.0,nan
raw,98,0.0,0.0,0.0,1.0,28.62479166666667,1545.8333333333333,11.453076085570755,0.0,nan
raw,99,3.6732059797443277,0.0,1.946799169264498,0.0,94.53979166666666,1690.625,11.0440286781617,0.0,nan
raw,100,0.0,0.0,0.0,1.0,93.784375,1686.4583333333333,11.49373991545429,0.0,nan
raw,101,11.080561190400095,0.0,5.65930537897967,0.0,94.70645833333333,1727.0833333333333,10.918007574011469,0.0,nan
raw,102,0.0,0.0,0.0,1.0,94.029375,1709.375,11.115074474730427,0.0,nan
raw,103,0.0,0.0,0.0,1.0,93.46249999999998,1645.8333333333333,11.039663632139892,0.0,nan
raw,104,5.610610002599477,0.0,2.8260464774118375,0.0,94.62479166666667,1668.75,10.880265916773117,0.0,nan
raw,105,0.0,0.0,0.0,1.0,93.78541666666668,1510.4166666666667,11.667719417913824,0.0,nan
raw,106,0.0,0.0,0.0,1.0,92.72250000000001,1604.1666666666667,11.385960283833837,0.0,nan
raw,107,12.919858997634798,1.3950359143171223,5.463244241512305,0.0,93.45916666666666,1550.0,10.994149618530002,0.0,nan
raw,108,1.8923224987237166,0.0,1.0009053000517005,0.0,93.65270833333334,1572.9166666666667,11.163180751131298,0.0,nan
raw,109,0.0,0.0,0.0,1.0,26.798958333333342,1453.125,11.496768899629807,0.0,nan
raw,110,0.0,0.0,0.0,1.0,25.808333333333337,1341.6666666666667,11.548424659843343,0.0,nan
raw,111,0.0,0.0,0.0,1.0,94.36666666666667,1632.2916666666667,11.31899951481728,0.0,nan
raw,112,3.590442252730341,0.1989689448448119,1.6583363742013326,0.0,94.70645833333333,1727.0833333333333,10.868920686007252,0.0,nan
raw,113,0.0,0.0,0.0,1.0,94.43125000000002,1645.8333333333333,11.454383573894106,0.0,nan
raw,114,0.0,0.0,0.0,1.0,94.378125,1681.25,11.328254242785567,0.0,nan
raw,115,10.90022588416802,0.0,5.48644979556098,0.0,94.36312500000001,1600.0,10.921486475464496,0.0,nan
raw,116,15.766743734163487,0.0,8.10330242403278,0.0,94.54229166666666,1704.1666666666667,11.026095341588714,0.0,nan
raw,117,0.0,0.0,0.0,1.0,93.26520833333335,1491.6666666666667,11.724084309049305,0.0,nan
raw,118,0.0,0.0,0.0,1.0,93.13250000000001,1554.1666666666667,11.36836434765884,0.0,nan
raw,119,13.299402637621359,0.0,7.048683397939335,0.0,94.56041666666665,1672.9166666666667,11.23905014985543,0.0,nan
raw,120,2.1002445267126344,0.0,1.1131295991576986,0.0,27.830833333333334,1504.1666666666667,11.292289888044769,0.0,nan
raw,121,1.0850783332836027,0.0,0.5750915166403107,0.0,94.54229166666669,1704.1666666666667,11.245608613481116,0.0,nan
raw,122,0.0,0.0,0.0,1.0,94.43125000000002,1645.8333333333333,11.559359803144815,0.0,nan
raw,123,12.810904262915866,0.0,6.603193882399928,0.0,92.50791666666667,1577.0833333333333,11.09565931887513,0.0,nan
raw,124,0.0,0.0,0.0,1.0,92.87416666666667,1500.0,11.567268321128855,0.0,nan
raw,125,0.0,0.0,0.0,1.0,27.6875,1486.4583333333333,11.368179077425003,0.0,nan
raw,126,15.188777136021365,2.7875583137046682,5.48644979556098,0.0,94.54229166666666,1704.1666666666667,10.851235364519711,0.0,nan
raw,127,0.5662201854763929,0.0,0.30009669830248886,0.0,93.18854166666667,1530.2083333333333,11.017007528017194,0.0,nan
raw,128,0.0,0.0,0.0,1.0,27.155000000000005,1484.375,11.304520843119953,0.0,nan
raw,129,1.378516773318763,0.0,0.730613889858946,0.0,94.10854166666667,1595.8333333333333,11.351245696254622,0.0,nan
raw,130,10.578910380742087,0.0,5.4017618198397415,0.0,28.530208333333334,1554.1666666666667,11.202372348278452,0.0,nan
