step,episode_count,avg_reward,avg_vmaf,avg_rebuffer_rate,episode_length
384,48,-3861.31,31.81,326.43,48
384,48,1980.24,87.80,133.98,48
384,48,2903.06,88.50,79.12,48
384,48,1144.18,91.58,199.03,48
384,48,3357.68,88.34,50.40,48
384,48,1392.44,92.10,184.54,48
384,48,3774.99,91.86,35.71,48
384,48,213.26,31.64,71.43,48
768,96,-2797.78,31.79,259.76,48
768,96,1241.43,89.63,186.23,48
768,96,3583.75,87.46,34.43,48
768,96,300.24,89.53,243.78,48
768,96,3344.01,90.74,59.67,48
768,96,-1444.30,91.16,357.61,48
768,96,-4344.44,31.43,356.72,48
768,96,1072.66,29.32,14.46,48
1152,144,1067.60,25.48,3.96,48
1152,144,2789.17,88.32,85.89,48
1152,144,711.23,87.80,213.34,48
1152,144,480.59,33.00,61.66,48
1152,144,-3170.35,30.66,281.54,48
1152,144,290.87,90.69,247.77,48
1152,144,-4211.95,28.48,337.62,48
1152,144,715.68,85.16,205.24,48
1536,192,-4172.66,29.38,338.60,48
1536,192,1339.97,29.91,0.02,48
1536,192,3313.14,90.79,60.74,48
1536,192,-1209.41,32.26,163.27,48
1536,192,1726.19,88.52,152.70,48
1536,192,4156.04,87.59,0.00,48
1536,192,3226.97,85.55,50.53,48
1536,192,644.58,87.80,216.94,48
1920,240,-4744.06,35.11,390.46,48
1920,240,3765.03,91.20,34.66,48
1920,240,611.44,29.31,43.92,48
1920,240,931.78,90.76,208.49,48
1920,240,3715.65,88.75,29.96,48
1920,240,223.72,88.04,243.98,48
1920,240,1625.75,89.95,162.66,48
1920,240,275.31,27.65,58.98,48
2304,288,463.42,27.54,47.72,48
2304,288,990.38,87.03,193.44,48
2304,288,3148.49,89.13,65.83,48
2304,288,-2344.91,92.18,416.35,48
2304,288,-1006.15,31.17,147.80,48
2304,288,3727.18,85.24,18.39,48
2304,288,-4024.45,32.78,340.27,48
2304,288,2206.56,89.29,124.82,48
2688,336,2960.52,90.35,82.14,48
2688,336,-108.30,33.22,98.36,48
2688,336,2910.82,88.51,79.56,48
2688,336,1315.46,30.40,2.15,48
2688,336,-4436.39,32.26,363.87,48
2688,336,2780.90,87.15,82.01,48
2688,336,3538.68,90.94,48.32,48
2688,336,-1797.87,88.84,372.58,48
3072,384,1919.80,90.77,147.93,48
3072,384,-927.68,29.03,135.78,48
3072,384,2510.72,90.85,110.91,48
3072,384,3004.63,89.52,76.57,48
3072,384,3911.29,89.75,21.23,48
3072,384,3910.31,85.94,8.99,48
3072,384,245.78,27.93,61.53,48
3072,384,1978.84,88.79,138.22,48
3456,432,3166.71,88.78,63.84,48
3456,432,-1272.62,90.20,343.90,48
3456,432,901.96,36.03,43.65,48
3456,432,3285.14,87.36,51.66,48
3456,432,2323.69,89.03,116.83,48
3456,432,-3625.29,29.39,305.11,48
3456,432,1829.97,87.77,143.24,48
3456,432,-2612.12,31.12,245.66,48
3840,480,120.70,86.93,247.35,48
3840,480,1192.84,87.77,183.53,48
3840,480,-1.09,29.47,81.90,48
3840,480,-7987.12,32.30,584.33,48
3840,480,-545.37,26.01,105.34,48
3840,480,-7716.14,30.49,561.03,48
3840,480,856.59,31.53,34.00,48
3840,480,2208.38,88.96,123.71,48
4224,528,-472.38,30.15,111.68,48
4224,528,-1349.60,31.99,170.66,48
4224,528,3934.78,90.73,22.73,48
4224,528,4198.84,88.58,0.31,48
4224,528,4034.75,87.40,5.51,48
4224,528,-1900.94,90.19,383.34,48
4224,528,2483.47,89.56,109.03,48
4224,528,3820.95,88.83,23.63,48
4608,576,3301.64,91.98,66.10,48
4608,576,3816.39,87.87,20.84,48
